year,en_ADP îles_NOUN,en_ADP iles_NOUN,en_ADP file_NOUN
1800,8.803660733747165e-08,3.144164484325529e-08,1.980823611802407e-07
1801,6.191074675143682e-08,7.143547975374531e-09,3.64320925427819e-07
1802,7.384872446891677e-08,8.951360541686881e-09,3.1329761895904085e-07
1803,8.191424427650418e-08,9.751695895232615e-09,2.262393496987869e-07
1804,2.175228814849106e-07,1.9774807569206132e-08,2.2493843232496147e-07
1805,3.1271653710973624e-08,2.2743021688143017e-08,3.240880630528409e-07
1806,4.8988376022407465e-08,8.645007376628655e-09,1.0950342410609437e-07
1807,3.4163463169534225e-08,8.540865792383556e-09,6.832692633906845e-08
1808,4.985362878073829e-08,2.4926814390369145e-08,1.654234011994049e-07
1809,4.51806094758922e-08,2.25903047379461e-08,3.185232912983338e-07
1810,4.914266327205041e-08,1.8721014072298203e-08,1.427477371862551e-07
1811,5.0141537144554604e-08,7.521230305229665e-09,1.353821517113829e-07
1812,2.6672083208723052e-08,8.00162469616339e-09,1.226915742336132e-07
1813,8.052076339026826e-08,8.627224934443234e-09,2.041776525629757e-07
1814,3.1466772298927026e-08,3.1466771410748606e-09,1.195737269199526e-07
1815,3.776112933451259e-08,0.0,1.1867783911156948e-07
1816,1.0660977523002657e-07,2.3176038865813098e-09,1.1356259221884102e-07
1817,1.1053801074467628e-07,2.3353101674672416e-08,8.56280379935015e-08
1818,1.3947777688372298e-07,2.0266001987678806e-08,8.225612657675185e-08
1819,3.622867339458935e-08,8.280840235741493e-09,1.4594981223581271e-07
1820,7.238553223487543e-08,3.5599443393152796e-09,1.6138415048772004e-07
1821,3.254291058851777e-08,3.94459531705138e-09,1.6172840922035192e-07
1822,7.118187284049782e-08,1.4035862250239006e-08,9.825103575167304e-08
1823,6.81905376609393e-08,6.917880712720148e-09,1.7492355652848346e-07
1824,3.621078548121659e-08,1.6000114122505238e-08,1.271587990459011e-07
1825,4.57883047033647e-08,2.641632912414593e-09,1.1359021812040737e-07
1826,5.813269510213104e-08,8.807984452907647e-09,8.984144272972117e-08
1827,6.728609491801762e-08,5.530363889061363e-09,1.3088528011406808e-07
1828,6.420610532131832e-08,2.7516904310687096e-09,1.0548146178734896e-07
1829,3.3435387791769244e-08,2.5719527840806222e-08,9.430493719264632e-08
1830,4.174734158368665e-08,9.39315203396518e-09,3.0162456710058905e-07
1831,3.897801548191637e-08,4.677361609140007e-09,5.76874619184764e-08
1832,3.3824925083081325e-08,8.117981509236927e-09,1.4747666909897816e-07
1833,9.730248251571538e-08,1.3900354645102198e-08,1.5174553880115127e-07
1834,7.560969805808782e-08,6.534171870242744e-09,7.934351486937885e-08
1835,5.974839467626225e-08,1.1344631900556124e-08,1.7092578730171226e-07
1836,7.123995260371885e-08,1.0753199664037538e-08,1.9086930080902675e-07
1837,4.87052354003481e-08,6.262101726051128e-09,1.0784731052648766e-07
1838,6.56464820281144e-08,1.3255539776935166e-08,1.35711474058553e-07
1839,4.894032556990169e-08,1.1885507911202353e-08,1.307405881334489e-07
1840,4.58617570586739e-08,1.4013315285943406e-08,1.2930468074046075e-07
1841,4.751206006403663e-08,7.704658244733764e-09,1.5216700433029473e-07
1842,3.7566284305512454e-08,4.695785538189057e-09,9.794067068469303e-08
1843,3.1306630177141415e-08,4.13483786099178e-09,1.1045923559160897e-07
1844,3.0735943568060975e-08,4.9397050894128824e-09,1.4764229661068384e-07
1845,4.910600637231255e-08,5.580227946389016e-09,1.350415175238595e-07
1846,4.0981507964943376e-08,1.1709002656346001e-08,1.0889372248357176e-07
1847,5.9325458323655766e-08,6.47186837454683e-09,9.546005941274416e-08
1848,9.171552761699786e-08,1.126331028444838e-08,1.6090443466509896e-07
1849,6.452149392544015e-08,1.0893238977516262e-08,1.508294644736452e-07
1850,2.1045888587423178e-08,8.146795238417326e-09,1.3781661323264416e-07
1851,4.9660677348128957e-08,7.739326290945314e-09,1.3479326810283965e-07
1852,3.906327350478023e-08,1.1718982229069752e-08,1.7578472011336999e-07
1853,3.762317035693741e-08,4.180352286553557e-09,1.0510600012558768e-07
1854,2.961528799971802e-08,9.352196128631363e-09,8.365019965594911e-08
1855,5.094659627502551e-08,3.714855978387277e-09,9.234070574848374e-08
1856,7.869327589560271e-08,1.7084724746041502e-08,1.3564235573637617e-07
1857,3.7099468386259105e-08,7.810414537345878e-09,1.2740738336569635e-07
1858,2.397901255335455e-08,4.893675908945738e-09,9.934162648050915e-08
1859,4.430190969628711e-08,2.5460866748261424e-09,1.2679511485202966e-07
1860,3.4786598490654796e-08,3.661747072225552e-09,1.5745512604858902e-07
1861,2.452301117727984e-08,3.3011746669586728e-09,1.2402984800319317e-07
1862,4.472806480748659e-08,5.421583626485926e-09,1.0481728196509721e-07
1863,2.6970951694238465e-08,2.996772441310469e-09,1.4634238709732017e-07
1864,3.931677028390368e-08,6.712619238236073e-09,1.3377291452343343e-07
1865,3.435996376310868e-08,5.648213063924601e-09,1.3226232753460465e-07
1866,3.259960479340407e-08,5.352174370365503e-09,1.9413795371292508e-07
1867,3.542552207136396e-08,3.396968040192405e-09,1.591722114113736e-07
1868,3.210918109175509e-08,4.939873954334928e-09,1.1905096319875241e-07
1869,2.8812763730456936e-08,1.953407657850903e-09,1.6701634864002557e-07
1870,4.529898589566983e-08,2.2936195165357276e-09,1.2041502372994728e-07
1871,3.186353225714811e-08,3.18635318130589e-09,1.1683295042530517e-07
1872,2.6003558417642125e-08,5.442605366390296e-09,2.225420895340946e-07
1873,3.4718826924518e-08,1.1972008717719973e-08,1.592277243389617e-07
1874,4.182226476245887e-08,6.5720701658555924e-09,1.1112772779764413e-07
1875,2.2313955128083762e-08,2.860763514966891e-09,1.2930651394071901e-07
1876,5.683254045152353e-08,3.02300739996042e-09,1.3784914187908726e-07
1877,5.3807898581226254e-08,4.9478527941460015e-09,1.6699003246856137e-07
1878,3.8650167510922984e-08,8.454724254036705e-09,1.6728274943034194e-07
1879,4.093248051617593e-08,6.10932526790009e-10,2.2115757758456311e-07
1880,4.2357786611546544e-08,6.417846032391594e-09,1.732818541988479e-07
1881,4.6018548971460405e-08,6.972507571312292e-10,2.10569723435583e-07
1882,5.856738738430067e-08,8.652000671460769e-09,2.788606252579484e-07
1883,5.308244865886991e-08,3.791603475633565e-09,2.0980205006626562e-07
1884,3.762967182296961e-08,5.941527270181268e-09,2.3766108370182337e-07
1885,5.4787903991382336e-08,3.222817901438191e-09,2.739395199569117e-07
1886,2.774989482645651e-08,1.1616235306988187e-08,2.652373700673394e-07
1887,4.7661149693567495e-08,3.264462256069578e-09,2.7813217684524716e-07
1888,3.550744054336974e-08,6.340614699951175e-09,3.0688574126358503e-07
1889,5.137412273370501e-08,5.638623234993645e-09,3.6588397200887357e-07
1890,4.5880703680722945e-08,3.2771931834929546e-09,2.9494739184343644e-07
1891,3.7607897240832244e-08,5.736798147637501e-09,3.3847109648377227e-07
1892,4.5133290882404253e-08,1.2537024751679837e-09,3.2972375740847326e-07
1893,4.495644034818724e-08,8.621783287310336e-09,2.937564720362218e-07
1894,4.663139208105349e-08,6.301539512421073e-09,3.5477667581496064e-07
1895,4.1528441130367355e-08,4.213030146971164e-09,3.346349748412081e-07
1896,4.2458609073037223e-08,7.076434771491336e-09,3.644363923971383e-07
1897,4.253501018069983e-08,4.661370844871726e-09,4.1253132898599887e-07
1898,3.5647634177848886e-08,4.526683805572418e-09,3.4176464391855177e-07
1899,3.703477347016815e-08,5.527578395003729e-09,3.5487052585381207e-07
1900,2.803168719367477e-08,2.07642125715779e-09,3.4987698249722143e-07
1901,2.2913829056392387e-08,7.265360812969135e-09,3.392364507082135e-07
1902,3.2407871941586563e-08,3.928227187977029e-09,3.869303593084794e-07
