year,en_ADP oeufs_NOUN,en_ADP feu_NOUN
1800,2.5153315874604232e-08,3.2573543649050407e-06
1801,4.7623651688866175e-09,2.2668857582175406e-06
1802,1.3427040812530322e-08,2.1304238089214778e-06
1803,4.095712213825209e-08,2.3443078589480137e-06
1804,1.2359254952798437e-08,2.7635294372885255e-06
1805,3.980028751016107e-08,2.5102610834437655e-06
1806,1.152667650217154e-08,2.1900684714637464e-06
1807,2.8469551160981155e-09,1.87614341484732e-06
1808,6.798221985349073e-09,2.5651957002992276e-06
1809,4.518061036407062e-09,2.514301058909041e-06
1810,9.360507036149102e-09,2.7941114240093157e-06
1811,5.0141535368197765e-09,2.4970483991637593e-06
1812,1.0668832928217853e-08,4.758299382956466e-06
1813,2.0130190847567064e-08,1.9900132883776678e-06
1814,6.293354282149721e-09,2.3883278572611744e-06
1815,0.0,2.6163068014284363e-06
1816,0.0,2.136830744348117e-06
1817,0.0,2.490997530912864e-06
1818,5.960588467246453e-09,2.3723143840470584e-06
1819,3.1053151161586356e-09,2.8299771202000557e-06
1820,1.1866481131050932e-09,2.74709032055398e-06
1821,1.97229765852569e-09,2.3342142867477378e-06
1822,3.0076847679083585e-09,2.2046328922442626e-06
1823,2.9648061783404955e-09,2.6287946184311295e-06
1824,2.5263338088166165e-09,2.913704975071596e-06
1825,1.4088708866211164e-08,2.7050321023125434e-06
1826,1.7615968683770689e-09,2.416911002001143e-06
1827,0.0,2.2001631805323996e-06
1828,9.172301140836225e-09,2.267392801513779e-06
1829,2.571952872898464e-09,2.2624610664934153e-06
1830,4.174734336004349e-09,2.637388433868182e-06
1831,1.5591206103948707e-09,1.8834176671589375e-06
1832,1.3529969367098715e-09,2.2270330646279035e-06
1833,1.1583628500844156e-09,2.674659754120512e-06
1834,9.334530925997342e-10,2.290693828399526e-06
1835,1.5126175867408165e-09,2.6281729788024677e-06
1836,5.376600054063374e-09,2.5256579192500794e-06
1837,2.7831563720326358e-09,2.5152776288450696e-06
1838,2.5248647617104325e-09,2.331712494196836e-06
1839,6.9914749545318955e-09,1.8513426311983494e-06
1840,1.9109065441114126e-09,2.2854442249808926e-06
1841,1.2841097074556274e-09,2.5688614186947234e-06
1842,1.341653010911159e-09,2.494133013897226e-06
1843,5.906911071384968e-10,2.58132013186696e-06
1844,5.488561272137815e-10,2.750866997303092e-06
1845,0.0,2.3598784082423663e-06
1846,2.3418005312692003e-09,2.3786838028172497e-06
1847,0.0,2.0623688214982394e-06
1848,1.6090443422100975e-09,2.3677087028772803e-06
1849,3.3517659758786067e-09,2.252386821055552e-06
1850,1.3577992064028876e-09,2.365286263739108e-06
1851,7.739326512989919e-09,2.147018221876351e-06
1852,3.906327261660181e-09,1.9486062683427008e-06
1853,2.388772735173461e-09,2.3774259716446977e-06
1854,0.0,2.6347213406552328e-06
1855,0.0,2.868930096155964e-06
1856,5.177189232874468e-10,2.4431155907223e-06
1857,2.9289055625270066e-09,2.5012852802319685e-06
1858,4.893676019968041e-10,2.7482883524498902e-06
1859,0.0,2.756393541858415e-06
1860,9.154367819341758e-10,2.774231234070612e-06
1861,9.431927461278633e-10,2.757895572358393e-06
1862,0.0,2.542722768339445e-06
1863,1.9978483312144135e-09,2.565736622273107e-06
1864,4.794727948009836e-10,2.3863360638642916e-06
1865,9.41368871743009e-10,2.5591111807443667e-06
1866,9.731225825149181e-10,2.5549334168317728e-06
1867,9.7056229719783e-10,2.4288322038046317e-06
1868,1.4819622196071691e-09,2.203183839810663e-06
1869,1.4650557433881772e-09,2.442736331431661e-06
1870,1.1468097582678638e-09,2.537889940867899e-06
1871,0.0,2.6234308734274236e-06
1872,0.0,2.383861101407092e-06
1873,2.3944017879529156e-09,2.0573897927533835e-06
1874,3.5847653734322193e-09,2.1849145923624747e-06
1875,2.8607636259891933e-09,2.39274254454358e-06
1876,1.209202959984168e-09,2.1892619770369492e-06
1877,3.7108897066318036e-09,2.3496115773014026e-06
1878,6.039088673581716e-10,2.2097026430856204e-06
1879,0.0,2.1327655304048676e-06
1880,0.0,2.035740862993407e-06
1881,6.972507571312292e-10,2.0143575056863483e-06
1882,3.9932310791357395e-09,2.061172835965408e-06
1883,3.159669414998234e-09,2.009549689319101e-06
1884,2.6406787867472303e-09,2.200345534220105e-06
1885,1.2891271383708158e-09,1.8357170574745396e-06
1886,6.453463874400711e-10,2.14448596125294e-06
1887,1.9586773869484375e-09,1.9971980691479985e-06
1888,1.268122939990235e-09,2.0885984213236952e-06
1889,3.759081934617825e-09,1.959108203664073e-06
1890,2.6217545912032847e-09,1.741500454954803e-06
1891,2.5496880162734215e-09,1.882944616227178e-06
1892,6.268512375839919e-10,1.7169455759358243e-06
1893,1.2316833108982905e-09,1.719429860713717e-06
1894,0.0,1.8217749584437115e-06
1895,6.018614495673091e-10,1.7020641962517402e-06
1896,0.0,1.569199412188027e-06
1897,2.330685422435863e-09,1.669936068537936e-06
1898,1.6975064687230201e-09,1.65846381605661e-06
1899,1.6582735185011188e-09,1.6129473578985198e-06
1900,1.5573159428683425e-09,1.5708126284152968e-06
1901,1.1177477832191585e-09,1.5788187965881662e-06
1902,1.9641135384773634e-09,1.614010329831217e-06
1903,4.320176216765503e-09,1.447799036213837e-06
1904,1.0749250378694342e-09,1.5473546000066563e-06
1905,2.0643036169332163e-09,1.5043613075249596e-06
1906,2.572092316910357e-09,1.5319380963774165e-06
1907,5.142843373384665e-10,1.3798248801322188e-06
1908,6.3848057951787496e-09,1.4306876892078435e-06
1909,1.4852655993990993e-08,1.416503209838993e-06
1910,2.137660271017694e-09,1.5995043440852896e-06
1911,5.852411777418354e-09,1.5104542399058118e-06
1912,2.6047106693738442e-09,1.6086693221950554e-06
1913,6.893886850267705e-09,1.5850636145842145e-06
1914,6.027069510139427e-09,1.634005457162857e-06
1915,4.712304657594757e-09,2.31845388043439e-06
1916,6.592477230782379e-09,2.4974501684482675e-06
1917,1.0966424435210342e-09,2.3139155018725432e-06
1918,3.44591288836682e-09,2.38112579609151e-06
1919,7.366278698128781e-09,2.082815399262472e-06
1920,4.543339038320937e-09,1.722682668514608e-06
1921,4.543648568500203e-09,1.6978099210973596e-06
1922,2.951174193910333e-09,1.8525995528761996e-06
1923,5.307974060286824e-09,1.9331641851749737e-06
1924,1.2891624656674594e-08,1.7983816178457346e-06
1925,1.6497267552040284e-08,1.8498935787647497e-06
1926,0.0,1.5147602425713558e-06
1927,8.919380012351041e-09,1.8128639567294158e-06
1928,7.998228745975666e-09,1.5425155197590357e-06
1929,5.570202965543558e-09,1.5618850284226937e-06
1930,7.352522590764465e-09,1.4295404753283947e-06
1931,9.124285327288817e-09,1.4290911849457189e-06
1932,6.575722188983946e-09,1.4378912283063983e-06
1933,1.2617728861741284e-08,1.287008331019024e-06
1934,1.4377896206951846e-08,1.2484806575230323e-06
1935,3.590485242455088e-09,1.286590531890397e-06
1936,2.7886843056990074e-08,1.2864321661254507e-06
1937,3.903246792447135e-08,1.1520872931214399e-06
1938,7.779128452511941e-09,1.2705910421573208e-06
1939,2.141167065872196e-08,1.0965834462695057e-06
1940,7.607348528892999e-09,1.2602840797626413e-06
1941,1.4757512545315876e-08,1.584956862643594e-06
1942,9.102635312174812e-09,1.4715926681674318e-06
1943,1.7419411024732767e-08,1.7593605434740311e-06
1944,1.2852744646352221e-08,1.7640392115936265e-06
1945,8.714016175304096e-09,1.9040124925595592e-06
1946,8.352662561605939e-09,1.610671802154684e-06
1947,1.1920871401116528e-08,1.5628261280653533e-06
1948,1.3046265179283978e-08,1.542720838187961e-06
1949,9.817008539414473e-09,1.0759440556284972e-06
1950,7.444753036267571e-09,1.369834535580594e-06
1951,4.264560704569931e-09,1.3795853419651394e-06
1952,1.4762725264461096e-08,1.3086101944281836e-06
1953,1.1851209791302608e-08,1.1366388434908004e-06
1954,1.1727043114362345e-08,1.2098399793103454e-06
1955,7.508486277174597e-09,1.1947878419960034e-06
1956,1.1337484062678982e-08,1.3491605841409182e-06
1957,1.236905244894615e-08,1.2015651691399398e-06
1958,8.272243334772611e-09,1.3028783314439352e-06
1959,6.200598257066758e-09,1.2432199127943022e-06
1960,1.3149583255600561e-08,1.3703249805985251e-06
1961,1.459113452284555e-08,1.3277932566779782e-06
1962,6.976151933901775e-09,1.4339163953991374e-06
1963,2.5864212549464582e-08,1.3947276329417946e-06
1964,6.6923653285755336e-09,1.4589355714633712e-06
1965,2.243537855495248e-08,1.3554251836467301e-06
1966,2.6033652011925312e-08,1.4429289194595185e-06
1967,3.007504684182649e-08,1.5362925296358299e-06
1968,2.0211372131484495e-08,1.679789534136944e-06
1969,1.8621206132607426e-08,1.4083990436120075e-06
1970,2.6672605457633836e-08,1.4688328064949019e-06
1971,2.5178147566862208e-08,1.448000375603442e-06
1972,2.411168970040123e-08,1.3220388836998609e-06
1973,3.4181862285098674e-08,1.3000134231333504e-06
1974,1.1251143128276908e-08,1.043543534251512e-06
1975,2.513051278185685e-08,1.0749005241450504e-06
1976,1.9425991482080462e-08,1.1135664408357115e-06
1977,1.9393379346865913e-08,1.137157255470811e-06
1978,1.841583241457556e-08,1.277227170248807e-06
1979,2.925986741786346e-08,1.31727915686497e-06
1980,1.193881615790815e-08,1.2382257637000293e-06
1981,1.9609202761561306e-08,1.187305656458193e-06
1982,8.690503427999374e-09,1.232189219990687e-06
1983,5.68378455412244e-09,1.3558983482653275e-06
1984,1.9136728035551442e-08,1.3175347248761682e-06
1985,3.609334697785016e-08,1.279509206142393e-06
1986,1.9182353483415682e-08,1.2102866548957536e-06
1987,2.1998941002188133e-08,1.213608243233466e-06
1988,1.0793796967334401e-08,1.1861183111250284e-06
1989,1.2073869015694072e-08,1.2897087344754254e-06
1990,1.2531897297662908e-08,1.1393128716008505e-06
1991,1.1722930182145319e-08,1.3803750107399537e-06
1992,8.815910668147353e-09,1.3146726587365265e-06
1993,1.4401939196773128e-08,1.358213694402366e-06
1994,1.3714808844156323e-08,1.520761315987329e-06
1995,7.591431483433553e-09,1.2504171991167823e-06
1996,2.2953797085278893e-08,1.4028506711838418e-06
1997,1.006927874414032e-08,1.3104446452416596e-06
1998,4.7681290027412615e-09,1.332215333604836e-06
1999,5.941261704833778e-09,1.304792476730654e-06
2000,5.743440834038438e-09,1.4274660316004883e-06
2001,4.3812117822561447e-10,1.3450320466290577e-06
2002,8.324320788233308e-09,1.3910378129367018e-06
2003,4.583615265119079e-09,1.3525831263905275e-06
2004,3.523833003171717e-09,1.4667955383629305e-06
2005,2.702249757291497e-09,1.4763290892005898e-06
2006,5.353256948836815e-09,1.5417380154758575e-06
2007,4.793375391054511e-09,1.8562345758255105e-06
2008,1.2772318758180745e-09,2.153838750018622e-06
2009,4.76819250749827e-09,2.393155909885536e-06
2010,2.3618964561933353e-09,2.8522263164632022e-06
2011,7.64794394481072e-10,3.0599424007959897e-06
2012,2.0425516833455504e-09,3.886975719069596e-06
2013,2.789125042035323e-10,4.226082182867685e-06
2014,8.661780737106994e-10,4.559561602945905e-06
2015,8.866301581811342e-10,4.567697033053264e-06
2016,2.0713400439298368e-10,4.930410796077922e-06
2017,2.515611330355938e-10,4.506717687036144e-06
2018,5.162933414126769e-10,4.956415978085715e-06
2019,1.02039510174734e-09,4.713715043180855e-06
