year,en_ADP oie_NOUN,en_ADP fois_NOUN
1869,2.24641887314192e-08,6.836926913500463e-09
1870,9.17447806614291e-09,2.064257520473234e-08
1871,2.2304472935275044e-08,5.735435526510457e-08
1872,7.256807155187062e-09,1.8142017332856142e-08
1873,2.5141218329416404e-08,7.1832053083475955e-09
1874,1.1949218503559678e-08,1.6728905372076497e-08
1875,9.7265964171811e-09,8.010137941827367e-09
1876,2.1161051577678336e-08,9.069022421925865e-09
1877,2.2265337129567797e-08,1.3606595405946109e-08
1878,2.1740719446938783e-08,9.662541766708443e-09
1879,1.5273313280772527e-08,7.942122737247814e-09
1880,1.6044615858135103e-08,6.417846254436199e-09
1881,2.1614772693911988e-08,9.761510488814906e-09
1882,3.327692410515226e-08,7.986462158271479e-09
1883,8.847074184359371e-09,1.516641345844505e-08
1884,1.4523733327109767e-08,1.7824581810543805e-08
1885,1.546952527187173e-08,1.3535834897382415e-08
1886,2.0005737511041843e-08,2.2587123726935943e-08
1887,2.0239665943222462e-08,1.4363634281977511e-08
1888,3.1703073499755874e-09,5.706553229956057e-09
1889,1.3783300722991498e-08,7.518164035769104e-09
1890,7.865263995654459e-09,1.2453334363726754e-08
1891,1.0836173736095134e-08,1.0198751843049081e-08
1892,7.522214628963297e-09,9.402768563759878e-09
1893,1.2932674486876294e-08,1.4780199508734881e-08
1894,8.192001077489408e-09,6.301539290376468e-09
1895,9.629783193076946e-09,7.824198844375019e-09
1896,2.94851448812139e-09,4.127920172347643e-09
1897,8.740070001067579e-09,1.7480140002135158e-08
1898,3.960848538042683e-09,1.0185038701315818e-08
1899,7.738609753005221e-09,1.1607914629507832e-08
1900,8.30568502863116e-09,1.2458527431924438e-08
1901,1.620734302321125e-08,1.0618603829559703e-08
1902,7.365425880312415e-09,1.4730851871647133e-08
1903,9.1803746826713e-09,3.7801541896698154e-09
1904,4.837162670412454e-09,9.13686282189019e-09
1905,1.4450125374043665e-08,7.741138785544166e-09
1906,1.0288368990085672e-08,1.1831624346925196e-08
1907,1.2342823652033985e-08,6.1714118260169926e-09
1908,1.7680999775393502e-08,1.1296194868393172e-08
1909,5.500983557560346e-10,1.8153244907281874e-08
1910,1.4963622119168463e-08,9.0850561518252e-09
1911,5.3203743632934675e-09,8.512598403953575e-09
1912,9.376957876838787e-09,9.376957876838787e-09
1913,1.0075680734189518e-08,7.424185766158331e-09
1914,6.696743604095445e-09,1.5402510378237366e-08
1915,1.6493066468115103e-08,1.0602685396321476e-08
1916,1.0987462051303964e-09,1.6481193076955947e-08
1917,1.315970976634162e-08,1.4256351876795748e-08
1918,4.594550517822427e-09,9.189101035644853e-09
1919,8.287063479883727e-09,1.841569663429965e-08
1920,1.0601124866838063e-08,1.4387239843927091e-08
1921,5.300923255902035e-09,2.196096815509918e-08
1922,3.6889677978990676e-09,1.4018077532096385e-08
1923,7.431163684401554e-09,1.6985516992917837e-08
1924,9.024137215263295e-09,1.933743698501189e-08
1925,1.2097995494286806e-08,7.698724324711748e-09
1926,2.229227691330493e-09,1.4489979882625903e-08
1927,1.0034302277972529e-08,1.3379069851993108e-08
1928,2.2852082337543322e-08,7.998228745975666e-09
1929,6.684243603061191e-09,1.3368487428166986e-08
1930,1.3654684494213143e-08,1.57554050916886e-08
1931,1.1405356659111021e-08,1.8248570654577634e-08
1932,5.4797681947604815e-09,8.767629400274757e-09
1933,1.1470662641954732e-08,8.02946331646126e-09
1934,1.3179738189705859e-08,4.7926320689839486e-09
1935,2.393656828303392e-09,2.393656828303392e-08
1936,2.424942913137329e-09,1.9399543305098632e-08
1937,5.0364472592434595e-09,6.295559074054324e-09
1938,9.075650453382877e-09,1.1668692789790214e-08
1939,1.3764645423464117e-08,4.588215141154706e-09
1940,1.2678914806940611e-08,1.7750480196809804e-08
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,1.8205270624349623e-08
1943,5.806470415592457e-09,4.064529335323641e-08
1944,3.2131861615880553e-09,2.2492303131116387e-08
1945,8.714016175304096e-09,8.714016175304096e-09
1946,2.7842208538686464e-09,1.1136883415474585e-08
1947,2.3841741914054637e-09,9.53669654357725e-09
1948,3.2615663503321457e-09,8.697510267552389e-09
1949,9.817008539414473e-09,6.871905600114303e-09
1950,8.508289184305795e-09,1.595304199852876e-08
1951,5.330700769690111e-09,6.396841278899501e-09
1952,3.1634410646574906e-09,8.435843024123812e-09
1953,3.232148326759443e-09,1.0773827496812771e-08
1954,4.886268278880834e-09,1.0749790169128914e-08
1955,3.754243138587299e-09,9.385608290557457e-09
1956,9.593255967388359e-09,7.849027428008526e-09
1957,1.5903067307476704e-08,7.0680299946168645e-09
1958,9.099467679352102e-09,5.790570356545288e-09
1959,3.100299128533379e-09,2.325224457422337e-09
1960,8.997083078554624e-09,6.228750015768725e-09
1961,8.33779090214648e-09,8.337791124191085e-09
1962,8.24454354786397e-09,6.341956571009888e-09
1963,1.0345685197421517e-08,7.759263453976928e-09
1964,4.867174663303331e-09,6.6923653285755336e-09
1965,2.73602163147757e-09,8.755269398363907e-09
1966,3.323444985880997e-08,1.3293779410616935e-08
1967,1.7256174267288316e-08,1.2818872630049327e-08
1968,1.4372530721118437e-08,1.3923389080572335e-08
1969,9.083515217778171e-09,9.537691303407314e-09
1970,1.3796175091229657e-08,6.898087712148282e-09
1971,1.6956711590410123e-08,1.6956711812454728e-08
1972,1.1799337673590315e-08,1.48774259578488e-08
1973,1.047508757512361e-08,6.0645241051204835e-09
1974,1.4626486743996026e-08,1.1251143350321513e-08
1975,1.4849848462006321e-08,4.569184142155791e-09
1976,9.141642998145016e-09,1.0284348261890841e-08
1977,1.1753563455840776e-08,7.052138428775834e-09
1978,2.1386129422928946e-08,2.138612864577283e-08
1979,1.2289143924704149e-08,1.404473559674102e-08
1980,8.527726080842513e-09,1.4781391444174119e-08
1981,9.48832401537203e-09,3.0995193578409186e-08
1982,1.1173504455008754e-08,1.4277254933858785e-08
1983,8.209910973278056e-09,5.68378455412244e-09
1984,8.69851302098823e-09,2.8415141017923418e-08
1985,4.812446441349039e-09,9.62489254963117e-09
1986,1.1988970816112499e-08,1.4986213270340443e-08
1987,9.777306964053878e-09,8.555143704569446e-09
1988,5.99655392008458e-09,1.7390005657702545e-08
1989,6.585746614717891e-09,1.5915554429923873e-08
1990,1.0897301727652575e-08,1.1442166991670888e-08
1991,4.68917216167597e-09,1.2309077312977479e-08
1992,8.264916362410446e-09,1.1570883029499157e-08
1993,4.4313659408601325e-09,1.4401939474328884e-08
1994,9.494867947434926e-09,1.1077346151466827e-08
1995,7.591431483433553e-09,1.3556126665648094e-08
1996,8.007138063703678e-09,1.6548085568501847e-08
1997,1.054876808126437e-08,1.3425704104008673e-08
1998,7.629006759657386e-09,1.4781201040925396e-08
1999,6.8553016596695215e-09,9.597422329088445e-09
2000,1.060327570190367e-08,1.4137701009886428e-08
2001,5.695575122643959e-09,1.6210482900458345e-08
2002,1.3581786362237835e-08,1.4019908511908596e-08
2003,1.1250691767106247e-08,1.6250999046452108e-08
2004,9.690541008522402e-09,1.3214374150471997e-08
2005,8.557123898356167e-09,1.035862429166201e-08
2006,1.1530091548195287e-08,1.605977051344354e-08
2007,1.0385647009059085e-08,1.6776813382968214e-08
2008,1.1920831433087642e-08,2.2990173847992068e-08
2009,8.105927484791664e-09,1.764231316592202e-08
2010,4.251413721068076e-09,1.1809482280966677e-08
2011,7.647943611743813e-09,1.1854313058945465e-08
2012,1.1234033758800166e-08,1.1574459224394928e-08
2013,9.483025031897796e-09,1.2272150407000026e-08
2014,9.094869662940042e-09,8.661781028540538e-09
2015,1.2634479421014255e-08,9.087958829923082e-09
2016,1.0356700386182638e-08,7.663958190295972e-09
2017,1.1068689659277098e-08,1.3835862788802444e-08
2018,1.290733386838383e-08,1.2391039860837338e-08
2019,8.163161147045628e-09,1.2754938882864053e-08
