year,son_DET are_NOUN,son_DET phare_NOUN
1912,8.8560158095774e-09,2.2921453179947093e-08
1913,1.484837142129436e-08,4.613601034542114e-08
1914,8.705767051697677e-09,4.3528833870709605e-08
1915,1.1780761921542648e-09,2.8273829055791566e-08
1916,7.69122365795738e-09,2.5271163162088328e-08
1917,5.483212217605171e-09,3.070598708632133e-08
1918,1.1486376294556067e-09,4.479686666059024e-08
1919,1.1970203106503874e-08,1.749491218561161e-08
1920,6.057785384427916e-09,2.953170374908609e-08
1921,6.815472852750304e-09,3.180553775905537e-08
1922,6.640141769764796e-09,3.762747213809092e-08
1923,5.307974060286824e-09,3.715581842200777e-08
1924,6.445812328337297e-09,3.996403541428606e-08
1925,8.798542117105512e-09,5.7190525870609576e-08
1926,3.343841648018042e-09,4.012609911008269e-08
1927,4.4596899506643695e-09,3.567751927224805e-08
1928,3.4278122562625413e-09,5.1417184954161144e-08
1929,3.342121912552898e-09,5.3473950600846365e-08
1930,9.453243188239924e-09,4.201441383688831e-08
1931,3.4216069977333063e-09,4.105928219644284e-08
1932,3.287861094491973e-09,3.1782656950696264e-08
1933,1.7205992852709073e-08,4.58826492355513e-08
1934,3.5944740517379614e-09,5.6313426810561396e-08
1935,2.393656828303392e-09,5.6250936353308134e-08
1936,3.6374143697059935e-09,2.7886843056990074e-08
1937,2.5182236296217297e-09,3.399601833375954e-08
1938,5.186085783037697e-09,3.630260092535309e-08
1939,0.0,3.364691281149135e-08
1940,0.0,3.550096039361961e-08
1941,5.9030051957620344e-09,3.836953554881006e-08
1942,9.102635312174812e-09,6.068423541449874e-09
1943,2.9032352077962287e-09,6.096794180621146e-08
1944,3.2131861615880553e-09,5.1410978585408884e-08
1945,0.0,3.267756198965799e-08
1946,8.352662561605939e-09,4.1763311919851276e-08
1947,3.5762612871081956e-09,4.5299308082391576e-08
1948,3.2615663503321457e-09,3.8051608974853934e-08
1949,1.9634016634739737e-09,2.3560819073509265e-08
1950,4.2541445921528975e-09,4.2541445033350556e-08
1951,0.0,3.731490694214301e-08
1952,1.0544803918932644e-09,4.850609758300095e-08
1953,3.232148326759443e-09,4.632745842503283e-08
1954,1.9545072227344917e-09,3.713563612173232e-08
1955,7.508486277174597e-09,3.754243094178378e-08
1956,2.616342476002842e-09,3.226822453683553e-08
1957,4.417518795207798e-09,2.473810495340345e-08
1958,3.3088973783179654e-09,3.557064653936237e-08
1959,2.325224457422337e-09,5.968075722506683e-08
1960,6.920833350854139e-10,5.05220850710586e-08
1961,1.3896318540318475e-09,3.265634729299194e-08
1962,3.170978146727066e-09,3.5514957419380266e-08
1963,1.2932106496776896e-09,3.168366147221491e-08
1964,3.6503808864551957e-09,3.28534296434313e-08
1965,4.377634699181954e-09,3.939871229263758e-08
1966,2.215629901769489e-09,3.988133656651627e-08
1967,2.4651677366094304e-09,4.7331220942581353e-08
1968,3.143991039733507e-09,3.952446045452085e-08
1969,4.087581995104728e-09,2.6342194869855007e-08
1970,1.3796175035718505e-09,4.7366867872433716e-08
1971,5.138397485282553e-10,3.956566008156415e-08
1972,2.0520587451500205e-09,3.9502132231916676e-08
1973,5.513203893414698e-09,2.59120574996885e-08
1974,1.6876715580593782e-09,2.6440186928766707e-08
1975,2.2845920710778955e-09,2.9699696924012642e-08
1976,5.713526873840635e-10,2.342546046030236e-08
1977,5.289103655048422e-09,4.290050592548056e-08
1978,1.7821774056514528e-09,3.861384423320402e-08
1979,1.1703946700691858e-09,2.574868285254439e-08
1980,1.1370301367108482e-09,3.354238953257038e-08
1981,1.897664858585557e-09,5.123695068220968e-08
1982,1.8622506869903077e-09,3.289976258091798e-08
1983,1.2630632095778083e-09,3.2208111178100296e-08
1984,1.7397025486864948e-09,3.9433256937559946e-08
1985,3.609334831011779e-09,3.128090142467954e-08
1986,1.1988970927134801e-09,4.19613980229272e-08
1987,1.2221633705067347e-09,4.0331391226722246e-08
1988,0.0,4.0176910409694955e-08
1989,1.6464366536794728e-09,2.7440611671813997e-08
1990,1.089730194969718e-09,3.43265027513695e-08
1991,2.344586080837985e-09,4.2788697030005096e-08
1992,1.1019888335184191e-09,4.022259347813417e-08
1993,2.2156830259412175e-09,2.4372512896775334e-08
1994,0.0,3.586950086953422e-08
1995,1.626735190995987e-09,3.4161438455804216e-08
1996,2.135236876199542e-09,4.0569499537568277e-08
1997,0.0,4.2674559552757785e-08
1998,4.768129224785866e-10,6.05552412658028e-08
1999,1.8280804647829996e-09,4.25028700568042e-08
2000,3.97622823555821e-09,4.7714741158166873e-08
2001,1.7524847129024579e-09,3.5925937058589597e-08
2002,3.9430991805033955e-09,4.863155811385411e-08
2003,8.333845835650777e-10,3.083522992497478e-08
2004,2.2023955992267474e-09,5.594084884208428e-08
2005,2.251874686720612e-09,3.512924540149953e-08
2006,2.058944903460258e-09,3.95317427126507e-08
2007,1.1983438685803094e-09,5.2727128940777135e-08
2008,0.0,6.684180531291162e-08
2009,2.384096253749135e-09,7.390698297804477e-08
2010,1.8895172093635892e-09,7.93597205728247e-08
2011,7.64794394481072e-10,1.1739593694382044e-07
2012,1.0212758139171996e-09,1.242552228053473e-07
2013,0.0,1.0570783604002543e-07
2014,0.0,1.0697299024364781e-07
2015,1.5516027351836215e-09,1.3432447198979958e-07
2016,2.0713400439298368e-10,1.2821594630452182e-07
2017,5.031222660711876e-10,1.2502588353502375e-07
2018,7.744400121190154e-10,1.2236152002742529e-07
2019,1.53059265262101e-09,1.3392685038748908e-07
