year,en_ADP ail_NOUN,en_ADP faille_NOUN
1875,6.293679777336081e-08,3.3871441473820596e-07
1876,7.859819173283711e-08,2.5090960775742133e-07
1877,6.370360772223194e-08,4.960222668159986e-07
1878,5.374788863976576e-08,7.850815109122777e-08
1879,1.1974277769333241e-07,8.369775628125353e-08
1880,6.494860691486082e-07,6.096954052736692e-08
1881,9.273434842249628e-08,5.9266312746331096e-08
1882,6.256061846343641e-08,6.189507928411331e-08
1883,6.843844287951484e-07,8.151947383794322e-08
1884,4.152467445450725e-07,8.978307874940583e-08
1885,6.961286658224708e-08,1.334246633177827e-07
1886,1.109995773074246e-07,1.755342111664504e-07
1887,8.357023439931055e-08,1.2078510280844057e-07
1888,4.749120452451905e-07,6.78445744028977e-08
1889,1.0525430044205919e-07,6.954302023132186e-08
1890,4.719158097632459e-08,8.127439343752485e-08
1891,4.46195412839856e-08,6.947900033082988e-08
1892,7.522214851007902e-08,6.70730813112641e-08
1893,7.205347452021726e-08,4.434059874824925e-08
1894,6.49058538026992e-08,4.4740929183717526e-08
1895,1.233816031565027e-07,4.634333095054899e-08
1896,7.489227105139662e-08,4.0689499769541726e-08
1897,6.292850474043377e-08,3.029891004757701e-08
1898,6.224190274295438e-08,3.734514208986184e-08
1899,7.793885892226626e-08,4.2009595802028343e-08
1900,7.527026879561305e-08,3.7894686499839736e-08
1901,6.594711637886164e-08,2.8502569193733507e-08
1902,8.494790937341179e-08,2.1605249145295602e-08
1903,1.0638433689535987e-07,3.0241231741001684e-08
1904,6.449549871945237e-08,1.9348650681649815e-08
1905,6.96702494029644e-08,3.044847929345451e-08
1906,6.584556022648513e-08,1.594697174311932e-08
1907,8.999975875667587e-08,2.7771354993433306e-08
1908,5.009616987905474e-08,3.094175227147389e-08
1909,6.27112152207232e-08,2.9705311987981986e-08
1910,6.787071482605711e-08,3.099607326362275e-08
1911,5.267170366529683e-08,1.9685383989553884e-08
1912,5.1052326865974607e-08,2.5005221004903433e-08
1913,5.356019550095681e-08,2.4393752795504042e-08
1914,6.161004267868364e-08,1.2723813114234872e-08
1915,2.7095753085681906e-08,2.3561524287174507e-08
1916,3.4061131248819265e-08,3.84561182897869e-08
1917,5.812204850741409e-08,1.315970976634162e-08
1918,4.709414280767987e-08,2.5270027848023346e-08
1919,5.616787668305534e-08,2.9465114792515124e-08
1920,8.556621677868748e-08,4.770506123463747e-08
1921,5.225195764957391e-08,3.256281289054641e-08
1922,9.812654039320634e-08,2.7298360905092522e-08
1923,7.218844588763318e-08,2.866305948145964e-08
1924,7.219309572370491e-08,6.059063650809549e-08
1925,9.568414460758845e-08,1.3197813508725176e-08
1926,7.690835668316964e-08,3.009457216762712e-08
1927,6.355058124185575e-08,3.7907366134959375e-08
1928,9.255093735838216e-08,3.427812345080383e-08
1929,5.904415290025611e-08,4.4561623724348465e-08
1930,4.0964054592862453e-08,2.6259009189288918e-08
1931,4.904303452235581e-08,3.193499864551086e-08
1932,7.562080428513696e-08,2.301502632917618e-08
1933,7.226516984815134e-08,2.064719240024715e-08
1934,9.465448513878982e-08,2.036868629318178e-08
1935,4.906996675657638e-08,4.188899538348778e-08
1936,8.48730010716281e-08,3.394919900756577e-08
1937,8.687871400070435e-08,2.2664012888640173e-08
1938,1.568790929384889e-07,4.019216603978748e-08
1939,1.514110952172132e-07,1.6823456405745674e-08
1940,4.564409206153641e-08,2.028626333583361e-08
1941,4.132103503806661e-08,2.3612020783048138e-08
1942,3.337632992206352e-08,3.944475324146879e-08
1943,3.4838822049465534e-08,2.9032351633873077e-08
1944,3.8879553265758204e-07,5.1410978585408884e-08
1945,3.0499057501742755e-08,8.06046500656521e-08
1946,3.897909017780421e-08,3.201854070766785e-08
1947,5.8412266579210836e-08,4.0530959921625254e-08
1948,3.696441908118686e-08,5.435943961629164e-08
1949,4.319483692949433e-08,2.9451024730065e-08
1950,2.754558749984426e-07,2.3397795700930146e-08
1951,5.415991913837459e-07,6.716683031982029e-08
1952,4.144107842440903e-07,3.4797853487589236e-08
1953,1.2993236028213673e-06,4.201792691560513e-08
1954,5.433529979281815e-07,6.645324646115114e-08
1955,8.409504821393909e-07,5.0682281482750113e-08
1956,7.290874344256792e-07,3.750090726839517e-08
1957,6.007825775755649e-08,4.682570065028813e-08
1958,5.459680674224643e-08,3.8052320405768114e-08
1959,8.370807780266887e-08,2.6352543258667538e-08
1960,6.367166593967966e-08,2.2146666722733244e-08
1961,3.474079646181849e-08,3.752005994783758e-08
1962,3.868593489997352e-08,3.0441391629665304e-08
1963,8.793832662057355e-08,3.427008365974871e-08
1964,7.909158827867913e-08,2.1293889318485526e-08
1965,1.3515946983844174e-07,5.362602450986742e-08
1966,1.395846825902325e-07,5.095948907296588e-08
1967,4.831728783738498e-08,3.3526280418527676e-08
1968,4.940557485344499e-08,2.8745061442236874e-08
1969,2.9521425970457926e-08,2.361714024345929e-08
1970,6.208278624519892e-08,2.9431840076199478e-08
1971,5.087013565940879e-08,2.569198720436816e-08
1972,5.7970659272932323e-08,3.1293897251316594e-08
1973,6.891504811257221e-08,3.6938466507763223e-08
1974,2.475251587030769e-08,3.7691329168865195e-08
1975,3.0270844941782116e-08,5.597250662958686e-08
1976,3.085304589589555e-08,1.1484188888744029e-07
1977,2.8796230511218823e-08,8.991476363462425e-08
1978,2.3762364964596827e-08,7.009897728949e-08
1979,3.686743144104554e-08,6.671249508372057e-08
1980,5.2303386621765924e-08,1.3075846538868063e-07
1981,2.656730796468665e-08,1.0184134424662261e-07
1982,7.759377962379688e-08,7.324852902002021e-08
1983,8.209910984380286e-08,1.2125406101404224e-07
1984,7.30675078219889e-08,8.988462951720066e-08
1985,5.7147801157952927e-08,9.324114813580309e-08
1986,5.454981805153025e-08,1.1689246548485244e-07
1987,2.688759526137119e-08,1.1977201097579382e-07
1988,2.9982769877978654e-08,1.4691556771140313e-07
1989,1.865961507530045e-08,1.5037454659250216e-07
1990,3.323677144617676e-08,1.122422119692601e-07
1991,2.2273568323072368e-08,9.495573749518371e-08
1992,2.6998725921600908e-08,6.116037809533736e-08
1993,2.4926433028760187e-08,1.0856846444085022e-07
1994,3.797947112360589e-08,5.907917710601396e-08
1995,3.470368564739701e-08,5.042879180905402e-08
1996,2.7758079612638653e-08,7.846995231375331e-08
1997,6.521056805652847e-08,3.883864607701071e-08
1998,7.24755656600351e-08,3.2900093316357015e-08
1999,2.0108885889769113e-08,5.1643272769297255e-08
2000,1.3695898082310975e-08,4.1087691471375365e-08
2001,3.417345248446502e-08,4.775520778821374e-08
2002,1.7524885320696626e-08,1.752488643091965e-08
2003,2.8751767744417123e-08,3.4585461605729506e-08
2004,3.2595454557693415e-08,2.2023955992267474e-08
2005,2.5671371806090804e-08,1.7564623533417034e-08
2006,1.6883349385210522e-08,2.4295550460351478e-08
2007,1.9972396736456233e-08,1.9572949483404045e-08
2008,1.8306991117489346e-08,2.086145478585877e-08
2009,2.384096253749135e-08,1.9549588614609092e-08
2010,8.975206911010503e-09,1.4171378737160012e-08
2011,6.118355155848576e-09,2.4091024286576612e-08
2012,9.531907319004773e-09,2.6212745751763578e-08
2013,7.80955033974351e-09,2.370756213565528e-08
2014,4.547434873103384e-09,3.4863667508489016e-08
2015,7.75801378694041e-09,2.8593822420930337e-08
2016,9.528164035543796e-09,2.2163337831671015e-08
2017,9.30776167251679e-09,2.0124890198758294e-08
2018,4.3884935685412074e-09,2.9945013579890656e-08
2019,4.846876677788714e-09,2.3724185282958388e-08
