year,en_ADP acteur_NOUN,en_ADP facteur_NOUN
1942,4.5513175450651033e-08,3.7017383647253155e-07
1943,3.774205836748479e-08,2.9903321774327196e-07
1944,2.8918675454292497e-08,2.8918674388478394e-07
1945,3.0499055725385915e-08,2.9191954808993614e-07
1946,4.454753366189834e-08,3.0348007840075297e-07
1947,4.2915136333476767e-08,3.2424767937300203e-07
1948,3.913879709216417e-08,4.4683457645078306e-07
1949,3.043272656100271e-08,3.593025041936926e-07
1950,2.1270723182809093e-08,2.9566305670414295e-07
1951,2.2388944032059044e-08,2.8892398518109985e-07
1952,2.214408867384776e-08,4.165197537986387e-07
1953,4.094054362191457e-08,2.747325993368577e-07
1954,3.615838295445428e-08,3.1076663731255394e-07
1955,1.783265446420046e-08,4.1578243781259516e-07
1956,5.843164974095316e-08,3.52334126318965e-07
1957,4.0641172205369e-08,5.141992005519569e-07
1958,2.8125627715702706e-08,3.201358254045772e-07
1959,1.6276571201956358e-08,3.7126082474969735e-07
1960,1.7994166157109248e-08,3.1974249736776983e-07
1961,2.709782087606527e-08,3.849280290069146e-07
1962,4.693047728210331e-08,3.82419983679938e-07
1963,4.138274078968607e-08,3.407610051908705e-07
1964,3.285342842218597e-08,2.433587269479176e-07
1965,4.870118530675427e-08,2.500723894627299e-07
1966,4.375868956074669e-08,2.5701305617076287e-07
1967,5.028942456908325e-08,3.0025742603356775e-07
1968,4.536330108773079e-08,2.5241757839467027e-07
1969,4.496340211268546e-08,2.1845855258106894e-07
1970,3.9089162129357646e-08,2.7914259703720745e-07
1971,5.703621130948022e-08,2.3122788661567029e-07
1972,5.5918600583293454e-08,2.5086418986575154e-07
1973,6.395316554108632e-08,2.0839910064296419e-07
1974,5.344293102504949e-08,1.991452336369548e-07
1975,4.85475823985837e-08,2.3302838769723166e-07
1976,3.828062844490887e-08,2.3711136520887521e-07
1977,5.2891035551283494e-08,1.6866363239387283e-07
1978,5.584155715609995e-08,2.1089098822812957e-07
1979,7.256446976633413e-08,1.8960393788347574e-07
1980,8.698280784535939e-08,2.0011729873203876e-07
1981,6.325549861685431e-08,2.1696634178169916e-07
1982,7.945603153203251e-08,2.0050232762969245e-07
1983,9.030901781947875e-08,1.6419821236013377e-07
1984,9.510374204824146e-08,1.6527174295788427e-07
1985,1.2151427852824526e-07,1.672325140589237e-07
1986,7.732886248001947e-08,1.5525716889897012e-07
1987,9.899523201184479e-08,1.6560314008984278e-07
1988,7.49569220026558e-08,1.8529351564211538e-07
1989,9.768857334169212e-08,1.805592262371647e-07
1990,1.2858816866856415e-07,1.961514328741032e-07
1991,1.1605700783734463e-07,1.6470717412175873e-07
1992,1.5042147483157464e-07,1.7301225341270765e-07
1993,1.6839190664086345e-07,1.872252113344075e-07
1994,1.4136803327957637e-07,1.7618255299112207e-07
1995,1.4261045211405587e-07,2.3424988171427685e-07
1996,1.6121037926808413e-07,1.6387943446716235e-07
1997,1.7165722099310443e-07,2.541294179536635e-07
1998,1.9787736182941273e-07,2.0169186143448314e-07
1999,1.8235102638985978e-07,1.7321062273367716e-07
2000,1.886499441106082e-07,1.5904913652775576e-07
2001,1.581617412593772e-07,2.0504070619153936e-07
2002,1.5027589927996132e-07,1.910212574784964e-07
2003,1.9084507618671864e-07,2.141798347565782e-07
2004,1.5328673336201248e-07,1.9337034018462873e-07
2005,2.0221835883571515e-07,2.648204713295854e-07
2006,1.8118715017223508e-07,2.1165953967283713e-07
2007,1.705642760363446e-07,2.0851183535341988e-07
2008,1.6518865497694435e-07,2.2521855669310753e-07
2009,1.5878081205400463e-07,2.3840962626309192e-07
2010,2.4752674843142586e-07,2.5130577796517173e-07
2011,1.338390126504052e-07,2.4702859491299023e-07
2012,1.0995736510199805e-07,1.9404239992582006e-07
2013,1.1212282347017322e-07,1.2662627568715834e-07
2014,1.1801676047529241e-07,1.4335246589780581e-07
2015,1.086121960147679e-07,1.5626856963990576e-07
2016,9.134609291194806e-08,1.0522407478674722e-07
2017,1.1571812064126163e-07,1.182337356908647e-07
2018,8.286508124122349e-08,1.3113850627632928e-07
2019,7.678472835337402e-08,8.265200079904389e-08
