year,en_ADP acteur_NOUN,en_ADP facteur_NOUN
1800,6.288328968651058e-09,1.2576657937302116e-08
1801,1.904946067554647e-08,4.7623651688866175e-09
1802,2.0140561218795483e-08,6.713520406265161e-09
1803,1.3652374342143503e-08,1.755305234496518e-08
1804,0.0,1.2359254952798437e-08
1805,5.685755422035754e-09,0.0
1806,2.881669125542885e-09,6.051504897186533e-08
1807,5.693910232196231e-09,5.124519120158766e-08
1808,2.2660739951163578e-09,0.0
1809,4.518061036407062e-09,2.259030518203531e-09
1810,1.1700633351097167e-08,4.680253518074551e-09
1811,1.7549536934780008e-08,1.4541045345595194e-07
1812,3.200649700829672e-08,0.0
1813,2.0130190847567064e-08,8.627225156487839e-09
1814,2.2026739543434815e-08,3.4613449884091096e-08
1815,0.0,1.0788894222457657e-08
1816,4.6352077731626196e-09,3.7081662185300956e-08
1817,1.0898113522728181e-08,1.4945985071790346e-07
1818,9.536941902865692e-09,9.536941902865692e-09
1819,2.4842520929269085e-08,1.035105001712111e-09
1820,2.254631326081835e-08,1.6613073583471305e-08
1821,3.94459531705138e-09,1.97229765852569e-09
1822,1.1028177482330648e-08,1.0025615893027862e-09
1823,6.917880934764753e-09,5.929612356680991e-09
1824,1.0105335235266466e-08,0.0
1825,1.584979791857677e-08,7.924898959288385e-09
1826,1.0569580766173203e-08,2.642395191543301e-09
1827,9.217273055917019e-10,0.0
1828,2.7516904310687096e-09,2.0179061976932644e-08
1829,5.143905745796928e-09,1.714635211591542e-09
1830,8.349468672008697e-09,6.262101504006523e-09
1831,1.2472964883158966e-08,1.5591206103948707e-09
1832,6.22378593106987e-08,4.058990921151917e-09
1833,2.895907214028881e-08,1.50587169400751e-08
1834,8.401078055442213e-09,5.600718555598405e-09
1835,1.0588323107185715e-08,1.739510224751939e-08
1836,1.4785650037651976e-08,1.1425274948351216e-08
1837,1.6698937344017395e-08,1.7394727436226276e-08
1838,6.943378316748294e-09,6.943378316748294e-09
1839,1.5381244722334486e-08,1.1885507689157748e-08
1840,7.0066574764382494e-09,2.1019973317493168e-08
1841,1.8619591202195807e-08,1.8619591202195807e-08
1842,2.817471411731276e-08,8.049918065466954e-09
1843,1.8902115428431898e-08,1.1813821920725331e-08
1844,1.2074834521147437e-08,1.2623690537338916e-08
1845,1.674068439427856e-09,3.627148004170522e-08
1846,2.9272506196775794e-08,8.781752214304106e-09
1847,2.1572894581822766e-08,6.68759696509369e-08
1848,8.84974404868899e-09,6.114368744647436e-08
1849,4.273501730267526e-08,1.6758828991214614e-08
1850,1.2899092460827433e-08,3.055048125588655e-08
1851,1.870337307252612e-08,4.063146263888484e-08
1852,1.7578472011337e-08,2.0833745395520964e-08
1853,1.3138249599364826e-08,2.9859659633757474e-08
1854,2.234135676459914e-08,3.740878540270387e-08
1855,2.0166361025530932e-08,6.156047049898916e-08
1856,1.863788057221427e-08,6.419714537742038e-08
1857,9.274867096564776e-09,4.051652524594829e-08
1858,2.9851424443450014e-08,8.025628517316363e-08
1859,4.277425702525761e-08,1.1050016013314234e-07
1860,2.8378540184448298e-08,5.080674014834585e-08
1861,3.5369726925083e-08,9.6677254646238e-08
1862,1.5812952752769505e-08,3.5692092836825395e-08
1863,3.0467187883687075e-08,5.5939754162182e-08
1864,2.685047562067666e-08,9.109982812560702e-08
1865,1.129642651642726e-08,5.7894187222018445e-08
1866,1.702964524952222e-08,2.77339928800302e-08
1867,1.164674756637396e-08,7.910082899797999e-08
1868,1.531360993567432e-08,5.433861360870651e-08
1869,1.5627261373829526e-08,4.541672637969896e-08
1870,2.695002976338401e-08,9.633201614178688e-08
1871,2.549082545044712e-08,5.2043770182308435e-08
1872,8.4662747923403e-09,8.768641635015229e-08
1873,4.788803575905831e-09,1.0475508105400877e-07
1874,1.6728906260254917e-08,1.057505798485181e-07
1875,1.2587359599081083e-08,1.2244068159361632e-07
1876,1.209202959984168e-08,1.0217765122888522e-07
1877,1.4843558382438005e-08,6.617753456339415e-08
1878,1.9325083755461492e-08,1.4071076748223277e-07
1879,2.5659165459046562e-08,1.6189711971037468e-07
1880,1.4119262203848848e-08,1.078198152981713e-07
1881,9.064259565150223e-09,1.4223915911770746e-07
1882,3.1945848633085916e-08,1.6372247557683295e-07
1883,2.274962085380139e-08,1.7883729697132367e-07
1884,2.1125430293977843e-08,1.3995597214488953e-07
1885,4.3185760745245716e-08,2.146396695934527e-07
1886,2.0005738787798322e-08,1.1874373484488387e-07
1887,3.003305337756501e-08,2.3308260210797016e-07
1888,2.0924028731883482e-08,1.014498351992188e-07
1889,2.6940087494153886e-08,1.8858061423543404e-07
1890,2.5562107097698572e-08,2.208828249194994e-07
1891,2.2947192590550003e-08,1.6572971617279109e-07
1892,2.193979398157353e-08,1.5169800349212892e-07
1893,1.970693297437265e-08,2.0261190059045475e-07
1894,3.150769600779313e-08,2.734868189691042e-07
1895,3.5509824414248214e-08,1.4986349583523406e-07
1896,9.435246361988447e-09,2.229077011861591e-07
1897,1.4566784223291052e-08,1.7480140002135158e-07
1898,1.3580051749784161e-08,1.7031648269494326e-07
1899,2.819064981451902e-08,1.376367038119497e-07
1900,2.28406342728249e-08,1.1783690467837005e-07
1901,1.5089595351014395e-08,1.1401027677493403e-07
1902,9.329538919189417e-09,1.149006436662603e-07
1903,3.2401321625741275e-08,1.9656802408007934e-07
1904,2.1498500757388683e-08,1.746753213183183e-07
1905,2.4255568220610257e-08,2.363627658041878e-07
1906,1.6461390472954918e-08,2.4589201075286837e-07
1907,2.211422572839794e-08,1.4657103974968777e-07
1908,2.6521501439447093e-08,1.82212531285586e-07
1909,2.3104130164597336e-08,1.798821642751136e-07
1910,1.3894791872637313e-08,1.9292383512947708e-07
1911,2.074945903984826e-08,1.6333548558122857e-07
1912,2.031674206648404e-08,1.2554704653666704e-07
1913,1.378777370053541e-08,1.0552949447628635e-07
1914,1.4732836284281348e-08,2.049203544629563e-07
1915,1.0602685840410686e-08,3.51066717030335e-07
1916,1.0987461607214755e-08,9.00971883766033e-08
1917,7.676496771580332e-09,1.030843890248434e-07
1918,2.1824114071478107e-08,8.040463228553563e-08
1919,2.670275978111647e-08,1.1509810349252803e-07
1920,5.1491177543994127e-08,1.7340410352062463e-07
1921,3.332008802203745e-08,5.240341351964162e-07
1922,1.9920426197472807e-08,6.389292366293375e-07
1923,1.8047112249064412e-08,4.1189878174918704e-07
1924,3.738571052736006e-08,2.9521820010813826e-07
1925,1.8696901804560184e-08,3.354444402248191e-07
1926,2.1177662290483568e-08,3.990317622992734e-07
1927,2.5643217327342427e-08,8.61835076193529e-07
1928,2.9707706517001498e-08,3.7020373611085233e-07
1929,3.0079096990931475e-08,3.219577422441944e-07
1930,1.6805765667982087e-08,2.2687783030050923e-07
1931,3.649714219733369e-08,3.3759855000425887e-07
1932,2.6302888755935783e-08,2.849479585620429e-07
1933,2.6382522833046096e-08,3.716494632044487e-07
1934,1.7972370258689807e-08,7.081113722051668e-07
1935,2.5133395809007197e-08,4.2607092609614483e-07
1936,4.4861444337129797e-08,3.8192851548046747e-07
1937,2.895957251780601e-08,2.43008571487735e-07
1938,2.463390735840676e-08,4.3433468022158195e-07
1939,3.5176316970364496e-08,3.4870436138589866e-07
1940,2.2822046474857416e-08,4.868703058491519e-07
1941,1.1806010391524069e-08,3.305682980681013e-07
