year,ancien_ADJ axe_NOUN
1916,8.789969641043172e-09
1917,9.869782324756216e-09
1918,2.2972752589112133e-09
1919,3.6831393490643904e-09
1920,3.786115865267448e-09
1921,6.058197943303867e-09
1922,2.2133805899215986e-09
1923,8.492758496458919e-09
1924,1.2891624656674594e-08
1925,4.399271169575059e-09
1926,3.343841648018042e-09
1927,2.2298449753321847e-09
1928,6.8556245125250825e-09
1929,1.0026365515614089e-08
1930,4.201441416995522e-09
1931,1.3686427990933225e-08
1932,2.082311922890767e-08
1933,4.588264879146209e-09
1934,5.990790086229936e-09
1935,3.590485242455088e-09
1936,7.274828739411987e-09
1937,2.5182236296217297e-09
1938,3.8895642262559704e-09
1939,6.117620188206274e-09
1940,0.0
1941,0.0
1942,6.068423541449874e-09
1943,0.0
1944,1.2852744646352221e-08
1945,8.714016175304096e-09
1946,1.1136883415474585e-08
1947,4.7683483828109274e-09
1948,5.435944139264848e-09
1949,7.853606653895895e-09
1950,9.571825110299415e-09
1951,1.2793682557799002e-08
1952,1.5817205323287453e-08
1953,3.232148326759443e-09
1954,1.3681550115052232e-08
1955,4.6928039232341234e-09
1956,4.360570571293465e-09
1957,6.184526224473075e-09
1958,1.6544486669545222e-08
1959,6.200598257066758e-09
1960,8.997083078554624e-09
1961,6.25334317660986e-09
1962,4.43936931660005e-09
1963,5.1728425987107585e-09
1964,3.6503808864551957e-09
1965,5.47204326295514e-09
1966,4.985167390003653e-09
1967,4.437302081328198e-09
1968,7.186265360559219e-09
1969,9.991866889436096e-09
1970,8.7375777724219e-09
1971,1.284599360218408e-08
1972,1.128632298730281e-08
1973,4.9618833486420044e-09
1974,1.3501372464475025e-08
1975,8.567219822452898e-09
1976,1.199840671262109e-08
1977,7.639816779203557e-09
1978,1.1881182260253809e-08
1979,8.192762912528906e-09
1980,1.3075846183596695e-08
1981,1.3916208629893845e-08
1982,9.932003663948308e-09
1983,2.7155859783078995e-08
1984,1.5077421977593986e-08
1985,1.3234227935754461e-08
1986,4.196139880008332e-09
1987,9.777306964053878e-09
1988,8.994830658082265e-09
1989,9.878619700032232e-09
1990,8.172976073694826e-09
1991,1.0550637696837839e-08
1992,8.815910668147353e-09
1993,8.862731881720265e-09
1994,1.318731612798274e-08
1995,7.0491861237087505e-09
1996,1.3879040139386234e-08
1997,1.8220598363427598e-08
1998,7.629006759657386e-09
1999,9.597422412355172e-09
2000,1.8555732950176207e-08
2001,1.0076787404500465e-08
2002,8.324320788233308e-09
2003,1.0000615446870142e-08
2004,8.369103632333008e-09
2005,7.656374201303606e-09
2006,6.58862386870851e-09
2007,1.0385647009059085e-08
2008,1.2772319202269955e-08
2009,1.0490023072406984e-08
2010,1.0864724231396394e-08
2011,8.030340836739924e-09
2012,3.063827413996023e-09
2013,4.462600067256517e-09
2014,5.630157673408576e-09
2015,7.093041265449074e-09
2016,5.3854840587064245e-09
2017,4.024978128569501e-09
2018,4.130346731301415e-09
2019,1.198964216797549e-08
