year,son_DET âne_NOUN,son_DET ane_NOUN,son_DET fan_NOUN
1891,3.5759373551158546e-07,1.7210393776778687e-08,2.5496880162734215e-09
1892,3.033960098708377e-07,1.2537024307590627e-08,9.402768341715273e-09
1893,2.71586174438454e-07,6.158416665513755e-09,1.2316833108982905e-09
1894,3.0436435882741364e-07,8.82215522857166e-09,5.671385139294216e-09
1895,2.5579111095908047e-07,7.824198622330414e-09,2.4074457982692365e-09
1896,2.8482649283567696e-07,2.240870999870026e-08,3.5382172747233653e-09
1897,2.3947792304745974e-07,9.322741689743452e-09,5.826713556089658e-10
1898,2.3538756199759092e-07,8.4875323436151e-09,5.6583548957434e-10
1899,3.360767735216541e-07,1.1055156790007459e-08,1.6582735185011188e-09
1900,3.0263839190247666e-07,1.2977632635191583e-08,6.229263549428765e-09
1901,3.0235078130047555e-07,8.38310842965484e-09,3.912117296778206e-09
1902,2.35693624395239e-07,5.892340781965544e-09,9.820567692386817e-10
1903,3.1969305336332354e-07,6.480264325148255e-09,2.7001101354784396e-09
1904,1.934865094810334e-07,5.374625189347171e-09,0.0
1905,2.4410389620754813e-07,8.773290316455018e-09,1.0321518084666081e-09
1906,2.942473558142922e-07,4.115347507216427e-09,1.5432553013283723e-09
1907,2.5765646033404366e-07,8.228549175370858e-09,4.1142746431965804e-09
1908,3.133466099924931e-07,6.3848057951787496e-09,2.4556945366072114e-09
1909,3.102554728684481e-07,1.0451868592831204e-08,4.400786735025974e-09
1910,2.4209003868236323e-07,1.1222716533865196e-08,2.67207544979442e-09
1911,2.644225913783771e-07,6.916486494645824e-09,5.320374141248863e-10
1912,2.865181758515689e-07,1.1460726589973547e-08,5.209421227725386e-10
1913,2.2166497304354493e-07,8.484783542428431e-09,2.121195885607108e-09
1914,3.067108634846605e-07,1.473283595121444e-08,3.3483718020477227e-09
1915,2.026291026080429e-07,8.246533345079854e-09,0.0
1916,1.70305668234505e-07,4.394984820521586e-09,1.0987462051303964e-09
1917,3.1034980452204763e-07,5.483212328627474e-09,3.289927441585405e-09
1918,3.422940180186629e-07,6.89182577673364e-09,2.2972752589112133e-09
1919,3.231954899263201e-07,9.207848372660976e-10,2.762354567309444e-09
1920,2.915309322837345e-07,4.543339038320937e-09,3.028892692213958e-09
1921,3.263854200241667e-07,5.300923366924337e-09,2.2718242842501013e-09
1922,2.7519698209133026e-07,6.6401419362982494e-09,5.164555005876537e-09
1923,3.630654230590835e-07,1.4862327812892318e-08,1.0615948120573648e-09
1924,3.145556344286149e-07,9.024137215263295e-09,3.867487219366694e-09
1925,3.046495180569764e-07,1.53974488714681e-08,3.299453377181294e-09
1926,4.1909481685031835e-07,2.1177663178661987e-08,4.458455382660986e-09
1927,3.3001704835555756e-07,8.919379901328739e-09,2.2298449753321847e-09
1928,3.256421763353501e-07,5.713020723163709e-09,2.2852082448565625e-09
1929,2.3394852899372154e-07,8.912324878096456e-09,0.0
1930,2.8884909086812627e-07,1.0503603764533409e-08,3.1510811737689437e-09
1931,2.91977132249599e-07,1.7108034988666532e-08,1.1405356659111021e-09
1932,2.476855343047646e-07,7.671675628095898e-09,4.38381475564853e-09
1933,2.030307237887996e-07,1.1470662641954732e-08,2.2941324395731044e-09
1934,2.4322606684279435e-07,1.0783422155213884e-08,9.585264137967897e-09
1935,2.3457837006191085e-07,5.98414207075848e-09,0.0
1936,2.2794463161446288e-07,6.0623572828433225e-09,1.2124714565686645e-09
1937,2.039761175520738e-07,3.777335444432595e-09,0.0
1938,2.165190835512476e-07,3.8895642262559704e-09,0.0
1939,2.3858719000457995e-07,1.5294050470515685e-09,1.5294050470515685e-09
1940,2.1300576236171764e-07,1.0143131667916805e-08,0.0
1941,2.3612020827457059e-07,0.0,0.0
1942,2.1846324216312496e-07,1.8205270402305018e-08,6.068423541449874e-09
1943,2.874202922331648e-07,2.9032352077962287e-09,2.9032352077962287e-09
1944,2.8276039465424674e-07,0.0,0.0
1945,2.505279663722604e-07,1.089252021913012e-08,0.0
1946,2.631088591442676e-07,8.352662561605939e-09,1.3921104269343232e-09
1947,2.205361084861579e-07,1.0728784083369192e-08,1.1920870957027319e-09
1948,2.4244309471121994e-07,7.610321706152945e-09,1.0871887834440486e-09
1949,2.228460836972701e-07,5.890204879399619e-09,0.0
1950,2.0738954886745375e-07,1.1698897406375863e-08,0.0
1951,2.6440277089978537e-07,2.4521223829232497e-08,1.0661401761424827e-09
1952,2.3725809117358665e-07,4.217921456550755e-09,0.0
1953,2.456432649511342e-07,5.386913581872932e-09,1.0773827385790469e-09
1954,3.088121411920497e-07,4.886268056836229e-09,9.772536113672459e-10
1955,2.6279701659248644e-07,1.5016972998438405e-08,0.0
1956,2.9564670822601613e-07,4.36057079333807e-09,1.744228317335228e-09
1957,2.535655895252731e-07,1.9437082443563014e-08,8.835037701437898e-10
1958,2.936646441575874e-07,9.099467679352102e-09,4.1361216673863055e-09
1959,1.9454377531147315e-07,6.975672928177801e-09,3.100299128533379e-09
1960,2.443054276657364e-07,5.536666736194462e-09,0.0
1961,1.9454845306965396e-07,4.168895506584391e-09,1.3896318540318475e-09
1962,3.094874863052155e-07,6.3419562379429806e-09,0.0
1963,2.8321313738643994e-07,3.2330265131719216e-09,6.466053248388448e-10
1964,2.804709278159123e-07,1.034274621503073e-08,6.083968329129164e-10
1965,2.993207708357204e-07,1.3680108601477059e-08,4.377634699181954e-09
1966,2.3319504904861788e-07,6.092982340888398e-09,5.539074754423723e-10
1967,2.790569972876966e-07,2.120044340081506e-08,3.944268467392931e-09
1968,2.3984160557599665e-07,8.533690143419648e-09,8.982831700699023e-10
1969,1.962039342107147e-07,8.629339631749389e-09,2.2708788183223305e-09
1970,2.67185923608082e-07,7.817832603507213e-09,2.7592350626548523e-09
1971,2.5280916626790884e-07,1.644287150881496e-08,1.0276794970565106e-09
1972,2.436819812601243e-07,9.23426424215279e-09,3.591102859523687e-09
1973,2.475428582116024e-07,1.1577727720979425e-08,2.2052815684681093e-09
1974,1.7720550227195986e-07,1.2376257796375967e-08,2.8127858375803783e-09
1975,2.2160542911819903e-07,1.0851812337620004e-08,3.4268881066168433e-09
1976,2.0968642988616892e-07,1.3712464386195222e-08,2.285410749536254e-09
1977,2.497632407560957e-07,6.464459856303506e-09,3.526069047854463e-09
1978,2.910889745910694e-07,7.72276864680066e-09,1.7821774056514528e-09
1979,2.6743517200777944e-07,8.192762690484301e-09,4.096381234219848e-09
1980,2.4844107504584656e-07,7.390695777598211e-09,5.6851505725319385e-09
1981,2.631428557275939e-07,9.488324237416634e-09,1.897664858585557e-09
1982,2.663018343618262e-07,4.966001942996456e-09,4.966001942996456e-09
1983,2.3619282529807606e-07,5.052252838311233e-09,4.4207211225000265e-09
1984,2.650146964100486e-07,1.2177917896316615e-08,4.059306057957457e-09
1985,2.7731721785606567e-07,7.218669662023558e-09,4.812446552371341e-09
1986,2.9253088618119705e-07,8.392279760016663e-09,5.395037083744114e-09
1987,2.535988997687255e-07,4.277571852284723e-09,6.721898593298192e-09
1988,2.5785182322657363e-07,6.596209134457354e-09,4.1975875553212916e-09
1989,2.584905622882161e-07,8.780995264245917e-09,8.232183157375061e-09
1990,2.604455026089525e-07,6.538381114307157e-09,1.7435683397071244e-08
1991,2.2097724450276246e-07,2.930732601047481e-09,1.2895223222564312e-08
1992,2.4409053422935756e-07,5.509944167592096e-09,1.4325855279828659e-08
1993,2.6865155078326097e-07,7.754890507527534e-09,1.606370148010683e-08
1994,2.5741643083776466e-07,7.38489736029635e-09,1.2132331528302842e-08
1995,2.7762949406096027e-07,9.218166452384935e-09,5.964695848348356e-09
1996,2.316732039542302e-07,3.736664533349199e-09,8.007138063703678e-09
1997,2.728295029896799e-07,6.7128522740489416e-09,2.3974473184473766e-08
1998,2.8322686640436245e-07,1.3827574418812105e-08,1.0966696772918283e-08
1999,2.7421208026456867e-07,7.312321859131998e-09,5.895559485047386e-08
2000,2.7656876211423764e-07,4.4180314962005696e-09,1.502130730912654e-08
2001,2.939793044554051e-07,1.1829271950869469e-08,9.20054432640427e-09
2002,2.6856888180049054e-07,4.81934359086722e-09,7.448076710936391e-09
2003,2.6918322326707766e-07,8.333845835650777e-10,1.666769106067889e-08
2004,2.5591835806082486e-07,1.7619165015858584e-09,1.894060269735931e-08
2005,2.7833171412083857e-07,7.205999352777326e-09,1.216012357474483e-08
2006,2.610742120268128e-07,2.882522942559973e-09,1.8942294122137326e-08
2007,2.796135518678966e-07,2.7961356841021967e-09,2.9159699460601374e-08
2008,2.9504056486828745e-07,1.7029758714315335e-09,2.7673358271584902e-08
2009,3.2709799846486476e-07,1.430457752249481e-09,2.813233512810598e-08
2010,3.079913173387183e-07,4.2514138876015295e-09,3.1649413090306666e-08
2011,4.003698648169518e-07,2.6767803251726008e-09,3.365095380125638e-08
2012,4.97701726498434e-07,2.0425516555899748e-09,4.6978686774057365e-08
2013,4.7024648597293606e-07,1.1156500168141292e-09,4.8530776841637646e-08
2014,4.272423428375305e-07,1.2992671105660492e-09,4.6773615314243955e-08
2015,5.273232650537807e-07,1.3299452372717013e-09,4.388819403733368e-08
2016,5.356485575092051e-07,3.521278130191874e-09,3.7076988146367285e-08
2017,5.997217251696441e-07,1.257805665177969e-09,6.062623350566732e-08
2018,5.353961896048531e-07,1.0325866828253538e-09,5.834114924496703e-08
2019,4.1428041175350927e-07,1.02039510174734e-09,4.923406526913254e-08
