year,un_DET autographe_NOUN,un_DET photographe_NOUN
1859,1.0082503099084761e-07,9.471442297126487e-08
1860,1.675249257093725e-07,8.23893095969197e-08
1861,1.2591623765878523e-07,1.0422279927979616e-07
1862,1.924662191843396e-07,1.2243742819606496e-07
1863,1.5383431861692998e-07,1.1687412460048563e-07
1864,1.8459703055029308e-07,1.7165126653395646e-07
1865,1.9439266729648352e-07,1.364984854035356e-07
1866,2.014363769120564e-07,9.828537805844917e-08
1867,2.1789123749726969e-07,1.1792332266225003e-07
1868,1.5116015139593486e-07,1.1756900164527906e-07
1869,2.412458453004973e-07,1.831319700329459e-07
1870,1.4105759893467962e-07,1.3073631244253647e-07
1871,1.5613130788239005e-07,1.5082071413985432e-07
1872,1.8262964207593768e-07,1.4815980975413368e-07
1873,2.1908775726942054e-07,1.0475508105400877e-07
1874,1.9775956267009676e-07,1.7804335428195373e-07
1875,1.813724050947485e-07,1.6191921758945682e-07
1876,1.4449974861108217e-07,1.2394330095588657e-07
1877,1.4039532603149496e-07,1.3173657897880275e-07
1878,2.276736457140771e-07,1.6245148071192261e-07
1879,2.2237944286018774e-07,1.735048442697007e-07
1880,1.8996825312811438e-07,1.3605833792951216e-07
1881,3.207353478362762e-07,1.8686320046867877e-07
1882,1.8834739345940932e-07,1.510772378310321e-07
1883,3.0396019923273343e-07,1.7946922881151295e-07
1884,3.09619579752507e-07,1.538195455452751e-07
1885,2.507352321323708e-07,1.6694196069977352e-07
1886,2.3684212940855431e-07,1.955399557829196e-07
1887,2.631156497678866e-07,2.2655367892809863e-07
1888,2.561608316575814e-07,2.1684902229424097e-07
1889,1.8983364924451962e-07,1.979783235128707e-07
1890,2.0318598470403515e-07,1.763129899856608e-07
1891,2.1608606282086384e-07,1.9760082103914556e-07
1892,2.476062443967919e-07,1.8116000788381825e-07
1893,1.9029507042356286e-07,2.0569111036650156e-07
1894,1.959778741511542e-07,2.3504741442081922e-07
1895,1.9018821539873443e-07,2.5398553127331525e-07
1896,2.0639600784022605e-07,2.1052393606169062e-07
1897,1.9461223499384062e-07,2.2549380851444312e-07
1898,2.823518974182093e-07,2.2520252862534562e-07
1899,2.106007368496421e-07,1.9125421779619955e-07
1900,1.8583970096130997e-07,2.2373439279022023e-07
1901,1.7213316505504395e-07,2.3137378413196075e-07
1902,2.189986543221778e-07,2.1114220594142807e-07
1903,2.2248908049249394e-07,2.4625003902656317e-07
1904,2.5421977056794276e-07,1.7951248398873076e-07
1905,2.5648971924141506e-07,2.2139656419284393e-07
1906,2.469208628674835e-07,1.4918135171626545e-07
1907,1.7845666233640145e-07,1.8205665952564232e-07
1908,2.558833749333189e-07,2.2346819505969506e-07
1909,3.2015724737988194e-07,2.05186684532066e-07
1910,2.196445900715105e-07,1.6032451544134574e-07
1911,2.096227420533836e-07,1.920655048337494e-07
1912,2.021255358641838e-07,1.6982713901825264e-07
1913,2.264376646188282e-07,2.0787719101633684e-07
1914,1.6407022584985498e-07,1.5737347425215376e-07
1915,1.8142372837370857e-07,1.5314989987302852e-07
1916,9.559092206679054e-08,1.911818365840645e-07
1917,1.3269373477786672e-07,1.831392832940537e-07
1918,2.1249796766653617e-07,1.9641702664330296e-07
1919,1.546918504957695e-07,1.7586990352924659e-07
1920,1.9082023472449805e-07,1.8779134336455172e-07
1921,2.461142898368962e-07,1.5902769945341788e-07
1922,1.9994204958351247e-07,1.7338147761947198e-07
1923,2.707066752982712e-07,2.070109861307401e-07
1924,3.261580969748934e-07,1.559886531055099e-07
1925,2.3426119200031792e-07,1.803701135116853e-07
1926,2.463296653321123e-07,1.471290254073665e-07
1927,2.1406511674371131e-07,1.382503906910415e-07
1928,2.102391523095548e-07,1.9995571776121324e-07
1929,2.116677260133315e-07,1.8827286574207847e-07
1930,2.0271955403217135e-07,1.8591378037058348e-07
1931,2.5890159527364176e-07,1.7450196310164756e-07
1932,2.060392854108528e-07,2.071352405152993e-07
1933,2.2023672130444538e-07,1.800894011694254e-07
1934,1.952997656928801e-07,2.060831754135961e-07
1935,2.1303545238993138e-07,1.9268938178385042e-07
1936,1.6610859088217467e-07,2.0612014850485139e-07
1937,1.7879387836927663e-07,1.2842940666502045e-07
1938,2.0355387242432244e-07,1.5817561482833753e-07
1939,2.079990943926191e-07,1.7435217802841407e-07
1940,1.9271949680543798e-07,1.141102288215734e-07
1941,2.4792621822200545e-07,9.739958883869804e-08
1942,2.0632639552431442e-07,1.8508691823626577e-07
1943,1.3935529463715568e-07,1.9741999413014355e-07
1944,1.1888788975511488e-07,1.7993843215435845e-07
1945,1.5249528528826772e-07,1.7210181724180984e-07
1946,1.907191338190728e-07,2.157771206157122e-07
1947,1.645080147660849e-07,1.9669437456570904e-07
1948,1.5438080858132253e-07,1.9678116736088214e-07
1949,2.0026697455932663e-07,1.8063295037507032e-07
1950,1.8505529486567696e-07,2.1802490657307771e-07
1951,1.3220138683767146e-07,2.2815399702835748e-07
1952,1.4973621931257952e-07,2.3093119949635366e-07
1953,1.6699431881761484e-07,2.348694412290797e-07
1954,1.622241037058103e-07,2.736310058537583e-07
1955,1.7738798252509014e-07,2.6373557560077643e-07
1956,2.0581893811488783e-07,3.5756679750420517e-07
1957,1.6168118366355344e-07,2.7035215666160184e-07
1958,1.431098137771869e-07,2.1838722297218283e-07
1959,2.0306958836702194e-07,2.9530350076356626e-07
1960,1.6609999342609427e-07,2.553787439296684e-07
1961,1.5216468329803945e-07,2.9251750532921506e-07
1962,1.9279547824879728e-07,2.9743776508439623e-07
1963,1.564784821717069e-07,3.4916686431074595e-07
1964,1.983373612013395e-07,2.4518391938954665e-07
1965,1.6799173546688806e-07,2.7250775325171617e-07
1966,1.3847687352352978e-07,2.71414652530666e-07
1967,1.5136129816184507e-07,2.94834073599759e-07
1968,1.998679984849261e-07,3.3865274673416934e-07
1969,1.3988613734028377e-07,2.7977229422049277e-07
1970,1.7797065066105233e-07,2.635069407119772e-07
1971,1.654563945852061e-07,3.406757400625793e-07
1972,1.5441742640120992e-07,2.667676390899487e-07
1973,1.4720253460609456e-07,3.3520279174581447e-07
1974,1.3726395409197067e-07,3.0096807179802454e-07
1975,1.3479092997314979e-07,3.43831093374547e-07
1976,1.411241159487986e-07,3.525246157209949e-07
1977,1.592607938860624e-07,3.802277923625752e-07
1978,1.0693064167455191e-07,5.037621519932145e-07
1979,1.5156611310462864e-07,4.4065359716682906e-07
1980,1.3189549319392313e-07,4.6902491845912664e-07
1981,1.347342052371303e-07,4.5164424733457054e-07
1982,1.3097829498764924e-07,5.009454255855417e-07
1983,1.3514776753265068e-07,6.397415290848585e-07
1984,1.6005262831741973e-07,5.451068147976912e-07
1985,1.41365617878364e-07,5.931340254505812e-07
1986,1.408704097816127e-07,5.988490769937016e-07
1987,1.3688230426911474e-07,5.249191481482285e-07
1988,1.5111315532223557e-07,6.404319421449145e-07
1989,1.7397346896430577e-07,5.850338098412067e-07
1990,1.2695356188530127e-07,6.309537710080804e-07
1991,1.3188296943411615e-07,5.879049780332934e-07
1992,1.3499363588076463e-07,6.055428869444768e-07
1993,1.2906353258346215e-07,6.021118466037478e-07
1994,1.366205981678803e-07,5.923742456559467e-07
1995,1.6050454032523476e-07,8.475290371734445e-07
1996,1.7882608904784547e-07,7.126352841169137e-07
1997,1.2514675207242476e-07,7.48003529338348e-07
1998,1.4924244506886453e-07,6.642003995693813e-07
1999,1.4076219914671562e-07,5.945831844655913e-07
2000,1.51980288021214e-07,6.843530613309667e-07
2001,1.5684738249865937e-07,6.265133087879349e-07
2002,1.34503496784788e-07,6.427252081664392e-07
2003,1.4542561049823988e-07,7.371286656621123e-07
2004,1.365485302606828e-07,7.289929442322318e-07
2005,1.55379356603369e-07,7.800494401521973e-07
2006,1.7995178697161052e-07,6.959234042369644e-07
2007,2.1130795957446935e-07,9.387026622675876e-07
2008,2.0606008560575262e-07,8.72775139271198e-07
2009,2.055090995156661e-07,8.277582423943386e-07
2010,2.4516486263337356e-07,9.046063951245742e-07
2011,2.8106192881405256e-07,9.322843510517487e-07
2012,2.8765935081165317e-07,1.1230630150294019e-06
2013,3.1600786165597583e-07,1.0157993699522194e-06
2014,2.9753217925532205e-07,1.0216570416332615e-06
2015,3.158619827914322e-07,9.542357233272014e-07
2016,3.320358180625149e-07,8.734841117075121e-07
2017,3.3658880052578333e-07,9.629760100438034e-07
2018,3.557261090136876e-07,1.031812217888728e-06
2019,3.112204935429297e-07,9.471817676853789e-07
