year,en_ADP âmes_NOUN,en_ADP ames_NOUN,en_ADP femmes_NOUN
1800,0.0,1.8864987794131594e-08,2.5153316451920205e-07
1801,0.0,2.3811825844433088e-09,4.690929813477851e-07
1802,0.0,8.951360541686881e-09,3.75957142750849e-07
1803,1.950339223455444e-09,1.755305234496518e-08,2.2818969003246536e-07
1804,0.0,7.4155526164076946e-09,3.1639692643636863e-07
1805,0.0,5.685755422035754e-09,2.7860201612384117e-07
1806,0.0,2.881669125542885e-09,3.2851028208824573e-07
1807,2.562259560079383e-08,1.4234775136401367e-08,2.391442421867396e-07
1808,2.2660739062985158e-08,0.0,3.444432579158274e-07
1809,6.7770917766551975e-09,2.259030518203531e-09,4.269567617232184e-07
1810,0.0,1.1700633351097167e-08,3.346381354241146e-07
1811,5.0141535368197765e-09,2.757784400841956e-08,2.707643034227658e-07
1812,1.600324850414836e-08,0.0,3.0139452178445936e-07
1813,0.0,1.1502966579257645e-08,2.7607120500761084e-07
1814,3.1466771410748606e-09,3.4613449884091096e-08,2.989343386161636e-07
1815,2.697223555614414e-09,0.0,3.7761128623969853e-07
1816,2.3176038865813098e-09,1.622322720606917e-08,2.3871319676516123e-07
1817,2.0239355080775567e-08,1.556873407970727e-09,3.5029651712648047e-07
1818,2.1458118837358597e-08,3.5763532135746345e-09,2.8133979768085737e-07
1819,1.035105001712111e-09,7.24573512300708e-09,3.29163384549247e-07
1820,1.1866481131050932e-08,2.0173018810965004e-08,2.788623021388048e-07
1821,0.0,1.97229765852569e-09,3.145814851945872e-07
1822,2.5064039732569654e-08,5.012807946513931e-09,3.18814585398286e-07
1823,2.9648061783404955e-09,3.9530747564242574e-09,3.65659423851028e-07
1824,7.57900142644985e-09,5.052667617633233e-09,3.5789727803603455e-07
1825,3.522177216552791e-09,1.1447076175841175e-08,4.939853672780714e-07
1826,7.0463874735082754e-09,4.403992281964975e-09,2.968290669924656e-07
1827,2.7651818612639545e-09,0.0,2.6730091917670507e-07
1828,8.255071293206129e-09,5.5033806956039655e-09,2.4123150882404687e-07
1829,1.714635211591542e-09,1.5431716349212365e-08,3.6350266174878243e-07
1830,3.1310507520032616e-09,5.218417697960831e-09,3.19367181589314e-07
1831,9.354723218280014e-09,1.2472964883158966e-08,1.8709447147102765e-07
1832,0.0,4.058990921151917e-09,2.665403826540569e-07
1833,2.20088942626262e-08,6.950177322551099e-09,1.760711541010096e-07
1834,6.534171426153534e-09,2.8003592777992026e-09,3.2577513842113603e-07
1835,6.806779140333674e-09,5.294161553592858e-09,2.3294310835808574e-07
1836,7.392825018825988e-09,2.016224964762614e-09,2.3925869852003956e-07
1837,4.87052354003481e-09,8.349469338142512e-09,2.6022512189527447e-07
1838,3.1560809521380406e-09,3.787297142565649e-09,2.916218688753247e-07
1839,9.788065469251706e-09,8.38977065598101e-09,1.8038006155407516e-07
1840,5.732719632334238e-09,5.732719632334238e-09,2.9555355918198245e-07
1841,8.346713542550788e-09,2.5682194149112547e-09,2.876405829077555e-07
1842,1.0733224087289273e-08,0.0,2.8107631244722597e-07
1843,1.0041748765843295e-08,1.1813822142769936e-09,2.3627643930268505e-07
1844,7.1351298203126134e-09,4.390849017710252e-09,2.4808296128497886e-07
1845,1.5066614622583074e-08,5.580227946389016e-10,2.421818976472423e-07
1846,2.4003455223464698e-08,5.854501328173001e-09,3.0326316391438013e-07
1847,1.294373674909366e-08,0.0,2.044031806036628e-07
1848,8.84974404868899e-09,0.0,2.7434206373300185e-07
1849,1.1731181359664333e-08,8.379414939696517e-10,2.7903451882416164e-07
1850,3.1229383523623255e-08,0.0,1.099817357186339e-07
1851,9.029214709244116e-09,2.579775504329973e-09,2.0767192809856283e-07
1852,2.018269107395554e-08,5.208436348880241e-09,1.8620159725202257e-07
1853,2.508211416341055e-08,5.971931837933653e-10,2.2573902391798129e-07
1854,1.454786069388092e-08,1.0391328908454511e-09,1.8912219257316565e-07
1855,6.8990182455763716e-09,7.429711956774554e-09,2.828597409632039e-07
1856,1.2425253714809514e-08,2.0708756931497874e-09,2.4954051980330405e-07
1857,1.0251168802710708e-08,8.786716299002961e-09,3.368241313639331e-07
1858,1.663849857891364e-08,0.0,3.55770254145682e-07
1859,1.1202780925145817e-08,5.092173349652285e-10,2.805787557846884e-07
1860,2.7920821210614122e-08,2.288591927079864e-09,2.2153570800043099e-07
1861,1.650587222457034e-08,2.3579818653196583e-09,2.4192894176877644e-07
1862,1.8975542914745347e-08,1.8071945051545413e-09,2.204777240777389e-07
1863,1.548332484446746e-08,4.994620828036034e-10,1.748117295363727e-07
1864,1.3904711160250827e-08,9.589455896019672e-10,2.1288592622070723e-07
1865,9.413688495385486e-09,4.7068443587150455e-09,2.2075100192253672e-07
1866,2.432806489593986e-08,7.298419202328432e-09,2.3500910373286388e-07
1867,1.164674756637396e-08,9.7056229719783e-10,2.0867089034481978e-07
1868,1.1361710683388537e-08,1.4819622196071691e-09,2.0747470652615618e-07
1869,2.197583626184496e-08,2.441759683335931e-09,2.3001375160092152e-07
1870,1.204150201772336e-08,8.601073631098188e-09,2.2133427712844878e-07
1871,2.1242353653860846e-08,3.18635318130589e-09,1.92243311047946e-07
1872,1.269941218851045e-08,0.0,1.796059777570136e-07
1873,1.616221290134945e-08,5.986004469882289e-10,1.885591389694241e-07
1874,8.961913877669758e-09,0.0,2.234503835296664e-07
1875,5.721527251978387e-09,0.0,2.5861302788143803e-07
1876,3.083467703390852e-08,6.04601479992084e-10,1.9286787100725178e-07
1877,1.1751150275074451e-08,0.0,2.2017944267815892e-07
1878,1.8117265909722846e-08,1.4493813205174177e-08,2.2344627836901054e-07
1879,1.0385853066452455e-08,2.443730107160036e-09,2.413183466387636e-07
1880,1.0268554007097919e-08,1.2835692508872398e-09,2.2719176229202276e-07
1881,1.1156012114099667e-08,0.0,2.1614773437761414e-07
1882,5.989846840748214e-09,1.9966155395678697e-09,2.3892832867744573e-07
1883,1.2006744043446815e-08,0.0,1.586154123600636e-07
1884,6.601696966868076e-09,0.0,1.7758564574421598e-07
1885,1.353583467533781e-08,3.2228177904158883e-09,2.5589174912354906e-07
1886,1.0325542199041138e-08,1.2906927748801422e-09,1.787609511527677e-07
1887,2.0239665943222462e-08,1.9586774424595887e-09,2.069669118309747e-07
1888,6.974675947901687e-09,6.340614699951175e-10,1.623197378730623e-07
1889,1.566284169030041e-08,6.265136742733546e-10,1.8043593258409985e-07
1890,1.3764211992395303e-08,0.0,1.4419649652097632e-07
1891,1.529812720946211e-08,1.2748440081367107e-09,1.5999291613777444e-07
1892,1.002961980134387e-08,6.268512375839919e-10,1.573396626319834e-07
1893,4.926733243593162e-09,1.847525021858587e-09,1.8475249441429753e-07
1894,1.3233232287745977e-08,0.0,1.581686293050666e-07
1895,9.027921521465032e-09,1.8055843487019274e-09,1.8537332291401754e-07
1896,1.2383760683576384e-08,0.0,1.5391244989615416e-07
1897,1.6897470089816125e-08,5.826713556089658e-10,1.9053352762199438e-07
