year,en_ADP are_NOUN,en_ADP phares_NOUN
1800,5.65949598296811e-08,6.288328968651058e-09
1801,5.9529563944948904e-08,0.0
1802,6.713520406265161e-09,0.0
1803,4.4857801695386e-08,0.0
1804,2.719036085174764e-08,0.0
1805,8.528633133053631e-09,0.0
1806,2.881669125542885e-08,5.76333825108577e-09
1807,1.1387820464392462e-08,0.0
1808,5.211970233176544e-08,0.0
1809,1.355418288717658e-08,0.0
1810,5.8503168531842675e-08,0.0
1811,1.7549536934780008e-08,0.0
1812,3.467370746079723e-08,0.0
1813,1.150296680130225e-08,0.0
1814,1.2586708564299443e-08,0.0
1815,2.9669458667669346e-08,0.0
1816,1.1819780176836048e-07,0.0
1817,2.8023721343473085e-08,0.0
1818,1.9073883805731384e-08,0.0
1819,5.175525008560555e-08,0.0
1820,1.542642635854463e-08,1.1866481131050932e-08
1821,3.94459531705138e-09,0.0
1822,1.303330066093622e-08,1.0025615893027862e-09
1823,3.162459771832715e-08,1.9765373338032077e-08
1824,1.0105335235266466e-08,2.5263338088166165e-09
1825,1.0566531427613768e-08,5.283265824829186e-09
1826,1.0569580766173203e-08,1.3211976290783412e-08
1827,3.2260455640198415e-08,1.2904182611350734e-08
1828,1.1923991571904935e-08,0.0
1829,1.0287811491593857e-08,0.0
1830,1.2524202563923836e-08,5.218417697960831e-09
1831,1.4032085715598441e-08,0.0
1832,1.3529969256076413e-08,0.0
1833,9.266902800675325e-09,0.0
1834,1.773560875939495e-08,9.334530925997342e-10
1835,1.5882484660778573e-08,3.781543966852041e-09
1836,7.392825018825988e-09,6.720750067579218e-10
1837,1.3219993100221927e-08,1.1828414248071795e-08
1838,8.2058102535143e-09,0.0
1839,1.3982950020086093e-08,0.0
1840,2.611572358368619e-08,7.64362617644565e-09
1841,2.3756030032018316e-08,5.1364388298225094e-09
1842,1.341653010911159e-08,2.0124795163667386e-09
1843,1.1223130869097986e-08,1.1813822142769936e-09
1844,1.152597856046711e-08,2.195424508855126e-09
1845,1.1718478631905782e-08,2.790113973194508e-09
1846,7.025401593807601e-09,1.1709002656346001e-09
1847,9.707802561820245e-09,1.6179670936367074e-09
1848,2.735375304041554e-08,0.0
1849,1.3407064125559032e-08,0.0
1850,3.4623880651452055e-08,0.0
1851,1.3543821175687754e-08,6.449438760824933e-10
1852,2.7344290387532055e-08,1.9531636308300904e-09
1853,4.478948767427937e-08,0.0
1854,1.2989161413123895e-08,5.195664565249558e-09
1855,2.4942604426314574e-08,1.5920811335945473e-09
1856,1.6049286344355096e-08,4.6594703095870216e-09
1857,2.0990488902583593e-08,3.905207379695241e-09
1858,2.6425850618849722e-08,7.340514196485515e-09
1859,1.680417205385254e-08,5.09217357169689e-09
1860,1.5562426014525954e-08,2.288591982591015e-09
1861,2.075024119196911e-08,4.715963730639317e-10
1862,2.25899317307654e-08,3.6143890103090826e-09
1863,1.498386242859695e-08,1.4983863039219614e-09
1864,2.1096803859421698e-08,0.0
1865,1.1767110841276462e-08,9.41368871743009e-10
1866,2.578774882522339e-08,2.4328064562872953e-09
1867,2.6690463172940326e-08,4.85281148598915e-09
1868,4.2482916740027576e-08,1.975949714960734e-08
1869,2.0510780074367574e-08,8.790334682373668e-09
1870,3.2110673231500186e-08,7.454263428741115e-09
1871,3.611200227737754e-08,0.0
1872,3.9912439575573444e-08,1.8142017887967654e-09
1873,3.890902905423488e-08,3.5916027374405246e-09
1874,6.870800672853505e-08,1.7923826867161097e-09
1875,2.0025345548457807e-08,1.1443054281912168e-09
1876,4.897271921322499e-08,3.02300739996042e-09
1877,2.535774612510977e-08,4.9478527941460015e-09
1878,4.5293163830617544e-08,0.0
1879,3.42122213892182e-08,3.6655952717623563e-09
1880,3.850707597230496e-08,3.2089231272180996e-09
1881,1.4642266066289267e-08,1.3247764774071413e-08
1882,3.0614771162618126e-08,8.652000893505374e-09
1883,3.5388296737437486e-08,1.2638677882037541e-09
1884,2.3105939384038265e-08,1.1883054540362536e-08
1885,3.7384687345820566e-08,2.578254332252783e-09
1886,2.8395241713496944e-08,1.4197620856748472e-08
1887,5.4842967500690065e-08,1.3057849246322917e-09
1888,2.980088953385973e-08,6.340614699951175e-10
1889,3.5084767091575486e-08,0.0
1890,5.112421624930974e-08,3.9326319978272295e-09
1891,3.250852154135231e-08,8.286486163910922e-09
1892,3.19694137829174e-08,5.641661138255927e-09
1893,1.9091091374434654e-08,8.005941687372342e-09
1894,4.6631390526741257e-08,1.2603078580752936e-09
1895,2.5278181325916194e-08,6.018614495673091e-10
1896,2.7716035688740703e-08,2.948514543632541e-09
1897,2.3306854779470143e-08,1.7480140668268973e-09
1898,3.112095303681173e-08,5.6583548957434e-10
1899,2.984892333302014e-08,1.1055156790007459e-09
1900,1.8168686111152965e-08,3.6337372000261325e-09
1901,2.514932445629725e-08,2.235495566438317e-09
1902,2.1114220150053598e-08,4.419255628107521e-09
1903,2.8081145186931167e-08,1.0800440541913758e-09
1904,3.6009990544982884e-08,1.0749250378694342e-09
1905,3.3028859480754846e-08,1.0321518084666081e-09
1906,2.777859631208912e-08,1.0288369045596824e-09
1907,1.851423608867364e-08,1.028568674676933e-09
1908,2.2101251717643322e-08,9.822778146428846e-10
1909,2.53045246978445e-08,3.8506885458033935e-09
1910,2.618633831996675e-08,4.809735498767509e-09
1911,1.54290848985994e-08,4.2562992019767876e-09
1912,1.8753916974922902e-08,1.0418842455450772e-09
1913,2.969674284258872e-08,4.772690687104841e-09
1914,2.678697441638178e-08,2.0090231700464756e-09
1915,1.0602685840410686e-08,1.1780762143587253e-08
