year,aucun_DET or_NOUN,aucun_DET fort_ADJ
1927,1.1149224876660924e-09,7.804457524684949e-09
1928,7.998228634953364e-09,9.14083297942625e-09
1929,3.342121912552898e-09,8.912325100141061e-09
1930,3.1510810627466412e-09,5.2518016602221e-09
1931,1.1405356659111021e-09,1.2545892325022123e-08
1932,2.1919073223131136e-09,9.863582839386709e-09
1933,1.1470662197865522e-09,4.588264879146209e-09
1934,2.3963160344919743e-09,1.0783422155213884e-08
1935,2.393656828303392e-09,2.393656828303392e-09
1936,1.2124714565686645e-09,4.849885826274658e-09
1937,5.0364472592434595e-09,7.554670666820584e-09
1938,1.2965214679638848e-08,1.2965214457594243e-09
1939,1.5294050470515685e-09,4.588215141154706e-09
1940,2.5357829169792012e-09,1.0143131667916805e-08
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,0.0,9.102635090130207e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,6.535512131478072e-09,2.178504043826024e-09
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,1.1920870957027319e-09,4.7683483828109274e-09
1948,2.174377566888097e-09,5.435943917220243e-09
1949,6.8719057111366055e-09,2.945102384188658e-09
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,0.0,6.396841056854896e-09
1952,1.0544803918932644e-09,4.2179215675730575e-09
1953,4.30953106533849e-09,2.1547654771580937e-09
1954,1.9545072227344917e-09,0.0
1955,1.8771215692936494e-09,5.631364707880948e-09
1956,2.616342476002842e-09,3.488456634670456e-09
1957,8.835037701437898e-10,0.0
1958,8.272243445794913e-10,1.6544486891589827e-09
1959,5.4255236969780185e-09,1.007597205671118e-08
1960,6.920833350854139e-10,6.2287499602575735e-09
1961,1.3896318540318475e-09,2.08444772553662e-09
1962,2.536782617301725e-09,6.976152211457531e-09
1963,3.879631726988464e-09,1.2932106496776896e-09
1964,3.6503810529886493e-09,1.0951143103454797e-08
1965,2.188817349590977e-09,8.20806533852192e-09
1966,3.8773524391189085e-09,4.431259803538978e-09
1967,1.972134178185314e-09,1.0846738618397467e-08
1968,1.796566312384229e-09,5.838840522187638e-09
1969,3.179230406713529e-09,5.904285060864822e-09
1970,1.8394900047624674e-09,7.817832381462608e-09
1971,7.193756368373272e-09,2.0553589941130213e-09
1972,8.20823486957778e-09,3.0780880067027283e-09
1973,2.2052815684681093e-09,2.205281512956958e-09
1974,4.500457340128605e-09,8.438357568252286e-09
1975,2.2845920710778955e-09,1.7134440533084216e-09
1976,5.142174241967723e-09,2.856763492431469e-09
1977,2.938390863960194e-09,2.3507127355770763e-09
1978,5.346532216954358e-09,4.158414057542359e-09
1979,5.266775904289034e-09,7.022368020415115e-09
1980,2.2740602734216964e-09,1.1370301367108482e-09
1981,5.060439622894819e-09,1.897664858585557e-09
1982,9.9320033308814e-09,2.483000915987077e-09
1983,8.841442689089263e-09,5.052252838311233e-09
1984,3.4794051528841408e-09,2.8995042478108246e-09
1985,5.414002357539971e-09,2.4062232206745193e-09
1986,2.9972427872948515e-09,3.5966913891627428e-09
1987,2.4443267410134695e-09,5.49973533381376e-09
1988,1.1993107618124554e-09,2.99827696004229e-09
1989,2.1952488715726304e-09,7.134558943633351e-09
1990,5.44865097484859e-10,4.903785932874882e-09
1991,2.9307325455363298e-09,7.619904984768056e-09
1992,5.509944167592096e-09,4.4079553340736766e-09
1993,2.2156829704300662e-09,5.539207315052863e-09
1994,2.1099706426497278e-09,4.747434001473039e-09
1995,1.0844901643380922e-09,7.0491861237087505e-09
1996,1.6014276571496566e-09,3.2028553142993132e-09
1997,2.3974471297094624e-09,3.835915474148521e-09
1998,3.3376904573501065e-09,2.86087753487152e-09
1999,2.2851005809787495e-09,5.4842413388378475e-09
2000,4.418031607222872e-09,3.5344251969604557e-09
2001,1.7524847129024579e-09,3.066848330846028e-09
2002,6.571832134039113e-09,2.6287327870022636e-09
2003,3.7502307925763034e-09,3.333538334260311e-09
2004,3.0833539332864035e-09,3.523833058682868e-09
2005,3.15262471684008e-09,4.053374524914943e-09
2006,1.2353669753828456e-09,5.353256948836815e-09
2007,3.1955835755326234e-09,2.3966877371606188e-09
2008,3.8316958494988285e-09,2.1287198670449925e-09
2009,1.430457752249481e-09,4.76819250749827e-09
2010,1.8895172093635892e-09,1.4171379625338432e-09
2011,3.0591775501687124e-09,1.1471915639660324e-09
2012,4.085103283424374e-09,1.702126356528666e-09
2013,1.6734750252211938e-09,3.3469500504423877e-09
2014,3.0316233134985993e-09,3.681256771637109e-09
2015,3.5465207437468393e-09,2.438232948875907e-09
2016,3.935546166733417e-09,3.935546111222266e-09
2017,1.7609279590047322e-09,2.264050280587071e-09
2018,1.8070267504555204e-09,1.8070266949443692e-09
2019,3.826481742574828e-09,2.295888978931515e-09
