year,bien_ADV aux_ADP,bien_ADV faux_ADJ
1924,2.7755668270401657e-06,1.2891624656674594e-08
1925,2.5383794763911283e-06,1.8696901804560184e-08
1926,2.8043684778822353e-06,2.3406890647947876e-08
1927,2.7036869596486213e-06,2.5643217327342427e-08
1928,2.5925687623384874e-06,2.5137291359556002e-08
1929,2.708232841541758e-06,1.893869061575515e-08
1930,2.642706704136799e-06,1.7856125467119455e-08
1931,2.75211255029717e-06,1.596749932275543e-08
1932,2.7453638722363394e-06,2.301502632917618e-08
1933,2.7644296096696053e-06,9.176529758292418e-09
1934,2.906731424445752e-06,1.4377896206951846e-08
1935,2.9310328955034493e-06,2.5133395809007197e-08
1936,2.800809170366847e-06,1.576212937948185e-08
1937,2.7776006845670054e-06,2.1404900962807005e-08
1938,2.9431037091853796e-06,1.4261735792331365e-08
1939,2.7697524274117313e-06,1.070583532936098e-08
1940,2.6575005449558375e-06,7.607348528892999e-09
1941,2.626837385832914e-06,2.9515025978810172e-09
1942,2.6822431209438946e-06,1.517105907566929e-08
1943,2.9438804176606936e-06,1.1612940831184915e-08
1944,2.7504872832651017e-06,3.2131861615880553e-09
1945,2.544492645029095e-06,8.714016175304096e-09
1946,2.483524895069422e-06,6.960552134671616e-09
1947,2.5868289412755985e-06,2.3841742802233057e-08
1948,2.8169060897198506e-06,1.7395020535104777e-08
1949,2.637830220919568e-06,2.3560819073509265e-08
1950,2.859848791558761e-06,3.828730044119766e-08
1951,2.808213139360305e-06,1.4925962688039363e-08
1952,2.912474883487448e-06,2.2144087452602434e-08
1953,2.9498739877453772e-06,2.0470272588113403e-08
1954,2.828172000590712e-06,2.6385848173049453e-08
1955,2.8691802071989514e-06,1.1262729415761896e-08
1956,2.949490180981229e-06,1.657016923672927e-08
1957,2.815726475091651e-06,1.767007518083119e-08
1958,2.987107109220233e-06,7.445019267748876e-09
1959,2.9344330414460273e-06,6.975672928177801e-09
1960,2.6742100089904852e-06,2.07624992754063e-08
1961,2.932818006229354e-06,1.181187059273725e-08
1962,2.8107551770517603e-06,2.219684702708946e-08
1963,2.8437702894734684e-06,1.681173777967615e-08
1964,2.768205604297691e-06,2.7377858202726202e-08
1965,2.725624881350086e-06,1.9699356812452606e-08
1966,2.745719257291057e-06,1.8278946356531378e-08
1967,2.759508788585663e-06,2.9582013283402375e-08
1968,2.6503844310354907e-06,3.772789369804741e-08
1969,2.5847143660939764e-06,1.4533624970169967e-08
1970,2.616674464661628e-06,2.1614008360870685e-08
1971,2.640622369654011e-06,2.569198720436816e-08
1972,2.6630591491993982e-06,1.1799337507056862e-08
1973,2.6860329853661824e-06,1.2129047988196362e-08
1974,2.6175785023951903e-06,1.9689501584707614e-08
1975,2.6381326279079076e-06,1.313640396460869e-08
1976,2.679644012459903e-06,1.1427053969725876e-08
1977,2.52995459959493e-06,1.3516598507123945e-08
1978,2.499206857464742e-06,1.841583241457556e-08
1979,2.584231424407335e-06,1.404473604083023e-08
1980,2.5475160327914637e-06,1.2507331170752423e-08
1981,2.680767920537619e-06,8.855769451088236e-09
1982,2.7908929496334167e-06,1.4898005495922462e-08
1983,2.634749762364663e-06,1.3893695083311286e-08
1984,2.5040119453478837e-06,1.275781880138993e-08
1985,2.611353693282581e-06,1.3835783185811579e-08
1986,2.472725327606895e-06,6.593933843390687e-09
1987,2.6899815566139296e-06,1.711028652096047e-08
1988,2.628889205880114e-06,1.139345240375178e-08
1989,2.5036813440237893e-06,1.2622680678475717e-08
1990,2.5695837848616065e-06,1.2531897297662908e-08
1991,2.48819196713157e-06,1.934283488935762e-08
1992,2.524105411794153e-06,1.1570882918476855e-08
1993,2.4843345727276755e-06,8.308811416668505e-09
1994,2.614253617139184e-06,1.002236071911966e-08
1995,2.5035456019395497e-06,7.591431483433553e-09
1996,2.5425333660678007e-06,1.4946657245218375e-08
1997,2.483275920894812e-06,1.054876808126437e-08
1998,2.5175722839776427e-06,1.716526476513991e-08
1999,2.4007267711567692e-06,1.416762351880152e-08
2000,2.4241737719421508e-06,1.1486881668076876e-08
2001,2.477575208104099e-06,8.324302136486494e-09
2002,2.3860131932451623e-06,1.4019908789464353e-08
2003,2.3630620944459224e-06,1.0417307017007715e-08
2004,2.4768141884123906e-06,1.6738207264666016e-08
2005,2.4883215701265726e-06,1.306087415997581e-08
2006,2.459203869875637e-06,1.2353670086895363e-08
2007,2.3303794023377122e-06,1.5977917655618512e-08
2008,2.418651547486661e-06,8.51487946817997e-09
2009,2.2977919797995128e-06,1.5735034608610476e-08
2010,2.2523045117850415e-06,1.2754241218715379e-08
2011,2.400689709247672e-06,8.030340836739924e-09
2012,2.1514877062145388e-06,8.851056776393307e-09
2013,2.030204086622689e-06,1.0877587719448911e-08
2014,1.8765747427096358e-06,9.744502982300673e-09
2015,1.9051465187658323e-06,1.795426030071212e-08
2016,1.927174707816448e-06,1.7813524877396958e-08
2017,1.753381070557225e-06,1.1320251402935355e-08
2018,1.7368107592119486e-06,1.5746946857575495e-08
2019,1.7563551182320225e-06,1.7091618786935214e-08
