year,un_DET âne_NOUN,un_DET ane_NOUN,un_DET fan_NOUN
1830,1.780524243599757e-06,1.8786304289974964e-08,2.922314124020886e-08
1831,1.9442233991640023e-06,2.0268567268999504e-08,3.1182412207897414e-09
1832,1.9659045946696097e-06,2.8412935337840395e-08,1.0823975493678972e-08
1833,1.87423107433915e-06,2.6642345662963862e-08,1.7375443306377747e-08
1834,1.8230338412195124e-06,4.293884181549856e-08,1.0267983796552471e-08
1835,1.940688413526459e-06,4.235329242874286e-08,1.663879345414898e-08
1836,1.6929569142121181e-06,3.494790073998999e-08,8.064899859050456e-09
1837,1.7429516319111826e-06,5.357576149389587e-08,1.3219993100221927e-08
1838,1.975706702239677e-06,7.258986212121954e-08,1.0730675015224733e-08
1839,1.443040517301597e-06,2.7965899929149884e-08,1.887698375391267e-08
1840,1.6414688133181699e-06,4.2676914391304166e-08,1.6561189752906103e-08
1841,1.646870725124927e-06,5.457466256686416e-08,1.0914932513372833e-08
1842,1.6408416243507418e-06,9.592818894788024e-08,1.34165305532008e-08
1843,1.5818707908010765e-06,4.19390675521214e-08,2.0674189471492355e-08
1844,1.64053096796124e-06,3.293136802140495e-08,1.3721402902788782e-08
1845,1.5853427122181074e-06,5.301216604580716e-08,2.0646843346128207e-08
1846,1.7001471519506595e-06,4.976326017924748e-08,2.6930706775729618e-08
1847,1.4389120153168733e-06,2.8584084432736745e-08,1.294373674909366e-08
1848,1.718459412103357e-06,4.988037538566914e-08,3.378993085334514e-08
1849,1.1789837124354108e-06,5.362825628019152e-08,6.703532173801818e-09
1850,1.5818360239450158e-06,4.073397708026505e-08,2.104588769924476e-08
1851,1.5491552360913374e-06,4.321124058570547e-08,7.739326512989919e-09
1852,1.4720343202156982e-06,6.705861554934245e-08,2.14848001611756e-08
1853,1.660794254121356e-06,9.375932896737993e-08,1.1943864119956515e-08
1854,1.6044211967880528e-06,4.000661590897181e-08,2.4939190268469247e-08
1855,1.8659190459402453e-06,7.588920070134009e-08,1.3798036491152743e-08
1856,1.6981180408492946e-06,6.109083244831837e-08,1.708472419092999e-08
1857,1.7104807419343615e-06,4.735063752203672e-08,2.9777205590164613e-08
1858,1.8698736354849643e-06,3.3276996880271525e-08,1.2234190105431253e-08
1859,1.7639288678594767e-06,7.791025224967996e-08,2.036869295451993e-08
1860,1.870237383627682e-06,5.8587952933564225e-08,2.013960886948496e-08
1861,1.6633204396043766e-06,4.38584628614791e-08,1.7449064970698203e-08
1862,1.4981642486588953e-06,5.3764037527548325e-08,2.258993148096522e-08
1863,1.660711465234499e-06,5.1444593973659636e-08,2.0477945561481192e-08
1864,1.7280199351432657e-06,7.287986403259339e-08,1.342523781033833e-08
1865,1.755182239548958e-06,5.0363235470918255e-08,9.884373097790444e-09
1866,1.5686736531961287e-06,7.201106844156868e-08,9.244664256335966e-09
1867,1.6562645299700307e-06,8.395363515489862e-08,8.73506067478047e-09
1868,1.404900196178005e-06,5.5820577493648216e-08,1.778354707937524e-08
1869,1.842063369394964e-06,7.129938062178098e-08,1.5138909126299893e-08
1870,1.599226173709667e-06,3.383088920116961e-08,2.0069169881509197e-08
1871,1.438107457119031e-06,4.142259135697657e-08,2.7615060460561835e-08
1872,1.561423005114193e-06,5.865919217029614e-08,1.4513614199351821e-08
1873,1.4019222014383104e-06,2.873282062276772e-08,2.6338419945037828e-08
1874,1.4912624841656452e-06,8.185214306344335e-08,1.6728905372076497e-08
1875,1.5356578586533942e-06,3.890638478054598e-08,1.7164581644912857e-08
1876,1.7255326270060323e-06,3.143927651549916e-08,1.209203004393089e-08
1877,1.793596581478596e-06,5.4426379736405295e-08,1.6080521914041412e-08
1878,1.7489200558884477e-06,9.058632988168114e-08,1.3889904282304855e-08
1879,1.5548232674689189e-06,6.903537252966885e-08,1.7717043832021773e-08
1880,1.5056267308466431e-06,3.6581723650286335e-08,1.2193907661384173e-08
1881,1.3896207669006344e-06,5.2991056542772697e-08,1.8825770387032037e-08
1882,1.5054481252718688e-06,4.392554342480537e-08,1.5972924316542958e-08
1883,1.505898438836084e-06,5.561018218136482e-08,2.1485751844352308e-08
1884,1.4200250646467794e-06,5.149323722974941e-08,1.8484752395409032e-08
1885,1.3200662110079975e-06,5.027595711970534e-08,1.2246707925545053e-08
1886,1.304890432152206e-06,5.9371865923640854e-08,1.4842966744588182e-08
1887,1.3364708735252862e-06,3.13388380801527e-08,2.285123557044244e-08
1888,1.3702068457632777e-06,4.6286488197821996e-08,1.3949352339892584e-08
1889,1.4052701402533785e-06,6.202485447470707e-08,1.3783301056058406e-08
1890,1.1162120081564808e-06,6.357754767094548e-08,1.4419650362640368e-08
1891,1.1365234406923719e-06,6.374220207217007e-08,9.561330394092238e-09
1892,1.3145070241193935e-06,4.952124799117996e-08,2.0686089952093312e-08
1893,1.0986615315289328e-06,5.357822402407564e-08,1.046930819814662e-08
1894,1.1475103285363275e-06,3.024738881585165e-08,1.7644309346920295e-08
1895,1.0996008370511845e-06,5.2963808006012414e-08,1.083350631425617e-08
1896,1.0514403214756385e-06,4.4227718043465813e-08,1.3563166589847242e-08
1897,1.0330763657862008e-06,3.787363789253817e-08,1.864548360153151e-08
1898,1.0677316168994366e-06,4.8096016613818904e-08,9.053367944211743e-09
1899,1.102751834736182e-06,3.924580660452648e-08,1.326618814800895e-08
1900,1.051188295519978e-06,4.360484728849201e-08,1.1939422450701898e-08
1901,1.0473296860880055e-06,4.079779403198813e-08,1.4530721514915967e-08
1902,9.71254159765067e-07,2.4060391012881155e-08,1.178468167495339e-08
1903,1.1092052112360307e-06,3.132127712746069e-08,1.566063834168574e-08
1904,9.185234599584646e-07,3.278521276683932e-08,1.5048950530172078e-08
1905,9.67642321825224e-07,2.993240272308739e-08,1.3934049136743454e-08
1906,1.1224610148019565e-06,4.372556927645377e-08,8.745113966313056e-09
1907,1.1000541881855952e-06,5.399985475440516e-08,1.182853937020667e-08
1908,1.154667625513639e-06,4.469364101034046e-08,9.822778146428846e-09
1909,1.1249510940558594e-06,3.960708100381183e-08,1.320236009405562e-08
1910,1.3285558750908422e-06,4.756294202934441e-08,1.7635697124873673e-08
1911,1.1805910418161147e-06,2.6601870928288918e-08,1.276889793899727e-08
1912,1.0929366034417853e-06,3.90706593189627e-08,1.6149205250837184e-08
1913,1.087643198616206e-06,5.143899944881625e-08,8.484783542428431e-09
1914,1.1243832211960125e-06,4.419851001857822e-08,8.036092680185902e-09
1915,7.787083884380763e-07,3.887651511824686e-08,1.4136914638918086e-08
1916,8.899844505805277e-07,3.07648937436511e-08,7.69122365795738e-09
1917,1.030843947091853e-06,3.8382484079946266e-08,1.9739564316445524e-08
1918,1.028030638394739e-06,4.479686843694708e-08,1.2635013924011673e-08
1919,9.09735408782808e-07,2.4861190273117728e-08,1.381177239245801e-08
1920,1.042696268882537e-06,3.331781917026433e-08,1.0601124422748853e-08
1921,1.0844174731516887e-06,3.483463789644148e-08,1.1359120866138994e-08
1922,1.1509579493917954e-06,2.4347186211581828e-08,1.1804696831152484e-08
1923,1.2855912636666744e-06,6.263409435547374e-08,1.1677542932631013e-08
1924,1.2569334018053269e-06,4.512068452200424e-08,1.0313299547703991e-08
1925,1.3285798772244561e-06,4.509252904405514e-08,1.0998178368026856e-08
1926,1.257284470312925e-06,3.566764272822098e-08,2.0063049221974438e-08
1927,1.4861916923791796e-06,4.682674492606509e-08,1.672383753703599e-08
1928,1.0386271576123818e-06,3.085031119454129e-08,1.1426041002238208e-08
1929,9.903821336365581e-07,2.6736975078378578e-08,2.2280812750352652e-09
1930,1.1060294760056877e-06,4.72662151640435e-08,1.260432402894196e-08
1931,1.0971952590921319e-06,8.211857149831303e-08,7.983749661377715e-09
1932,1.0082774046793475e-06,4.164623867985995e-08,7.6716757391182e-09
1933,8.534172870611201e-07,5.964744187458848e-08,3.4411986593596566e-09
1934,1.0388029636487772e-06,2.516131836216573e-08,8.38710612072191e-09
1935,1.1764822929194452e-06,4.188899449530936e-08,2.154291145473053e-08
1936,9.857392910816998e-07,3.3949200339833396e-08,1.576212849130343e-08
1937,9.770707478651275e-07,3.777335366716983e-08,3.777335333410292e-09
1938,9.996180168059254e-07,1.4261735792331365e-08,1.2965214679638848e-08
1939,1.0996422190601152e-06,3.364691103513451e-08,6.117620188206274e-09
1940,9.052745042481547e-07,6.339457114812319e-08,2.5357829169792012e-09
1941,9.06111292664491e-07,3.5418032506839836e-08,5.9030051957620344e-09
1942,1.1347952408868878e-06,4.854738722137597e-08,3.034211770724937e-09
1943,1.3500044033776248e-06,3.774205770135097e-08,5.806470415592457e-09
1944,1.240289883241985e-06,3.213186161588055e-08,9.639558484764166e-09
1945,1.148071589796018e-06,2.832055345791673e-08,8.714016175304096e-09
1946,1.2542914546997963e-06,4.5939645865189505e-08,1.2528993842408909e-08
1947,1.2040079653274915e-06,3.218635202806297e-08,3.5762612871081956e-09
1948,1.249179945261858e-06,3.696441908118686e-08,9.784699273041042e-09
1949,9.915178171837624e-07,2.9451025063131908e-08,8.835307596655184e-09
1950,1.225193624776466e-06,4.3604980515254965e-08,1.3825969924496917e-08
1951,1.1130503771994427e-06,7.676209357043717e-08,1.385982206780767e-08
1952,1.039717613338098e-06,2.8470969581917416e-08,1.370824476154553e-08
1953,1.0418291402913837e-06,2.1547654660558635e-08,1.0773827385790469e-09
1954,1.0837743040781334e-06,2.247683328349126e-08,4.886268056836229e-09
1955,1.164753985705147e-06,3.472674947602172e-08,1.6894094567732054e-08
1956,1.2192155978141272e-06,2.5291311045450016e-08,6.104799110673298e-09
1957,1.0743405738367073e-06,1.943708316520798e-08,1.2369052670990754e-08
1958,1.1142711713318931e-06,2.564395457094193e-08,1.2408364835625463e-08
1959,9.835698762117318e-07,5.115493539875615e-08,1.007597205671118e-08
1960,1.2125299875265227e-06,1.4533750258838296e-08,7.612916519406099e-09
1961,1.3062539068187107e-06,2.3623741962630618e-08,6.25334317660986e-09
1962,1.2810751748304483e-06,2.4099434670077358e-08,6.976151933901775e-09
1963,1.2835115796860919e-06,4.202934522634649e-08,1.8104949206509957e-08
1964,1.2745913835487954e-06,4.74549539664082e-08,1.338473032408416e-08
1965,1.2191712173148517e-06,3.720989516509121e-08,1.477451694320564e-08
1966,1.1532353596521716e-06,4.154306110226713e-08,1.329377963266154e-08
1967,1.135456262346679e-06,4.09217850716459e-08,1.2818872463515874e-08
1968,1.1021934902544217e-06,4.2219307688773355e-08,1.2126822629410228e-08
1969,1.0078160173065953e-06,2.6796371094262028e-08,7.2668123463071055e-09
1970,1.0342532270612992e-06,3.035158507858071e-08,1.1496812613032148e-08
1971,1.071355917758865e-06,3.185806440875183e-08,1.5929032093353612e-08
1972,9.772929949747322e-07,1.94945583009698e-08,1.2825367157187628e-08
1973,1.1169751168438324e-06,4.6862231484201544e-08,1.8193571704738787e-08
1974,9.720987961259198e-07,2.925297215572442e-08,2.250228692268763e-08
1975,9.949398673825272e-07,1.6563292959403952e-08,1.4278700000147637e-08
1976,9.175924091664456e-07,2.9138986945564938e-08,1.7711933142372516e-08
1977,9.367590436681894e-07,2.6445518053197503e-08,2.2331771376560283e-08
1978,1.1673262143574448e-06,3.38613705963553e-08,2.138612964497355e-08
1979,1.1188973481068842e-06,2.8089472858816578e-08,2.282269628839373e-08
1980,1.018779013151061e-06,1.9898027059372936e-08,3.5247934793147806e-08
1981,1.2183008806232465e-06,2.6567308353264707e-08,3.858585273519566e-08
1982,1.1043146770362e-06,2.2967758028791252e-08,4.0969516224009794e-08
1983,1.0382379684870102e-06,2.5261264080533863e-08,5.0522529937424565e-08
1984,1.1760389035941898e-06,2.9574943938293075e-08,4.349256421676273e-08
1985,1.1038549487807359e-06,1.8046673710969685e-08,5.414002235415438e-08
1986,1.0586261822709275e-06,2.3378493085868257e-08,7.013548009027204e-08
1987,1.0321169341409586e-06,1.3443797186596385e-08,3.727598274494426e-08
1988,9.99625553887995e-07,2.2187248760463518e-08,6.176450251249577e-08
1989,1.0191442783025195e-06,1.7013178754687885e-08,6.530865181986201e-08
1990,1.1071659251626897e-06,1.7435682897470883e-08,7.464652035382713e-08
1991,1.055063712840365e-06,1.992898213121208e-08,3.751337845914193e-08
1992,1.1438643561234585e-06,1.8182815808565067e-08,6.556833487270097e-08
1993,1.3011598483103626e-06,1.66176223892478e-08,8.031851095324782e-08
1994,1.3166216312754386e-06,1.4242301782374511e-08,6.751906012070208e-08
1995,1.1793830871908995e-06,2.9281234326106187e-08,7.699880510969592e-08
1996,1.1572983318330898e-06,2.028474987980644e-08,9.928851740781397e-08
1997,1.1833799753446783e-06,9.110299292736102e-09,1.2274929861444406e-07
1998,1.1972773030777262e-06,4.3866788645985366e-08,9.774665155060092e-08
1999,1.1594599946818107e-06,2.1936965022284483e-08,7.997852302654707e-08
2000,1.2648824423422411e-06,1.3254094377579406e-08,1.2149586448018113e-07
2001,1.1443725540516425e-06,1.4457999325534487e-08,9.551041935118576e-08
2002,1.2696780231635785e-06,1.6648641187888558e-08,1.3012228050612862e-07
2003,1.4234208514096736e-06,1.083399958634601e-08,1.1250692022457542e-07
2004,1.2108770981456018e-06,1.4095332179220321e-08,1.2685798669864745e-07
2005,1.2083560676501293e-06,1.261049842327111e-08,1.3150949085272146e-07
2006,1.3197837525069644e-06,1.4824403760105298e-08,1.3918468289020325e-07
2007,1.385684896604289e-06,1.837460597564622e-08,1.6177641359860218e-07
2008,1.4296482078179906e-06,7.2376472315394125e-09,2.1925814797096876e-07
2009,1.301716544332976e-06,9.059565764246713e-09,2.384096204899322e-07
2010,1.4294197612230164e-06,8.975206855499351e-09,2.6406003394985333e-07
2011,1.6714581150267804e-06,1.5295887750843562e-08,3.3000879534617056e-07
2012,1.9223814859969934e-06,4.425528637996834e-09,3.8502099355963715e-07
2013,1.8779178674321884e-06,6.972812660599459e-09,3.851781700259238e-07
2014,2.1366447953141687e-06,1.6024294724470423e-08,3.482035740853817e-07
2015,2.0022326552293634e-06,2.216575423208411e-09,3.8856566797473846e-07
2016,2.097853169402697e-06,9.528164091054947e-09,3.72012673111044e-07
2017,1.910858337339505e-06,2.515611330355938e-09,5.026191332024865e-07
2018,1.924741617642667e-06,4.388493457518905e-09,5.008045342869138e-07
2019,1.8142624966799303e-06,1.7091617454667585e-08,4.354536133899245e-07
