year,en_ADP ère_NOUN,en_ADP ere_NOUN,en_ADP fer_NOUN
1800,1.8864987794131594e-08,1.0690159246706799e-07,4.964635536452988e-06
1801,3.333655484993869e-08,7.1435474868764e-08,5.476720161823323e-06
1802,2.2378401354217203e-09,2.2378401354217203e-09,5.865379080205457e-06
1803,1.950339267864365e-08,5.0708818033484704e-08,5.800308827019762e-06
1804,4.943701892301533e-09,4.943701892301533e-09,4.214505679556169e-06
1805,5.685755422035754e-09,2.842877711017877e-09,6.248645149753429e-06
1806,0.0,3.1698359492793315e-08,6.394423962774454e-06
1807,2.8469551160981155e-09,0.0,4.677547167375451e-06
1808,1.1330369531492579e-08,6.118399653587403e-08,6.204510555107845e-06
1809,9.036122072814123e-09,9.036122072814123e-09,8.069257091847248e-06
1810,4.212228077449254e-08,7.020380277111826e-09,6.243458301469218e-06
1811,5.0141535368197765e-09,2.5070767684098882e-09,7.230409210023936e-06
1812,8.00162425207418e-09,1.8670457180292033e-08,9.44725161389215e-06
1813,0.0,0.0,9.400799171999097e-06
1814,1.2586708564299443e-08,3.1466771410748606e-09,8.713149327377323e-06
1815,2.697223555614414e-09,3.506390644503199e-08,6.262953320401721e-06
1816,0.0,1.4832664874120383e-07,6.915729954926064e-06
1817,1.556873407970727e-09,6.227493631882908e-09,5.705941021005856e-06
1818,7.152706427149269e-09,2.384235475716423e-09,7.784528861520812e-06
1819,1.7596784473994376e-08,3.933399084221634e-08,7.543845185864484e-06
1820,1.1866481131050932e-09,2.3732962262101864e-08,7.576747975690523e-06
1821,7.88919063410276e-09,1.7750678149575094e-08,5.062888249085518e-06
1822,5.012807946513931e-09,1.2030739071633434e-08,7.624480986123672e-06
1823,2.8659792761231984e-08,1.4824030780680175e-08,1.1726796401489992e-05
1824,1.0105335235266466e-08,0.0,1.2369772775855381e-05
1825,1.584979791857677e-08,0.0,1.1369587809895165e-05
1826,2.642395191543301e-09,1.1450379977517855e-08,1.235936360899359e-05
1827,1.8434546111834038e-09,2.21214555007343e-08,1.4612142877012957e-05
1828,8.255071293206129e-09,4.5861504760491556e-08,1.1801083019236103e-05
1829,1.0287811491593857e-08,2.8291481157793896e-08,1.1506916962389369e-05
1830,4.174734336004349e-09,1.0436835840010872e-09,1.6586220226599835e-05
1831,0.0,9.35472388441383e-09,1.5466475815628655e-05
1832,5.411987746839486e-09,2.705993873419743e-09,1.533080830995459e-05
1833,8.108539617524002e-09,2.3167257001688313e-09,1.5162970157689415e-05
1834,1.213489042584115e-08,9.334530703952737e-09,1.5880837963777594e-05
1835,1.2100940693926532e-08,6.050470346963266e-09,1.2625819181266706e-05
1836,1.68018754465038e-08,1.3441500135158435e-09,1.1540872037585359e-05
1837,2.7831563720326358e-09,0.0,1.263483409275068e-05
1838,3.787297142565649e-09,6.312161904276081e-10,1.1520326552272309e-05
1839,1.4682098203877558e-08,5.593180252283503e-09,1.684456037764903e-05
1840,3.4396318682183846e-08,1.7198159563136528e-08,1.2782054000126664e-05
1841,2.0545755319290038e-08,4.044945711711989e-08,1.3445270269585308e-05
1842,8.049918065466954e-09,1.542900918138912e-08,1.2115126992284786e-05
1843,1.1813821920725331e-08,2.3627644840651385e-09,1.2783146303263493e-05
1844,6.586273748609983e-09,2.195424508855126e-09,1.416158556821756e-05
1845,2.17628883802945e-08,6.696273757711424e-09,1.4101794477028307e-05
1846,1.2879903366069811e-08,1.7563503984519002e-09,1.441788026568247e-05
1847,4.0988499705463255e-08,6.47186837454683e-09,1.4114066289039329e-05
1848,2.413566457803995e-09,8.045221711050488e-10,1.3120147741574328e-05
1849,1.6758829879393033e-09,1.6758829879393033e-09,1.1754643310268875e-05
1850,4.752297222410107e-09,1.5614690873633208e-08,1.2962230357516091e-05
1851,4.514607354622058e-09,1.2898877521649865e-09,1.4118466424406506e-05
1852,5.859490670445666e-09,1.9531636308300904e-09,1.3777616004517768e-05
1853,3.58315901394235e-08,2.209614846648833e-08,1.6510599380126223e-05
1854,1.2989160858012383e-08,0.0,1.3655764632858336e-05
1855,4.776243400783642e-09,5.306937111981824e-10,1.5138038179429714e-05
1856,4.141751386299575e-09,4.6594703095870216e-09,1.40969686981407e-05
1857,2.245494101771328e-08,4.881509085841174e-10,1.5077029274834786e-05
1858,1.3212924976357954e-08,3.4255732694887797e-09,1.4639921573689207e-05
1859,5.601390462572908e-09,1.5276520048956854e-09,1.5209812772809528e-05
1860,1.1900677776566226e-08,2.746310290291376e-09,1.6220166799030267e-05
1861,1.4147890858851042e-08,3.018216815364738e-08,1.6551146472920664e-05
1862,2.3041730301542884e-08,1.8071945329101169e-09,1.5353021808550693e-05
1863,8.490855130105501e-09,2.0477944673302773e-08,1.6857844457263127e-05
1864,9.589456340108882e-09,4.794728170054441e-09,1.6121794033097103e-05
1865,1.3179164426446732e-08,9.413688994985847e-09,1.610776234883815e-05
1866,1.3137154475373336e-08,2.919367858567057e-09,1.6825775674078614e-05
1867,1.747012134956094e-08,1.0190904120577216e-08,1.9438421077211387e-05
1868,7.903798859842937e-08,1.975949570631741e-08,2.076080818369519e-05
1869,3.271957993433716e-08,2.5882650689368347e-08,1.5129142411751673e-05
1870,3.2110673231500186e-08,1.0321287824410774e-08,1.502263421571115e-05
1871,2.6552942955504477e-08,3.3987767267262825e-08,1.6864305507624522e-05
1872,1.0280476914203973e-08,1.3304146229131675e-08,1.6813417460070923e-05
1873,2.334541804316359e-08,1.855661402316855e-08,2.015188329096418e-05
1874,4.361464789326419e-08,3.823749850084823e-08,1.85123262781417e-05
1875,1.94531928343622e-08,1.4303817408301e-08,1.7448368453187868e-05
1876,3.506688628363008e-08,1.3905833817773328e-08,1.8450622519594617e-05
1877,7.421779191219002e-09,4.329371083855449e-09,1.8876058675232343e-05
1878,5.1332254003000344e-08,2.0532901601200138e-08,2.0034072804264724e-05
1879,2.3215436684154156e-08,9.16398767980553e-09,1.6905114534893073e-05
1880,1.9253539207397807e-08,2.6954953824542827e-08,1.7573345758137293e-05
1881,2.370652651961791e-08,3.486253646878268e-08,1.891501779027749e-05
1882,3.5939081044489285e-08,2.2628309892525067e-08,1.640153095650021e-05
1883,1.8958017378167824e-08,1.200674426549142e-08,1.674119266681373e-05
1884,1.7164412113856997e-08,4.621187876807653e-09,1.748129398038145e-05
1885,4.576401479994274e-08,1.8692343728421434e-08,1.7914999261847697e-05
1886,2.774989482645651e-08,1.2906927693290271e-08,1.84072141564684e-05
1887,3.395040693021656e-08,2.7421483750345033e-08,1.7566071619512513e-05
1888,1.9655905347804037e-08,2.53624587998047e-09,1.8108796211890876e-05
1889,1.8168895721260014e-08,4.385595886446936e-09,1.7459056834923103e-05
1890,3.0150179242127706e-08,9.831579994568074e-09,1.929283644130919e-05
1891,5.736798147637501e-09,0.0,2.033949931501411e-05
1892,1.6298132621272998e-08,5.641661360300532e-09,1.7623922758502886e-05
1893,9.853466487186324e-09,4.926733243593162e-09,1.7541633496875875e-05
1894,1.827446460822557e-08,5.671385139294216e-09,1.7385946193826385e-05
1895,1.5648398132839247e-08,4.213029924926559e-09,1.6678784959367476e-05
1896,1.0024948871034667e-08,4.717623180994224e-09,1.492243154643802e-05
1897,3.379494017963225e-08,5.2440420894583895e-09,1.6019383110688068e-05
1898,2.2067583316243145e-08,5.6583548957434e-10,1.795452590158675e-05
1899,2.266307141951529e-08,3.8693048765026106e-09,1.5245614122250117e-05
1900,3.1665425836990835e-08,7.786579381274805e-09,1.664303636061959e-05
1901,1.956058603980182e-08,6.147612641171918e-09,1.4346293028211221e-05
1902,7.365425602756659e-09,4.910283735171106e-09,2.189790211559739e-05
1903,9.1803746826713e-09,8.100330184390714e-09,1.5393867215607315e-05
1904,8.061937784020756e-09,4.837162670412454e-09,1.4733460375282448e-05
