year,en_ADP air_NOUN,en_ADP fers_NOUN
1993,2.2046045700108152e-07,1.883330469354405e-08
1994,1.524453796530878e-07,2.9012095781322245e-08
1995,2.125600774283143e-07,2.76544991351102e-08
1996,2.0605035411236372e-07,1.8149513891785318e-08
1997,1.0980308384755944e-07,3.4523239378358994e-08
1998,1.316003657159115e-07,2.4794271524797296e-08
1999,1.6955446535682483e-07,2.6050146928469076e-08
2000,1.9483518709506598e-07,2.783359853708589e-08
2001,1.296838689768265e-07,1.664860427297299e-08
2002,1.305603966050839e-07,2.6287329646379476e-08
2003,1.5042591949843143e-07,2.1251306492331423e-08
2004,1.700249482594618e-07,1.7178685141061578e-08
2005,1.5763123639711552e-07,2.2518747977429143e-08
2006,2.2442499875152677e-07,2.5530917824312382e-08
2007,1.6417310089167358e-07,1.5977917655618512e-08
2008,1.4092124867026712e-07,8.51487946817997e-09
2009,2.5891284249901503e-07,1.1443661795951243e-08
2010,2.116259318896141e-07,1.2281861749841028e-08
2011,2.2255517517777434e-07,1.5678285336662157e-08
2012,2.291062098924712e-07,2.110636604379934e-08
2013,1.5284404897286663e-07,1.1993237514218436e-08
2014,1.4768336260850834e-07,9.74450338475652e-09
2015,2.0569820136095984e-07,1.0639562120218216e-08
2016,1.6715714334925025e-07,1.8434926474242275e-08
2017,1.4439609019589739e-07,8.553078245654433e-09
2018,1.3449441449431276e-07,8.518839855753413e-09
2019,1.9004859225235649e-07,8.673358642408147e-09
