year,en_ADP air_NOUN,en_ADP fers_NOUN
1800,9.023752340908686e-07,4.4018303668735825e-08
1801,4.4528114284680953e-07,5.714838380299625e-08
1802,2.506380951672327e-07,3.5805442166747525e-08
1803,4.5442902552039754e-07,5.812011067973799e-07
1804,3.8808059343864443e-07,1.2606439270257397e-07
1805,2.7575912708854844e-07,1.051864728651708e-07
1806,3.7749865100522584e-07,1.729001475325731e-08
1807,2.0498076924724273e-07,4.555128185756985e-08
1808,2.062127402169267e-07,9.970725445285211e-08
1809,2.4397530085096264e-07,4.066255088197579e-08
1810,1.7550951270095538e-07,2.8081521108447305e-08
1811,2.0808736911348547e-07,1.2535383131506705e-07
1812,1.3869483117545656e-07,5.067695729721322e-08
1813,2.0992913585260453e-07,4.026038169513413e-08
1814,1.3530711839848664e-07,6.293354459785405e-08
1815,2.8320846801044297e-07,1.6183340889597275e-08
1816,1.7150268938337376e-07,4.8669683394564345e-08
1817,1.3077736582545185e-07,6.227493543065066e-08
1818,2.2888661255215936e-07,2.1458118837358597e-08
1819,1.3870406800897683e-07,2.4842520929269085e-08
1820,1.8511710120350244e-07,7.357218478887262e-08
1821,8.776724769177235e-08,2.9584464655840748e-08
1822,1.0426640528748976e-07,2.5064039732569654e-08
1823,9.586206450862278e-08,4.4472090010572174e-08
1824,1.4905369027928828e-07,8.084268188213173e-08
1825,1.1270966804310945e-07,5.459374596838984e-08
1826,9.776862741617265e-08,5.813269599030946e-08
1827,1.6222400611720644e-07,7.18947319455765e-08
1828,1.4033620721054518e-07,3.118582370120748e-08
1829,1.3717081515096652e-07,7.54439470895818e-08
1830,1.8786305133744463e-07,4.279102583382155e-08
1831,1.7306238930814288e-07,5.456922025359745e-08
1832,1.1094574858816486e-07,4.7354894228135436e-08
1833,1.4247862734073635e-07,3.4750886612755494e-08
1834,1.474855890748472e-07,7.280934033460085e-08
1835,1.1722786297241328e-07,6.050470346963266e-08
1836,1.9624590608113834e-07,7.997692819117219e-08
1837,9.253994626146067e-08,8.419048214136637e-08
1838,1.7484688585867048e-07,9.846972393035003e-08
1839,1.3143973565110656e-07,9.648235987924636e-08
1840,1.1720227499623093e-07,3.331347215862479e-07
1841,1.4703056194775854e-07,6.099521243640993e-08
1842,1.1739464067517247e-07,7.915753030829364e-08
1843,1.9729083622355148e-07,4.8436671562512856e-08
1844,1.5203314940315238e-07,4.720162749549672e-08
1845,1.9419193170167048e-07,5.0780073479472776e-08
1846,1.0362467706137579e-07,4.9763260401292086e-08
1847,9.977463566457345e-08,7.172987714909596e-08
1848,7.562508130831702e-08,4.505324113779352e-08
1849,4.776266493422554e-08,6.703532151597358e-08
1850,1.0726613819400654e-07,2.851378333446064e-08
1851,9.28719168236114e-08,5.93348374877678e-08
1852,1.295598495154593e-07,6.185018008864063e-08
1853,1.8632426690423642e-07,1.2839653606988577e-07
1854,1.5327209934579145e-07,9.50806624544498e-08
1855,1.645150575768639e-07,8.384960636931282e-08
1856,1.0457922500206607e-07,1.2632341483964638e-07
1857,1.649950125415245e-07,9.714203441646418e-08
1858,1.1793758891709416e-07,1.0080972501214092e-07
1859,9.522363986214089e-08,9.01314709533807e-08
1860,2.2016254042078742e-07,8.422018260567654e-08
1861,1.787350306092783e-07,7.969978510491416e-08
1862,2.466820419877447e-07,1.0978706657671644e-07
1863,1.4883970733681195e-07,7.441985189204914e-08
1864,9.829192038068868e-08,9.54150891629979e-08
1865,8.425251213362017e-08,7.060266526970338e-08
1866,1.7954111974916032e-07,6.03335987836573e-08
1867,1.465549051005155e-07,1.295700666759103e-07
1868,1.1262912769094413e-07,1.447383123354129e-07
1869,1.3771524309813543e-07,1.1622775275554886e-07
1870,1.2614906896857292e-07,1.2442885921615243e-07
1871,1.115223595693493e-07,9.665271250014484e-08
1872,1.5420715726577328e-07,1.0280476914203973e-07
1873,7.302925214558442e-08,1.2211448563448357e-07
1874,1.69081439682639e-07,1.3263632858695473e-07
1875,1.0241533254795598e-07,1.2186852416107286e-07
1876,1.6566080840441089e-07,1.4329055253448075e-07
1877,1.0699732011509866e-07,1.6513458434008754e-07
1878,1.6547102504871347e-07,9.602150896625972e-08
1879,6.659164597522249e-08,1.1118971743329098e-07
1880,1.1167052460514526e-07,1.5531187624873155e-07
1881,1.1713813058422673e-07,1.296886438240108e-07
1882,1.0715170062347568e-07,7.986462136067018e-08
1883,1.131161653233903e-07,1.0426909524685612e-07
1884,1.7296446674919252e-07,1.346746154595735e-07
1885,1.4180398011376383e-07,1.4760505362421128e-07
1886,1.0906354014350583e-07,2.8846983773922474e-07
1887,8.161155939934162e-08,1.3776031471124384e-07
1888,1.0715638998348709e-07,1.2744635724537545e-07
1889,8.645888804892365e-08,1.528693329144737e-07
1890,1.7238036653655087e-07,1.7369123944677156e-07
1891,2.42220368873447e-07,1.5871807423906148e-07
1892,1.1847488301519604e-07,1.1847488678995433e-07
1893,1.422594238520425e-07,1.262475424201881e-07
1894,1.9282710761459043e-07,2.1803325411795527e-07
1895,1.0352017021375559e-07,9.208480333811053e-08
1896,7.194375445385148e-08,1.0260830340946825e-07
1897,1.1070755412401212e-07,1.544079119009112e-07
1898,1.9181822974445595e-07,1.9917409099790007e-07
1899,1.0060192678906787e-07,1.6582734474468452e-07
1900,1.3496738171525635e-07,1.7286207010247523e-07
1901,1.279821263411307e-07,1.4754271054906454e-07
1902,2.533706344731712e-07,3.69253344012499e-07
1903,1.3608554705335507e-07,1.6794685642196328e-07
1904,1.4135264425618743e-07,1.7091308635031055e-07
1905,1.475977098319703e-07,1.2850289987653696e-07
1906,2.052529679552606e-07,1.8107529287103574e-07
1907,2.2062798410438234e-07,1.6302813565793883e-07
1908,2.3329098763902323e-07,1.4685053395524506e-07
1909,3.15206349466024e-07,2.2333992699685723e-07
1910,3.6340225884057276e-07,1.2825961615003934e-07
1911,3.9902805815117404e-07,1.5961122712404574e-07
1912,4.625965921434272e-07,1.4638474343797725e-07
1913,5.09087001221431e-07,1.7128657026077576e-07
1914,3.0202313938687553e-07,1.7210630742781063e-07
1915,1.8377989163820274e-07,1.2016376826906594e-07
1916,1.50528225217883e-07,9.55909200683891e-08
1917,1.381769423325352e-07,1.1953402678788194e-07
1918,2.6303800471083605e-07,1.0567465924538055e-07
1919,2.642652502382603e-07,1.1049418335851158e-07
1920,2.854731246948461e-07,1.4538684345311026e-07
1921,2.6504616346123555e-07,1.1131938670860819e-07
1922,2.751969887526684e-07,1.224737278260335e-07
1923,2.558443532585386e-07,1.4968486539146397e-07
1924,2.2947091282699006e-07,9.926550581518256e-08
1925,3.277457034656095e-07,7.038833871320094e-08
1926,2.920288224572687e-07,9.697140512798796e-08
1927,2.129501930347999e-07,1.0034302555528285e-07
1928,2.31948637186008e-07,1.028343703524115e-07
1929,2.551153110985638e-07,1.0026365515614089e-07
1930,2.468346705919444e-07,8.928063266466779e-08
1931,4.573547949249246e-07,8.668071416195744e-08
1932,3.9563927378694075e-07,1.3261039555345633e-07
1933,3.8082598163846626e-07,1.066771606605954e-07
1934,3.774197683270586e-07,1.1981580883002607e-07
1935,5.732808050495919e-07,1.1609235883724978e-07
1936,4.692264652383926e-07,1.248845533652343e-07
1937,4.293571240765459e-07,9.065605155456069e-08
1938,4.2914859399445504e-07,9.205302120562919e-08
1939,4.909389987872714e-07,8.411727936419311e-08
1940,6.187310546135194e-07,7.100192078723921e-08
1941,4.574829119974311e-07,1.0625409174735978e-07
1942,4.247896423503761e-07,6.675266206457309e-08
1943,9.929064368474627e-07,7.258088174921795e-08
1944,4.6269882147953467e-07,5.462416652335378e-08
1945,9.389352637612092e-07,8.06046500656521e-08
1946,4.134568101221703e-07,4.454753366189834e-08
1947,5.161737379744125e-07,6.198852986472048e-08
1948,4.435730192042797e-07,5.979538286737807e-08
1949,4.7317980900185574e-07,1.0602368805123774e-07
1950,5.221962715573625e-07,7.444752725405124e-08
1951,4.659032604159563e-07,1.0128331950909342e-07
1952,5.388395063476992e-07,7.27591498161928e-08
1953,5.289949411846351e-07,7.43394120705787e-08
1954,6.74304979852991e-07,4.202190595492539e-08
1955,5.406109884198429e-07,7.696198656148567e-08
1956,5.843164938568179e-07,4.6222051963695776e-08
1957,5.009466179650701e-07,8.216584745923683e-08
1958,6.444077458311881e-07,6.038737865310395e-08
1959,4.7512084933032384e-07,6.200598079431074e-08
1960,5.294437523950535e-07,6.713208478004162e-08
1961,4.3703921681625957e-07,4.863711566827078e-08
1962,4.7564672556177356e-07,4.756467220090599e-08
1963,4.4615768057809646e-07,4.1382741566842185e-08
1964,4.7637472228023725e-07,5.293052568466905e-08
1965,4.5801002546141945e-07,5.034279954019283e-08
1966,5.383980679063427e-07,4.154306187942325e-08
1967,5.166991521310393e-07,6.360132687177611e-08
1968,4.051256959902716e-07,4.1770166658849917e-08
1969,4.514507359054676e-07,3.769658840635515e-08
1970,3.7893495408169997e-07,3.541018359087822e-08
1971,4.3933299265219716e-07,2.928886511099904e-08
1972,3.729616903092037e-07,6.463984902893571e-08
1973,4.1018235097389777e-07,2.921997932503473e-08
1974,4.0672883683257055e-07,5.513060230555311e-08
1975,4.1065541767082436e-07,3.712462159910501e-08
1976,4.079458255645818e-07,3.7709277478370495e-08
1977,4.01384201875743e-07,7.228441739615121e-08
1978,3.386137139571588e-07,3.1485134055486697e-08
1979,3.440960313350061e-07,3.2185852205657284e-08
1980,3.2234804003827833e-07,2.9562784220615868e-08
1981,2.859148393596911e-07,2.0241758491579276e-08
1982,3.0478835211233957e-07,1.924325765401136e-08
1983,2.7345319608684804e-07,2.7155859783078995e-08
1984,2.52836773739773e-07,3.189454744756404e-08
1985,3.0739501566401373e-07,2.3460676956688076e-08
1986,2.673540528963514e-07,2.517683839187157e-08
1987,3.611492629396196e-07,1.955461326197394e-08
1988,2.5065594289053195e-07,3.1182079085478875e-08
1989,1.909866496063728e-07,1.6464367313950845e-08
1990,2.2557414969259781e-07,2.669838927715773e-08
1991,2.3035557727979494e-07,3.165191131415668e-08
1992,1.630943504693505e-07,2.8100715643297747e-08
