year,un_DET août_NOUN,un_DET foot_NOUN
1861,9.903523778831413e-09,0.0
1862,7.228778076129316e-09,1.3553959066214816e-09
1863,7.99139360241341e-09,2.4973103585068657e-09
1864,2.8768367688059016e-09,0.0
1865,1.4120533464723195e-08,4.706844358715045e-10
1866,7.784980493585891e-09,9.731225825149181e-10
1867,6.308654931785895e-09,0.0
1868,1.975949626142892e-09,0.0
1869,6.8369268024781604e-09,4.883519144627257e-10
1870,1.7202146374017957e-09,0.0
1871,3.18635318130589e-09,0.0
1872,5.442605477412599e-09,0.0
1873,2.9930022904522957e-09,0.0
1874,7.16953080237559e-09,5.974609140757536e-10
1875,3.146840005241458e-08,0.0
1876,1.934724691565748e-08,0.0
1877,9.277223989023753e-09,0.0
1878,1.5701631050912823e-08,6.039088673581716e-10
1879,1.8327975692677967e-08,0.0
1880,1.1552122813895949e-08,1.2835692508872398e-09
1881,7.669758328443521e-09,6.972507571312292e-10
1882,1.1314154280128719e-08,0.0
1883,8.847074739470884e-09,0.0
1884,9.242375753615306e-09,6.601696966868076e-10
1885,1.1602144356359645e-08,0.0
1886,1.0325542088018835e-08,0.0
1887,6.528924512139156e-09,1.9586774424595887e-09
1888,9.510922271971367e-09,1.268122939990235e-09
1889,1.0650732462647028e-08,0.0
1890,1.2453334585771358e-08,6.554386478008212e-10
1891,5.099375810502238e-09,1.2748440081367107e-09
1892,1.817868655606958e-08,1.2537024751679837e-09
1893,1.1085149742573464e-08,3.079208221734575e-09
1894,1.1972924651715289e-08,6.301539290376468e-10
1895,7.22233739480771e-09,0.0
1896,1.0024948871034667e-08,1.179405795248556e-09
1897,2.7968225846386474e-08,0.0
1898,9.053367944211743e-09,1.13167097914868e-09
1899,1.2713430308508578e-08,1.6582735185011188e-09
1900,1.1939421784568083e-08,1.038210628578895e-09
1901,8.383108540677142e-09,2.235495566438317e-09
1902,2.4551419397500496e-08,3.928227076954727e-09
1903,1.6740682839966325e-08,2.1600881083827517e-09
1904,8.599400302955473e-09,5.374625189347171e-10
1905,9.289366442732927e-09,0.0
1906,1.0288368712529916e-08,0.0
1907,2.3657078851435642e-08,2.057137349353866e-09
1908,2.701263923654551e-08,0.0
1909,1.4852655716435237e-08,6.601180380094718e-09
1910,2.1911017777931363e-08,5.344150788566537e-09
1911,3.1922243959314756e-08,0.0
1912,1.8753916364300238e-08,3.125652625612929e-09
1913,1.1666577148794488e-08,2.121195885607108e-09
1914,2.0759905794420774e-08,9.37544086809794e-09
1915,3.534228498747183e-08,8.246533234057551e-09
1916,3.5159879452351106e-08,1.8678685265172135e-08
1917,3.728584163642523e-08,1.2063066989753679e-08
1918,2.2972751700933713e-08,3.44591288836682e-09
1919,4.880159565345821e-08,0.0
1920,1.590168663412328e-08,7.572231730534895e-10
1921,1.9689142760626055e-08,3.0290989716519334e-09
1922,3.246291652159172e-08,2.2133805899215986e-09
1923,8.492758496458919e-09,0.0
1924,1.1602462102189293e-08,3.867487219366694e-09
1925,1.3197813286680571e-08,5.499088961968823e-09
1926,2.4521504493613122e-08,0.0
1927,2.452829506172094e-08,0.0
1928,9.14083297942625e-09,0.0
1929,1.0026365737658693e-08,0.0
1930,1.3654684494213143e-08,2.100720708497761e-09
1931,1.0264820993199919e-08,2.2810713318222042e-09
1932,3.2878610722875123e-08,4.38381475564853e-09
1933,1.3764794415394022e-08,3.4411986593596566e-09
1934,1.7972370258689807e-08,1.1981580172459871e-09
1935,2.2739739868882225e-08,3.590485242455088e-09
1936,1.091224355320719e-08,3.6374143697059935e-09
1937,1.8886677000118368e-08,0.0
1938,1.4261736125398272e-08,1.2965214457594243e-09
1939,1.5294050470515685e-08,0.0
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,3.246652857669119e-08,0.0
1942,2.7307905936524435e-08,0.0
1943,2.9032352077962287e-09,0.0
1944,2.5705489292704442e-08,0.0
1945,1.3071024262956144e-08,2.178504043826024e-09
1946,1.5313214696277555e-08,1.3921104269343232e-09
1947,2.0265480848991047e-08,0.0
1948,1.5220643190261285e-08,1.0871887834440486e-09
1949,4.908504158684934e-09,9.817008317369869e-10
1950,1.70165788127008e-08,5.317680740191122e-09
1951,1.2793682557799002e-08,1.0661401761424827e-09
1952,1.0544803918932644e-08,1.0544803918932644e-09
1953,1.2928592973970865e-08,2.1547654771580937e-09
1954,9.772536113672459e-09,9.772536113672459e-10
1955,1.783265579646809e-08,2.815682353940474e-09
1956,9.593255967388359e-09,1.744228317335228e-09
1957,1.501956425897788e-08,0.0
1958,5.790570245522986e-09,2.4816730892496253e-09
1959,1.4726421193600459e-08,1.5501495642666896e-09
1960,1.7302082544468078e-08,6.920833350854139e-10
1961,1.5285950616394928e-08,0.0
1962,6.976151933901775e-09,1.9025869768540815e-09
1963,1.2932106607799199e-08,1.2932106496776896e-09
1964,1.9468698653213323e-08,1.8251904432275978e-09
1965,6.566452104284082e-09,1.0944086747954884e-09
1966,8.30861190959098e-09,1.6617224263271169e-09
1967,7.888536768252408e-09,2.9582012395223956e-09
1968,1.2126822435121198e-08,1.7965663401398047e-09
1969,1.5896152727457036e-08,4.5417578031781147e-10
1970,1.1956685308511794e-08,1.8394900047624674e-09
1971,1.2332154186722732e-08,1.0276794970565106e-09
1972,9.747279039462597e-09,1.0260293725750103e-09
1973,9.923766808306311e-09,0.0
1974,5.063014563155832e-09,2.2502286700643026e-09
1975,1.2565256390928425e-08,3.998036124386317e-09
1976,1.3141112142900369e-08,5.142174186456572e-09
1977,5.876781838942691e-09,4.7014254711541525e-09
1978,9.504946163474415e-09,3.5643548113029055e-09
1979,1.1703946700691858e-08,1.7555920051037788e-09
1980,6.822180653731635e-09,4.150159993443481e-08
1981,9.488324403950088e-09,5.060439622894819e-09
1982,6.2075020679230875e-09,2.483000915987077e-09
1983,5.683784443100137e-09,6.315316269933646e-09
1984,1.4497521405587577e-08,4.059305780401701e-09
1985,6.617113967877231e-09,5.4140022465176685e-09
1986,7.792831158148772e-09,6.593933898901838e-09
1987,6.110816741511371e-09,1.8332451112712533e-09
1988,5.396898372644898e-09,5.996553809062277e-10
1989,6.036934285802431e-09,2.744061089465788e-09
1990,8.717841781802349e-09,1.9070277801347402e-08
1991,8.206051504977552e-09,0.0
1992,6.060938528840154e-09,1.1019888335184191e-09
1993,1.2740177413039788e-08,1.661762283333701e-09
1994,4.7474339459618875e-09,5.802419433820205e-09
1995,4.880205739521415e-09,3.253470381991974e-09
1996,6.939519847648512e-09,3.2028553142993132e-09
1997,7.67183128136395e-09,3.835915474148521e-09
1998,8.582632937681467e-09,3.814503490850996e-09
1999,9.140402129625969e-09,4.570201023179621e-09
2000,1.3695897749244068e-08,5.3016377954406835e-09
2001,1.1829271895358318e-08,1.3143635069212678e-09
2002,1.3581786695304743e-08,3.9430991805033955e-09
2003,7.083769237858917e-09,4.166922806803086e-09
2004,9.690540647699919e-09,4.404791198453495e-09
2005,9.908249332113428e-09,8.55712400937847e-09
2006,9.059357874985352e-09,1.4412615101377924e-08
2007,9.586750421286538e-09,5.192823504529542e-09
2008,7.237647314806139e-09,1.2346575400945525e-08
2009,3.814554005998616e-09,1.0013204043701762e-08
2010,8.030448139795254e-09,1.747803457519126e-08
2011,1.1854312975678738e-08,1.3766299211681599e-08
2012,4.425528637996834e-09,2.144679134286065e-08
2013,1.0319762822064149e-08,1.8408224888855074e-08
2014,6.712880279424738e-09,2.0138640005606945e-08
2015,8.866301318133374e-09,1.8840890098070773e-08
2016,1.0149565909944869e-08,1.8642059562701263e-08
2017,5.0312225496895735e-09,2.1634257635350096e-08
2018,9.293279867872428e-09,2.3749493038849323e-08
2019,9.183555638170304e-09,2.576497687423185e-08
