year,non_ADV in_ADJ,non_ADV fine_ADJ
1800,3.772997558826319e-08,0.0
1801,5.714838380299625e-08,0.0
1802,2.9091921760482364e-08,0.0
1803,8.581492494386112e-08,0.0
1804,1.6808586433825212e-07,7.4155526164076946e-09
1805,7.107194432975916e-08,0.0
1806,3.7461699520235925e-08,2.881669125542885e-09
1807,5.978605788214963e-08,0.0
1808,5.4385776770971006e-08,0.0
1809,8.810219043198231e-08,6.7770917766551975e-09
1810,1.1466620808420203e-07,0.0
1811,6.769107141479935e-08,2.5070767684098882e-09
1812,1.4669645587161995e-07,0.0
1813,1.0927818516748289e-07,0.0
1814,6.922689888000377e-08,0.0
1815,7.282503844407984e-08,0.0
1816,1.1819779643928996e-07,0.0
1817,1.0275364292766653e-07,0.0
1818,5.841376893300776e-08,0.0
1819,8.384350391743567e-08,0.0
1820,6.526564533260171e-08,2.3732962262101864e-09
1821,9.565643432907223e-08,0.0
1822,1.1228689800191205e-07,1.0025615893027862e-09
1823,7.313188277180416e-08,0.0
1824,4.968456401854837e-08,0.0
1825,8.541279683527137e-08,0.0
1826,6.517908301972852e-08,0.0
1827,1.2351145883826575e-07,0.0
1828,9.172301196347377e-08,0.0
1829,9.944884471480009e-08,0.0
1830,8.558205322195533e-08,0.0
1831,8.886987501455224e-08,0.0
1832,7.03558398207349e-08,2.705993873419743e-09
1833,6.950176878461889e-08,0.0
1834,1.0267983707734629e-07,0.0
1835,8.546289365085613e-08,0.0
1836,1.350870757477196e-07,0.0
1837,6.401259922128588e-08,0.0
1838,8.07956708204216e-08,0.0
1839,8.110111382464424e-08,6.9914751765765e-10
1840,1.1146955447571827e-07,0.0
1841,1.1428576307537242e-07,0.0
1842,7.647422473056054e-08,0.0
1843,9.214781071520406e-08,1.1813822142769936e-09
1844,1.4325144537252754e-07,0.0
1845,1.3280941946192115e-07,5.580227946389016e-10
1846,1.2060272958080986e-07,0.0
1847,1.1487566631274149e-07,0.0
1848,8.688839248094382e-08,0.0
1849,6.20076696655758e-08,8.379414939696517e-10
1850,1.0183494225657341e-07,0.0
1851,8.964719988568959e-08,0.0
1852,9.70071276640283e-08,5.859490670445666e-09
1853,1.713944417502944e-07,0.0
1854,1.745743309911063e-07,0.0
1855,1.0613874579235016e-07,0.0
1856,1.4599673736626073e-07,2.5885946719483854e-09
1857,8.103305237927572e-08,9.763018171682347e-10
1858,1.1695885770990344e-07,0.0
1859,7.027199266929074e-08,0.0
1860,9.566314496112227e-08,9.154367819341758e-10
1861,8.064298206988951e-08,1.4147891747029462e-09
1862,1.0029929642385582e-07,9.035972525772706e-10
1863,9.489779495552852e-08,4.994620828036034e-10
1864,1.1315557602031845e-07,9.589455896019672e-10
1865,8.613524871137201e-08,1.4120533631256649e-09
1866,1.1288222045990892e-07,8.271541673821048e-09
1867,7.521857803283183e-08,9.7056229719783e-10
1868,5.680855075240743e-08,9.87974813071446e-10
1869,8.643828897092476e-08,5.371871170112286e-09
1870,9.518520815987586e-08,5.734048791339319e-10
1871,1.189571858795091e-07,0.0
1872,9.917636423217857e-08,1.2094678591978436e-09
1873,1.0116347293198658e-07,0.0
1874,5.914863088207767e-08,2.9873046258899194e-09
1875,7.380770039588924e-08,0.0
1876,6.711076205867528e-08,6.04601479992084e-10
1877,7.236234722540758e-08,3.0924081073635534e-09
1878,6.220261461464816e-08,6.039088673581716e-10
1879,6.598071244923176e-08,2.443730107160036e-09
1880,6.482024494935956e-08,6.417846254436199e-10
1881,5.229380639626413e-08,0.0
1882,7.320923822717873e-08,6.655385131892899e-10
1883,7.204046126307873e-08,0.0
1884,5.0833066644884184e-08,0.0
1885,4.4474886218281995e-08,0.0
1886,6.06625611965228e-08,1.2906927748801422e-09
1887,6.006610675513002e-08,0.0
1888,6.59423922133584e-08,1.268122939990235e-09
1889,6.32778824893876e-08,6.265136853755848e-09
1890,4.981333595610593e-08,0.0
1891,6.692931131535573e-08,1.2748440081367107e-09
1892,8.713231958168421e-08,6.268512375839919e-10
1893,5.788911416892972e-08,6.158416554491453e-10
1894,4.474092762940529e-08,4.411077725308132e-09
1895,5.2361947000534315e-08,3.0093072478365457e-09
1896,5.012474502130715e-08,2.948514543632541e-09
1897,4.311767876075123e-08,2.9133566670225264e-09
1898,4.6964343858313384e-08,2.26334195829736e-09
1899,5.638129962903804e-08,5.527578395003729e-10
1900,4.412395127051383e-08,1.038210628578895e-09
1901,5.588739082629246e-08,2.794369402536745e-09
1902,3.6336101072453886e-08,9.820567692386817e-10
1903,4.968202471644645e-08,5.400220270956879e-10
1904,4.8909090111237674e-08,0.0
1905,6.141303332540815e-08,0.0
1906,4.9384169642507914e-08,5.144184522798412e-10
1907,5.091415000713084e-08,5.142843373384665e-10
1908,4.911389184236725e-08,4.911389073214423e-10
1909,3.6306491479898284e-08,0.0
1910,3.3668149046484075e-08,0.0
1911,4.788336638306134e-08,0.0
1912,3.854971869499124e-08,2.0837684910901544e-09
1913,5.196929780959536e-08,1.060597942803554e-09
1914,5.424362525818793e-08,0.0
1915,5.8903807942378705e-08,0.0
1916,3.8456116735474666e-08,0.0
1917,2.631941953268324e-08,1.0966424435210342e-09
1918,4.5945505178224266e-08,1.1486376294556067e-09
1919,3.591060959706738e-08,1.8415696745321952e-09
1920,6.815008424254643e-08,3.028892692213958e-09
1921,5.452378104564559e-08,0.0
1922,5.828569049626253e-08,2.2133805899215986e-09
1923,6.051090561953743e-08,0.0
1924,5.9301473065431765e-08,1.289162443462999e-09
1925,6.708888378170741e-08,0.0
1926,9.697140512798796e-08,2.229227691330493e-09
1927,6.355057835527589e-08,3.3447675740205796e-09
1928,5.255979096396857e-08,1.1426041224282812e-09
1929,5.235991040741794e-08,0.0
1930,7.142450242358933e-08,4.201441416995522e-09
1931,5.47457119637329e-08,0.0
1932,5.370172928564898e-08,0.0
1933,5.391211388428019e-08,3.4411986593596566e-09
1934,7.06913212411564e-08,1.1981580172459871e-09
1935,6.462873081147791e-08,0.0
1936,6.304851440930292e-08,1.2124714565686645e-09
1937,4.784624962894668e-08,1.2591118148108649e-09
1938,6.612259317861913e-08,0.0
1939,5.352917487044806e-08,0.0
1940,7.100192078723921e-08,0.0
1941,8.559357667081713e-08,0.0
1942,8.799213935262173e-08,0.0
1943,4.93549991986697e-08,0.0
1944,5.7837352684941834e-08,0.0
1945,5.446259976338297e-08,0.0
1946,1.0997672461598995e-07,0.0
1947,5.483600662437027e-08,3.5762612871081956e-09
1948,6.305694899566561e-08,1.0871887834440486e-09
1949,5.104844191805569e-08,9.817008317369869e-10
1950,6.062155932795577e-08,1.0635361480382244e-09
1951,4.157946797977985e-08,0.0
1952,3.901577316778315e-08,1.0544803918932644e-09
1953,4.848222190378948e-08,0.0
1954,6.058972701339371e-08,0.0
1955,5.0682281482750113e-08,0.0
1956,5.668741898112728e-08,0.0
1957,5.035971506472947e-08,0.0
1958,6.452350104213522e-08,0.0
1959,3.720358832115522e-08,0.0
1960,5.0522084515947085e-08,6.2287499602575735e-09
1961,5.350082554755886e-08,6.948159270159238e-10
1962,5.2638237324487136e-08,0.0
1963,4.008952891876305e-08,6.466053248388448e-10
1964,6.935723806389404e-08,4.258777774879263e-09
1965,6.347570524756208e-08,5.472043373977442e-10
1966,5.262120894578004e-08,3.8773522170743036e-09
1967,4.733122072053675e-08,5.423369253687582e-09
1968,3.5482185134494415e-08,4.4914158503495116e-10
1969,3.8150764214428534e-08,1.8167031212712459e-09
1970,5.5644574115110146e-08,3.6789800095249348e-09
1971,2.9802706191794925e-08,2.0553589941130213e-09
1972,4.155418831253144e-08,1.0260293725750103e-09
1973,4.9618833486420044e-08,1.6539611902288698e-09
1974,4.5004571680440364e-08,2.2502286700643026e-09
1975,4.112265727940212e-08,1.7134440533084216e-09
1976,2.7424929660568864e-08,5.713526873840635e-10
1977,3.58483685514166e-08,0.0
1978,4.217819971064074e-08,2.9702956760857546e-09
1979,3.6282234106010947e-08,1.1703946700691858e-09
1980,3.240536017301565e-08,5.685150683554241e-10
1981,4.1116071936020404e-08,1.8976649140967083e-09
1982,2.917526009671434e-08,1.2415004579935385e-09
1983,4.16810870262907e-08,1.89459470334441e-09
1984,3.189454655938562e-08,2.3196033982486597e-09
1985,5.293691074381712e-08,6.015558051686298e-10
1986,3.2969669661042644e-08,0.0
1987,2.5665430669619127e-08,0.0
1988,2.2187249371086182e-08,0.0
1989,3.073348486815064e-08,1.0976244357863152e-09
1990,3.432650036439e-08,4.90378582185258e-09
1991,2.5790446667173228e-08,4.10302547493302e-09
1992,2.8651710337612712e-08,0.0
1993,3.655877023334142e-08,0.0
1994,3.9034457333109174e-08,5.274926606624319e-10
1995,2.8196744494835002e-08,0.0
1996,4.0035690096473786e-08,1.6014276571496566e-09
1997,2.5892429533769246e-08,1.438468344439059e-09
1998,3.146965255051981e-08,4.291316191284977e-09
1999,3.473352708227573e-08,9.140402323914998e-10
2000,3.2693432183705795e-08,0.0
2001,3.023036077021146e-08,4.3812117822561447e-10
2002,2.93541845830525e-08,0.0
2003,3.250199914761609e-08,0.0
2004,4.052408081323122e-08,4.404791253964646e-10
2005,2.9274373147814003e-08,4.5037495954858286e-10
2006,3.417848615239194e-08,0.0
2007,2.476577201648844e-08,0.0
2008,2.0861453980947076e-08,4.257439678578834e-10
2009,2.4794601483080214e-08,9.53638501499654e-10
2010,1.6533275914998313e-08,1.4171379625338432e-09
2011,1.4913490831158782e-08,3.82397197240536e-10
2012,1.3617011129785084e-08,3.404252713057332e-10
2013,1.3945625099154313e-08,0.0
2014,1.3425760059249114e-08,1.7323561474213989e-09
2015,1.5072712855612735e-08,2.2165753954528356e-10
2016,1.6570719907349485e-08,6.214020409345267e-10
2017,2.5910795869998893e-08,0.0
2018,1.2907333257761167e-08,0.0
2019,1.7856913614444636e-08,0.0
