year,ancien_ADJ enfant_NOUN
1914,2.1429580443488305e-08
1915,2.1205371680821372e-08
1916,3.2962386153911893e-09
1917,3.7285843079715164e-08
1918,2.756730310693456e-08
1919,2.025726608678724e-08
1920,2.2716694303426266e-08
1921,1.060184651180407e-08
1922,2.0658220023506146e-08
1923,2.229349149729387e-08
1924,1.2891624656674594e-08
1925,8.798542339150117e-09
1926,1.671920735191179e-08
1927,1.1149224654616319e-08
1928,1.599645738092903e-08
1929,1.4482528287729224e-08
1930,2.10072066408884e-08
1931,1.1405356659111021e-08
1932,1.8631212572728373e-08
1933,1.605892663292252e-08
1934,1.5576054224197833e-08
1935,8.617164581892212e-08
1936,6.0623572828433225e-09
1937,8.813782592653752e-09
1938,1.6854778683850213e-08
1939,1.8352861452797242e-08
1940,2.028626333583361e-08
1941,8.854508237732261e-09
1942,9.102635090130207e-09
1943,6.096794180621146e-08
1944,2.2492303131116387e-08
1945,8.714016175304096e-09
1946,1.9489545977080525e-08
1947,1.4305045148432782e-08
1948,2.391815279167986e-08
1949,1.7670615193310368e-08
1950,6.381216888229346e-09
1951,2.1322803078760444e-08
1952,2.741649041126948e-08
1953,2.1547654549536333e-08
1954,1.4658804392553293e-08
1955,1.5016972554349195e-08
1956,1.3953826538681824e-08
1957,1.325255621908994e-08
1958,8.272243334772611e-09
1959,3.8753737996444215e-09
1960,1.1073333361366622e-08
1961,2.0844477421899654e-08
1962,2.2831043722248978e-08
1963,1.357871226570495e-08
1964,1.399312732353053e-08
1965,2.2982582947861374e-08
1966,1.4955501503877144e-08
1967,1.824224149515885e-08
1968,1.8863946849023705e-08
1969,2.134626109207005e-08
1970,2.0234390163409444e-08
1971,2.4664307929356255e-08
1972,5.6431615991225925e-08
1973,2.921997932503473e-08
1974,1.856438580638553e-08
1975,2.3988217190407113e-08
1976,1.7711933197883667e-08
1977,2.174409347022177e-08
1978,1.3069301196821925e-08
1979,1.6385525491990904e-08
1980,2.6720207824126874e-08
1981,2.9097528164712116e-08
1982,3.9728014433748626e-08
1983,3.599730069581142e-08
1984,2.261613352150249e-08
1985,3.308556884018543e-08
1986,2.7574632799343135e-08
1987,2.688759348501435e-08
1988,3.537966714040053e-08
1989,1.9757240510287488e-08
1990,2.7243255429354463e-08
1991,3.9271818685904236e-08
1992,2.8100715643297747e-08
1993,4.3759737611281935e-08
1994,3.850696450591329e-08
1995,3.470368570290816e-08
1996,3.4163790019192675e-08
1997,3.6441196726855196e-08
1998,3.194646647219912e-08
1999,2.8792267958710482e-08
2000,3.534425085938153e-08
2001,4.6878967541186256e-08
2002,4.425033739430262e-08
2003,4.791961494277075e-08
2004,4.5809829263276924e-08
2005,4.548786991520615e-08
2006,4.9826468950797675e-08
2007,4.8732650359539775e-08
2008,3.789121483244173e-08
2009,3.9575998478369456e-08
2010,3.873510134866365e-08
2011,4.62700593395482e-08
2012,4.868081249220779e-08
2013,3.8489926357243576e-08
2014,5.348649656511384e-08
2015,4.0784987831443686e-08
2016,3.7491256321686706e-08
2017,3.999822095757111e-08
2018,2.8137987273524345e-08
2019,3.0101655612568834e-08
