year,en_ADP airs_NOUN,en_ADP fers_NOUN
1862,1.0843167252971853e-08,1.0978706657671644e-07
1863,9.489779628779615e-09,7.441985189204914e-08
1864,1.3904711160250827e-08,9.54150891629979e-08
1865,7.530950973944073e-09,7.060266526970338e-08
1866,1.0704348518686402e-08,6.03335987836573e-08
1867,2.426405742994575e-08,1.295700666759103e-07
1868,1.1855697756857353e-08,1.447383123354129e-07
1869,1.5627261262807224e-08,1.1622775275554886e-07
1870,8.027668307875047e-09,1.2442885921615243e-07
1871,6.37270636261178e-09,9.665271250014484e-08
1872,1.269941263259966e-08,1.0280476914203973e-07
1873,1.496501056408306e-08,1.2211448563448357e-07
1874,3.5847653734322193e-09,1.3263632858695473e-07
1875,6.293679799540541e-09,1.2186852416107286e-07
1876,2.0556450763820067e-08,1.4329055253448075e-07
1877,7.421779191219002e-09,1.6513458434008754e-07
1878,2.8383716710322915e-08,9.602150896625972e-08
1879,5.498392852132383e-09,1.1118971743329098e-07
1880,1.2193908105473383e-08,1.5531187624873155e-07
1881,2.022027217885025e-08,1.296886438240108e-07
1882,9.983077475794744e-09,7.986462136067018e-08
1883,7.583206784733676e-09,1.0426909524685612e-07
1884,1.9805090900604227e-08,1.346746154595735e-07
1885,1.6114089618213256e-08,1.4760505362421128e-07
1886,1.5488312854472497e-08,2.8846983773922474e-07
1887,1.8933882017790893e-08,1.3776031471124384e-07
1888,6.974675947901687e-09,1.2744635724537545e-07
1889,8.771191772893872e-09,1.528693329144737e-07
1890,1.1797895993481688e-08,1.7369123944677156e-07
1891,1.1473596073230397e-08,1.5871807423906148e-07
1892,1.0656471260972467e-08,1.1847488678995433e-07
1893,2.3401982574000613e-08,1.262475424201881e-07
1894,9.452309157609307e-09,2.1803325411795527e-07
1895,9.027921299420427e-09,9.208480333811053e-08
1896,1.4152869098893461e-08,1.0260830340946825e-07
1897,1.6897470089816125e-08,1.544079119009112e-07
1898,5.6583546736987955e-09,1.9917409099790007e-07
1899,1.1055156790007459e-08,1.6582734474468452e-07
1900,6.748368974740515e-09,1.7286207010247523e-07
1901,2.235495566438317e-09,1.4754271054906454e-07
1902,8.838511256215043e-09,3.69253344012499e-07
1903,1.1880484596105134e-08,1.6794685642196328e-07
1904,1.2361637935498493e-08,1.7091308635031055e-07
1905,4.644683138099737e-09,1.2850289987653696e-07
1906,2.0576738091193647e-09,1.8107529287103574e-07
1907,8.742833790265081e-09,1.6302813565793883e-07
1908,2.1118972570732808e-08,1.4685053395524506e-07
1909,9.351672325408344e-09,2.2333992699685723e-07
1910,1.2825961404061559e-08,1.2825961615003934e-07
1911,1.702519769608557e-08,1.5961122712404574e-07
1912,6.772247651554153e-09,1.4638474343797725e-07
1913,5.833288518886093e-09,1.7128657026077576e-07
1914,7.36641797560722e-09,1.7210630742781063e-07
1915,2.3561523843085297e-09,1.2016376826906594e-07
1916,1.0987462051303964e-09,9.55909200683891e-08
1917,2.1932848870420685e-09,1.1953402678788194e-07
1918,1.4932289182922887e-08,1.0567465924538055e-07
1919,1.289098744416961e-08,1.1049418335851158e-07
1920,1.2872794385998532e-08,1.4538684345311026e-07
1921,2.2718242898012164e-08,1.1131938670860819e-07
1922,2.1396012073182646e-08,1.224737278260335e-07
1923,1.9108707505210987e-08,1.4968486539146397e-07
1924,2.9650736976805092e-08,9.926550581518256e-08
1925,2.3096173862313663e-08,7.038833871320094e-08
1926,1.8948435376309192e-08,9.697140512798796e-08
1927,2.0068604777989663e-08,1.0034302555528285e-07
1928,6.8556245125250825e-09,1.028343703524115e-07
1929,1.2254447234738564e-08,1.0026365515614089e-07
1930,1.68057662230936e-08,8.928063266466779e-08
1931,7.983749661377715e-09,8.668071416195744e-08
1932,5.4797681947604815e-09,1.3261039555345633e-07
1933,1.605892663292252e-08,1.066771606605954e-07
1934,2.3963160344919743e-09,1.1981580883002607e-07
1935,4.787313656606784e-09,1.1609235883724978e-07
1936,1.2124714565686645e-08,1.248845533652343e-07
1937,3.777335333410292e-09,9.065605155456069e-08
1938,1.0372171566075394e-08,9.205302120562919e-08
1939,0.0,8.411727936419311e-08
1940,2.5357829169792012e-09,7.100192078723921e-08
1941,0.0,1.0625409174735978e-07
1942,6.068423541449874e-09,6.675266206457309e-08
1943,2.0322646676618206e-08,7.258088174921795e-08
1944,6.4263723231761105e-09,5.462416652335378e-08
1945,1.5249527862692958e-08,8.06046500656521e-08
1946,1.3921104269343232e-08,4.454753366189834e-08
1947,7.152522574216391e-09,6.198852986472048e-08
1948,1.6307831529616124e-08,5.979538286737807e-08
1949,8.835307596655184e-09,1.0602368805123774e-07
1950,7.444753036267571e-09,7.444752725405124e-08
1951,1.3859821956785368e-08,1.0128331950909342e-07
1952,1.0544803696888039e-08,7.27591498161928e-08
1953,5.386913581872932e-09,7.43394120705787e-08
1954,7.818028890937967e-09,4.202190595492539e-08
1955,1.2201290200408721e-08,7.696198656148567e-08
1956,1.744228317335228e-09,4.6222051963695776e-08
1957,8.835037590415595e-09,8.216584745923683e-08
1958,1.1581141212690937e-08,6.038737865310395e-08
1959,5.425523585955716e-09,6.200598079431074e-08
1960,2.2838749558218296e-08,6.713208478004162e-08
1961,4.863711378089164e-09,4.863711566827078e-08
1962,8.244543714397423e-09,4.756467220090599e-08
1963,1.6165133231993423e-08,4.1382741566842185e-08
1964,6.083968384640315e-09,5.293052568466905e-08
1965,1.2038495811328431e-08,5.034279954019283e-08
1966,6.092982229866095e-09,4.154306187942325e-08
1967,1.5284040255636455e-08,6.360132687177611e-08
1968,1.5719955531734442e-08,4.1770166658849917e-08
1969,8.629339798282842e-09,3.769658840635515e-08
1970,1.6095537708205043e-08,3.541018359087822e-08
1971,9.762954888969944e-09,2.928886511099904e-08
1972,2.3598676068825597e-08,6.463984902893571e-08
1973,9.372446541089374e-09,2.921997932503473e-08
1974,9.563471792262135e-09,5.513060230555311e-08
1975,3.4268881066168433e-09,3.712462159910501e-08
1976,6.8562320265641574e-09,3.7709277478370495e-08
1977,7.639816335114347e-09,7.228441739615121e-08
1978,1.1287123569125868e-08,3.1485134055486697e-08
1979,1.1118749476679568e-08,3.2185852205657284e-08
1980,6.253665585376211e-09,2.9562784220615868e-08
1981,1.2018544381930951e-08,2.0241758491579276e-08
1982,7.449002747961231e-09,1.924325765401136e-08
1983,1.2630632317822688e-08,2.7155859783078995e-08
1984,1.0438215292118969e-08,3.189454744756404e-08
1985,7.82022557821449e-09,2.3460676956688076e-08
1986,8.392279760016663e-09,2.517683839187157e-08
1987,1.2221634038134255e-08,1.955461326197394e-08
1988,1.4991384134077634e-08,3.1182079085478875e-08
1989,4.939309850016116e-09,1.6464367313950845e-08
1990,8.717841171179685e-09,2.669838927715773e-08
1991,1.1722930182145319e-08,3.165191131415668e-08
1992,7.713921945651236e-09,2.8100715643297747e-08
1993,8.862731548653358e-09,1.883330469354405e-08
1994,7.912389743403025e-09,2.9012095781322245e-08
1995,1.3556126887692699e-08,2.76544991351102e-08
1996,4.270473752399084e-09,1.8149513891785318e-08
1997,1.054876808126437e-08,3.4523239378358994e-08
1998,7.629006981701991e-09,2.4794271524797296e-08
1999,1.2339543165040823e-08,2.6050146928469076e-08
2000,1.192868470667463e-08,2.783359853708589e-08
2001,7.0099388516098315e-09,1.664860427297299e-08
2002,1.0076809608960957e-08,2.6287329646379476e-08
2003,1.2500768864498468e-08,2.1251306492331423e-08
2004,1.4535811221350059e-08,1.7178685141061578e-08
2005,1.1259373877692269e-08,2.2518747977429143e-08
2006,1.070651389767363e-08,2.5530917824312382e-08
2007,1.358123019601365e-08,1.5977917655618512e-08
2008,1.021785517307805e-08,8.51487946817997e-09
2009,3.337734755248789e-09,1.1443661795951243e-08
2010,8.9752067999882e-09,1.2281861749841028e-08
2011,2.2943831279320648e-09,1.5678285336662157e-08
2012,4.425528637996834e-09,2.110636604379934e-08
2013,6.693900156395927e-09,1.1993237514218436e-08
2014,4.547434789836657e-09,9.74450338475652e-09
2015,6.871383573248124e-09,1.0639562120218216e-08
2016,4.349813981230355e-09,1.8434926474242275e-08
2017,4.024978267347379e-09,8.553078245654433e-09
2018,1.8070267504555204e-09,8.518839855753413e-09
2019,7.652963041060445e-09,8.673358642408147e-09
