year,en_ADP iles_NOUN,en_ADP fil_NOUN
2010,1.8895172648747405e-09,3.58063516614493e-07
2011,3.82397197240536e-10,4.1451855281593453e-07
2012,1.0212758139171996e-09,5.143825774212019e-07
2013,1.1156500168141292e-09,4.5406954995996784e-07
2014,4.330890368553497e-10,4.73799417477494e-07
2015,0.0,5.251067136669008e-07
2016,6.214020409345267e-10,5.07685456341278e-07
2017,2.515611330355938e-10,3.8916508060538035e-07
2018,5.162933414126769e-10,4.0554840552431415e-07
2019,2.55098775436835e-10,4.10453935728583e-07
