year,en_ADP iles_NOUN,en_ADP fil_NOUN
1800,3.144164484325529e-08,4.936338200423052e-07
1801,7.143547975374531e-09,8.500821877532871e-07
1802,8.951360541686881e-09,4.6994642843856127e-07
1803,9.751695895232615e-09,1.2384654155539465e-06
1804,1.9774807569206132e-08,6.253782771636907e-07
1805,2.2743021688143017e-08,8.102201718429569e-07
1806,8.645007376628655e-09,8.673824254401552e-07
1807,8.540865792383556e-09,7.145857239265752e-07
1808,2.4926814390369145e-08,7.681990723540366e-07
1809,2.25903047379461e-08,1.2650571079575457e-06
1810,1.8721014072298203e-08,7.090583835633879e-07
1811,7.521230305229665e-09,7.49615935546899e-07
1812,8.00162469616339e-09,8.64175490278285e-07
1813,8.627224934443234e-09,1.1387936638129759e-06
1814,3.1466771410748606e-09,9.125363931161701e-07
1815,0.0,1.0869811148950248e-06
1816,2.3176038865813098e-09,1.0892738373513566e-06
1817,2.3353101674672416e-08,1.0384345614511403e-06
1818,2.0266001987678806e-08,1.002571025310317e-06
1819,8.280840235741493e-09,1.024753942147072e-06
1820,3.5599443393152796e-09,1.2281808494662982e-06
1821,3.94459531705138e-09,6.597335868718801e-07
1822,1.4035862250239006e-08,9.013028829940595e-07
1823,6.917880712720148e-09,1.7828367617767071e-06
1824,1.6000114122505238e-08,1.4627472637585015e-06
1825,2.641632912414593e-09,1.2653421208597138e-06
1826,8.807984452907647e-09,1.1811506510639447e-06
1827,5.530363889061363e-09,1.577997181811952e-06
1828,2.7516904310687096e-09,1.4611475762649206e-06
1829,2.5719527840806222e-08,1.351989908471296e-06
1830,9.39315203396518e-09,1.406885417054582e-06
1831,4.677361609140007e-09,1.5949804037518334e-06
1832,8.117981509236927e-09,1.2880531130576856e-06
1833,1.3900354645102198e-08,1.2498735486587975e-06
1834,6.534171870242744e-09,1.5364637420134386e-06
1835,1.1344631900556124e-08,1.3742130704486044e-06
1836,1.0753199664037538e-08,1.3239878171589226e-06
1837,6.262101726051128e-09,1.2099771993234754e-06
1838,1.3255539776935166e-08,1.1633314898062963e-06
1839,1.1885507911202353e-08,1.9072743953074678e-06
1840,1.4013315285943406e-08,1.2854031865572324e-06
1841,7.704658244733764e-09,1.7592302583580022e-06
1842,4.695785538189057e-09,1.1108886610600166e-06
1843,4.13483786099178e-09,1.1347176496201428e-06
1844,4.9397050894128824e-09,1.5088054396983352e-06
1845,5.580227946389016e-09,1.3381386452238075e-06
1846,1.1709002656346001e-08,1.3125792293067207e-06
1847,6.47186837454683e-09,1.4507771766147926e-06
1848,1.126331028444838e-08,1.2984987733943854e-06
1849,1.0893238977516262e-08,1.10105509065761e-06
1850,8.146795238417326e-09,1.5723314845672576e-06
1851,7.739326290945314e-09,1.5265821957655135e-06
1852,1.1718982229069752e-08,1.268254209207953e-06
1853,4.180352286553557e-09,1.562257352816232e-06
1854,9.352196128631363e-09,1.4142598274702323e-06
1855,3.714855978387277e-09,1.4020928347235895e-06
1856,1.7084724746041502e-08,1.194377546198666e-06
1857,7.810414537345878e-09,1.3858604006600217e-06
1858,4.893675908945738e-09,1.2694196129814372e-06
1859,2.5460866748261424e-09,1.3275296169013018e-06
1860,3.661747072225552e-09,1.7690815639070934e-06
1861,3.3011746669586728e-09,1.5633419252480962e-06
1862,5.421583626485926e-09,1.4687973362015327e-06
1863,2.996772441310469e-09,1.3015982176511898e-06
1864,6.712619238236073e-09,1.167516302302829e-06
1865,5.648213063924601e-09,1.1936557484659716e-06
1866,5.352174370365503e-09,1.113252210416249e-06
1867,3.396968040192405e-09,1.6717935977794696e-06
1868,4.939873954334928e-09,1.3362359823076986e-06
1869,1.953407657850903e-09,1.029934196594695e-06
1870,2.2936195165357276e-09,1.1766268244173261e-06
1871,3.18635318130589e-09,1.2203732921989285e-06
1872,5.442605366390296e-09,1.026233462653181e-06
1873,1.1972008717719973e-08,1.7796390920921112e-06
1874,6.5720701658555924e-09,1.3651981589646311e-06
1875,2.860763514966891e-09,1.644939061407058e-06
1876,3.02300739996042e-09,1.3343554883249453e-06
1877,4.9478527941460015e-09,1.3111809948895825e-06
1878,8.454724254036705e-09,1.4838041124676238e-06
1879,6.10932526790009e-10,1.3574921240433468e-06
1880,6.417846032391594e-09,1.0660043017196585e-06
1881,6.972507571312292e-10,1.501878159615444e-06
1882,8.652000671460769e-09,1.4608569927077042e-06
1883,3.791603475633565e-09,1.4325941037895973e-06
1884,5.941527270181268e-09,1.4074818182052695e-06
1885,3.222817901438191e-09,1.552109097247012e-06
1886,1.1616235306988187e-08,1.5333430383179802e-06
1887,3.264462256069578e-09,1.6126443824759917e-06
1888,6.340614699951175e-09,1.484972017351538e-06
1889,5.638623234993645e-09,1.4409814639293472e-06
1890,3.2771931834929546e-09,1.641218318582105e-06
1891,5.736798147637501e-09,1.760559598551481e-06
1892,1.2537024751679837e-09,1.6103808775369544e-06
1893,8.621783287310336e-09,1.6510714431205997e-06
1894,6.301539512421073e-09,1.5697133903813665e-06
1895,4.213030146971164e-09,1.3698366956305108e-06
1896,7.076434771491336e-09,1.2684508874372113e-06
1897,4.661370844871726e-09,1.3209159988036845e-06
1898,4.526683805572418e-09,1.3421617950371e-06
1899,5.527578395003729e-09,1.3548094557336299e-06
1900,2.07642125715779e-09,1.348116484223283e-06
1901,7.265360812969135e-09,1.226169274559652e-06
1902,3.928227187977029e-09,4.2817673602257855e-06
1903,4.860198243861191e-09,1.255011170542275e-06
1904,5.912087708281888e-09,1.1050229886677698e-06
1905,5.676834835544042e-09,1.217939143316471e-06
1906,3.0865107691901983e-09,1.367324216516863e-06
1907,3.08570607954195e-09,1.1982824617007282e-06
1908,3.929111258571538e-09,1.273523139388999e-06
1909,7.151278569317299e-09,1.3466408290696563e-06
1910,3.740905585303267e-09,1.3638272093885462e-06
1911,3.1922244847493175e-09,1.2971072465006728e-06
1912,6.251305251225858e-09,1.1851433328047278e-06
1913,6.893886572711949e-09,1.2992325082450407e-06
1914,6.696743715117748e-10,1.202735120386933e-06
1915,2.3561523843085297e-09,1.2157746596130892e-06
1916,0.0,1.3503590707841795e-06
1917,2.1932848870420685e-09,1.2710086139122723e-06
1918,1.1486376294556067e-09,1.141745769928093e-06
1919,4.603924241841639e-09,1.1997826732113026e-06
1920,1.514446346106979e-09,1.0548118325459654e-06
1921,4.543648624011354e-09,9.306906463280029e-07
1922,5.902348387820666e-09,1.0026614063463057e-06
1923,4.246379248229459e-09,1.0700875918701058e-06
1924,3.867487330388997e-09,1.126727966038743e-06
1925,2.1996355847875293e-09,9.52442235302442e-07
1926,8.916910765321973e-09,1.043278530232783e-06
1927,5.574612549352764e-09,1.1060030828957679e-06
1928,3.4278123672848437e-09,1.0032064210463432e-06
1929,2.2280812750352652e-09,8.511270266353677e-07
1930,4.201441416995522e-09,8.938566793403879e-07
1931,2.2810713318222042e-09,1.05727656318777e-06
1932,3.2878609834696704e-09,8.340207386936527e-07
1933,4.588264879146209e-09,9.451825917494716e-07
1934,1.1981580172459871e-09,9.141945724877587e-07
1935,3.590485242455088e-09,7.982845318110776e-07
1936,8.487300195980652e-09,8.111434226520942e-07
1937,6.295558963032022e-09,9.027831993080326e-07
1938,3.8895642262559704e-09,8.557041724088776e-07
1939,7.647025235257843e-09,8.381139764424006e-07
1940,2.5357829169792012e-09,8.292010420518636e-07
1941,2.9515025978810172e-09,7.821481631253846e-07
1942,0.0,8.071003207987815e-07
1943,5.806470415592457e-09,8.912932116800221e-07
1944,6.4263723231761105e-09,8.675602884977707e-07
1945,0.0,8.300100375890906e-07
1946,6.960552134671616e-09,6.570761001967185e-07
1947,4.7683483828109274e-09,7.438623583766457e-07
1948,3.2615663503321457e-09,6.88190482378559e-07
1949,0.0,7.107514079507382e-07
1950,3.190608444114673e-09,7.487294624297647e-07
1951,2.1322803522849654e-09,8.60375109823508e-07
1952,7.381362521208246e-09,8.15113367025333e-07
1953,1.0773827385790469e-08,8.24197798010573e-07
1954,2.9317608341017376e-09,6.547599014083971e-07
1955,2.815682353940474e-09,7.057977313706942e-07
1956,3.488456634670456e-09,7.578672125418962e-07
1957,5.301022620862739e-09,7.085700417519547e-07
1958,1.6544486891589827e-09,7.213396315819409e-07
1959,2.325224457422337e-09,6.859411882942368e-07
1960,4.152500121534786e-09,7.010804097262735e-07
1961,5.558527305105088e-09,6.204706437529239e-07
1962,1.2683912808952869e-09,6.608318585676898e-07
1963,3.2330265131719216e-09,6.71822931508359e-07
1964,3.650380997477498e-09,6.783624826312007e-07
1965,3.2832260243864653e-09,6.232657483451476e-07
1966,5.539074976468328e-09,6.630272650909319e-07
1967,3.944268467392931e-09,6.227014068826975e-07
1968,5.838840522187638e-09,6.647295549555565e-07
1969,2.725054681906869e-09,6.957972686905123e-07
1970,1.8394900047624674e-09,6.861297947580169e-07
1971,2.0553589941130213e-09,6.176353508635657e-07
1972,5.130146751852749e-09,5.407174512583879e-07
1973,4.961883570686609e-09,4.7578947715010145e-07
1974,4.500457340128605e-09,5.664950890604814e-07
1975,2.8557400888473694e-09,5.471598001349776e-07
1976,3.9994687561772935e-09,3.9994688449951354e-07
1977,2.9383909194713453e-09,4.348818549715361e-07
1978,5.940591352171509e-10,5.548512262976146e-07
1979,2.3407893401383717e-09,4.769358383782674e-07
1980,2.2740603289328476e-09,5.241709004621953e-07
1981,3.162774819820413e-09,4.870673251389235e-07
1982,1.2415004579935385e-09,4.990831712348154e-07
1983,4.4207211225000265e-09,4.0986401472764555e-07
1984,4.639206796497319e-09,4.7145940129666997e-07
1985,1.2031116103372597e-09,4.457528461898619e-07
1986,1.1988970927134801e-09,5.341086648513738e-07
1987,1.8332450557601021e-09,4.980315679858904e-07
1988,1.7989661427186832e-09,5.031108685216168e-07
1989,1.6464366536794728e-09,4.181949009307573e-07
1990,2.724325487424295e-09,4.7239802825060906e-07
1991,1.1722930404189924e-09,4.4312676550362085e-07
1992,1.65298330578878e-09,3.873490754813247e-07
1993,1.6617622278225497e-09,4.320581865613349e-07
1994,2.637463358823311e-09,4.6366605488401547e-07
1995,1.6267352465071383e-09,3.264315466822154e-07
1996,2.135236876199542e-09,5.012468591303332e-07
1997,2.3974471297094624e-09,3.7783769357702113e-07
1998,4.768129224785866e-10,3.847880236662604e-07
1999,1.8280804925385752e-09,4.0491983099855133e-07
2000,1.3254094488601709e-09,3.4504824952819035e-07
2001,3.06684819206815e-09,3.540019122283411e-07
2002,8.76244299341522e-10,3.9474807067563233e-07
2003,2.500153750695233e-09,3.6335566733214364e-07
2004,8.809582507929292e-10,3.422522922846838e-07
2005,9.007499190971657e-10,2.963467125027819e-07
2006,1.6471559671771274e-09,3.784340947277087e-07
2007,7.988958938831558e-10,4.345993716015073e-07
2008,8.514879357157668e-10,3.597536419874814e-07
2009,4.76819250749827e-10,3.8002494306965673e-07
