year,en_ADP arts_NOUN,en_ADP fard_NOUN
1800,5.345079756580162e-08,3.144164484325529e-09
1801,6.42919282256571e-08,2.3811825844433088e-09
1802,9.398928568771225e-08,0.0
1803,7.80135707145746e-08,0.0
1804,6.921182560404304e-08,0.0
1805,2.558589917711629e-08,0.0
1806,4.8988375134229045e-08,0.0
1807,4.27043254092041e-08,0.0
1808,4.5321479902327155e-09,0.0
1809,1.581321384946932e-08,0.0
1810,5.616304221689461e-08,4.680253518074551e-09
1811,3.7606150637969904e-08,0.0
1812,5.06769564090348e-08,0.0
1813,4.3136123117903935e-08,2.0130190847567064e-08
1814,9.440030979135372e-09,0.0
1815,2.6972236000233352e-08,5.394447111228828e-09
1816,8.57513455798653e-08,0.0
1817,2.1796228488746294e-08,0.0
1818,4.4108355412575406e-08,1.1921177378582115e-09
1819,9.212434237682032e-08,5.175524897538253e-09
1820,3.44127952800477e-08,0.0
1821,7.001656854299654e-08,0.0
1822,3.308453244699194e-08,0.0
1823,6.32491954366543e-08,9.882686891060644e-10
1824,3.1158117863583357e-08,0.0
1825,4.3146671568905504e-08,0.0
1826,8.807984186454121e-08,0.0
1827,3.686909327837995e-08,9.217273055917019e-10
1828,3.3937512911030865e-08,0.0
1829,3.686465693819585e-08,0.0
1830,3.131050774207722e-08,0.0
1831,3.741889442743229e-08,0.0
1832,5.276688019861808e-08,1.3529969367098715e-09
1833,4.51761508202253e-08,1.1583628500844156e-09
1834,2.4269779741459274e-08,0.0
1835,3.932805725526123e-08,0.0
1836,6.922372786100084e-08,6.720750067579218e-10
1837,3.89641890974346e-08,6.957890930081589e-10
1838,4.102905393210676e-08,0.0
1839,2.8665047335785232e-08,6.9914751765765e-10
1840,5.8601136720959346e-08,1.2739377330817092e-09
1841,3.2102741354123054e-08,0.0
1842,4.9641161403712886e-08,2.683306021822318e-09
1843,4.075768533784441e-08,4.134837805480629e-09
1844,5.1592476069117765e-08,4.9397050894128824e-09
1845,1.3392547348889394e-08,0.0
1846,3.981060747726417e-08,0.0
1847,1.5101026207275936e-08,0.0
1848,2.735375304041554e-08,0.0
1849,3.26797175986826e-08,8.379414939696517e-10
1850,3.6660578572877967e-08,0.0
1851,2.3217978650791338e-08,1.2898877521649865e-09
1852,4.9480144648228475e-08,3.906327261660181e-09
1853,2.926246556178569e-08,0.0
1854,4.0006617019194834e-08,2.5978321716024766e-09
1855,1.0083180512765466e-08,2.653468555990912e-09
1856,2.0708756043319454e-08,2.0708756931497874e-09
1857,1.3668224996266076e-08,0.0
1858,4.8447393652395476e-08,0.0
1859,3.5645212559387573e-08,7.638259802433822e-09
1860,3.249800525906288e-08,1.373155145145688e-09
1861,3.301174633651982e-08,2.357981809808507e-09
1862,5.0149648683772696e-08,9.035972525772706e-10
1863,3.9457503930862003e-08,0.0
1864,1.726102105692462e-08,0.0
1865,3.4830647810402127e-08,2.3534221238463715e-09
1866,2.7733993435141713e-08,0.0
1867,1.5043715606566366e-08,4.85281148598915e-10
1868,1.778354707937524e-08,0.0
1869,1.12320943657096e-08,9.767038289254515e-10
1870,2.5803219116937726e-08,0.0
1871,1.1683294776076991e-08,0.0
1872,1.8746751706544273e-08,0.0
1873,5.566984079274917e-08,0.0
1874,2.031367180022059e-08,0.0
1875,1.3731665304828056e-08,5.721527140956084e-10
1876,6.16693476285235e-08,0.0
1877,2.1028374708187414e-08,0.0
1878,2.5364172762110115e-08,0.0
1879,1.7717042943843353e-08,0.0
1880,2.7596738449986447e-08,0.0
1881,1.2550513517339823e-08,0.0
1882,2.5290463057103807e-08,0.0
1883,2.7805092117638708e-08,1.8958017378167824e-09
1884,1.914492120391742e-08,0.0
1885,3.931837805337679e-08,2.5782542767416317e-09
1886,4.130216729736347e-08,0.0
1887,4.178511875396751e-08,6.528924623161458e-10
1888,2.1558089979833994e-08,0.0
1889,2.6940088715399213e-08,6.265136742733546e-10
1890,4.194807196045147e-08,1.3108772956016423e-09
1891,5.0993758771156195e-08,6.374220040683554e-10
1892,4.701384459515623e-08,0.0
1893,2.5249507429325746e-08,0.0
1894,2.9617235108858608e-08,0.0
1895,4.6343330728504384e-08,3.0093072478365457e-09
1896,5.071444997284402e-08,1.7691086373616827e-09
1897,2.4472196047398143e-08,2.330685422435863e-09
1898,3.734514275599565e-08,2.8291773368493978e-09
1899,3.59292577911674e-08,1.6582735185011188e-09
1900,3.9971108201086736e-08,0.0
1901,3.297355899434251e-08,3.912117296778206e-09
1902,3.731815834129293e-08,6.38336894454028e-09
1903,4.104167294904926e-08,5.400220270956879e-10
1904,5.159640092955442e-08,0.0
1905,2.3223415412942927e-08,2.580379465655369e-09
1906,5.452835516450705e-08,0.0
1907,2.2114226339020604e-08,0.0
1908,5.549869519505535e-08,0.0
1909,3.6306490647231016e-08,0.0
1910,3.42025641142385e-08,0.0
1911,5.32037401912433e-08,0.0
1912,6.355493675780366e-08,5.209421227725386e-10
1913,2.0681660051202755e-08,0.0
1914,5.0895253012051e-08,0.0
1915,1.8849218963445935e-08,1.1780761921542648e-09
1916,4.944358011904626e-08,3.2962386153911893e-09
1917,3.728584374584898e-08,0.0
1918,6.776962369059447e-08,0.0
1919,2.1178050757519884e-08,0.0
1920,4.46761680983343e-08,0.0
1921,4.240738515903786e-08,1.5145494858259667e-09
1922,3.32007097370024e-08,2.951174193910333e-09
1923,3.6094222277682775e-08,3.1847844361720945e-09
1924,2.707241186783449e-08,5.156649773851996e-09
1925,3.849362140151413e-08,0.0
1926,3.566764272822098e-08,2.229227691330493e-09
1927,4.682674314970825e-08,2.2298449753321847e-09
1928,3.8848539829494655e-08,1.1426041224282812e-09
1929,3.3421218015305953e-08,0.0
1930,5.566909955234678e-08,6.302162347537887e-09
1931,2.3951248984133144e-08,0.0
1932,4.7126008873021874e-08,0.0
1933,5.850037565480193e-08,0.0
1934,5.990790441501304e-08,0.0
1935,6.582556189016486e-08,2.393656828303392e-09
1936,5.698615890281644e-08,2.424942913137329e-09
1937,5.791914281516597e-08,1.2591118148108649e-09
1938,3.889564470505036e-08,0.0
1939,3.8235125288110794e-08,1.5294050470515685e-09
1940,3.803674530900025e-08,0.0
1941,7.378756183840096e-08,0.0
1942,5.158160121254696e-08,0.0
1943,2.6129116870166058e-08,2.9032352077962287e-09
1944,3.855823393905666e-08,0.0
1945,2.6142048525912287e-08,4.357008087652048e-09
1946,4.315542145860718e-08,0.0
1947,3.457052732969146e-08,0.0
1948,2.3918153901902883e-08,1.0871887834440486e-09
1949,5.203014352694879e-08,9.817008317369869e-10
1950,1.0103593162114066e-07,0.0
1951,5.01085888338082e-08,0.0
1952,3.796129288691219e-08,0.0
1953,5.279175385730639e-08,1.0773827385790469e-09
1954,3.811289239763482e-08,6.840775057526116e-09
1955,3.566531070475776e-08,0.0
1956,3.7500909488841216e-08,0.0
1957,3.003912851795576e-08,1.7670075402875796e-09
1958,4.880623505343351e-08,8.272243445794913e-10
1959,4.960478516835565e-08,7.750747821333448e-10
1960,7.543708591128961e-08,6.920833350854139e-10
1961,4.446822099435366e-08,6.948159270159238e-10
1962,5.77118033362467e-08,0.0
1963,8.082566393952106e-08,0.0
1964,7.848319272252269e-08,1.2167936658258327e-09
1965,7.058936013493167e-08,5.472043373977442e-10
1966,6.979234279391733e-08,1.1078149508847446e-09
1967,7.543413310662217e-08,1.9721342336964653e-09
1968,7.051523109868896e-08,4.4914158503495116e-10
1969,1.2626086995370933e-07,1.3625273131978588e-09
1970,1.3106366436588246e-07,4.5987250119061684e-10
1971,1.3051529534902073e-07,1.0276794970565106e-09
1972,1.1132418914483466e-07,5.130146862875051e-10
1973,1.334195335322974e-07,5.513203782392395e-10
1974,1.5020276666888321e-07,0.0
1975,1.1765649432504688e-07,1.7134440533084216e-09
1976,1.2512623959182179e-07,2.285410749536254e-09
1977,1.569100801512846e-07,5.876781838942691e-10
1978,1.657425026113657e-07,2.970295565063452e-09
1979,2.0598946381955585e-07,5.851973350345929e-10
1980,2.0523393451377103e-07,5.685150683554241e-10
1981,1.5371085165805098e-07,0.0
1982,3.1720337467788795e-07,0.0
1983,2.1408921646592916e-07,0.0
1984,2.696539020963229e-07,5.799008495621649e-10
1985,3.326603521536242e-07,1.2031116103372597e-09
1986,4.5797868297725586e-07,0.0
1987,2.7804215485538464e-07,4.277571630240118e-09
1988,4.17360150439805e-07,1.1993107618124554e-09
1989,3.605696310415851e-07,1.0976244357863152e-09
1990,3.639698877844211e-07,1.6345953479657283e-09
1991,4.185086017738371e-07,1.7584396161396398e-09
1992,3.4051454278483106e-07,1.65298330578878e-09
1993,4.5975422180433156e-07,1.661762283333701e-09
1994,3.6502492362089356e-07,2.1099706426497278e-09
1995,5.232664950227672e-07,0.0
1996,3.9501881499148794e-07,5.338092190498855e-10
1997,4.909971869082597e-07,9.58978896292706e-10
1998,3.4425893347123093e-07,3.814503379828693e-09
