year,mon_DET art_NOUN,mon_DET fard_NOUN
1891,2.473197344698974e-07,1.2748440081367107e-09
1892,2.59516411027505e-07,2.5074049503359674e-09
1893,1.601188315270008e-07,0.0
1894,2.444997271311422e-07,0.0
1895,2.3773527324522092e-07,0.0
1896,2.8895442749643507e-07,5.307326134129653e-09
1897,2.0043894188859213e-07,2.913356778044829e-09
1898,2.3538756011021178e-07,0.0
1899,1.945707559514176e-07,1.6582735185011188e-09
1900,2.865461370404887e-07,0.0
1901,1.8666387813226493e-07,0.0
1902,1.58111137738004e-07,4.910283846193408e-10
1903,1.8684762626008933e-07,0.0
1904,2.6335663871890347e-07,0.0
1905,2.8590605971601235e-07,0.0
1906,2.2274319366744066e-07,1.0288369045596824e-09
1907,2.437707724567417e-07,2.057137349353866e-09
1908,2.971390353767589e-07,0.0
1909,2.9870340279014584e-07,0.0
1910,2.581224720632491e-07,4.809735720812114e-09
1911,2.5803814596159214e-07,0.0
1912,2.8599722057265353e-07,5.209421227725386e-10
1913,2.7893726706196276e-07,3.181793939432964e-09
1914,2.6586072987555553e-07,7.366418142140674e-09
1915,1.5786220675106932e-07,0.0
1916,1.6481193565454078e-07,1.0987462051303964e-09
1917,1.4037023632340606e-07,2.1932848870420685e-09
1918,2.51551639074421e-07,1.722956355365568e-08
1919,2.64265241689543e-07,1.8415696745321952e-09
1920,2.536697554234024e-07,6.815008557481406e-09
1921,3.7030735988707875e-07,6.058198054326169e-09
1922,3.6373221234953235e-07,2.951174193910333e-09
1923,4.235763229054612e-07,5.307974060286824e-09
1924,4.4733937354379805e-07,1.5469948877466777e-08
1925,3.629398790394589e-07,8.798542339150117e-09
1926,3.722810362205564e-07,0.0
1927,3.9245271787891056e-07,6.689535148041159e-09
1928,3.1535873912247325e-07,6.8556247345696875e-09
1929,3.364402623162732e-07,5.570203187588163e-09
1930,2.804462209127223e-07,1.0503603542488804e-09
1931,3.0110140603056834e-07,0.0
1932,2.88235798784342e-07,9.863583061431314e-09
1933,2.1794257887286506e-07,4.588264879146209e-09
1934,2.3963160522555427e-07,1.1981580172459871e-09
1935,1.9987034249879798e-07,1.196828414151696e-09
1936,3.0311786458625534e-07,3.6374143697059935e-09
1937,2.568588080009704e-07,0.0
1938,3.020894894234516e-07,9.075649898271365e-09
1939,2.278813466816132e-07,6.117620188206274e-09
1940,2.053984160532707e-07,1.0143131667916805e-08
1941,1.8299316550951517e-07,5.9030051957620344e-09
1942,4.3996070075991156e-07,6.068423541449874e-09
1943,3.8613026998035593e-07,0.0
1944,4.177142063355177e-07,6.4263723231761105e-09
1945,2.614204905881934e-07,2.178504043826024e-09
1946,4.5661221825810117e-07,2.7842208538686464e-09
1947,3.623944859754147e-07,2.3841741914054637e-09
1948,3.652954343458248e-07,2.174377566888097e-09
1949,3.0236385217818906e-07,6.8719057111366055e-09
1950,3.254420715137485e-07,1.3825969924496917e-08
1951,2.2495557194801563e-07,0.0
1952,3.026358683655417e-07,4.2179215675730575e-09
1953,2.6503616012973907e-07,0.0
1954,3.11743910685891e-07,1.9545072227344917e-09
1955,2.9189238981430776e-07,1.8771215692936494e-09
1956,2.607621301109475e-07,8.72114158667614e-10
1957,2.791871915874822e-07,3.534015080575159e-09
1958,3.788687443773142e-07,9.099467845885556e-09
1959,3.115800715214334e-07,3.100299128533379e-09
1960,3.820300129575571e-07,4.844583401109048e-09
1961,3.1544643341874234e-07,2.08444772553662e-09
1962,2.9743776686075307e-07,5.0735651235811474e-09
1963,3.4787365787991575e-07,5.819448034571906e-09
1964,2.7864575669056535e-07,3.6503808864551957e-09
1965,3.3105863650462197e-07,4.377634699181954e-09
1966,2.547974329303315e-07,4.985167278981351e-09
1967,3.32797643665117e-07,2.465167847631733e-09
1968,4.486924316537966e-07,6.737123747768692e-09
1969,3.024810566465419e-07,1.8167031212712459e-09
1970,3.021362200428257e-07,1.3796175035718505e-09
1971,3.858936494793852e-07,3.5968783507200897e-09
1972,3.175560800983135e-07,2.0520586896388693e-09
1973,2.651851085389012e-07,2.7566018356850464e-09
1974,1.9576989629399577e-07,2.2502286700643026e-09
1975,2.2103428554132165e-07,1.1422960355389478e-09
1976,2.3768272416901937e-07,2.285410749536254e-09
1977,2.4917554330983194e-07,4.7014254711541525e-09
1978,3.1485134366349143e-07,4.752473081737207e-09
1979,2.633388045403251e-07,3.5111840102075575e-09
1980,2.9051119554424076e-07,1.7055452605774235e-09
1981,2.0178503468137876e-07,1.2651099057237047e-09
1982,2.5388684132821027e-07,3.7245013739806154e-09
1983,2.1787839887821292e-07,1.89459470334441e-09
1984,2.783523997962334e-07,4.059305780401701e-09
1985,2.5927055524732623e-07,1.2031116103372597e-09
1986,2.9372979781783215e-07,1.1988970927134801e-09
1987,2.9454136196704894e-07,1.2221633705067347e-09
1988,2.968294241512126e-07,1.1993107618124554e-09
1989,2.612346099439833e-07,3.841685636274406e-09
1990,2.1522171467225348e-07,1.6345953479657283e-09
1991,2.9776243160029026e-07,1.7584396161396398e-09
1992,3.0910786819049463e-07,1.1019888335184191e-09
1993,2.6975940770057605e-07,1.6617622278225497e-09
1994,2.600538779873318e-07,2.1099706426497278e-09
1995,2.808829542289004e-07,5.422450821690461e-10
1996,2.717088918302579e-07,2.6690460952494277e-09
1997,2.3111391556085437e-07,4.79489448146353e-10
1998,2.884718135476305e-07,1.43043876743576e-09
1999,2.4084960426051794e-07,2.285100608734325e-09
2000,2.845212327962088e-07,4.418031274155965e-09
2001,2.655014377239695e-07,2.6287270971092624e-09
2002,2.7251198098099394e-07,2.190610748353805e-09
2003,3.4043759544744034e-07,2.0834615144238455e-09
2004,3.1274018574833917e-07,3.0833539332864035e-09
2005,2.9904896070576115e-07,2.251874686720612e-09
2006,3.6731578312299007e-07,1.6471559671771274e-09
2007,2.9319479377676316e-07,2.3966877371606188e-09
2008,3.039811904415046e-07,8.514879357157668e-10
2009,3.037338682787549e-07,3.814554005998616e-09
2010,2.8909613192240613e-07,5.668551850135373e-09
2011,2.9826981240432815e-07,3.059177577924288e-09
2012,3.516593185537431e-07,3.4042526575461807e-09
2013,4.144639937919692e-07,1.0877587330870853e-08
2014,4.592909359502073e-07,9.527958380606272e-09
2015,3.936637762436135e-07,9.309616369468365e-09
2016,4.3870981514260166e-07,8.078226532148847e-09
2017,3.5470120884895096e-07,9.056201122348284e-09
2018,4.210372130941664e-07,1.0325866828253538e-08
2019,4.497391330460232e-07,9.18355591572606e-09
