year,en_ADP âne_NOUN,en_ADP ane_NOUN,en_ADP fans_NOUN
1800,6.288328968651058e-09,0.0,1.3457023513296917e-06
1801,2.1430643926123594e-08,9.524730337773235e-09,1.1858289390431764e-06
1802,2.6854081625060644e-08,4.475680270843441e-09,1.5083042512742395e-06
1803,2.145373123596528e-08,2.9255089017965474e-08,1.2618694977817313e-06
1804,1.4831105232815389e-08,0.0,1.8563600505672184e-06
1805,8.528632911009026e-09,0.0,1.8364990346242394e-06
1806,5.76333825108577e-09,2.881669125542885e-09,1.7174748556669783e-06
1807,1.7081731584767113e-08,2.8469551160981155e-09,2.0298789280559504e-06
1808,1.1330369531492579e-08,1.3596443526608937e-08,1.5590588589020626e-06
1809,2.25903047379461e-08,4.518061036407062e-09,1.6445742652138051e-06
1810,7.956430891908894e-08,2.3401266702194334e-08,1.3783346233253724e-06
1811,1.7549536934780008e-08,3.7606150637969904e-08,1.3237365870111262e-06
1812,4.000812481308458e-08,6.134578978134186e-08,1.480300532819001e-06
1813,4.3136125782439194e-08,4.6011867427253605e-08,1.79446279346962e-06
1814,0.0,0.0,1.1485371906871933e-06
1815,5.664169577812572e-08,2.697223555614414e-09,1.3701896222073628e-06
1816,2.3176038865813098e-09,0.0,1.5875586711899814e-06
1817,3.89218364205135e-08,4.670620223912181e-09,1.203463130039495e-06
1818,5.126106117359086e-08,1.1921177378582115e-09,1.3613984783944488e-06
1819,5.4860564091541164e-08,3.105315005136333e-09,1.1489665023844964e-06
1820,1.6613073583471305e-08,1.0679833017945839e-08,1.529589425786071e-06
1821,3.944595405869222e-08,4.9307441463142254e-09,1.0492623765401277e-06
1822,2.4061478143266868e-08,7.017931125119503e-09,1.3544606929372094e-06
1823,1.3835761869529506e-08,9.882686891060644e-10,1.0327407977683833e-06
1824,1.0105335235266466e-08,8.421112696055388e-10,1.0147441251717737e-06
1825,8.453225319726698e-08,1.7610886082763955e-09,1.0610558884849297e-06
1826,4.315912249808207e-08,1.0569581432307018e-08,7.627714424529586e-07
1827,1.1982455028203276e-08,5.530363889061363e-09,1.2406449947377496e-06
1828,2.7516904310687096e-08,1.8344602503717056e-09,1.3409904973116227e-06
1829,3.429270378774163e-08,5.143905634774626e-09,1.0845067777154327e-06
1830,2.7135772739939057e-08,2.0873671680021744e-09,1.0770815066507566e-06
1831,4.677361609140007e-09,1.5591206103948707e-09,1.0789114774922837e-06
1832,2.0294953273491956e-08,1.3529969367098715e-09,1.0079827568176825e-06
1833,5.79181431703546e-08,3.4750886612755494e-09,9.753414982327513e-07
1834,3.080395316601425e-08,4.667265462998671e-09,1.142546615540141e-06
1835,4.235329242874286e-08,2.2689263801112247e-09,1.0444624152228243e-06
1836,1.008112526790228e-08,2.688300027031687e-09,8.656326322409313e-07
1837,2.0177884252348122e-08,1.3915781860163179e-09,6.97876474831105e-07
1838,3.7241754569095065e-08,8.205810475558906e-09,6.482590073630945e-07
1839,1.5381244722334486e-08,5.593180252283503e-09,6.250378881134111e-07
1840,2.6115722917552375e-08,2.547875410652267e-09,5.490671712848894e-07
1841,5.778493683550323e-09,3.2102742686390684e-09,4.796149664088034e-07
1842,1.2074877098200432e-08,2.683306021822318e-09,3.401090467036738e-07
1843,2.4809025944705354e-08,0.0,2.717178952948984e-07
1844,6.147188713612195e-08,2.7442806360689076e-09,3.007731637083566e-07
1845,1.674068350610014e-08,2.790113973194508e-09,1.445279012024514e-07
1846,5.327596142024049e-08,5.854501550217606e-09,2.0724935367866237e-07
1847,2.6426796750911308e-08,2.6966118227278457e-09,9.977463655275187e-08
1848,2.574470947536156e-08,2.4135665133151463e-09,8.527935335678194e-08
1849,6.116972883773997e-08,2.513824481908955e-09,8.379414850878675e-08
1850,2.1045888587423178e-08,1.3577992064028876e-08,1.093028334508972e-07
1851,2.644269869733762e-08,1.9348316282474798e-09,1.1866967275508955e-07
1852,1.7578472011337e-08,3.906327261660181e-09,1.4453411445458642e-07
1853,1.911018188138769e-08,2.9859659189668264e-09,6.867721635828161e-08
1854,7.79349651480743e-09,1.558699391779328e-09,1.574286336847308e-07
1855,1.539011762474729e-08,2.653468555990912e-09,1.0720012610931917e-07
1856,2.692138423299184e-08,1.5531567143511893e-09,7.972871163275386e-08
1857,3.124165814938351e-08,4.881509085841174e-10,1.4790972580058792e-07
1858,1.9085335978274998e-08,3.4255731584664773e-09,7.732008433514181e-08
1859,1.782260738991681e-08,2.5460866748261424e-09,7.587337957914997e-08
1860,3.9363783344015246e-08,4.577183909670879e-10,5.8587954709921064e-08
1861,4.197207559286653e-08,2.357981809808507e-09,3.914249957492899e-08
1862,3.7499287230957634e-08,3.162590411776023e-09,5.692662702339035e-08
1863,2.6970951694238465e-08,9.989241656072068e-10,6.99246927027275e-08
1864,4.890622662401256e-08,1.4863656416785886e-08,8.390773986732825e-08
1865,2.58876440284439e-08,2.3534221793575227e-09,6.118897744045171e-08
1866,2.3354942868536455e-08,2.4328064562872953e-09,5.0115813055029435e-08
1867,1.6984840200962026e-08,6.308654931785895e-09,6.40571080623431e-08
1868,1.2349684830326169e-08,7.903798504571569e-09,8.69417857707333e-08
1869,2.0510780629479086e-08,6.348574888015435e-09,6.202069391392229e-08
1870,2.1789386295267832e-08,2.2936195165357276e-09,3.039045948227681e-08
1871,2.6552942955504477e-08,3.18635318130589e-09,3.5049885438454e-08
1872,1.5118347462816928e-08,2.4189357183956872e-09,5.321658713697275e-08
1873,2.5141218884527916e-08,2.9930022349411445e-09,4.070483106133338e-08
1874,4.540703102406951e-08,1.792382742227261e-09,4.540702835953425e-08
1875,2.7463329388410784e-08,2.2886108563824337e-09,6.122034079680816e-08
1876,2.0556450763820067e-08,3.627608879952504e-09,5.018192350547679e-08
1877,4.391219476929109e-08,1.1751150053029846e-08,3.2779525871440285e-08
1878,4.287753085918666e-08,4.8312708278430705e-09,4.468925718370542e-08
1879,2.1993571408529533e-08,6.10932526790009e-10,6.41479134255718e-08
