year,ton_DET art_NOUN,ton_DET phare_NOUN
1999,4.4787970221449314e-08,1.3710603485872497e-09
2000,6.008522879241696e-08,2.2090157481002848e-09
2001,8.324302136486494e-08,1.7524847129024579e-09
2002,8.543381557757357e-08,8.76244299341522e-10
2003,5.792023016759629e-08,1.2500768753476166e-09
2004,7.840528359892573e-08,4.404791198453495e-09
2005,7.025849280140051e-08,0.0
2006,7.535738788533308e-08,5.353256948836815e-09
2007,7.230007925684845e-08,1.5977917877663117e-09
2008,7.833689097402896e-08,2.554463834902876e-09
2009,7.533744095233885e-08,1.907277002999308e-09
2010,7.274641022902983e-08,4.723793023408973e-09
2011,6.730190538206671e-08,2.2943831279320648e-09
2012,9.804247835809576e-08,3.063827413996023e-09
2013,1.0738131361875958e-07,6.4149877077035455e-09
2014,1.2343037236739463e-07,8.878325463701486e-09
2015,1.241282230335372e-07,5.984753498333717e-09
2016,1.4872221498762883e-07,8.699628351038768e-09
2017,9.30776167251679e-08,1.0817128970330714e-08
2018,1.1771488384049178e-07,5.162933192082164e-09
2019,1.410696228720809e-07,8.4182593118598e-09
