year,ton_DET art_NOUN,ton_DET phare_NOUN
1800,2.924072983745418e-07,3.144164484325529e-09
1801,3.166972817325586e-07,0.0
1802,1.2755688771903806e-07,0.0
1803,2.2038833602522345e-07,0.0
1804,3.930243153149604e-07,0.0
1805,2.4448748425776046e-07,0.0
1806,5.042921031872538e-07,2.881669125542885e-09
1807,1.6797034518845066e-07,0.0
1808,4.328201370640272e-07,0.0
1809,2.7560172810581207e-07,0.0
1810,3.299578850146645e-07,0.0
1811,3.68540277406737e-07,0.0
1812,8.268345208506389e-08,0.0
1813,3.795978926746102e-07,0.0
1814,2.2341407124315538e-07,0.0
1815,7.552225866902518e-08,0.0
1816,7.879853569647821e-08,0.0
1817,2.0706415870819228e-07,0.0
1818,1.5497531258290564e-07,0.0
1819,1.9977526655168276e-07,1.035105001712111e-09
1820,2.741157132390981e-07,5.933240565525466e-09
1821,1.863821275094324e-07,0.0
1822,2.2156611123591574e-07,1.0025615893027862e-09
1823,1.6009952830131624e-07,0.0
1824,2.2905426000363605e-07,5.052667617633233e-09
1825,2.3334424592569292e-07,0.0
1826,1.770404884915422e-07,1.7615968683770689e-09
1827,1.1890282447524214e-07,0.0
1828,1.164882235116238e-07,0.0
1829,1.3888545602469549e-07,8.57317605795771e-10
1830,1.3463518122591722e-07,1.0436835840010872e-09
1831,1.07579318786577e-07,4.677361609140007e-09
1832,1.5965364452696917e-07,4.464889880040346e-08
1833,2.0039677350869312e-07,1.1583628500844156e-09
1834,1.3721760616647316e-07,4.667265462998671e-09
1835,1.3084142125308063e-07,6.806779140333674e-09
1836,1.801161051417921e-07,2.016224964762614e-09
1837,1.287209822065094e-07,2.7831563720326358e-09
1838,1.6032891592132614e-07,5.049729523420865e-09
1839,9.088917840571753e-08,1.3982950353153e-09
1840,1.1656529996795228e-07,2.5478754661634184e-09
1841,1.8619590314017387e-07,1.2841097074556274e-09
1842,1.093447177247242e-07,3.3541325272778977e-09
1843,1.264079002583074e-07,4.13483786099178e-09
1844,1.1141779476808722e-07,1.6465683816413446e-09
1845,1.2611314748056657e-07,2.7901139176833567e-09
1846,9.191566885391467e-08,5.854501328173001e-10
1847,5.878613684728862e-08,2.1572894581822766e-09
1848,4.746680815070903e-08,4.022610855525244e-09
1849,1.0139092232464009e-07,1.0055298149680425e-08
1850,1.3238541907156787e-07,6.788996032014438e-10
1851,9.222697094912746e-08,6.449438760824933e-10
1852,9.244974674693651e-08,2.6042181744401205e-09
1853,7.524634249023165e-08,0.0
1854,9.404152412351152e-08,0.0
1855,1.0348527368364557e-07,3.1841622671890946e-09
1856,5.798452090699513e-08,5.694908267184218e-09
1857,1.4742157805613942e-07,3.417056471111124e-09
1858,1.0668213468179033e-07,4.893676019968041e-10
1859,1.2730433596175317e-07,2.036869339860914e-09
1860,9.291683156220643e-08,2.288591982591015e-09
1861,1.0799556859897308e-07,8.488735048217677e-09
1862,9.894390110010143e-08,4.517986429419807e-09
1863,1.0139080242055343e-07,2.497310414018017e-09
1864,1.2274503613518561e-07,2.397363974004918e-09
1865,7.436814275507686e-08,9.41368871743009e-10
1866,9.098696462928046e-08,0.0
1867,5.7263173758315133e-08,0.0
1868,8.051994437874299e-08,0.0
1869,8.79033474898705e-08,9.767038289254515e-10
1870,6.020750875634917e-08,0.0
1871,8.39073006630997e-08,1.8056001360733376e-08
1872,5.442605210959073e-08,1.0280476914203973e-08
1873,5.3275439504396616e-08,1.1972008939764578e-09
1874,7.16953081347782e-08,6.572070221366744e-09
1875,8.58229067257632e-08,2.860763570478042e-09
1876,1.1245587683283986e-07,1.813804439976252e-09
1877,1.0514187565036082e-07,8.658742500777805e-09
1878,7.126124373924014e-08,4.22736201599605e-09
1879,4.948553522510224e-08,9.774920428640144e-09
1880,1.2835692508872398e-07,6.417846254436199e-09
1881,9.064260009239433e-08,5.578006168072136e-09
1882,9.583754589925775e-08,1.9966155395678697e-09
1883,1.1311616826548132e-07,5.055471263837319e-09
1884,6.535679908381553e-08,1.9805090900604227e-09
1885,4.705314010644557e-08,1.933690763067375e-09
1886,1.2132512189344524e-07,6.453463874400711e-10
1887,8.487602265461192e-08,4.570247291724172e-09
1888,6.530833296380933e-08,2.53624587998047e-09
1889,8.771191151168978e-08,2.5060546970934183e-09
1890,6.816561853861813e-08,0.0
1891,8.605197043820567e-08,3.1871101313640793e-09
1892,7.271474666836752e-08,1.0029619579299265e-08
1893,7.328515805316016e-08,1.847525021858587e-09
1894,5.230277633216929e-08,0.0
1895,5.356566989966893e-08,1.2037228991346183e-09
1896,7.72510810875815e-08,1.0024949259612725e-08
1897,7.8660629565519e-08,1.1653427112179315e-09
1898,6.959776321924238e-08,5.6583548957434e-10
1899,5.306475436839264e-08,0.0
1900,8.980521659651686e-08,0.0
1901,5.924063112283662e-08,1.1177477832191585e-09
1902,6.874397462386383e-08,2.9461704187383475e-09
1903,8.100330184390714e-08,0.0
1904,5.643356626450213e-08,1.6123875568041512e-09
1905,7.844354055208669e-08,5.160759042333041e-10
1906,6.73888178037707e-08,3.600929110447737e-09
1907,6.737124813582795e-08,5.142843373384665e-10
1908,1.0019233775970804e-07,9.822778146428846e-10
1909,7.811396462997777e-08,1.1001967115120692e-09
1910,9.138497814031865e-08,5.344150677544235e-10
1911,7.395320145153761e-08,5.320374141248863e-10
1912,5.886645970676341e-08,5.209421227725386e-10
1913,1.0712039216764779e-07,1.060597942803554e-09
1914,6.964613341597925e-08,1.138446426018902e-08
1915,5.536958258556268e-08,0.0
1916,4.614734194774428e-08,1.2086208478478966e-08
1917,7.676497215669542e-08,1.0966424435210342e-09
1918,1.0452602516863863e-07,0.0
1919,1.3903850493157677e-07,3.6831393490643904e-09
1920,9.541011802838284e-08,2.2716695191604686e-09
1921,1.453967461984007e-07,1.5145494858259667e-09
1922,8.263287981646883e-08,0.0
1923,1.6879356934396128e-07,3.1847844361720945e-09
1924,1.4180786578332771e-07,5.156649773851996e-09
1925,8.908524251616257e-08,4.399271169575059e-09
1926,1.3598288861604857e-07,1.1146138456652466e-09
1927,1.0257287130777115e-07,1.1149224876660924e-09
1928,8.912312088327212e-08,1.1426041224282812e-09
1929,9.246536936124983e-08,4.4561625500705304e-09
1930,8.402882478719675e-08,1.0503603542488804e-09
1931,6.615106951102234e-08,1.1405356659111021e-09
1932,8.548438534816682e-08,0.0
1933,4.5882648125328274e-08,0.0
1934,5.391711255242626e-08,0.0
1935,5.864459051707627e-08,0.0
1936,6.668592744674129e-08,1.2124714565686645e-09
1937,8.561960496145105e-08,0.0
1938,9.464606520737107e-08,0.0
1939,4.129393804674919e-08,1.5294050470515685e-09
1940,4.05725257834888e-08,2.5357829169792012e-09
1941,8.854507882460894e-08,0.0
1942,9.102635112334667e-08,0.0
1943,9.000029432826295e-08,8.709705845433291e-09
1944,8.03296504869877e-08,0.0
1945,9.367567210816219e-08,2.178504043826024e-09
1946,7.517396394263187e-08,2.7842208538686464e-09
1947,5.1259744004994445e-08,1.1920870957027319e-09
1948,7.50160236151487e-08,2.174377566888097e-09
1949,5.595694796411976e-08,0.0
1950,1.1698897939282915e-07,2.1270722960764488e-09
1951,6.716683209617713e-08,2.1322803522849654e-09
1952,6.748674286072287e-08,0.0
1953,6.14108174312733e-08,5.386913581872932e-09
1954,7.818029157391493e-08,3.9090144454689835e-09
1955,4.5050918551226005e-08,1.8771215692936494e-09
1956,8.023449904470681e-08,5.232684952005684e-09
1957,7.156380599226964e-08,1.7670075402875796e-09
1958,7.85863135122078e-08,2.481673033738474e-09
1959,5.8130607105688625e-08,4.650448914844674e-09
1960,7.543708435697738e-08,4.844583401109048e-09
1961,7.642975075050629e-08,3.474079635079619e-09
1962,7.800606605101734e-08,1.2683912808952869e-09
1963,8.341208612705486e-08,4.526237162849611e-09
1964,6.50984610661709e-08,4.258777885901566e-09
1965,9.411914803081345e-08,1.0944086747954884e-09
1966,6.646889727512928e-08,2.215629901769489e-09
1967,9.416940738304902e-08,2.4651677366094304e-09
1968,1.1003968580780565e-07,3.143991039733507e-09
1969,7.720988026704845e-08,4.087582022860303e-09
1970,6.944074648629339e-08,1.3796175035718505e-09
1971,8.68389200547881e-08,2.0553589941130213e-09
1972,7.643918831234942e-08,4.6171320100540925e-09
1973,6.781240990960669e-08,1.102640756478479e-09
1974,5.45680457486597e-08,5.625571675160757e-10
1975,5.140332115516344e-08,2.8557400888473694e-09
1976,5.942067782260807e-08,3.428116124304381e-09
1977,5.289103621741731e-08,1.1753563677885381e-09
1978,6.534650753842186e-08,6.534650598410963e-09
1979,4.857137991809424e-08,3.5111840102075575e-09
1980,5.969408412020982e-08,5.685150683554241e-10
1981,6.452060508088664e-08,3.162774764309262e-09
1982,7.200702611953602e-08,6.207502289967692e-10
1983,6.189009904566944e-08,3.789189628733425e-09
1984,6.610869629497529e-08,4.639206796497319e-09
1985,6.196024626703434e-08,3.609334831011779e-09
1986,4.8555334031252784e-08,1.7983456390702202e-09
1987,3.972031037413615e-08,1.8332451112712533e-09
1988,6.536243479793313e-08,1.798966087207532e-09
1989,6.585746525900049e-08,3.841685636274406e-09
1990,5.612110332009479e-08,2.724325431913144e-09
1991,7.971592363986701e-08,2.344586080837985e-09
1992,5.509944034365333e-08,4.407955389584828e-09
1993,4.92989451483794e-08,2.2156829704300662e-09
1994,4.747434001473039e-08,3.692448680148175e-09
1995,7.211859487377126e-08,2.168980273165033e-09
1996,6.832757737385009e-08,5.871901187504136e-09
1997,5.8497714561234204e-08,1.917957792585412e-09
1998,6.723062084823539e-08,1.43043876743576e-09
