year,ancien_ADJ art_NOUN,ancien_ADJ phare_NOUN
1858,7.73200792281159e-07,1.9085335978274998e-08
1859,4.4607438076660344e-07,1.6804172275897145e-08
1860,2.425907448255771e-07,1.968189086709593e-08
1861,2.3013903494017995e-07,6.6023493339173456e-09
1862,1.5225614236058505e-07,2.1686334505943705e-08
1863,3.7559549959098604e-07,8.490855130105501e-09
1864,4.2625130269868805e-07,1.6302074357099627e-08
1865,5.780004723732191e-07,1.2708479601997169e-08
1866,2.9290990133379324e-07,7.298419202328432e-09
1867,3.3824096945522797e-07,8.73506067478047e-09
1868,7.059079848437122e-07,8.39778580008499e-09
1869,5.718601089332864e-07,1.2208798194635051e-08
1870,4.713387973254157e-07,1.490852596930381e-08
1871,4.896362852946368e-07,1.911811864374613e-08
1872,4.5838830642352946e-07,1.5118347462816928e-08
1873,1.8915774546712782e-07,8.97900703789034e-09
1874,9.917850929408445e-08,8.364453130127458e-09
1875,2.523193389780687e-07,1.4303817408301e-08
1876,1.8924025813049639e-07,6.04601479992084e-09
1877,4.2056748927876697e-07,1.2988113695655557e-08
1878,1.5037330736156207e-07,1.388990406026025e-08
1879,1.9061094480576912e-07,2.6270098985037293e-08
1880,2.7019132509131794e-07,1.6044616302224313e-08
1881,4.0161642811398224e-07,3.555978822511463e-08
1882,1.8235755616657912e-07,8.652000893505374e-09
1883,4.354024554231728e-07,3.033282780506852e-08
1884,2.528449885019768e-07,3.1688145440966764e-08
1885,4.31213035168021e-07,1.9981470977814553e-08
1886,4.304460503590235e-07,9.680196200179125e-09
1887,4.6420655408496714e-07,3.917354773896875e-09
1888,3.544403632815829e-07,8.242799331981132e-09
1889,2.706539135033381e-07,9.397705447167226e-09
1890,6.5478322552881e-07,5.898947996740844e-09
1891,5.214112057672082e-07,1.6572972327821844e-08
1892,4.795412096303409e-07,4.513329066035965e-08
1893,6.084515594695361e-07,2.9560400349737392e-08
1894,3.314609708926497e-07,2.3945849747519787e-08
1895,4.869059031520351e-07,2.828748724148511e-08
1896,3.408482691091841e-07,7.66613794667137e-09
1897,5.733486139192223e-07,5.7684463428131494e-08
1898,4.006115252863651e-07,2.319925584970406e-08
1899,4.842158691786835e-07,1.0502398950507086e-08
1900,3.6493103472423627e-07,3.322274011452464e-08
1901,4.538055986547107e-07,2.4031577727789966e-08
1902,5.254003978549804e-07,7.365425602756659e-09
1903,5.54602609170729e-07,1.4580595175672784e-08
1904,5.138141538907348e-07,1.2361637935498493e-08
1905,6.5386819736446e-07,2.012696076469922e-08
1906,6.718305241015798e-07,3.395161785046952e-08
1907,7.235980745701198e-07,2.777135388321028e-08
1908,4.6609083348414515e-07,1.7189861090116665e-08
1909,4.3017690432023414e-07,2.6404721686912325e-08
1910,6.07629913496055e-07,1.7635697346918278e-08
1911,4.692570048092648e-07,7.980560989828689e-09
1912,7.652639597566235e-07,8.8560158095774e-09
1913,5.127991187237058e-07,4.772690687104841e-09
1914,4.968983930986326e-07,4.419850752057641e-08
1915,4.995043152433709e-07,2.3561523843085297e-09
1916,4.142273253293638e-07,8.789969641043172e-09
1917,8.038389003317548e-07,5.483212217605171e-09
1918,4.962114523721084e-07,4.594550517822427e-09
1919,4.999861680232698e-07,1.749491218561161e-08
1920,4.210160895468107e-07,5.300562211374427e-09
1921,5.43723275292507e-07,4.543648568500203e-09
1922,5.946616115082293e-07,1.1066903393697203e-08
1923,4.872720187343305e-07,7.431163684401554e-09
1924,5.453156921575442e-07,7.734974771800296e-09
1925,5.8180362705329e-07,6.598906754362588e-09
1926,5.706823067441746e-07,8.916910765321973e-09
1927,3.857631698522823e-07,7.804457524684949e-09
1928,4.0676705526099255e-07,1.2568645679778001e-08
1929,5.547922443671638e-07,2.0052731031228177e-08
1930,5.031226149032619e-07,1.155396367469308e-08
1931,5.588624691910127e-07,7.983749661377715e-09
1932,3.309779996740758e-07,5.479768305782784e-09
1933,4.0376731647029374e-07,1.0323596200123575e-08
1934,6.58986920143434e-07,2.516131836216573e-08
1935,2.214132575062422e-07,4.787313656606784e-09
1936,4.95900836838814e-07,1.33371855781661e-08
1937,3.412192892682242e-07,2.1404900518717795e-08
1938,8.181050326072636e-07,3.889564337278273e-09
1939,8.396433628377054e-07,2.9058695893979802e-08
1940,3.068297402819553e-07,0.0
1941,3.9254985262360265e-07,1.7709015587286103e-08
1942,4.672686209072907e-07,3.034211770724937e-09
1943,7.345185251139696e-07,1.7419411690866582e-08
1944,3.341713643578714e-07,3.2131861615880553e-09
1945,8.387240413298969e-07,0.0
1946,5.735495225422937e-07,9.744772988540262e-09
1947,2.121915092523352e-07,4.7683483828109274e-09
1948,3.5659791719488965e-07,5.435944139264848e-09
1949,2.699677147388613e-07,6.871905600114303e-09
1950,4.50939339202705e-07,3.190608444114673e-09
1951,3.8807500857274135e-07,1.1727541715522705e-08
1952,5.557111444343121e-07,1.8980646387944944e-08
1953,2.3702420071103347e-07,1.7238123040108633e-08
1954,2.5701770467456697e-07,7.818028890937967e-09
1955,2.121147337774687e-07,1.970977647758332e-08
1956,3.8198599305871994e-07,2.1802853744645745e-08
1957,1.9790485183968087e-07,1.236905244894615e-08
1958,2.473400744773535e-07,2.2335057359157418e-08
1959,2.627503568053413e-07,9.30089749662244e-09
1960,3.2735541410922053e-07,8.305000243069571e-09
1961,1.1811870969102856e-06,9.72742331128984e-09
1962,1.3635205675655016e-07,6.976152100435229e-09
1963,2.2178563341412882e-07,1.0345685086399214e-08
1964,1.5027401517597738e-07,6.6923653285755336e-09
1965,2.604692627139471e-07,3.830430195250756e-09
1966,1.3958468692010229e-07,7.200797402795445e-09
1967,2.6377295625490405e-07,1.9721342336964653e-09
1968,2.2412165173735232e-07,3.5931326802796093e-09
1969,2.675095237547609e-07,8.629339853793994e-09
1970,1.5819614629375423e-07,5.058597457585634e-09
1971,1.587764779653611e-07,4.624557625731995e-09
1972,1.903284527204896e-07,1.3851396807318395e-08
1973,1.9075684498659484e-07,4.961883570686609e-09
1974,2.4865026154730074e-07,8.438357679274588e-09
1975,2.690107199221359e-07,2.8557400888473694e-09
1976,3.073877508086298e-07,5.142174241967723e-09
1977,2.456494874181203e-07,6.4644601893704134e-09
1978,1.6336626806889853e-07,6.534650598410963e-09
1979,3.0488782309934237e-07,3.511183899185255e-09
1980,4.047827388831138e-07,2.8425752862659692e-09
1981,1.2651098796334637e-07,3.795329828193417e-09
1982,1.6325731344579708e-07,6.828252629986764e-09
1983,4.0796941058740543e-07,9.472973849788957e-09
1984,1.6817124315338106e-07,7.538711099819295e-09
1985,2.670907850443882e-07,3.0077789148208467e-09
1986,1.6904449395838128e-07,7.1933827783254856e-09
1987,1.52159336519464e-07,3.6664902225425067e-09
1988,1.6190695184548076e-07,4.7972429917386705e-09
1989,5.768016425600209e-07,4.390497632122958e-09
1990,1.8089521625075378e-07,3.2691906959314565e-09
1991,2.0808202094713124e-07,1.1722930404189924e-09
1992,1.6309434869299366e-07,8.264915862810085e-09
1993,2.0938204414733264e-07,1.0524493998520512e-08
1994,1.3187316305618424e-07,1.1077346151466827e-08
1995,2.667845819814829e-07,1.0844901310314015e-08
1996,2.396803393533986e-07,1.1743803041142087e-08
1997,2.805013227247244e-07,6.7128524960935465e-09
1998,1.2540179739062296e-07,1.0489884516573511e-08
1999,1.9469056589116462e-07,1.0511462811280126e-08
2000,1.6921060297381274e-07,4.418031274155965e-09
2001,2.795213163153676e-07,5.257454249729676e-09
2002,5.691206581559527e-07,1.5772397332636245e-08
2003,5.20865370390311e-07,7.500461363108002e-09
2004,2.0085848007056484e-07,1.2773894941808805e-08
2005,4.773974541238957e-07,9.90824944313573e-09
2006,8.482852908997529e-08,1.153009171472874e-08
2007,7.34984206829381e-08,9.98619853476157e-09
2008,9.06834670411083e-08,2.000996654483167e-08
2009,2.2982687997163964e-07,1.3827758715834193e-08
2010,1.1384341469522496e-07,2.0784689080954877e-08
2011,6.080115300122202e-08,4.474047088365296e-08
2012,6.740420310791251e-08,3.642550427951363e-08
2013,1.7153119635793246e-07,3.43062392382798e-08
2014,1.132960899874469e-06,2.273717392142771e-08
2015,1.1364382315193211e-06,3.324862996034739e-08
2016,1.7146552977465035e-06,3.148437000000115e-08
2017,2.488945797018971e-06,2.1382696502314502e-08
2018,2.029807323111754e-06,2.4523934216702514e-08
2019,2.232879616315131e-06,3.4183235630980136e-08
