year,son_DET enfant_NOUN,son_DET fanfan_NOUN
1850,6.339564620816418e-06,6.788996032014438e-10
1851,5.11504988054412e-06,6.449438760824933e-10
1852,6.837375018164948e-06,0.0
1853,6.1295907585190434e-06,5.971931837933653e-10
1854,6.084123167937605e-06,5.195664454227256e-10
1855,7.761926099192351e-06,0.0
1856,6.651652785905071e-06,0.0
1857,6.597847473699403e-06,0.0
1858,7.552410082212191e-06,9.787352039936081e-10
1859,7.2038977663169135e-06,5.092173349652285e-10
1860,6.9275679734914775e-06,0.0
1861,7.364920612928927e-06,0.0
1862,6.980740586470802e-06,4.517986262886353e-10
1863,7.0633925552954224e-06,0.0
1864,7.264971770837292e-06,0.0
1865,6.980250162769153e-06,0.0
1866,6.9154957174077936e-06,3.8924903300596725e-09
1867,7.131691710071664e-06,4.85281148598915e-10
1868,6.407510429795593e-06,1.4819622196071691e-09
1869,7.4014617936768445e-06,9.767038289254515e-10
1870,6.619385736428285e-06,0.0
1871,5.899002054832181e-06,3.18635318130589e-09
1872,6.551082623929005e-06,1.2094678591978436e-09
1873,6.461891793207997e-06,1.1972008939764578e-09
1874,6.414937885779182e-06,0.0
1875,6.794313691216303e-06,5.721527140956084e-10
1876,7.035142722600085e-06,1.209202959984168e-09
1877,6.354898246740959e-06,6.184815992682502e-10
1878,6.264950627610233e-06,0.0
1879,6.860772309380536e-06,0.0
1880,6.43709979186724e-06,0.0
1881,7.240949031483979e-06,1.3945015142624584e-09
1882,6.833749289114621e-06,1.9966155395678697e-09
1883,5.989469478606679e-06,6.319338941018771e-10
1884,6.3977043680552015e-06,1.3203393933736152e-09
1885,6.144624585147085e-06,0.0
1886,5.880396209079208e-06,6.453463874400711e-10
1887,6.030767568887541e-06,0.0
1888,5.827024928350966e-06,0.0
1889,5.8015167816449775e-06,6.265136742733546e-10
1890,5.878629185218642e-06,3.2771931834929546e-09
1891,5.9618082275392226e-06,0.0
1892,5.587752102798049e-06,0.0
1893,5.496386854986213e-06,1.847525021858587e-09
1894,5.260524844175052e-06,0.0
1895,5.4125399522320095e-06,2.4074457982692365e-09
1896,5.264277707084375e-06,0.0
1897,5.742808866671112e-06,1.1653427112179315e-09
1898,5.7602054930327995e-06,1.6975064687230201e-09
1899,5.444111820906983e-06,1.1055156790007459e-09
1900,5.665515402597521e-06,1.5573159428683425e-09
1901,5.687100909312903e-06,2.235495566438317e-09
1902,5.395910939398618e-06,7.365425602756659e-09
1903,5.611368898428282e-06,0.0
1904,5.4982415491622305e-06,0.0
1905,5.3419016410316544e-06,0.0
1906,5.3072552290700514e-06,5.144184522798412e-10
1907,5.723984706662577e-06,5.142843373384665e-10
1908,6.039044038175234e-06,0.0
1909,5.485580935271628e-06,0.0
1910,5.703277601298851e-06,0.0
1911,5.628955747738473e-06,0.0
1912,5.436551884230312e-06,1.5628263128064646e-09
1913,5.68268384881776e-06,5.30298971401777e-10
1914,5.7357608049812825e-06,1.3393487430235496e-09
1915,4.124444533459837e-06,0.0
1916,3.875277897691376e-06,0.0
1917,4.76600798648974e-06,0.0
1918,4.337255674613516e-06,0.0
1919,4.785318783007142e-06,0.0
1920,5.048407047070214e-06,0.0
1921,5.167642807890616e-06,0.0
1922,4.735896567353848e-06,7.377935484775833e-10
1923,5.4205029869081045e-06,2.1231896241147297e-09
1924,4.7827926294985446e-06,0.0
1925,5.196639243365553e-06,0.0
1926,4.8898109632489195e-06,0.0
1927,5.756344705787342e-06,0.0
1928,5.056023297811407e-06,0.0
1929,4.567566641355825e-06,0.0
1930,4.960852166391305e-06,0.0
1931,4.453791561331855e-06,3.4216069977333063e-09
1932,3.8763882379555525e-06,2.1919073223131136e-09
1933,4.105349880489939e-06,0.0
1934,4.04018888389146e-06,0.0
1935,4.1900963765328925e-06,1.196828414151696e-09
1936,3.968419090227826e-06,1.2124714565686645e-09
1937,4.0631536251112266e-06,0.0
1938,4.706373069041092e-06,0.0
1939,3.821983106888638e-06,9.176430282309411e-09
1940,3.867069128915546e-06,0.0
1941,4.447914250249596e-06,0.0
1942,3.923235972536077e-06,0.0
1943,4.520337249402928e-06,2.9032352077962287e-09
1944,4.710530770779542e-06,0.0
1945,4.333044721249735e-06,0.0
1946,4.046865100804098e-06,0.0
1947,3.863554390193258e-06,0.0
1948,4.0530398592864e-06,0.0
1949,3.6990487828347796e-06,0.0
1950,4.076534189323411e-06,0.0
1951,4.261362285262749e-06,0.0
1952,3.85518038825694e-06,0.0
1953,3.889351845032252e-06,0.0
1954,3.8523338190543654e-06,0.0
1955,3.641615919036667e-06,1.8771215692936494e-09
1956,4.248068105283664e-06,8.72114158667614e-10
1957,3.7540074835362702e-06,1.7670075402875796e-09
1958,3.549619769671608e-06,0.0
1959,3.6862556314076755e-06,0.0
1960,3.4749504997932945e-06,3.460416619915918e-09
1961,4.086212271658951e-06,3.47407969059077e-09
1962,3.819126067838852e-06,6.341956404476434e-10
1963,3.940412813818739e-06,0.0
1964,4.0586154916866235e-06,6.083968329129164e-10
1965,3.679949085011458e-06,0.0
1966,4.155967992858223e-06,0.0
1967,3.88510441595713e-06,9.860671168482327e-10
1968,3.941217524783269e-06,4.4914158503495116e-10
1969,3.368621779742398e-06,9.083515606356229e-10
1970,3.779692107741539e-06,2.2993624781975086e-09
1971,3.984313327265454e-06,1.541519245584766e-09
1972,3.844019122567488e-06,2.0520587451500205e-09
1973,3.8923218852460195e-06,0.0
1974,3.557048955826758e-06,0.0
1975,4.145392502152845e-06,0.0
1976,4.045748582370834e-06,0.0
1977,3.8775004540525515e-06,0.0
1978,4.3621761918188895e-06,5.940591352171509e-10
1979,4.490804510481894e-06,0.0
1980,4.481035670522715e-06,0.0
1981,4.522135562012863e-06,0.0
1982,4.33656108000946e-06,6.207502289967692e-10
1983,4.372724639267744e-06,0.0
1984,4.597453823862452e-06,5.799008495621649e-10
1985,4.610925223857976e-06,0.0
1986,4.6619114577595155e-06,0.0
1987,4.6106115085819965e-06,0.0
1988,4.655124534735933e-06,5.996553809062277e-10
1989,4.513431711927751e-06,0.0
1990,4.514207386563385e-06,5.44865097484859e-10
1991,5.268285136139639e-06,0.0
1992,4.8680358801789225e-06,0.0
1993,4.902198433853755e-06,5.539207426075166e-10
1994,4.985333312390594e-06,5.274926606624319e-10
1995,5.171933398884221e-06,0.0
1996,5.215316029705264e-06,0.0
1997,5.320415095155795e-06,0.0
1998,5.6282999310042214e-06,4.768129224785866e-10
1999,5.839803044693781e-06,4.570201161957499e-10
2000,5.7019113874900995e-06,2.2090156370779823e-09
2001,5.635114501245653e-06,0.0
2002,6.098222051775792e-06,0.0
2003,5.897862514814278e-06,2.083461403401543e-09
2004,6.383863873082873e-06,4.404791253964646e-10
2005,6.194907779644154e-06,0.0
2006,6.306960059987432e-06,0.0
2007,7.324277603970586e-06,0.0
2008,7.418588531038495e-06,1.2772318758180745e-09
2009,8.321449755044341e-06,0.0
2010,9.44475164033065e-06,2.3618964561933353e-09
2011,9.686503261718826e-06,3.82397197240536e-10
2012,1.1057012528681298e-05,3.404252713057332e-10
2013,1.0859179553790455e-05,2.789125042035323e-10
2014,1.053056014654885e-05,2.1654451842767486e-10
2015,1.0839275020657624e-05,0.0
2016,1.1462381962701329e-05,8.285360175719347e-10
2017,1.1087557311384444e-05,0.0
2018,1.117103892056548e-05,2.5814667070633845e-10
2019,1.142816981314354e-05,7.65296326310505e-10
