year,en_ADP os_NOUN,en_ADP fosses_NOUN
1846,5.632030024571577e-07,8.781752214304106e-09
1847,6.358610562529066e-07,1.0247124926365814e-08
1848,4.738635652756784e-07,3.620349886546137e-08
1849,6.234284910533461e-07,1.0893239199560867e-08
1850,5.607710704680358e-07,5.431196825611551e-09
1851,4.849977699450392e-07,1.4188765717904062e-08
1852,5.240988798504986e-07,7.161600201754936e-09
1853,5.840549306412868e-07,1.851298847554972e-08
1854,5.756796213063353e-07,2.961528799971802e-08
1855,7.169671789597487e-07,1.2736649068756378e-08
1856,5.896818606743182e-07,2.5885945831305435e-08
1857,1.0446429996591178e-06,8.78671624349181e-09
1858,6.342203846543271e-07,2.3489644007668176e-08
1859,6.925355933162791e-07,3.3099126994784456e-08
1860,1.3466075188262039e-06,3.066713105681629e-08
1861,7.696452826166933e-07,1.6034276129062164e-08
1862,7.662504799554881e-07,1.2198563048571032e-08
1863,9.100199349632021e-07,2.097740825490746e-08
1864,1.2792334018740803e-06,4.1234660130839984e-08
1865,1.4708888329550973e-06,3.95374932793402e-08
1866,1.6144103938131593e-06,1.6056523222118813e-08
1867,1.7868052282210556e-06,2.426405742994575e-08
1868,1.891477722892887e-06,3.112120694481746e-08
1869,1.260924591406365e-06,1.70923168951731e-08
1870,1.7953307178686373e-06,1.6628741050794815e-08
1871,1.2352429621387273e-06,3.292564798584863e-08
1872,1.782755589374574e-06,1.4513614310374123e-08
1873,2.064572981907986e-06,3.1725821969530443e-08
1874,1.7983574025492999e-06,2.0313670745508716e-08
1875,1.916711653393577e-06,4.291145216939185e-08
1876,2.0629001937777502e-06,7.315677663655151e-08
1877,1.9092526599706616e-06,2.040989244278535e-08
1878,1.9518333829182666e-06,2.3552445327368332e-08
1879,1.9195499589841347e-06,1.710611030603104e-08
1880,1.634625391488953e-06,2.631317030932223e-08
1881,1.981586592592066e-06,2.091752193678076e-08
1882,1.451539446861716e-06,1.8635077481121698e-08
1883,2.0809582110814517e-06,3.4124429504345244e-08
1884,1.7375666629959596e-06,3.895001299270007e-08
1885,1.6913347735680873e-06,4.447488777259423e-08
1886,1.7714758087095106e-06,2.8395241713496944e-08
1887,1.6929501498452737e-06,1.2404957061562527e-08
1888,2.4303576537931804e-06,1.9655905347804037e-08
1889,1.9603612599894404e-06,3.821733329800736e-08
1890,1.46162813052797e-06,9.176140736144589e-09
1891,1.4412111113415449e-06,2.6134301833735663e-08
1892,1.853599087553448e-06,2.7581453565517222e-08
1893,1.7884041199067724e-06,5.480990594719515e-08
1894,1.7833356196206296e-06,3.0247388593807045e-08
1895,1.5913216202534386e-06,2.1065151400989635e-08
1896,1.3616239584735013e-06,3.538217541176891e-08
1897,1.5236855688272044e-06,2.0976168357833558e-08
1898,1.4841864413028816e-06,2.0370077180587032e-08
1899,1.4493310800389736e-06,2.65323762960179e-08
1900,1.8064864661937463e-06,3.1665425836990835e-08
1901,1.459778559365077e-06,2.459045056468767e-08
1902,1.4377311572388862e-06,2.258730624760119e-08
1903,1.72645036400354e-06,1.83607493653426e-08
1904,1.5914265532046556e-06,3.278521276683932e-08
1905,1.4604947864427231e-06,5.5736197879241445e-08
1906,1.8668246184461168e-06,5.2985100751357095e-08
1907,1.940394895427744e-06,3.5485619775954547e-08
1908,2.131051815013052e-06,4.322022562064376e-08
1909,1.4412577229450108e-06,2.4204327431220918e-08
1910,1.7742580666890717e-06,3.313373397872965e-08
1911,1.6152655462065013e-06,2.7133907565257687e-08
1912,1.5742871255497448e-06,5.3136098188133474e-08
1913,1.6083968148450367e-06,3.4999732889673396e-08
1914,1.6286480786220636e-06,3.9510787530616653e-08
1915,2.628288029882242e-06,4.7123048574349014e-08
1916,9.11959375571314e-07,2.7468654906215306e-08
1917,1.1854705235236906e-06,3.947912929902486e-08
1918,1.0027606549556367e-06,2.2972752589112133e-08
1919,1.5091663954081014e-06,1.8415697411455767e-08
1920,1.2925800092489226e-06,2.4988365154854364e-08
1921,1.58724787979736e-06,2.9533714140939082e-08
1922,1.3804117315885378e-06,4.426761179843197e-08
1923,1.8471749854143127e-06,2.9724654737606215e-08
1924,1.562464831295074e-06,3.867487308184536e-08
1925,1.5947357496770564e-06,3.959344141435395e-08
1926,2.298333811268094e-06,4.56991671171636e-08
1927,2.244338929813239e-06,3.6792442870137165e-08
1928,1.814455345083843e-06,6.512843242489907e-08
1929,1.4972706594562624e-06,3.4535258208734376e-08
1930,1.6627204786345828e-06,2.10072066408884e-08
1931,1.6400903177782311e-06,2.737285598186645e-08
1932,1.604476210559369e-06,3.835837958376942e-08
1933,1.584098413331958e-06,1.605892663292252e-08
1934,1.6510617797393934e-06,1.4377896206951846e-08
1935,1.3943050589659833e-06,4.0692164304800826e-08
1936,1.487702434133098e-06,4.364897421282876e-08
1937,1.6204769508476602e-06,2.7700460591972842e-08
1938,1.5869422895775642e-06,3.630260181353151e-08
1939,1.838344815041637e-06,6.882322622914216e-08
1940,1.6482589444422047e-06,9.382397081481031e-08
1941,1.3931091871199897e-06,4.132103725851266e-08
1942,1.2743689694616478e-06,5.76500234217292e-08
1943,1.669360244704876e-06,3.774205836748479e-08
1944,1.7319073322141776e-06,3.855823393905666e-08
1945,1.6099145341286203e-06,4.7927088075994106e-08
1946,1.3489550383383175e-06,1.9489545977080525e-08
1947,1.1050647117372137e-06,2.1457568166738383e-08
1948,1.6818810308905086e-06,1.9569398546082084e-08
1949,1.218290776705544e-06,3.043272656100271e-08
1950,1.3102765024086693e-06,1.914365022059883e-08
1951,1.4904640011081938e-06,3.0918066329377325e-08
1952,1.6270632841042243e-06,3.057992969957013e-08
1953,1.6160740869963774e-06,4.201792691560513e-08
1954,1.3603370234704926e-06,3.0294863506696856e-08
1955,1.6969179341685958e-06,2.7218263198847126e-08
1956,1.3953826965007465e-06,2.703553825256222e-08
1957,1.729900418467878e-06,2.03205861026845e-08
1958,1.5030666418169858e-06,2.9780077070995503e-08
1959,1.4470646192421555e-06,2.7902691712711203e-08
1960,1.4928237987987814e-06,2.145458388724819e-08
1961,1.2847146990679903e-06,2.779263752472616e-08
1962,1.4466002085100627e-06,1.7123282347597524e-08
1963,1.5596120874761255e-06,3.427008365974871e-08
1964,1.1669051218632376e-06,2.068549243006146e-08
1965,1.4916789723429247e-06,1.9699356812452606e-08
1966,1.5581417756038718e-06,2.7141465963609335e-08
1967,1.3967641052659019e-06,2.465167803222812e-08
1968,1.371678422401601e-06,1.3474247495537384e-08
1969,1.8117071931555984e-06,3.0429777808649305e-08
1970,1.222800960931636e-06,1.5175793066646293e-08
1971,1.7599011243873974e-06,1.6956711590410123e-08
1972,1.5575126326439204e-06,2.205963234302999e-08
1973,1.1406818885006942e-06,3.3079221140042137e-08
1974,1.7388641708748764e-06,4.444201451292429e-08
1975,1.2902233947897912e-06,3.940921189382607e-08
1976,1.7266278291572235e-06,4.513686135965145e-08
1977,1.6167026615221403e-06,3.937443793233797e-08
1978,2.081583261315245e-06,4.039602075067705e-08
1979,1.7778295386960963e-06,4.037861600636461e-08
1980,1.6083291711765924e-06,3.411090432337005e-08
1981,1.7300377521678456e-06,2.6567308353264707e-08
1982,1.5655321021768032e-06,3.1658260013500694e-08
1983,1.5497785170737188e-06,2.841892232652299e-08
1984,1.8377057813268038e-06,3.943325666000419e-08
1985,1.6422472981503233e-06,5.7147801157952927e-08
1986,1.8061384707834804e-06,4.076250093021372e-08
1987,1.6627532204438467e-06,3.177624918748734e-08
1988,1.8031637409876566e-06,3.537966719591168e-08
1989,1.5630172356395633e-06,4.610022585893603e-08
1990,1.671101244937745e-06,2.7243254763220648e-08
1991,1.4284390772445477e-06,3.3996499837485317e-08
1992,1.8645650925463997e-06,4.7385519508225116e-08
1993,1.60249271630164e-06,3.37891670199042e-08
1994,1.7618255014895112e-06,5.591422080897246e-08
1995,1.6858399476404884e-06,3.524592884218691e-08
1996,1.672958092058252e-06,3.3629980578098184e-08
1997,1.7808238226280082e-06,2.4933450859521145e-08
1998,1.567284130032931e-06,3.337690301918883e-08
1999,1.5643798860764946e-06,3.7475651026852574e-08
2000,1.7544002730573993e-06,4.1971297548570874e-08
2001,1.42038891226548e-06,3.7240301509200435e-08
2002,1.5364943237727857e-06,2.541108479192644e-08
2003,1.513426354904368e-06,3.083523125724241e-08
2004,1.4469738971456536e-06,2.2904915297772277e-08
2005,1.4461539876720053e-06,3.1075870765562286e-08
2006,1.469674884901906e-06,2.2236605445868918e-08
2007,1.6013867707442841e-06,4.753430715709328e-08
2008,1.9469271137495525e-06,2.682186917013496e-08
2009,1.8090522644342855e-06,3.099325240896178e-08
2010,1.752527168719098e-06,1.369900015646408e-08
2011,1.8171514284404111e-06,1.3766299211681599e-08
2012,1.9441686163190752e-06,1.191488419038933e-08
2013,1.9507140223140595e-06,8.367375237128272e-09
2014,1.99026067093655e-06,1.0827226226695075e-08
2015,2.0600850803020876e-06,9.087958829923082e-09
2016,1.974815631911042e-06,1.1806638333666797e-08
2017,1.9020537820324535e-06,9.30776167251679e-09
2018,2.1023465706093702e-06,1.3681773936013997e-08
2019,1.9823726233880734e-06,5.3570743396846865e-09
