year,ton_DET or_NOUN,ton_DET for_NOUN
1929,6.684243802901335e-08,0.0
1930,3.676261295382233e-08,6.302162347537887e-09
1931,3.307553342324354e-08,6.843213995466613e-09
1932,3.6166470818166374e-08,0.0
1933,2.1794258397989097e-08,3.4411986593596566e-09
1934,3.5944742293736454e-08,1.1981580172459871e-09
1935,2.393656917121234e-08,3.590485242455088e-09
1936,3.273672799508631e-08,1.2124714565686645e-09
1937,5.9178256517355976e-08,2.5182236296217297e-09
1938,2.2040865133021725e-08,0.0
1939,2.2941076593951948e-08,1.5294050470515685e-09
1940,1.7750480196809804e-08,2.028626333583361e-08
1941,3.8369532440185594e-08,0.0
1942,4.551317811518629e-08,6.068423541449874e-09
1943,4.6451763546784264e-08,2.9032352077962287e-09
1944,5.1410978585408884e-08,6.4263723231761105e-09
1945,3.267756198965799e-08,4.357008087652048e-09
1946,3.619487021211398e-08,4.1763312808029696e-09
1947,5.8412266579210836e-08,2.3841741914054637e-09
1948,3.4790040626120344e-08,1.0871887834440486e-09
1949,4.908504047662632e-08,3.9268033269479474e-09
1950,4.4668516441248585e-08,1.3825969702452312e-08
1951,3.731490771929913e-08,1.0661401761424827e-09
1952,6.537778207693634e-08,8.435843135146115e-09
1953,4.5250076685654506e-08,3.232148326759443e-09
1954,4.1044653009691956e-08,1.2704297169818801e-08
1955,1.970977603349411e-08,9.385607846468247e-10
1956,5.145473469525541e-08,1.744228317335228e-09
1957,3.0922632010543794e-08,3.534015080575159e-09
1958,4.9633462229081715e-08,0.0
1959,4.5729413145068065e-08,7.750747821333448e-10
1960,4.913791784577626e-08,4.152500121534786e-09
1961,4.933192965239641e-08,6.25334317660986e-09
1962,3.805173776072479e-08,2.5367825617905737e-09
1963,5.8841084893401785e-08,2.5864212993553792e-09
1964,4.258777996923868e-08,6.083968440151466e-09
1965,5.143720827049947e-08,7.660860390501512e-09
1966,6.979234001835977e-08,7.200797291773142e-09
1967,5.078245596257247e-08,4.437302081328198e-09
1968,5.749012288447375e-08,2.245707841908029e-09
1969,3.996746922307892e-08,4.995933444718048e-09
1970,4.3228016055607554e-08,3.219107425067591e-09
1971,4.8300937471879024e-08,9.762954888969944e-09
1972,3.231992473651246e-08,4.6171320100540925e-09
1973,3.6387143520499876e-08,3.3079223804577396e-09
1974,3.037808715689039e-08,3.937900228123681e-09
1975,2.8557400000295274e-08,4.569184142155791e-09
1976,3.199574982737374e-08,7.998937512354587e-09
1977,2.11564152863275e-08,5.876781838942691e-10
1978,4.514849250014663e-08,5.940591130126904e-09
1979,3.043026175486574e-08,9.948355028654987e-09
1980,2.5014662785594055e-08,7.390696055153967e-09
1981,2.8464972379182996e-08,4.427884725544118e-09
1982,4.034876344150007e-08,1.2415004135846175e-08
1983,2.336666926616715e-08,5.68378455412244e-09
1984,2.7255340206977507e-08,4.639206796497319e-09
1985,2.8874678426049627e-08,1.8046674155058895e-09
1986,2.997242765090391e-08,1.1988970927134801e-09
1987,1.772136820621384e-08,5.49973533381376e-09
1988,2.518552633112847e-08,7.195864348830128e-09
1989,2.6342985570693145e-08,5.488121956886971e-09
1990,2.9967581305356816e-08,7.628111475810329e-09
1991,2.930732689865323e-08,9.37834432335194e-09
1992,2.6998725921600908e-08,6.060938417817852e-09
1993,3.3235243224183364e-08,6.093128224193833e-09
1994,2.7429619020580276e-08,7.912389854425328e-09
1995,3.416143945500494e-08,7.591431483433553e-09
1996,2.882569782869382e-08,7.473328622609188e-09
1997,3.787966806889642e-08,1.054876808126437e-08
1998,2.8608776236893618e-08,7.152193948201102e-09
1999,3.0620348590026936e-08,5.941261704833778e-09
2000,3.7995070645280293e-08,9.277866475088103e-09
2001,3.242096580091669e-08,1.0514908055370142e-08
2002,3.1106672349068276e-08,1.5334276071143904e-08
2003,2.9585152550026805e-08,1.1667384391955693e-08
2004,3.611928783842089e-08,6.607186797680242e-09
2005,3.693074512867156e-08,1.3511249008502091e-08
2006,2.5119128999051554e-08,1.1118302722934459e-08
2007,2.95591473520318e-08,1.5977917655618512e-08
2008,4.470311798510096e-08,1.2772319202269955e-08
2009,3.385416791346074e-08,1.7165493915172192e-08
2010,5.385123991175078e-08,2.5036102968556406e-08
2011,5.238841427335217e-08,1.0324724186716594e-08
2012,6.434037702618411e-08,1.7702113552786614e-08
2013,7.558528691831157e-08,2.5102124823206395e-08
2014,7.622367403925523e-08,2.3170263929728208e-08
2015,8.156997455266435e-08,1.5959342292148904e-08
2016,8.451067357029274e-08,2.0299133041135065e-08
2017,1.1471187910672143e-07,3.2199825028556006e-08
2018,8.131620088391855e-08,2.1942467398616827e-08
2019,7.219295605764842e-08,3.826481531632453e-08
