year,en_ADP oie_NOUN,en_ADP foie_NOUN
1853,1.791579506971175e-08,4.180352064508952e-09
1854,7.79349651480743e-09,2.0782657816909023e-09
1855,1.0083180512765466e-08,4.776243400783642e-09
1856,1.3978411317339123e-08,2.0708756931497874e-09
1857,1.4156376515472857e-08,9.763018171682347e-10
1858,1.5659763041853125e-08,2.446837954472869e-09
1859,2.036869339860914e-09,5.092173349652285e-09
1860,4.57718396518203e-09,8.696649622663699e-09
1861,7.073945706981277e-09,3.3011746669586728e-09
1862,1.490935469528054e-08,2.7107918409985388e-09
1863,3.9956967790022446e-08,4.495158911765884e-09
1864,1.4384183844029508e-09,4.794727948009836e-10
1865,1.3179164426446732e-08,1.3179164426446732e-08
1866,1.702964580463373e-08,2.4328065117984465e-09
1867,1.4073153309368536e-08,4.367530337390235e-09
1868,1.2349685274415378e-08,4.939874287401835e-09
1869,2.24641887314192e-08,6.836926913500463e-09
1870,9.17447806614291e-09,4.013834153937523e-09
1871,2.2304472935275044e-08,1.0621177271019633e-09
1872,7.256807155187062e-09,4.8378714367913744e-09
1873,2.5141218329416404e-08,3.7711828326791874e-08
1874,1.1949218503559678e-08,8.961913877669758e-09
1875,9.7265964171811e-09,9.154443425529735e-09
1876,2.1161051577678336e-08,4.836811839936672e-09
1877,2.2265337129567797e-08,4.9478527941460015e-09
1878,2.1740719446938783e-08,6.039088673581716e-10
1879,1.5273313280772527e-08,4.887460214320072e-09
1880,1.6044615858135103e-08,1.7969969512421358e-08
1881,2.1614772693911988e-08,3.4862537301449947e-09
1882,3.327692410515226e-08,3.3276925659464496e-09
1883,8.847074184359371e-09,1.8958017378167824e-09
1884,1.4523733327109767e-08,4.621187876807653e-09
1885,1.546952527187173e-08,1.4180398244523218e-08
1886,2.0005737511041843e-08,1.2906927748801422e-09
1887,2.0239665943222462e-08,6.528924623161458e-10
1888,3.1703073499755874e-09,8.242799331981132e-09
1889,1.3783300722991498e-08,2.5060546970934183e-09
1890,7.865263995654459e-09,6.554386478008212e-10
1891,1.0836173736095134e-08,1.912266012205066e-09
1892,7.522214628963297e-09,4.387958441043338e-09
1893,1.2932674486876294e-08,7.390099865389743e-09
1894,8.192001077489408e-09,5.041231432301174e-09
1895,9.629783193076946e-09,3.0093072478365457e-09
1896,2.94851448812139e-09,1.3563166312291486e-08
1897,8.740070001067579e-09,2.9133566670225264e-09
1898,3.960848538042683e-09,5.6583546736987955e-09
1899,7.738609753005221e-09,5.527578395003729e-10
1900,8.30568502863116e-09,3.1146317747143826e-09
1901,1.620734302321125e-08,6.706486532781497e-09
1902,7.365425880312415e-09,5.892340670943241e-09
1903,9.1803746826713e-09,9.180374460626695e-09
1904,4.837162670412454e-09,7.524475265086039e-09
1905,1.4450125374043665e-08,5.160759153355343e-09
1906,1.0288368990085672e-08,5.658602919567102e-09
1907,1.2342823652033985e-08,1.1828539980829333e-08
1908,1.7680999775393502e-08,1.4243028312321826e-08
1909,5.500983557560346e-10,2.750491778780173e-09
1910,1.4963622119168463e-08,5.878565967343263e-09
1911,5.3203743632934675e-09,5.852411777418354e-09
1912,9.376957876838787e-09,5.2094213387476884e-09
1913,1.0075680734189518e-08,3.712092910834741e-09
1914,6.696743604095445e-09,4.0180461735594974e-09
1915,1.6493066468115103e-08,1.1780761921542648e-09
1916,1.0987462051303964e-09,4.394984820521586e-09
1917,1.315970976634162e-08,0.0
1918,4.594550517822427e-09,3.44591288836682e-09
1919,8.287063479883727e-09,1.8415696745321952e-09
1920,1.0601124866838063e-08,3.028892692213958e-09
1921,5.300923255902035e-09,4.5436484574779e-09
1922,3.6889677978990676e-09,8.115729421831475e-09
1923,7.431163684401554e-09,1.0615948120573648e-08
1924,9.024137215263295e-09,6.4458122173149945e-09
1925,1.2097995494286806e-08,2.1996355847875293e-09
1926,2.229227691330493e-09,4.458455382660986e-09
1927,1.0034302277972529e-08,5.574612327308159e-09
1928,2.2852082337543322e-08,1.1426041335305115e-08
1929,6.684243603061191e-09,1.1140405931087116e-08
1930,1.3654684494213143e-08,4.201441416995522e-09
1931,1.1405356659111021e-08,9.124285327288817e-09
1932,5.4797681947604815e-09,6.575721855917038e-09
1933,1.1470662641954732e-08,9.176529536247813e-09
1934,1.3179738189705859e-08,7.188948103475923e-09
1935,2.393656828303392e-09,1.795242710045386e-08
1936,2.424942913137329e-09,2.424943001955171e-08
1937,5.0364472592434595e-09,8.813782592653752e-09
1938,9.075650453382877e-09,1.4261735792331365e-08
1939,1.3764645423464117e-08,9.176430282309411e-09
1940,1.2678914806940611e-08,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,5.806470415592457e-09,3.193558839598154e-08
1944,3.2131861615880553e-09,0.0
1945,8.714016175304096e-09,4.357008087652048e-09
1946,2.7842208538686464e-09,0.0
1947,2.3841741914054637e-09,1.1920871401116528e-08
1948,3.2615663503321457e-09,1.6307831529616124e-08
1949,9.817008539414473e-09,8.835307596655184e-09
1950,8.508289184305795e-09,1.0635361036293034e-08
1951,5.330700769690111e-09,9.595261474260042e-09
1952,3.1634410646574906e-09,1.1599284199803606e-08
1953,3.232148326759443e-09,1.1851209791302608e-08
1954,4.886268278880834e-09,7.818028890937967e-09
1955,3.754243138587299e-09,1.407841176970237e-08
1956,9.593255967388359e-09,6.976913269340912e-09
1957,1.5903067307476704e-08,2.6505113659425206e-09
1958,9.099467679352102e-09,1.2408365557270429e-08
1959,3.100299128533379e-09,6.200598479111363e-09
1960,8.997083078554624e-09,6.228750015768725e-09
1961,8.33779090214648e-09,8.337791124191085e-09
1962,8.24454354786397e-09,5.0735651235811474e-09
1963,1.0345685197421517e-08,2.5864212993553792e-09
1964,4.867174663303331e-09,1.5209921211400967e-08
1965,2.73602163147757e-09,9.84967779560364e-09
1966,3.323444985880997e-08,8.862519940144864e-09
1967,1.7256174267288316e-08,2.1200442679170095e-08
1968,1.4372530721118437e-08,4.491415850349512e-09
1969,9.083515217778171e-09,2.180043701116574e-08
1970,1.3796175091229657e-08,1.4715920038099739e-08
1971,1.6956711590410123e-08,9.249115473508596e-09
1972,1.1799337673590315e-08,6.156176013405457e-09
1973,1.047508757512361e-08,1.4334329778709076e-08
1974,1.4626486743996026e-08,9.563471792262135e-09
1975,1.4849848462006321e-08,3.4268881066168433e-09
1976,9.141642998145016e-09,1.2569759455516305e-08
1977,1.1753563455840776e-08,6.464460078348111e-09
1978,2.1386129422928946e-08,1.0099005298691566e-08
1979,1.2289143924704149e-08,1.345953837272873e-08
1980,8.527726080842513e-09,4.548120602354544e-09
1981,9.48832401537203e-09,9.488324403950088e-09
1982,1.1173504455008754e-08,4.345251602977385e-09
1983,8.209910973278056e-09,7.578379146444547e-09
1984,8.69851302098823e-09,3.3054348591576854e-08
1985,4.812446441349039e-09,8.421781050316213e-09
1986,1.1988970816112499e-08,7.792831269171074e-09
1987,9.777306964053878e-09,1.099947066762752e-08
1988,5.99655392008458e-09,1.3192418657492766e-08
1989,6.585746614717891e-09,4.390497632122958e-09
1990,1.0897301727652575e-08,7.628111475810329e-09
1991,4.68917216167597e-09,7.619904984768056e-09
1992,8.264916362410446e-09,7.162927584403178e-09
1993,4.4313659408601325e-09,1.3294098266669607e-08
1994,9.494867947434926e-09,3.6924485691258724e-09
1995,7.591431483433553e-09,3.253470381991974e-09
1996,8.007138063703678e-09,5.3380921904988554e-09
1997,1.054876808126437e-08,1.2946214877906925e-08
1998,7.629006759657386e-09,1.001307092796111e-08
1999,6.8553016596695215e-09,4.113180906983871e-09
2000,1.060327570190367e-08,9.277866475088103e-09
2001,5.695575122643959e-09,6.571817839917671e-09
2002,1.3581786362237835e-08,1.0076809331405201e-08
2003,1.1250691767106247e-08,3.333538334260311e-09
2004,9.690541008522402e-09,3.9643119897903034e-09
2005,8.557123898356167e-09,6.7556242822064405e-09
2006,1.1530091548195287e-08,7.823990788580204e-09
2007,1.0385647009059085e-08,5.192823337996089e-09
2008,1.1920831433087642e-08,1.4901038708492464e-08
2009,8.105927484791664e-09,1.0966842545201416e-08
2010,4.251413721068076e-09,7.558068837454357e-09
2011,7.647943611743813e-09,1.7972668631127675e-08
2012,1.1234033758800166e-08,1.5319137958158535e-08
2013,9.483025031897796e-09,1.8966050674418256e-08
2014,9.094869662940042e-09,1.4725027419615344e-08
2015,1.2634479421014255e-08,1.3521109565317602e-08
2016,1.0356700386182638e-08,1.4499380140975404e-08
2017,1.1068689659277098e-08,1.0062445376934903e-08
2018,1.290733386838383e-08,1.0067719991013746e-08
2019,8.163161147045628e-09,1.0714148679369373e-08
