year,mon_DET enfant_NOUN,mon_DET fanfan_NOUN
1800,5.304205444645049e-06,1.8864987794131594e-08
1801,5.500531813140697e-06,0.0
1802,3.5335495169874775e-06,2.0140561218795483e-08
1803,3.879224749425703e-06,1.950339223455444e-09
1804,6.219176782451541e-06,0.0
1805,3.4768395380524453e-06,0.0
1806,5.970818278910883e-06,0.0
1807,3.3935704664145305e-06,0.0
1808,2.2774044623474765e-06,0.0
1809,3.7161051977818715e-06,0.0
1810,5.1318978080416855e-06,2.3401266702194334e-08
1811,3.351961595399189e-06,0.0
1812,2.7392227650580026e-06,0.0
1813,4.32511552617143e-06,0.0
1814,2.3914746236641804e-06,0.0
1815,2.036403813576726e-06,0.0
1816,2.3639559572075086e-06,0.0
1817,2.7868034635503136e-06,1.556873407970727e-09
1818,4.643298552764463e-06,0.0
1819,3.0908234975868254e-06,0.0
1820,4.331265529344819e-06,1.1866481131050932e-09
1821,6.790620659558044e-06,0.0
1822,4.8734519850768265e-06,1.2030739071633434e-08
1823,5.4068181043476216e-06,0.0
1824,3.412234889310639e-06,0.0
1825,3.7264634897837823e-06,8.805443041381977e-10
1826,2.6450376822140242e-06,2.642395191543301e-09
1827,2.6306096572170645e-06,3.963427452902124e-08
1828,3.634065649293916e-06,0.0
1829,2.7974274132702703e-06,0.0
1830,3.5725288967114466e-06,2.0873671680021744e-09
1831,4.6290292061712535e-06,0.0
1832,5.1616831342471414e-06,0.0
1833,3.965076075473917e-06,0.0
1834,4.706470633664139e-06,0.0
1835,6.1533282860182226e-06,4.5378527602224494e-09
1836,5.289230330163264e-06,0.0
1837,5.025684401971375e-06,1.3915781860163179e-09
1838,3.790453121155224e-06,2.5248647617104325e-09
1839,3.778193217840453e-06,0.0
1840,3.860668357447139e-06,6.369688665408546e-10
1841,4.371109326939404e-06,0.0
1842,5.3760036848871096e-06,0.0
1843,5.243565112778015e-06,5.316220130779925e-09
1844,5.6169936328842596e-06,0.0
1845,5.223651612595859e-06,1.674068439427856e-09
1846,4.769662325543322e-06,0.0
1847,3.047171333037113e-06,0.0
1848,3.764359291835717e-06,0.0
1849,3.0149134886414686e-06,0.0
1850,4.562205560887378e-06,5.431196825611551e-09
1851,3.5400968840804126e-06,0.0
1852,4.425868667112809e-06,3.2552727180501506e-09
1853,4.130785328015918e-06,0.0
1854,3.790756807120488e-06,5.195664454227256e-10
1855,6.096078664086235e-06,0.0
1856,4.529004968389927e-06,5.177189232874468e-10
1857,5.276423280520248e-06,1.464452725752352e-09
1858,5.2636379450632376e-06,0.0
1859,5.469503491895011e-06,0.0
1860,6.266164859880519e-06,9.154367819341758e-10
1861,5.920420790062053e-06,4.715963730639317e-10
1862,5.454564643514459e-06,0.0
1863,5.67039296583971e-06,9.989241656072068e-10
1864,6.481513082690071e-06,0.0
1865,6.350474336613843e-06,9.41368871743009e-10
1866,5.360445925362001e-06,1.4596839292835284e-09
1867,4.9959692773882125e-06,0.0
1868,4.781304085099691e-06,4.93987406535723e-10
1869,6.645492703682976e-06,9.767038289254515e-10
1870,5.002383943519817e-06,0.0
1871,4.340875136676914e-06,0.0
1872,5.105163893404097e-06,1.2094678591978436e-09
1873,4.3757694356827415e-06,1.1972008939764578e-09
1874,5.396864310114324e-06,0.0
1875,7.010015053765528e-06,0.0
1876,4.576833021019411e-06,0.0
1877,5.236683534803888e-06,0.0
1878,3.6029202874487964e-06,6.039088673581716e-10
1879,4.72250832217469e-06,0.0
1880,4.328837235334504e-06,0.0
1881,5.134554498908983e-06,2.7890030285249168e-09
1882,5.140619407484337e-06,6.655385131892899e-10
1883,5.274120269405103e-06,5.0554711528150165e-09
1884,4.664759103434335e-06,0.0
1885,3.748137203274382e-06,0.0
1886,3.613939838942315e-06,0.0
1887,3.840966286361436e-06,0.0
1888,3.384620129054383e-06,0.0
1889,3.5278985137665586e-06,0.0
1890,3.6357182011670375e-06,0.0
1891,3.5918730532102927e-06,0.0
1892,4.003071921943047e-06,2.5074049503359674e-09
1893,3.549095424659754e-06,0.0
1894,3.457654656813247e-06,1.3233232287745977e-08
1895,3.303617404526449e-06,3.671354775747204e-08
1896,3.1006577501102583e-06,5.89702897624278e-10
1897,3.306659976942683e-06,5.826713556089658e-10
1898,3.91671323995979e-06,5.6583548957434e-10
1899,3.7604116300826718e-06,5.527578395003729e-10
1900,4.320513539823878e-06,0.0
1901,3.2392330240327283e-06,0.0
1902,3.052232500522223e-06,0.0
1903,3.0743453578452318e-06,5.400220182139037e-08
1904,3.280671194261231e-06,8.599400302955473e-09
1905,3.1403218372361152e-06,0.0
1906,3.17550518502685e-06,5.144184522798412e-10
1907,3.1715914587948646e-06,5.142843373384665e-10
1908,3.3751067007870006e-06,4.911389073214423e-10
1909,3.4650695397431264e-06,0.0
1910,3.6532613876261166e-06,0.0
1911,3.1485975000578037e-06,0.0
1912,3.6658698263636325e-06,1.0418842455450772e-09
1913,3.4326251352467807e-06,1.060597942803554e-09
1914,3.685887691062817e-06,0.0
1915,2.7248901517396007e-06,0.0
1916,3.19295651252105e-06,0.0
1917,3.2658011264175e-06,0.0
1918,3.351724615185958e-06,0.0
1919,3.38112192821427e-06,4.603924241841639e-09
1920,3.2848340651980834e-06,0.0
1921,3.605385131777439e-06,0.0
1922,3.967853785979969e-06,0.0
1923,4.237886457758577e-06,2.1231896241147297e-09
1924,4.203958610560221e-06,0.0
1925,4.896388645647676e-06,0.0
1926,4.104008155536576e-06,0.0
1927,5.282502911541087e-06,2.2298449753321847e-09
1928,3.578636096790433e-06,0.0
1929,3.92030892726325e-06,0.0
1930,3.863225344957755e-06,1.0503603542488804e-09
1931,3.2927263760029746e-06,0.0
1932,3.0127766592613625e-06,0.0
1933,2.9158423728858907e-06,0.0
1934,3.389589039670682e-06,0.0
1935,3.3738592151166813e-06,1.196828414151696e-09
1936,2.35704450801677e-06,0.0
1937,2.6113979743058735e-06,3.777335444432595e-09
1938,2.7732594389817677e-06,0.0
1939,2.812575814914453e-06,0.0
1940,2.3582781238928874e-06,0.0
1941,2.81868497609139e-06,0.0
1942,3.4043856658172444e-06,0.0
1943,3.1732361094327644e-06,0.0
1944,4.019696007162565e-06,0.0
1945,3.052084196042415e-06,1.3071024262956144e-08
1946,3.4914129400931415e-06,0.0
1947,4.193762322302064e-06,1.1920870957027319e-09
1948,3.7442782740981784e-06,1.0871887834440486e-09
1949,3.133589018489147e-06,1.9634016634739737e-09
1950,3.6096417375119927e-06,0.0
1951,3.3263573300246208e-06,1.0661401761424827e-09
1952,3.1412969860866724e-06,1.0544803918932644e-09
1953,2.9595703949780727e-06,0.0
1954,2.983555305036134e-06,0.0
1955,2.98368473750088e-06,6.569925492527773e-09
1956,4.140798068874574e-06,8.72114158667614e-10
1957,3.3670329457891057e-06,2.6505113659425206e-09
1958,2.792709324239695e-06,8.272243445794913e-10
1959,2.8553755555549287e-06,0.0
1960,2.912286731771019e-06,6.920833350854139e-10
1961,3.277446637639514e-06,0.0
1962,3.0194053124432685e-06,3.805173953708163e-09
1963,3.0733152129869268e-06,1.2932106496776896e-09
1964,2.975060567678156e-06,6.083968329129164e-10
1965,2.732191319410049e-06,0.0
1966,3.4591521398397163e-06,2.769537488234164e-09
1967,3.0997020985523704e-06,4.930335584241163e-10
1968,3.5275579648441635e-06,0.0
1969,2.090116879571724e-06,0.0
1970,2.3149981700498756e-06,9.197450023812337e-10
1971,2.4540985350540723e-06,5.138397263237948e-09
1972,2.2454652537362563e-06,2.565073486948677e-09
1973,2.1512520902433607e-06,1.6539611902288698e-09
1974,1.4643363499544648e-06,0.0
1975,2.2903035414856276e-06,2.8557400888473694e-09
1976,1.852325397067034e-06,5.713526873840635e-10
1977,2.0709779278149654e-06,0.0
1978,2.2205930179097777e-06,0.0
1979,2.6012021123733575e-06,5.851973350345929e-10
1980,1.9778638886691624e-06,1.7055452605774235e-09
1981,2.366387974461759e-06,6.325549528618524e-10
1982,2.050337940318059e-06,0.0
1983,2.2109921644641872e-06,0.0
1984,1.9212115205391456e-06,0.0
1985,2.045289789975868e-06,0.0
1986,2.2005755795362347e-06,0.0
1987,1.850966469874038e-06,0.0
1988,1.7599885495656054e-06,0.0
1989,2.1162198891033768e-06,0.0
1990,2.188178257256368e-06,1.089730194969718e-09
1991,2.1488131096703e-06,0.0
1992,1.9102975841178704e-06,1.1019888335184191e-09
1993,2.349177947280623e-06,0.0
1994,2.2592511186303454e-06,0.0
1995,2.0534820919237973e-06,0.0
1996,2.2355929729656054e-06,0.0
1997,2.020088999188374e-06,4.79489448146353e-10
1998,2.018825881577868e-06,0.0
1999,2.210606254493541e-06,9.140402323914998e-10
2000,2.0053444700351974e-06,0.0
2001,2.148108194433007e-06,0.0
2002,2.2707871494276333e-06,1.314366449012283e-09
2003,2.2518051423503493e-06,8.333845835650777e-10
2004,2.209443238143649e-06,4.404791253964646e-10
2005,2.356361761712833e-06,0.0
2006,2.3702573344053235e-06,4.1178899179428186e-10
2007,2.9007909461142845e-06,0.0
2008,3.1998916654174536e-06,8.514879357157668e-10
2009,3.323430291857221e-06,0.0
2010,4.10828272379149e-06,9.447586046817946e-10
2011,4.227783392707352e-06,1.5295887612065684e-09
2012,5.774974511041364e-06,3.404252713057332e-10
2013,6.84813880980073e-06,8.367375126105969e-10
2014,6.662425107606396e-06,2.165445156521173e-09
2015,8.067226076491352e-06,2.881548111233201e-09
2016,8.88252782260679e-06,8.285360175719347e-10
2017,5.959483360129525e-06,2.515611330355938e-10
2018,7.686059007028234e-06,1.5488800242380307e-09
2019,8.070304943430529e-06,1.02039510174734e-09
