year,aucun_DET art_NOUN,aucun_DET phare_NOUN
1848,2.1239385716853576e-07,1.6090443422100975e-09
1849,1.4831564332240532e-07,0.0
1850,1.5886250626095944e-07,6.788996032014438e-10
1851,1.7413484876271923e-07,0.0
1852,2.0247796683747765e-07,5.208436348880241e-09
1853,1.8931023682000614e-07,1.1943863675867306e-09
1854,2.2445271019577717e-07,5.195664343204953e-09
1855,2.0909331510665652e-07,0.0
1856,1.863788181566406e-07,1.1907535402144731e-08
1857,1.5279123666278593e-07,0.0
1858,1.83023488753431e-07,7.34051397444091e-09
1859,1.7669841834155875e-07,1.018434669930457e-09
1860,1.6477862008201782e-07,4.119465657481669e-09
1861,1.8863855422157627e-07,2.8295783494058924e-09
1862,1.3870218484868246e-07,4.517986262886353e-10
1863,2.0627783570148495e-07,9.989241656072068e-10
1864,2.008991043522812e-07,9.10998321224099e-09
1865,2.0663046895741388e-07,0.0
1866,1.552130568516219e-07,0.0
1867,1.572310885933348e-07,9.7056229719783e-10
1868,1.556060259533254e-07,8.397785578040384e-09
1869,1.9582912436089117e-07,1.0255389870650333e-08
1870,1.9438425535867054e-07,2.981705371496446e-08
1871,1.0621176937952725e-07,2.1242354542039266e-09
1872,1.390888025865067e-07,2.4189357183956872e-09
1873,1.7060113011169165e-07,2.9930022904522957e-09
1874,1.0455565763178853e-07,4.779687312606029e-09
1875,1.7279011910176223e-07,5.149374260327022e-09
1876,1.6384699641491807e-07,1.813804439976252e-09
1877,2.1399463734361746e-07,1.2369631985365004e-09
1878,1.6788667034361993e-07,5.435179861734696e-09
1879,1.857234916968764e-07,1.221865053580018e-09
1880,2.1628142410357043e-07,1.1552123480029763e-08
1881,1.0807386413569375e-07,5.5780060570498335e-09
1882,1.2578677788255277e-07,0.0
1883,1.2765064438813312e-07,0.0
1884,1.3797546571936437e-07,2.6406787867472303e-09
1885,1.2053338704909322e-07,0.0
1886,9.938334233350332e-08,1.2906927748801422e-09
1887,1.2013220995754637e-07,4.570247291724172e-09
1888,1.0335201872102573e-07,6.340614699951175e-10
1889,1.1841108510379783e-07,1.8795410228200637e-09
1890,1.1601264154892377e-07,0.0
1891,9.688814439634541e-08,3.1871099093194744e-09
1892,1.1157951762541529e-07,3.761107425503951e-09
1893,8.621783220696955e-08,3.0792082772457263e-09
1894,8.633108894429142e-08,1.2603078580752936e-09
1895,1.0532575256405607e-07,1.2037229435435393e-08
1896,1.1204355349070383e-07,9.435246750566506e-09
1897,8.448734689636694e-08,6.409385022720926e-09
1898,9.166534586935171e-08,2.26334195829736e-09
1899,1.0170744424442546e-07,6.633094074004475e-09
1900,1.1368406716005808e-07,5.191053142894475e-10
1901,1.313353630849612e-07,5.588738916095792e-10
1902,8.789407868192711e-08,1.4730851538580225e-09
1903,1.1934486887632545e-07,8.640352433531007e-09
1904,1.1286712631175533e-07,8.061937784020756e-09
1905,1.3159935524642563e-07,1.186974607492175e-08
1906,9.876834550226476e-08,2.572092316910357e-09
1907,1.2908537055933422e-07,5.142843373384665e-10
1908,1.1247080888843186e-07,4.911389073214423e-10
1909,1.4907664735996917e-07,5.5009836685826485e-09
1910,1.0153886609298723e-07,2.137660271017694e-09
1911,1.393938030558317e-07,8.51259862599818e-09
1912,1.3700778056513485e-07,6.772247651554153e-09
1913,1.2302936053254498e-07,1.0605979650080144e-08
1914,1.2388976272648122e-07,7.366417920096069e-09
1915,8.482148938782075e-08,2.3561523843085297e-09
1916,5.603605601756101e-08,6.592477008737774e-09
1917,8.8828034705557e-08,5.483212328627474e-09
1918,1.1486376294556067e-07,5.743188147278033e-09
1919,9.944476098144861e-08,2.762354511798293e-09
1920,1.0298235064709615e-07,6.057785384427916e-09
1921,1.2419305367439293e-07,4.543648568500203e-09
1922,1.254249006876762e-07,1.180469710870824e-08
1923,1.2845297092667352e-07,1.0615948120573648e-09
1924,1.559886618762718e-07,1.289162443462999e-09
1925,1.4737558440280907e-07,5.499088961968823e-09
1926,1.1146138234607861e-07,0.0
1927,1.5831899013996065e-07,2.2298449753321847e-09
1928,1.2111603975295537e-07,5.713020723163709e-09
1929,1.7267629814909924e-07,3.342121912552898e-09
1930,1.165900025412725e-07,8.402882945013346e-09
1931,1.4028588779524398e-07,2.2810713318222042e-09
1932,1.106913227744144e-07,0.0
1933,1.0323595622807602e-07,2.2941324395731044e-09
1934,8.626737901806791e-08,5.990790086229936e-09
1935,1.436194079218467e-07,5.98414207075848e-09
1936,8.608547386046439e-08,8.487300195980652e-09
1937,1.284294091075111e-07,0.0
1938,1.0112867465661424e-07,1.2965214457594243e-09
1939,7.952906067032472e-08,3.058810094103137e-09
1940,1.0143131312645437e-07,0.0
1941,9.444808490854939e-08,1.1806010835613279e-08
1942,1.3047110769548453e-07,3.034211770724937e-09
1943,1.0741970335459428e-07,2.9032352077962287e-09
1944,9.960876923287287e-08,0.0
1945,1.0674669725929675e-07,2.178504043826024e-09
1946,1.3225049233511754e-07,2.7842208538686464e-09
1947,1.2516914438265303e-07,3.5762612871081956e-09
1948,1.195907692874698e-07,3.2615663503321457e-09
1949,1.079870938225369e-07,9.817008317369869e-10
1950,1.7122931272872677e-07,8.50828896226119e-09
1951,1.343336608616852e-07,6.396841278899501e-09
1952,8.435843434906332e-08,5.272401959466322e-09
1953,7.972632332098328e-08,4.3095309543161875e-09
1954,1.3974726598142695e-07,1.9545072227344917e-09
1955,9.948744406074184e-08,2.815682353940474e-09
1956,1.0203735567593242e-07,8.72114158667614e-10
1957,1.0425344570963446e-07,8.835037701437898e-10
1958,1.1002083688538278e-07,3.3088973783179654e-09
1959,8.990867128577662e-08,8.525822714489095e-09
1960,1.1696208446210221e-07,3.460416619915918e-09
1961,1.202031551517102e-07,2.779263652552544e-09
1962,8.561641068327575e-08,3.1709782577493684e-09
1963,1.0862969590519356e-07,1.9398159745165344e-09
1964,1.0342746203928499e-07,2.433587276140514e-09
1965,1.203849511743904e-07,8.755269398363907e-09
1966,1.1465885085826244e-07,2.215629901769489e-09
1967,1.1191861559733951e-07,3.451234853457663e-09
1968,1.365390422392032e-07,1.796566312384229e-09
1969,1.0309790177132072e-07,4.9959335557403506e-09
1970,9.519360721910175e-08,7.357960130072172e-09
1971,1.0482331003203171e-07,1.541519245584766e-09
1972,8.977756915662383e-08,2.565073486948677e-09
1973,7.167165272381482e-08,1.6539611902288698e-09
1974,8.944658813625495e-08,3.937900228123681e-09
1975,9.652401367077346e-08,1.1422960355389478e-09
1976,9.770130993125292e-08,2.856763492431469e-09
1977,9.285315594187438e-08,2.3507127355770763e-09
1978,6.891085968518951e-08,5.940591130126904e-09
1979,6.378651140614977e-08,5.851973350345929e-10
1980,7.959210823749174e-08,4.548120546843393e-09
1981,5.3134616706529414e-08,5.692994575756671e-09
1982,6.704102306631654e-08,6.207502289967692e-10
1983,7.830991766155648e-08,4.420721011477724e-09
1984,9.742334017293075e-08,3.479405208395292e-09
1985,6.075713732123234e-08,6.015558051686298e-10
1986,7.91272044553537e-08,5.994485463567401e-10
1987,6.538574182091139e-08,3.0554083707556856e-09
1988,7.735554219401308e-08,3.5979323409485175e-09
1989,8.341945556544772e-08,1.0976244357863152e-09
1990,7.30119225078596e-08,2.179460389939436e-09
1991,7.385446210150803e-08,1.7584396161396398e-09
1992,8.154717368036302e-08,2.2039776670368383e-09
1993,9.85978948486732e-08,5.539207426075166e-10
1994,9.600366523976334e-08,6.8574046441227665e-09
1995,7.69987997806254e-08,2.7112254108452305e-09
1996,8.38080458365198e-08,1.6014276571496566e-09
1997,8.822605512825987e-08,5.274383707565278e-09
1998,8.296544751207335e-08,2.86087753487152e-09
1999,9.094700170741987e-08,2.2851005809787495e-09
2000,9.14532525264633e-08,2.6508188977203417e-09
2001,7.886181146998794e-08,2.6287270138425356e-09
2002,8.981503873961572e-08,4.3812213301741565e-09
2003,8.583861516031632e-08,5.000307501390466e-09
2004,1.0439355585534216e-07,5.726228491376162e-09
2005,7.656373968156771e-08,3.602999676388663e-09
2006,1.0582977089113044e-07,4.529678965248252e-09
2007,8.907688880954723e-08,7.190063044948403e-09
2008,7.450519684537582e-08,4.6831836186811415e-09
2009,7.867517748394448e-08,3.337734755248789e-09
2010,7.227403231446772e-08,8.030448306328708e-09
2011,5.50651959307924e-08,6.1183551280930004e-09
2012,4.8340386804568425e-08,8.170206622359899e-09
2013,5.85716266598979e-08,8.925200134513034e-09
2014,6.77784330466169e-08,9.961047986450922e-09
2015,8.511649429721047e-08,8.644643889610393e-09
2016,8.658201444688984e-08,7.456824158147413e-09
2017,5.006066641777274e-08,8.553078467699038e-09
2018,6.918330824889907e-08,1.2132893134619849e-08
2019,7.091745740650524e-08,1.020395146156261e-08
