year,en_ADP humeur_NOUN,en_ADP fumeurs_NOUN
1800,1.0061326349841693e-07,0.0
1801,2.4288061695187935e-07,0.0
1802,1.656001700212073e-07,0.0
1803,1.1116933507082649e-07,0.0
1804,2.4718508484511403e-07,0.0
1805,1.3361525930122298e-07,0.0
1806,2.0459850702536642e-07,0.0
1807,1.708173016368164e-07,0.0
1808,1.3823051858707913e-07,0.0
1809,1.6716825257390155e-07,0.0
1810,3.2761775514700275e-07,0.0
1811,3.284270633230335e-07,0.0
1812,2.1070944455914287e-07,0.0
1813,9.202373263406116e-08,0.0
1814,8.810695817373926e-08,0.0
1815,6.74305908887618e-08,0.0
1816,1.1588019788177917e-07,0.0
1817,9.808302792180257e-08,0.0
1818,1.9073883095188648e-07,1.1921177378582115e-09
1819,1.3249344021915022e-07,0.0
1820,1.4002448267547152e-07,0.0
1821,2.919000507972669e-07,0.0
1822,2.446250277898798e-07,7.017931125119503e-09
1823,2.3224313849823375e-07,0.0
1824,1.9958037000833428e-07,0.0
1825,2.1045008224973571e-07,0.0
1826,2.0346443818652915e-07,0.0
1827,1.4655464042334643e-07,0.0
1828,1.8986663974374096e-07,0.0
1829,2.0232695874256024e-07,0.0
1830,2.0769303432643937e-07,0.0
1831,1.3252525832285755e-07,0.0
1832,2.489514372427948e-07,0.0
1833,2.0155513880126819e-07,0.0
1834,1.4095141409598e-07,0.0
1835,3.153807597300329e-07,0.0
1836,2.0162249825261824e-07,1.3441500135158435e-09
1837,1.781220078100887e-07,0.0
1838,1.7232201798833557e-07,6.312161904276081e-10
1839,1.6150308113083156e-07,0.0
1840,1.592422194107712e-07,0.0
1841,1.7977535549107415e-07,0.0
1842,2.3747257671402622e-07,0.0
1843,1.671655809332151e-07,0.0
1844,1.438003067733007e-07,0.0
1845,1.389476693702818e-07,0.0
1846,1.6275514269636915e-07,0.0
1847,1.0570718700364523e-07,0.0
1848,1.5125016261663404e-07,0.0
1849,1.080944542763973e-07,0.0
1850,1.5207351111712342e-07,0.0
1851,1.554314792429068e-07,0.0
1852,2.265669820644689e-07,0.0
1853,1.6960287041456468e-07,0.0
1854,1.766525912216821e-07,0.0
1855,2.4518050167898764e-07,0.0
1856,2.2313685121844173e-07,0.0
1857,2.3382428082641127e-07,0.0
1858,3.6017456750414567e-07,0.0
1859,2.6224691396237176e-07,5.092173349652285e-10
1860,2.0597327932136977e-07,0.0
1861,2.2825264522907673e-07,0.0
1862,2.9457271466526436e-07,4.517986262886353e-10
1863,2.7820038894788013e-07,0.0
1864,2.3110588642794028e-07,0.0
1865,1.840376171458047e-07,0.0
1866,2.739340061452822e-07,4.865612912574591e-10
1867,2.3778775926075468e-07,9.7056229719783e-10
1868,2.035228163776992e-07,4.93987406535723e-10
1869,1.9631747250059561e-07,0.0
1870,1.8004912760716252e-07,1.1468097582678638e-09
1871,2.5172190021294227e-07,0.0
1872,1.608592299362499e-07,0.0
1873,1.7299552723670786e-07,0.0
1874,1.7087381820601877e-07,0.0
1875,2.1341296019272704e-07,0.0
1876,2.212841394566567e-07,6.04601479992084e-10
1877,2.1585007914382004e-07,0.0
1878,2.3612837196651526e-07,0.0
1879,2.0649518717164028e-07,0.0
1880,1.7584898159839213e-07,0.0
1881,1.8267969892349356e-07,0.0
1882,2.455837204706768e-07,0.0
1883,2.553013018768979e-07,0.0
1884,2.145551576404614e-07,0.0
1885,1.9207993773306953e-07,0.0
1886,1.7682491204595863e-07,0.0
1887,1.8476856666893582e-07,1.3057849246322917e-09
1888,2.1684901696517045e-07,0.0
1889,1.8168896076531382e-07,0.0
1890,1.6910317413021403e-07,0.0
1891,1.6509230249539542e-07,0.0
1892,1.3477301763487048e-07,0.0
1893,1.675089293939891e-07,0.0
1894,1.5375755424429371e-07,0.0
1895,1.9440125242908834e-07,0.0
1896,1.8162849357850064e-07,0.0
1897,1.4275448734224483e-07,0.0
1898,1.3749802008078404e-07,0.0
1899,1.525611708075303e-07,0.0
1900,1.59365328045169e-07,5.191053142894475e-10
1901,1.475427069408397e-07,0.0
1902,1.207929756219528e-07,1.4730852093691738e-09
1903,1.6038654848671285e-07,5.400220270956879e-10
1904,1.3221577432886988e-07,0.0
1905,1.5791923146935005e-07,1.5482277682110634e-09
1906,1.0699903896238538e-07,1.5432553013283723e-09
1907,1.3011393207307265e-07,5.142843373384665e-10
1908,1.6256697676908516e-07,0.0
1909,1.4467586595401372e-07,0.0
1910,1.507050484406136e-07,0.0
1911,1.7982864619625616e-07,0.0
1912,1.4846850149297097e-07,0.0
1913,1.2408996497015323e-07,0.0
1914,1.687579356257629e-07,0.0
1915,1.4843760709482012e-07,0.0
1916,1.648119365427192e-07,0.0
1917,1.5352993898432032e-07,0.0
1918,1.596606296061509e-07,0.0
1919,1.4732557929164614e-07,9.207848372660976e-10
1920,1.2721349662569992e-07,0.0
1921,1.4994040498095274e-07,0.0
1922,1.3354063810311345e-07,0.0
1923,1.5499284700126736e-07,0.0
1924,1.9208520996016887e-07,2.578324886925998e-09
1925,1.627730341624556e-07,0.0
1926,1.6273362746233033e-07,0.0
1927,1.6277869008263224e-07,0.0
1928,1.5539416153842467e-07,0.0
1929,1.9384306426672993e-07,0.0
1930,1.5335261593918403e-07,0.0
1931,1.368642870147596e-07,0.0
1932,1.2822657424749195e-07,0.0
1933,1.307655423943288e-07,0.0
1934,1.2700475338078832e-07,1.1981580172459871e-09
1935,1.1609235883724978e-07,0.0
1936,1.600462269379932e-07,0.0
1937,1.2968851592631836e-07,0.0
1938,1.4391387992418458e-07,0.0
1939,1.1164657109929976e-07,0.0
1940,5.5787225505810056e-08,0.0
1941,1.1806010036252701e-07,0.0
1942,1.5777901296587515e-07,0.0
1943,1.5096823346993915e-07,0.0
1944,8.354284375400312e-08,0.0
1945,9.149717072887142e-08,0.0
1946,1.4477947729574225e-07,0.0
1947,1.5973967038007686e-07,0.0
1948,1.0763169200345146e-07,0.0
1949,9.718838356320703e-08,9.817008317369869e-10
1950,1.2337019938968297e-07,0.0
1951,1.7697927034987515e-07,0.0
1952,8.014050933979888e-08,0.0
1953,8.188109035245361e-08,0.0
1954,1.2117945402678743e-07,0.0
1955,9.291751723594643e-08,0.0
1956,9.767678932348645e-08,8.72114158667614e-10
1957,7.686482916824389e-08,1.7670075402875796e-09
1958,1.2821976724808337e-07,0.0
1959,1.030849432481773e-07,1.5501495642666896e-09
1960,8.651041838447782e-08,4.152500121534786e-09
1961,1.3548910260396951e-07,0.0
1962,1.2747332789331267e-07,0.0
1963,1.1380253539527985e-07,0.0
1964,1.0281906526188322e-07,0.0
1965,1.0561043950474414e-07,5.472043373977442e-10
1966,1.0358069602034448e-07,1.1078149508847446e-09
1967,1.0205794609419172e-07,0.0
1968,9.836200831614406e-08,1.3474247273492779e-09
1969,8.038911403218663e-08,9.083515606356229e-10
