year,certain_ADJ acteur_NOUN,certain_ADJ facteur_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,4.5321479902327155e-09
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,1.600324850414836e-08
1813,1.7254450312975678e-08,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,5.933240565525466e-09,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,5.929612356680991e-09,9.882686891060644e-10
1824,0.0,0.0
1825,8.805443041381977e-10,0.0
1826,0.0,8.807984341885344e-10
1827,9.217273055917019e-10,3.6869092223668076e-09
1828,0.0,0.0
1829,8.573175946935407e-09,5.143905745796928e-09
1830,3.1310507520032616e-09,2.0873671680021744e-09
1831,0.0,1.2472964883158966e-08
1832,0.0,0.0
1833,0.0,0.0
1834,1.8669061851994684e-09,0.0
1835,0.0,9.832014313815307e-09
1836,2.688300027031687e-09,0.0
1837,0.0,0.0
1838,0.0,1.2624323808552163e-09
1839,0.0,7.690622361167243e-09
1840,0.0,1.9109065441114126e-09
1841,0.0,3.852329122366882e-09
1842,0.0,0.0
1843,0.0,2.3627644285539873e-09
1844,2.195424508855126e-09,1.5916826967554698e-08
1845,1.1160455892778032e-09,2.2320911785556063e-09
1846,0.0,5.854501328173001e-10
1847,0.0,6.47186837454683e-09
1848,0.0,1.287235473768078e-08
1849,0.0,2.513824481908955e-09
1850,6.788996032014438e-10,2.0366988096043315e-09
1851,4.514607354622058e-09,4.514607354622058e-09
1852,0.0,0.0
1853,0.0,2.388772735173461e-09
1854,5.195664454227256e-10,1.0391328908454511e-09
1855,0.0,4.776243400783642e-09
1856,5.694908100650764e-09,1.346069211649592e-08
1857,2.4407544874094356e-09,5.857811125054013e-09
1858,0.0,3.9149408159744326e-09
1859,5.092173349652285e-10,9.165912473463322e-09
1860,5.034902272882391e-09,9.612086238064421e-09
1861,4.715963730639317e-10,4.715963730639317e-10
1862,0.0,4.9697850279528666e-09
1863,9.989241656072068e-10,4.994620828036034e-10
1864,1.4384183844029508e-09,5.274200631788517e-09
1865,9.41368871743009e-10,1.4120533631256649e-09
1866,2.432806400776144e-09,3.4059290943133647e-09
1867,0.0,3.396968040192405e-09
1868,0.0,4.939874287401835e-09
1869,2.9301114867763545e-09,5.371870948067681e-09
1870,0.0,6.307453670473251e-09
1871,0.0,2.1242354542039266e-09
1872,3.0236697590169115e-09,3.0236697590169115e-09
1873,1.7958012854535355e-09,3.591602570907071e-09
1874,7.766991494406739e-09,9.559374625212058e-09
1875,0.0,1.716458086775674e-09
1876,2.418405919968336e-09,6.04601479992084e-10
1877,0.0,1.8554447978047506e-09
1878,2.4156354694326865e-09,7.2469061862534545e-09
1879,0.0,8.55305515301552e-09
1880,0.0,7.059631101924424e-09
1881,6.972507571312292e-10,3.4862537301449947e-09
1882,6.655385131892899e-10,8.652000893505374e-09
1883,2.5277355764075082e-09,1.0742875922176154e-08
1884,0.0,8.582206056928499e-09
1885,6.445635691854079e-10,1.6758653131887513e-08
1886,1.2906927748801422e-09,5.808117542471791e-09
1887,1.3057849246322917e-09,1.697520346510828e-08
1888,0.0,5.07249175996094e-09
1889,0.0,8.14467782106476e-09
1890,0.0,1.6385966361553983e-08
1891,0.0,6.3742202627281586e-09
1892,3.761107425503951e-09,7.522214851007902e-09
1893,0.0,1.7859408174558666e-08
1894,2.520615716150587e-09,2.142523314319078e-08
1895,6.018614495673091e-10,3.0093072478365457e-09
1896,5.89702897624278e-10,1.6511680911435178e-08
1897,5.2440420894583895e-09,1.0488084178916779e-08
1898,0.0,3.960848538042683e-09
1899,5.527578395003729e-10,1.1607914629507832e-08
1900,1.5573159428683425e-09,1.661137005726232e-08
1901,0.0,1.397184767881754e-08
1902,2.9461704187383475e-09,1.178468167495339e-08
1903,0.0,1.83607493653426e-08
1904,5.374625189347171e-10,1.4511488011237361e-08
1905,0.0,1.5998352864698973e-08
1906,5.144184522798412e-10,1.4918134283448126e-08
1907,5.142843373384665e-10,2.2114226894132116e-08
1908,0.0,1.1787333775714615e-08
1909,6.0510818578052294e-09,6.60118004702781e-09
1910,0.0,1.9238942883248455e-08
1911,0.0,1.3832972989291648e-08
1912,3.125652625612929e-09,2.0837685354990754e-08
1913,2.121195885607108e-09,3.2878535449754054e-08
1914,1.3393487430235496e-09,3.9510787530616653e-08
1915,0.0,3.2986132936230206e-08
1916,0.0,1.2086208478478966e-08
1917,3.289927441585405e-09,3.180263163926611e-08
1918,0.0,3.2161853624756986e-08
1919,6.4454939163738345e-09,4.1435317399418636e-08
1920,3.028892692213958e-09,2.1959472462640406e-08
1921,0.0,6.058198209757393e-08
1922,5.902348387820666e-09,2.1396012073182646e-08
1923,1.0615948120573648e-09,2.3355084977083607e-08
1924,0.0,3.0939897754933554e-08
1925,2.1996355847875293e-09,2.859526304632709e-08
1926,1.4489979882625903e-08,1.4489979882625903e-08
1927,0.0,3.9022285847067906e-08
1928,0.0,4.570416578530967e-08
1929,3.342121912552898e-09,2.8965056131369238e-08
1930,1.0503603542488804e-09,4.3064773080914165e-08
1931,0.0,1.8248570654577634e-08
1932,1.0959536611565568e-09,2.6302888755935783e-08
1933,0.0,2.7529589274877253e-08
1934,3.5944740517379614e-09,3.834105655187159e-08
1935,0.0,2.8723881939640705e-08
1936,0.0,4.9711328387047615e-08
1937,5.0364472592434595e-09,4.406891207509034e-08
1938,2.5930428915188486e-09,4.408173026604345e-08
1939,1.5294050470515685e-09,3.8235125288110794e-08
1940,0.0,3.296517903095264e-08
1941,0.0,3.836953510472085e-08
1942,3.034211770724937e-09,4.8547388331598995e-08
1943,2.9032352077962287e-09,3.774205836748479e-08
1944,0.0,6.105053529381621e-08
1945,0.0,2.832055301382752e-08
1946,2.7842208538686464e-09,4.037120149291695e-08
1947,1.1920870957027319e-09,2.9802176726434482e-08
1948,1.0871887834440486e-09,5.870819563824625e-08
1949,0.0,2.6505922789965553e-08
1950,0.0,2.1270722072586068e-08
1951,0.0,3.6248767543156646e-08
1952,1.0544803918932644e-09,3.9015773722894664e-08
1953,1.0773827385790469e-09,2.3702419582605216e-08
1954,1.9545072227344917e-09,5.374894840315392e-08
1955,4.6928039232341234e-09,4.786659957289885e-08
1956,4.360570571293465e-09,2.703553825256222e-08
1957,0.0,3.6223653410161205e-08
1958,3.3088973783179654e-09,4.880623549752272e-08
1959,3.100299128533379e-09,4.650448559573306e-08
1960,2.7683333403416555e-09,4.706166834012038e-08
1961,6.948159270159238e-10,2.570818935510033e-08
1962,0.0,3.99543260698465e-08
1963,2.5864212993553792e-09,4.138274078968607e-08
1964,0.0,3.711220841751128e-08
1965,3.2832261354087677e-09,4.049311996823235e-08
1966,5.539074754423723e-10,3.6557892713062756e-08
1967,2.465167847631733e-09,3.5498416650625586e-08
1968,1.7965663401398047e-09,3.323647845832056e-08
1969,1.8167031212712459e-09,2.952142530432411e-08
1970,2.2993624781975086e-09,2.207388050123882e-08
1971,1.0276794970565106e-09,2.980270608077262e-08
1972,5.130146862875051e-10,1.7955514408640738e-08
1973,5.513203782392395e-10,2.536073751002732e-08
1974,0.0,1.9689501584707614e-08
1975,5.711480177694739e-10,1.770558810676448e-08
1976,1.142705374768127e-09,1.314111219841152e-08
1977,0.0,1.7630345183761165e-08
1978,2.3762365408686037e-09,2.3762364520507617e-08
1979,5.851973350345929e-10,1.287434159280565e-08
1980,3.97960553399912e-09,8.527726080842513e-09
1981,3.1627747087981106e-09,1.771153890217647e-08
1982,6.207502289967692e-10,1.2415004135846175e-08
1983,4.4207211225000265e-09,2.0209011353244932e-08
1984,1.1598016991243298e-09,1.6237223121606803e-08
1985,6.015558051686298e-10,9.02333674446254e-09
1986,2.3977941854269602e-09,1.7384007122700496e-08
1987,6.110816852533674e-10,1.099947066762752e-08
1988,0.0,1.0793796967334401e-08
1989,3.2928733073589456e-09,1.6464365870660913e-08
1990,1.089730194969718e-09,9.262707045820662e-09
1991,0.0,9.37834432335194e-09
1992,5.509944167592096e-10,4.4079553340736766e-09
1993,4.985286850001103e-09,9.970573700002205e-09
1994,5.274926606624319e-10,1.160483886764041e-08
1995,1.626735190995987e-09,9.21816667442954e-09
1996,1.6014276571496566e-09,4.804283193493575e-09
1997,1.917957792585412e-09,6.7128524960935465e-09
1998,2.3840645013706308e-09,2.3840645013706308e-09
1999,0.0,6.8553016596695215e-09
2000,4.4180314962005696e-10,6.627047355323157e-09
2001,8.762423564512289e-10,9.638665865452367e-09
2002,2.1906108038649563e-09,4.81934359086722e-09
2003,4.1669229178253886e-10,5.8336921959778465e-09
2004,0.0,9.690540814233373e-09
2005,4.5037495954858286e-10,9.457874483587148e-09
2006,2.4707338397433887e-09,7.412201963319376e-09
2007,3.595031605740928e-09,5.991719120856942e-09
2008,4.257439734089985e-09,4.6831836186811415e-09
2009,1.907277002999308e-09,4.291373478793048e-09
2010,4.723793023408973e-10,8.502827775203059e-09
2011,3.823971805871906e-09,6.883149605840799e-09
2012,2.7234021704458655e-09,8.510632198976964e-09
2013,1.9523875849358774e-09,6.9728125495771565e-09
2014,1.2992671383216248e-09,4.980523993225461e-09
2015,2.881548111233201e-09,4.876465897751814e-09
2016,3.5212781579474495e-09,4.142679976837371e-09
2017,2.0124890642847504e-09,6.792150397672003e-09
2018,1.5488800242380307e-09,7.744399788123246e-09
2019,2.5509878653906526e-09,7.397864543179367e-09
