year,en_ADP acteurs_NOUN,en_ADP facteurs_NOUN
2005,1.0763961455495519e-07,2.211341012525736e-07
2006,1.0377082304557916e-07,2.1289490348408435e-07
2007,1.1943492950194923e-07,1.6736869667965948e-07
2008,1.302776553302465e-07,1.8519862976518198e-07
2009,1.1872799632328679e-07,2.0026408265039208e-07
2010,8.644541082958312e-08,1.936755182896377e-07
2011,9.292251945680619e-08,2.2064318727643695e-07
2012,7.14893104714065e-08,1.8451049754730775e-07
2013,7.92111478631341e-08,1.4531342173995654e-07
2014,6.193172907842381e-08,1.1022115842251878e-07
2015,6.383736916859561e-08,1.2966965812211129e-07
2016,5.116210033406787e-08,1.1827351897863991e-07
2017,6.565745280795454e-08,1.0968065566885343e-07
2018,5.369450661873998e-08,1.058401366549333e-07
2019,4.1326000399521945e-08,9.64273354497891e-08
