year,en_ADP acteurs_NOUN,en_ADP facteurs_NOUN
1800,3.144164484325529e-09,6.917161954334006e-07
1801,9.524730337773235e-09,1.500145003774378e-07
1802,0.0,3.5581658153205353e-07
1803,1.3652374342143503e-08,2.5354410126965377e-08
1804,1.730295728918918e-08,2.0516363008482585e-07
1805,0.0,1.0802935435094696e-07
1806,1.729001475325731e-08,1.152667650217154e-07
1807,1.9928686256776018e-08,6.576466375918244e-07
1808,2.2660739951163578e-09,5.166648975318822e-07
1809,9.036122072814123e-09,6.325285539787728e-08
1810,2.3401267590372754e-09,3.533591268478631e-07
1811,2.2563691359778204e-08,1.0279014617253779e-07
1812,1.3336041604361526e-08,7.20146218213813e-08
1813,2.8757416448144113e-09,1.9267469042461016e-07
1814,6.293354282149721e-09,1.8250727862323401e-07
1815,5.394447111228828e-09,1.537417375629957e-07
1816,2.0858434979231788e-08,2.0858434979231788e-08
1817,4.670620157298799e-08,1.0898114055635233e-07
1818,9.536941902865692e-09,3.814776761146277e-08
1819,1.035105001712111e-09,1.490551255756145e-07
1820,3.678609061807947e-08,1.0205173595068118e-07
1821,0.0,8.185035227370463e-08
1822,2.90742860897808e-08,2.7069162911175226e-08
1823,1.680056804787e-08,1.383576204716519e-07
1824,3.8737120178211626e-08,1.51580028528997e-08
1825,3.0819052199149155e-08,5.371320099811783e-08
1826,1.76159691278599e-08,9.160303449107232e-08
1827,1.7512819638909605e-08,3.3182182335167454e-08
1828,2.659967357487858e-08,1.2749498523589864e-07
1829,2.4862210068476998e-08,7.458663020543099e-08
1830,3.1310507520032616e-09,1.3776623575267877e-07
1831,4.677361609140007e-09,4.365537620287796e-08
1832,2.976593194148336e-08,9.065079353831607e-08
1833,2.20088942626262e-08,5.3284690437749305e-08
1834,1.213489042584115e-08,5.880754372356023e-08
1835,1.5882484660778573e-08,1.2705987728622858e-07
1836,8.064899859050456e-09,4.704525125021064e-08
1837,4.0355768504696243e-08,9.810626266926192e-08
1838,3.787297142565649e-09,8.710783561127755e-08
1839,9.788065469251706e-09,1.1116445364223182e-07
1840,1.1465439264668476e-08,9.363442643461894e-08
1841,1.733548060656176e-08,1.1235960073463502e-07
1842,6.037438549100216e-09,7.513256861102491e-08
1843,1.4176587015413133e-08,1.0041748765843295e-07
1844,1.5367971784030487e-08,1.8496452014460374e-07
1845,2.0088821273134272e-08,1.2388106540583976e-07
1846,1.6978054517835517e-08,8.898842196458645e-08
1847,9.707802561820245e-09,3.0525646366186265e-07
1848,1.850401076808339e-08,7.803865287314693e-08
1849,1.5920887719289567e-08,1.349085749779988e-07
1850,1.1541293254424545e-08,1.4324781716368307e-07
1851,1.0319102017319892e-08,1.8638877463672543e-07
1852,1.1718981340891332e-08,9.830923630715915e-08
1853,7.763511611358354e-09,9.674529621861438e-08
1854,1.4028294081924741e-08,1.5586992674343492e-07
1855,1.0083180512765466e-08,3.980202833986368e-08
1856,5.177189343896771e-09,1.796484667693221e-07
1857,3.905207268672939e-09,8.64027143165913e-08
1858,7.829881631948865e-09,3.866004050223637e-08
1859,2.49516496353408e-08,1.0031581609837303e-07
1860,3.204028820036342e-09,1.0115576287716976e-07
1861,1.4147890858851042e-08,1.1837069280318246e-07
1862,9.487771457372673e-09,6.46072066956549e-08
1863,1.2986014041871385e-08,1.3185798763970524e-07
1864,8.63051052846231e-09,9.205877660178885e-08
1865,7.530950973944073e-09,6.730787305286867e-08
1866,8.75810357570117e-09,1.5569960964967322e-07
1867,9.7056229719783e-09,1.0336488287521206e-07
1868,1.975949626142892e-09,1.0719526954972025e-07
1869,7.325278605918584e-09,9.864708516715837e-08
1870,1.0894693147633916e-08,1.599799617224562e-07
1871,2.1242354542039266e-09,7.541035529357032e-08
1872,3.0236697590169115e-09,8.587221600464545e-08
1873,5.9860045809045914e-09,6.644464889404844e-08
1874,1.4339061493728877e-08,1.2905155699627358e-07
1875,1.0298748520654044e-08,1.4761539546270797e-07
1876,1.1487427897804992e-08,8.948101992700686e-08
1877,6.184816214727107e-09,2.2017944445451576e-07
1878,1.5701630218245555e-08,1.539967655617147e-07
1879,3.4823152361695975e-08,3.140193314266071e-07
1880,3.4656370218044685e-08,2.9586271921289153e-07
1881,1.743126887276958e-08,2.8657007078436436e-07
1882,8.652000893505374e-09,1.224590846504725e-07
1883,1.1374810426900694e-08,1.3460191894409945e-07
1884,1.386356363042296e-08,2.3502040846778982e-07
1885,2.1915161241281567e-08,2.7974058980362315e-07
1886,1.7424351739236954e-08,1.6714471939849318e-07
1887,4.570247291724172e-09,2.0761980579209194e-07
1888,4.4384300679212174e-09,1.2617823585969745e-07
1889,2.5060546970934183e-09,1.021217315155809e-07
1890,2.0974036729626278e-08,2.3726879305741022e-07
1891,3.1871101313640793e-09,2.1927317561676318e-07
1892,1.9432388143059143e-08,1.3351930761018593e-07
1893,1.6627724974682678e-08,2.8821389719269064e-07
1894,1.5123694296903523e-08,2.0921110888139083e-07
1895,1.0833506536300774e-08,3.225977422971482e-07
1896,5.307326134129653e-09,1.6570650984704116e-07
1897,8.740070001067579e-09,3.5368151429793215e-07
1898,1.3014216371232123e-08,2.416117581560684e-07
1899,8.844125432005967e-09,1.9678179796756012e-07
1900,8.824790675987515e-09,2.3775022839345183e-07
1901,1.117747761014698e-08,2.3640365043320344e-07
1902,2.9461704187383475e-09,1.5221880289573164e-07
1903,4.320176216765503e-09,2.1276868267250393e-07
1904,1.8811189050893518e-08,2.547572250932717e-07
1905,1.4966200723165457e-08,2.0126960009747563e-07
1906,5.658602919567102e-09,2.5052179353224346e-07
1907,1.1828539925318182e-08,2.705135671021708e-07
1908,8.349361202419914e-09,1.4783280732899584e-07
1909,9.901770070541716e-09,1.1662085341868078e-07
1910,4.809735720812114e-09,1.3360376271975838e-07
1911,1.755723388896513e-08,2.6016630272351904e-07
1912,1.3544495303108306e-08,1.906648208205297e-07
1913,3.075734156254839e-08,1.1295367841057669e-07
1914,7.366418142140674e-09,2.3304667706725013e-07
1915,2.3561523843085297e-09,1.814237293729093e-07
1916,6.592477230782379e-09,2.439216473248962e-07
1917,2.1932848870420685e-09,1.4037023277069238e-07
1918,3.101321510712296e-08,1.504715356759334e-07
1919,3.6831393490643904e-09,1.0128633221029304e-07
1920,9.843901693784574e-09,1.8627690678840736e-07
1921,6.058197943303867e-09,2.3551244510144898e-07
1922,1.696925089333945e-08,2.028932328812516e-07
1923,1.9108707505210987e-08,1.560544404810571e-07
1924,6.445812328337297e-09,1.843502275278297e-07
1925,8.798542339150117e-09,1.4737558728938893e-07
1926,1.5604593173179637e-08,1.3598288717275864e-07
1927,1.0034302277972529e-08,1.3490561912021803e-07
1928,6.8556245125250825e-09,1.8852968253213476e-07
1929,1.4482528065684619e-08,2.1835197117070493e-07
1930,1.470504518152893e-08,2.0376991471948713e-07
1931,1.4826963656844327e-08,1.1519410492155657e-07
1932,6.575722188983946e-09,1.9946357099343004e-07
1933,1.261772819560747e-08,1.3650088703798247e-07
1934,9.585264137967897e-09,1.8691264358494664e-07
1935,2.8723881939640705e-08,1.2566698615046334e-07
1936,7.274828739411987e-09,2.1703239383441542e-07
1937,2.0145789036973838e-08,1.309476260757947e-07
1938,3.8895642262559704e-09,2.2040865133021725e-07
1939,2.2941076593951948e-08,2.3399897486342525e-07
1940,1.5214697057785997e-08,4.5390513037091296e-07
1941,8.854508237732261e-09,1.888961662643851e-07
1942,2.4273694165799498e-08,4.5513175450651033e-07
1943,2.9032351633873077e-08,2.8451705702536856e-07
1944,2.8918675454292497e-08,3.3095818707806757e-07
1945,1.5249527862692958e-08,3.006335589361697e-07
1946,1.8097434661967782e-08,3.17401173788312e-07
1947,1.1920871401116528e-08,3.2424767937300203e-07
1948,1.0871888278529696e-08,2.2396089605081215e-07
1949,1.8652315247891238e-08,2.3560819784052e-07
1950,2.0207187034770868e-08,2.9885364938309067e-07
1951,9.595261474260042e-09,2.0256663901818683e-07
1952,1.687168627029223e-08,3.195075635176181e-07
1953,3.232148060305917e-08,3.5338155157660367e-07
1954,7.818028890937967e-09,2.853580554074142e-07
1955,1.8771215692936494e-08,3.7260863905430597e-07
1956,1.2209598665435806e-08,2.72971732329097e-07
1957,1.236905244894615e-08,4.284993337932974e-07
1958,1.5717262158432277e-08,3.159996992962988e-07
1959,1.1626121398933265e-08,2.503491600691632e-07
1960,1.7302083321624195e-08,3.3150791978187044e-07
1961,2.848745239703021e-08,4.0299323700310197e-07
1962,2.4099433559854333e-08,3.830541572824586e-07
1963,2.2631185814248056e-08,3.1489679486185196e-07
1964,1.520992043424485e-08,3.096739931152115e-07
1965,1.8057743744748223e-08,3.3762506745915744e-07
1966,2.4925835617750636e-08,4.0656809119354875e-07
1967,2.3665609916179164e-08,3.86538317798113e-07
1968,4.221930893777426e-08,3.6829609939559305e-07
1969,1.3171097990039016e-08,2.96576786240621e-07
1970,2.7592349738370103e-08,2.961578786653263e-07
1971,2.209510974182649e-08,2.969993886381417e-07
1972,3.1293897251316594e-08,3.529541174884798e-07
1973,4.3002987837326145e-08,2.729035770698829e-07
1974,2.700274492895005e-08,2.919671828749415e-07
1975,2.3988217634496323e-08,3.609655436775938e-07
1976,3.199575004941835e-08,3.66237060234198e-07
1977,4.2312830572655e-08,2.409480543974496e-07
1978,3.5643548557118265e-08,2.465345403379615e-07
1979,2.57486831856113e-08,2.762131430245063e-07
1980,2.8994268319593175e-08,3.075666654694942e-07
1981,3.6055631369436014e-08,3.826957595265412e-07
1982,5.338451813940992e-08,2.1602107835860807e-07
1983,6.378468953016636e-08,2.7282166570330446e-07
1984,4.871167291753409e-08,2.592156818082003e-07
1985,5.895246957265954e-08,2.2618498007886956e-07
1986,6.174320077434459e-08,2.4877115833987773e-07
1987,5.621951615353282e-08,2.639872889176331e-07
1988,7.075933439182336e-08,1.990855906797151e-07
1989,7.573608939992482e-08,2.5080717591663415e-07
1990,6.048002632041971e-08,3.4489960398786934e-07
1991,8.381895355569213e-08,1.8698074200074188e-07
1992,6.99762878753063e-08,2.297646659599195e-07
1993,8.641163873335245e-08,3.76666093870881e-07
1994,8.650879834704028e-08,2.2682183953293134e-07
1995,9.597737715694166e-08,2.3750334321448463e-07
1996,1.286480255657807e-07,1.8629941678227624e-07
1997,1.2754419742577738e-07,2.478960539065156e-07
1998,1.4399749659332883e-07,2.555717344421282e-07
1999,1.1105588981763503e-07,1.992607678857894e-07
2000,1.4270241877056833e-07,2.0234584496847674e-07
2001,1.537805331963682e-07,1.739341115580828e-07
2002,1.0602555988725726e-07,1.8664003675894492e-07
2003,1.3459161607443093e-07,2.504320661955717e-07
2004,1.1144121714323774e-07,1.9028698261536192e-07
