year,en_ADP or_NOUN,en_ADP fort_NOUN
1965,6.6567408794071525e-06,5.472043373977442e-10
1966,6.204317742231069e-06,1.6617224263271169e-09
1967,6.0919228417333215e-06,1.0846738118797106e-08
1968,6.53456072541303e-06,4.491415850349512e-09
1969,7.288158940355061e-06,7.72098829315837e-09
1970,6.666771696473006e-06,9.197449912790034e-09
1971,6.522681815113174e-06,4.1107179882260425e-09
1972,6.21466006123228e-06,8.208234980600082e-09
1973,5.915667770750588e-06,3.3079223804577396e-09
1974,5.516998044186039e-06,2.1377172032543967e-08
1975,6.028467396390624e-06,1.028066431985053e-08
1976,6.0900483731529675e-06,3.9994687561772935e-09
1977,6.050147021596786e-06,1.1753563677885381e-09
1978,5.6108883654815145e-06,1.7821774056514528e-09
1979,5.7173779168806504e-06,4.681578680276743e-09
1980,5.888678970222827e-06,2.8425753972882717e-09
1981,5.95044457440963e-06,1.2651099057237047e-09
1982,5.961064289294882e-06,8.069752865935698e-09
1983,5.759568011853844e-06,1.2630632095778083e-09
1984,6.095917797210859e-06,2.319603453759811e-09
1985,6.118424153100932e-06,9.624892882698077e-09
1986,5.735523700423073e-06,2.3977941854269602e-09
1987,5.65678328712238e-06,5.49973533381376e-09
1988,5.375311047828291e-06,2.398621523624911e-09
1989,6.06547246206901e-06,8.232183379419666e-09
1990,5.819704256282421e-06,8.172976295739431e-09
1991,5.580114702752326e-06,2.9307325455363298e-09
1992,5.430049895949196e-06,4.4079553340736766e-09
1993,5.8560499383020215e-06,2.7696036575264316e-09
1994,5.764439720223891e-06,3.164955852952289e-09
1995,5.808529294881737e-06,8.675921037148981e-09
1996,5.747524028265616e-06,2.6690460952494277e-09
1997,5.329525265551638e-06,4.79489448146353e-09
1998,5.069474809715757e-06,4.291316191284977e-09
1999,5.412489372247364e-06,6.855301576402795e-09
2000,5.48984598935931e-06,1.0603275590881367e-08
2001,5.306085768097546e-06,3.0668482198237257e-09
2002,6.18234162175213e-06,5.257465740537981e-09
2003,6.024537015036913e-06,7.083768960303161e-09
2004,5.382214567362098e-06,3.523833003171717e-09
2005,5.035642516304506e-06,7.205999352777326e-09
2006,5.536914613912813e-06,4.941467679486777e-09
2007,6.016085535520688e-06,2.7961356841021967e-09
2008,6.0127822507638484e-06,6.811903485726134e-09
2009,6.098518042563228e-06,4.76819250749827e-10
2010,6.364838554873131e-06,2.3618964561933353e-09
2011,6.975689757382497e-06,3.4415748029203996e-09
2012,7.917270522739273e-06,5.7872298064864935e-09
2013,8.129462912620511e-06,5.29933741333366e-09
2014,8.145538231474347e-06,7.57905826986871e-09
2015,8.120645361486822e-06,4.876465814485087e-09
2016,8.165222425304819e-06,2.4856081637381067e-09
2017,7.38835069569177e-06,2.264050280587071e-09
2018,8.043333764362615e-06,3.872199894061623e-09
2019,7.576943971798755e-06,8.673358031785483e-09
