year,en_ADP or_NOUN,en_ADP fort_NOUN
1800,6.980045327509288e-06,3.144164484325529e-09
1801,6.350614057737403e-06,1.1905912700171939e-08
1802,7.655650733795483e-06,0.0
1803,5.9017265812144615e-06,3.900678446910888e-09
1804,7.0299442995747086e-06,0.0
1805,6.606847819057293e-06,0.0
1806,6.8151475716149434e-06,0.0
1807,6.0241568462515716e-06,0.0
1808,6.4809714785951655e-06,0.0
1809,7.76654724177206e-06,0.0
1810,5.911160315008601e-06,0.0
1811,9.31880458665546e-06,5.0141535368197765e-09
1812,6.8013810050615575e-06,0.0
1813,6.634335932176327e-06,0.0
1814,5.903166311327368e-06,0.0
1815,1.0122679668711498e-05,2.697223555614414e-09
1816,5.3258536354405805e-06,0.0
1817,5.930131010245532e-06,1.556873407970727e-09
1818,5.1046481530647725e-06,4.768470951432846e-09
1819,7.2146817728935275e-06,4.140420006848444e-09
1820,6.727108029735973e-06,0.0
1821,6.427718290069606e-06,2.9584463767662328e-09
1822,8.022498150239699e-06,1.0025615893027862e-09
1823,6.740980552422116e-06,0.0
1824,6.967628451093333e-06,8.421112696055388e-10
1825,7.2732959779386874e-06,1.7610886082763955e-09
1826,8.379035534744617e-06,1.7615968683770689e-09
1827,7.899203410488553e-06,0.0
1828,6.4774790189403575e-06,3.668920500743411e-09
1829,6.618492079724092e-06,1.714635211591542e-09
1830,8.751287168706767e-06,1.0436835840010872e-09
1831,6.476586804637918e-06,0.0
1832,7.179001840995625e-06,1.3529969367098715e-09
1833,7.363712484220741e-06,0.0
1834,6.873015081509948e-06,0.0
1835,7.255270247696899e-06,2.2689263801112247e-09
1836,6.864574061182793e-06,2.688300027031687e-09
1837,7.021207693469478e-06,6.957890930081589e-10
1838,7.056365575408563e-06,6.312161904276081e-10
1839,7.455709237547126e-06,9.788065469251706e-09
1840,7.969754733494483e-06,1.2739377330817092e-09
1841,7.788125003571622e-06,6.420548537278137e-10
1842,7.114786058082245e-06,2.683306021822318e-09
1843,7.359420578723075e-06,2.3627644285539873e-09
1844,6.799778475397034e-06,5.488561272137815e-10
1845,7.008766260696575e-06,5.580227946389016e-10
1846,7.009009095781948e-06,5.854501328173001e-10
1847,8.276440894405823e-06,1.6179670936367074e-09
1848,6.6855791374109685e-06,3.218088684420195e-09
1849,5.945194970990997e-06,3.3517659758786067e-09
1850,7.818886842869688e-06,0.0
1851,7.19241415936267e-06,1.2898877521649865e-09
1852,8.220215022447519e-06,1.9531636308300904e-09
1853,8.5852489064564e-06,2.388772735173461e-09
1854,7.341993295995053e-06,4.676098175337984e-09
1855,7.917419679870363e-06,1.5920811335945473e-09
1856,8.091428753687069e-06,5.177189232874468e-10
1857,8.515304216416553e-06,3.905207268672939e-09
1858,8.358888408110943e-06,4.893676019968041e-10
1859,7.205934707599226e-06,1.018434669930457e-09
1860,8.530039849574678e-06,3.204028820036342e-09
1861,8.377909580303822e-06,3.772770984511453e-09
1862,9.247414709534496e-06,1.8071945051545413e-09
1863,7.2911475399450865e-06,0.0
1864,7.302370704564964e-06,0.0
1865,7.4099853009101935e-06,5.648213119435752e-09
1866,8.710906513442751e-06,0.0
1867,9.209665222442709e-06,4.85281148598915e-10
1868,8.792975677351933e-06,3.951899363308087e-09
1869,6.798835329391295e-06,4.883519144627257e-10
1870,7.445089067914523e-06,5.734048791339319e-10
1871,6.073189069866203e-06,1.0621177271019633e-09
1872,7.06631590219331e-06,6.047339295989218e-10
1873,8.139169949572533e-06,5.986004469882289e-10
1874,7.414490028168075e-06,1.7923826867161097e-09
1875,7.726350304437801e-06,5.721527140956084e-10
1876,7.484966317861108e-06,6.04601479992084e-10
1877,9.371233318233863e-06,6.184815992682502e-10
1878,1.0096752703248058e-05,6.039088673581716e-10
1879,9.032026355271228e-06,0.0
1880,7.997919965418987e-06,1.2835692508872398e-09
1881,1.044342207023874e-05,0.0
1882,7.564510724478168e-06,6.655385131892899e-10
1883,9.607290849089622e-06,6.319338941018771e-10
1884,7.816409379302058e-06,6.601696966868076e-10
1885,9.4944216471049e-06,2.5782542767416317e-09
1886,9.35300522542093e-06,1.2906927748801422e-09
1887,7.971164450282231e-06,1.3057849246322917e-09
1888,8.393071766477078e-06,1.268122939990235e-09
1889,8.273739695141558e-06,1.2530273485467092e-09
1890,7.080048362695379e-06,6.554386478008212e-10
1891,8.761365279497113e-06,6.374220040683554e-10
1892,9.089342711376958e-06,0.0
1893,9.538771337247454e-06,1.8475249663474358e-09
1894,1.042841722664889e-05,1.3863386882917439e-08
1895,9.170563316729385e-06,6.018614495673091e-10
1896,9.294896699429955e-06,5.89702897624278e-10
1897,1.0751451554824598e-05,2.330685422435863e-09
1898,8.204048754123505e-06,2.8291774478717002e-09
1899,8.074133802438155e-06,3.8693048765026106e-09
1900,9.301328645960893e-06,1.5573159428683425e-09
1901,7.562681275885552e-06,1.1177477832191585e-09
1902,7.296681815205375e-06,1.9641135384773634e-09
1903,7.375620953098405e-06,1.6200660812870638e-09
1904,6.838135504949605e-06,0.0
1905,7.16468184691621e-06,3.6125313851442797e-09
1906,7.4348899943288416e-06,1.5432553013283723e-09
1907,7.372780146397417e-06,1.028568674676933e-09
1908,7.036056103970623e-06,5.893666887857307e-09
1909,6.1825553530070465e-06,5.500983557560346e-10
1910,6.2622757468489e-06,0.0
1911,6.615885467908811e-06,5.320374141248863e-10
1912,6.261724138312275e-06,2.0837684910901544e-09
1913,6.590555585717084e-06,0.0
1914,7.541872946603689e-06,0.0
1915,8.198232535505667e-06,0.0
1916,7.160529094107915e-06,1.0987462051303964e-09
1917,5.998634151183069e-06,1.0966424435210342e-09
1918,5.382516064855736e-06,0.0
1919,6.98139047017321e-06,0.0
1920,7.841045771783683e-06,0.0
1921,7.103237294359133e-06,1.5145494858259667e-09
1922,8.12753387435805e-06,7.377935484775833e-10
1923,8.043703928706236e-06,0.0
1924,8.326700481120497e-06,0.0
1925,8.824938049656339e-06,0.0
1926,8.1400248745922e-06,1.1146138456652466e-09
1927,8.067579074122477e-06,1.1149224876660924e-09
1928,8.855182386469096e-06,0.0
1929,1.1270749382674694e-05,5.570203187588163e-09
1930,7.525831733801169e-06,2.100720708497761e-09
1931,7.273195933521492e-06,1.1405356659111021e-09
1932,7.509474471589783e-06,0.0
1933,7.3159885687346105e-06,4.588264879146209e-09
1934,7.547197128587868e-06,1.1981580172459871e-09
1935,7.015808023425052e-06,0.0
1936,6.872288395243231e-06,3.6374143697059935e-09
1937,7.155532330216374e-06,0.0
1938,6.883232344989665e-06,1.2965214457594243e-09
1939,7.052086857584072e-06,1.5294050470515685e-09
1940,5.931196028541308e-06,2.5357829169792012e-09
1941,5.746575425291667e-06,0.0
1942,5.1793995226034895e-06,0.0
1943,5.707760465156753e-06,0.0
1944,6.905137070134515e-06,6.4263723231761105e-09
1945,6.2893413996789604e-06,0.0
1946,6.498371476482134e-06,0.0
1947,6.525484877784038e-06,1.1920870957027319e-09
1948,5.5359651014441624e-06,1.0871887834440486e-09
1949,6.833619409007952e-06,2.945102384188658e-09
1950,6.2078606788418256e-06,0.0
1951,6.310483513516374e-06,1.0661401761424827e-09
1952,6.2530689319828525e-06,0.0
1953,6.049504008842632e-06,0.0
1954,6.1772202570864465e-06,1.9545072227344917e-09
1955,6.206702437339118e-06,5.631364707880948e-09
1956,6.0036336435587145e-06,8.72114158667614e-10
1957,6.971728453208925e-06,8.835037701437898e-10
1958,4.993953552911989e-06,0.0
1959,5.545659860217711e-06,2.3252243464000344e-09
1960,5.3352705435827374e-06,6.920833350854139e-10
1961,6.085892891860567e-06,6.948159270159238e-10
1962,6.563290753547335e-06,2.536782617301725e-09
1963,6.0923152886971366e-06,2.5864212993553792e-09
1964,5.8765049288922455e-06,5.475571551727398e-09
