year,en_ADP île_NOUN,en_ADP ile_NOUN,en_ADP fils_NOUN
1800,3.144164395507687e-08,1.2576657937302116e-08,1.4148740463681975e-06
1801,1.0715321963061797e-07,3.095537381980762e-08,1.2453584758986835e-06
1802,6.937304419807333e-08,2.2378401354217203e-08,1.7455153056289419e-06
1803,3.705644502360883e-08,1.1702035340732664e-08,1.217011686094338e-06
1804,1.557266102736321e-07,4.943701892301533e-09,1.3174965136641958e-06
1805,6.254330742194725e-08,1.9900143755080535e-08,1.0802934866660507e-06
1806,5.187004603612877e-08,5.76333825108577e-09,9.33660788682289e-07
1807,6.832692633906845e-08,5.693910232196231e-09,1.0476794614078244e-06
1808,7.47804418388398e-08,2.2660739951163578e-08,1.2168816923008308e-06
1809,7.454800710071652e-08,6.7770917766551975e-09,1.3847856870086162e-06
1810,8.424456154898508e-08,4.680253518074551e-08,1.0156149823359328e-06
1811,6.267691787797958e-08,1.0028307073639553e-08,1.2635666735150153e-06
1812,9.868670503010435e-08,8.00162469616339e-09,1.1842404332718104e-06
1813,9.777521370324394e-08,2.5881675469463516e-08,1.3774802358756943e-06
1814,9.125363931161701e-08,2.5173416684509675e-08,1.1516838469560753e-06
1815,6.74305908887618e-08,5.394447111228828e-09,1.4295284413989862e-06
1816,6.025770460382773e-08,6.952811659743929e-09,1.0753682317954372e-06
1817,9.49692804397273e-08,1.0898113522728181e-08,1.1972356572798049e-06
1818,1.1801965627000754e-07,7.152706427149269e-09,1.1790044123216603e-06
1819,4.5544620519422097e-08,7.24573512300708e-09,1.1675984614711865e-06
1820,1.2222476186707354e-07,3.5599443393152796e-09,1.2127544248841104e-06
1821,3.550135829755163e-08,1.0847637010868993e-08,1.0108025791932818e-06
1822,5.714601059025881e-08,7.017931125119503e-09,9.80505276970689e-07
1823,7.313188632451784e-08,6.917880934764753e-09,1.2481833554511823e-06
1824,4.6316120716483056e-08,1.0947446504872005e-08,1.4206417420226103e-06
1825,9.862096272961196e-08,1.4969253392393966e-08,1.490761468048163e-06
1826,1.3476216054186807e-07,8.807984452907647e-09,1.2824424899804399e-06
1827,4.2399456390285195e-08,8.295545805836468e-09,1.2747488652986583e-06
1828,9.630916508740484e-08,8.255071293206129e-09,1.0814143580617497e-06
1829,1.0287811136322489e-07,1.971830476676928e-08,1.4617264748051362e-06
1830,6.575206867864836e-08,8.349468672008697e-09,1.4569823223453682e-06
1831,5.456922025359745e-08,1.2472964883158966e-08,1.5248199360939907e-06
1832,6.22378593106987e-08,3.382492252956837e-08,1.1852253405386648e-06
1833,1.3321172898095313e-07,3.590924801954998e-08,1.2927329713363633e-06
1834,8.027696907220161e-08,2.5203233278148218e-08,1.3572407875361847e-06
1835,7.638718813041123e-08,1.5882484660778573e-08,1.3190025640597014e-06
1836,1.0148332307835517e-07,4.099657502365517e-08,1.2594685209199596e-06
1837,7.305785487687899e-08,9.74104708006962e-09,1.3393939899408736e-06
1838,5.996553653631054e-08,2.0830134062066463e-08,1.4783083108760309e-06
1839,9.088918062616358e-08,1.1186360615589308e-08,1.3199904742577928e-06
1840,8.853866972913238e-08,3.949207094677831e-08,1.2924098227173886e-06
1841,7.76886395215115e-08,3.4028906803484915e-08,1.2353135350195998e-06
1842,5.903273203600179e-08,2.2808100297311285e-08,1.4375812340539085e-06
1843,5.9069112268161916e-08,1.594865972620596e-08,1.3603616491053572e-06
1844,6.53138769735051e-08,1.2074834687680891e-08,1.368298303328075e-06
1845,9.095771247302764e-08,2.4553003186156275e-08,1.271733893304372e-06
1846,6.732676638421253e-08,1.8148954339380907e-08,1.4308401210527677e-06
1847,4.7460368080010085e-08,1.0247124926365814e-08,1.280890590926731e-06
1848,7.803865287314693e-08,1.769948720919956e-08,1.3347022280729703e-06
1849,7.29009101974043e-08,1.7596771817451895e-08,1.2091495402710706e-06
1850,7.128446100068686e-08,2.104588769924476e-08,1.3231753319686845e-06
1851,4.9660677348128957e-08,2.063820336850597e-08,1.4330653108629576e-06
1852,6.901178140061859e-08,1.8229527221080843e-08,1.2298419989065223e-06
1853,9.614809926006274e-08,2.269334142823709e-08,1.3323379564056381e-06
1854,7.58567040293201e-08,8.884585955826196e-08,1.5202513967693676e-06
1855,5.306937111981824e-08,1.1675261646360013e-08,1.454631441077936e-06
1856,4.814786080942213e-08,9.836659264905734e-09,1.2290647033452728e-06
1857,5.9554409403972386e-08,9.763018393726952e-09,1.4151494625025407e-06
1858,6.753272691062406e-08,1.3702293077955119e-08,1.3716973850108616e-06
1859,6.568903621051447e-08,1.018434669930457e-08,1.4685828055860384e-06
1860,5.6757080812985805e-08,2.1055046151019496e-08,1.3864289796217122e-06
1861,5.800635555219813e-08,1.650587311274876e-08,1.6024844535778016e-06
1862,6.957699127951855e-08,1.3102160689726361e-08,1.4263283123483461e-06
1863,9.589672345100553e-08,2.497310469529168e-08,1.423966414115796e-06
1864,7.959248193856183e-08,2.2535221688713136e-08,1.3617027931900338e-06
1865,5.836486849375433e-08,4.142023080078161e-08,1.3974621153600708e-06
1866,6.957826315101556e-08,2.9680238100571188e-08,1.4669822627766393e-06
1867,5.386620927083641e-08,2.2808213984149006e-08,1.8770674294898981e-06
1868,4.050696877921922e-08,2.4699369660652337e-08,1.4676365291954596e-06
1869,8.106642057637004e-08,1.1720446391194628e-08,1.3415027333429919e-06
1870,7.511604138699113e-08,7.454263428741115e-09,1.3933738634008819e-06
1871,7.009977154304181e-08,2.6552942955504477e-08,1.1407144551167647e-06
1872,5.6844989160254045e-08,1.6327815544059376e-08,1.4942975230525235e-06
1873,8.08110627303904e-08,3.292302430679683e-08,1.6557288637919498e-06
1874,5.257655999457711e-08,2.2106054209380943e-08,1.5002243625161782e-06
1875,7.437985516389745e-08,3.490131444960909e-08,1.6060326402111968e-06
1876,5.985554452081487e-08,1.3301233003915058e-08,1.6765599193391267e-06
1877,8.225805459005642e-08,1.669900340228736e-08,1.6915472009770838e-06
1878,8.152769481739597e-08,1.8117265909722846e-08,1.4083154837862821e-06
1879,5.5594860270957724e-08,1.0385853066452455e-08,1.4723473542588295e-06
1880,8.279021557200394e-08,4.235778594541273e-08,1.593551257172976e-06
1881,5.717456247333885e-08,2.9284531744000475e-08,1.7208148186398375e-06
1882,4.45910792734594e-08,6.655385131892899e-09,1.71642379953596e-06
1883,7.140852886777793e-08,3.728410069570032e-08,1.611431445169842e-06
1884,6.271612296160356e-08,2.1125431182156262e-08,1.9019489272409373e-06
1885,4.18966337178972e-08,1.0313017106966527e-08,1.9143537777210895e-06
1886,4.194751518360462e-08,2.0651084398082276e-08,2.010254029016778e-06
1887,6.8553710264041e-08,2.8727268563955022e-08,1.7817434923017572e-06
1888,3.550744054336974e-08,1.2681229621946954e-08,1.7202087256862342e-06
1889,7.831420845150205e-08,1.1277246247942685e-08,1.7724071703639765e-06
1890,6.94764992204e-08,2.6872984115744458e-08,1.7434667647364677e-06
1891,3.6970476458009216e-08,2.932141285327816e-08,1.858722590952766e-06
1892,7.522215006439126e-08,2.9462008832581432e-08,1.7113039056937396e-06
1893,6.096832549928877e-08,3.017624117251927e-08,1.7034179800035076e-06
1894,7.18375510189162e-08,6.364554661075772e-08,1.6062623116042118e-06
1895,5.2963805785566365e-08,3.550982596856045e-08,1.709286550521938e-06
1896,5.366296207398591e-08,2.535722409824359e-08,1.5013836147659276e-06
1897,5.010973680441566e-08,2.0393497224269197e-08,1.5079534723128063e-06
1898,2.4330926606808134e-08,4.639851125531891e-08,1.7506949721024512e-06
1899,5.859233098703953e-08,3.537650172802387e-08,1.577570822419716e-06
1900,7.00792170960085e-08,3.374184520676948e-08,1.530841625907442e-06
1901,7.488910142017247e-08,8.438995735549071e-08,1.4575430871133221e-06
1902,4.7629754362787935e-08,5.548620674034055e-08,2.0048689863827462e-06
1903,5.6702312178913417e-08,3.5101431761219715e-08,1.5142217719699147e-06
1904,4.78341632970114e-08,5.320878937453699e-08,1.5183315937861153e-06
1905,4.180214735471921e-08,1.0218303092557335e-07,1.745884832260458e-06
1906,5.349951948119269e-08,7.047532901705011e-08,1.7433641597008886e-06
1907,4.4742737514980035e-08,6.68569620776438e-08,1.5125102681423641e-06
1908,3.536200066101003e-08,6.92505877086802e-08,1.4380547259662535e-06
1909,3.245580160182726e-08,5.115914747388928e-08,1.5842833036572301e-06
1910,2.9927242906069296e-08,4.702852551830006e-08,1.6454639464313914e-06
1911,4.14989171915181e-08,9.097839959171239e-08,1.483852390293805e-06
1912,5.0531385964447395e-08,3.802877518443992e-08,1.4143578930259082e-06
1913,5.196929819817342e-08,7.954484776417914e-08,1.532033727436044e-06
1914,6.964613419313537e-08,4.821655363862476e-08,1.3507332052853371e-06
1915,4.7123048574349014e-08,2.3561523843085297e-08,1.2287334518745752e-06
1916,4.1752354462687435e-08,3.625862410316927e-08,1.1031412263662332e-06
1917,4.1672412742777e-08,7.237839794171919e-08,1.5396860320038286e-06
1918,7.006689184407833e-08,7.810735525026757e-08,1.5966063040551148e-06
1919,3.867296488602179e-08,9.576162607327632e-08,1.455760878954493e-06
1920,3.256059599721084e-08,5.073395392685143e-08,1.6174286745496147e-06
1921,5.2251955651172466e-08,1.1813486100464843e-07,1.3827837150870437e-06
