year,en_ADP île_NOUN,en_ADP ile_NOUN,en_ADP fils_NOUN
1922,6.713921302248238e-08,7.673052992984708e-08,1.5146901670703983e-06
1923,5.6264525483129546e-08,1.2102180546591512e-07,1.6295480413930363e-06
1924,4.383152329978657e-08,8.766304548935011e-08,1.4760910129751892e-06
1925,5.169143690864075e-08,1.407766827554724e-07,1.485853874605425e-06
1926,5.015762383209221e-08,9.808601619809565e-08,1.512530953817759e-06
1927,7.804457169413581e-08,2.1295019048128694e-07,1.647855466302417e-06
1928,4.6846768242403414e-08,8.569531007029951e-08,1.4853853187446475e-06
1929,4.9017788938954254e-08,1.3814104371512315e-07,1.2900590711240056e-06
1930,3.2561171536826805e-08,1.0923747439939291e-07,1.4106339385477895e-06
1931,7.299428261831054e-08,1.6423713677937712e-07,1.4302317712377999e-06
1932,8.110057336807586e-08,1.0630750812978818e-07,1.326103893362074e-06
1933,6.308864186621577e-08,2.2941324773206873e-07,1.3845089501529628e-06
1934,5.751158482780738e-08,2.000923906564367e-07,1.2412917040904858e-06
1935,6.582556011380802e-08,1.2686381367643662e-07,1.6121278569869446e-06
1936,5.334874497719966e-08,1.3822174294020328e-07,1.4234415370850684e-06
1937,5.9178255185088346e-08,1.3220674199843074e-07,1.4668652621452338e-06
1938,7.779128452511941e-08,1.20576491347002e-07,1.5156335457788828e-06
1939,5.352917753498332e-08,1.1011716427589135e-07,1.45752301250468e-06
1940,3.296517903095264e-08,9.635974973498662e-08,1.4403246808569747e-06
1941,6.788455664263893e-08,2.1545969319802794e-07,1.3813031678466814e-06
1942,7.282108316353231e-08,1.7598427848319886e-07,1.4291137424571332e-06
1943,9.00002918857723e-08,2.2645234376561518e-07,1.6025858546875327e-06
1944,1.0282195717081777e-07,2.3134941073976734e-07,1.5262634036616873e-06
1945,1.2635323676235544e-07,1.394242614694008e-07,1.2264977868881033e-06
1946,8.631084824628488e-08,3.870066960232066e-07,1.3057996355314572e-06
1947,6.556479337227472e-08,1.7404471130966215e-07,1.1420194718780863e-06
1948,8.914948068650119e-08,3.174591389765169e-07,1.2741852577491386e-06
1949,1.089687948763185e-07,2.9843705084964256e-07,1.2074919872873124e-06
1950,8.295581621631243e-08,1.9356358382793815e-07,1.2975141565618742e-06
1951,9.488647223498958e-08,2.2708785563096967e-07,1.4126356910892923e-06
1952,1.0861147714535946e-07,1.5711757173075824e-07,1.097714052988863e-06
1953,8.511323734694543e-08,2.1008963413393644e-07,1.445847668257727e-06
1954,7.81802900196027e-08,1.6906487076973065e-07,1.1443640115516018e-06
1955,1.154429796201839e-07,2.815682353940474e-07,1.2801968622966342e-06
1956,1.1599118132643582e-07,2.1279585205036256e-07,1.2375299538458506e-06
1957,1.4312761464907453e-07,3.321974053616117e-07,1.370314299808939e-06
1958,1.1829308449451403e-07,2.5230342171056463e-07,1.1415695615468735e-06
1959,1.5113958196089072e-07,3.208809538080004e-07,1.185089390620675e-06
1960,8.581833199627908e-08,2.4568957890380716e-07,1.2824304018721477e-06
1961,8.754680447253804e-08,2.7167303651154384e-07,1.3104228910876259e-06
1962,1.2557073747476721e-07,2.454337102442139e-07,1.3793754991553442e-06
1963,9.893061736487851e-08,2.5993534169543864e-07,1.2505347068980655e-06
1964,8.030838327677259e-08,2.2814880673571736e-07,1.215576923563333e-06
1965,6.457011131333346e-08,2.5390281344073173e-07,1.1671868858087464e-06
1966,9.028691627666063e-08,2.4094974704347294e-07,1.324946625302914e-06
1967,7.543413449440095e-08,1.9277612661738885e-07,1.182787557674203e-06
1968,8.039634266654438e-08,2.1064740374221458e-07,1.395932002878908e-06
1969,1.0309790240969896e-07,3.6788237811613556e-07,1.2780506546405945e-06
1970,9.795284305891272e-08,2.8742032753825697e-07,1.2641894908682616e-06
1971,7.347908270727288e-08,3.283435972001314e-07,1.2311600321446292e-06
1972,8.87515437808517e-08,2.45221021710762e-07,1.3343512077490516e-06
1973,7.332560791883935e-08,2.3265720616727492e-07,1.247086737876657e-06
1974,7.650777655854313e-08,2.1827218210646038e-07,1.2229993373580328e-06
1975,7.71049837311466e-08,2.947123856067435e-07,1.1520055340774604e-06
1976,6.970502741676654e-08,3.085304505212605e-07,1.0535743628636851e-06
1977,8.815172769516266e-08,4.5897666911542956e-07,1.108948696426637e-06
1978,1.0455440435652719e-07,7.235640131497689e-07,1.265939998162935e-06
1979,8.017203212418167e-08,7.829940444903372e-07,1.1563499642264219e-06
1980,8.982538313162536e-08,6.662996441253455e-07,1.1938816570911115e-06
1981,1.2651099079441508e-07,8.824141608521074e-07,1.0835666648389974e-06
1982,1.1794254017871708e-07,1.0174096072290695e-06,1.0881751544289386e-06
1983,1.648297492939932e-07,1.0350802774894419e-06,9.485604661740865e-07
1984,1.090213619936442e-07,1.1076106196661328e-06,1.147623790664909e-06
1985,1.401624999397555e-07,1.4160623419412488e-06,1.158596481865004e-06
1986,1.582544151834675e-07,1.1599328857414548e-06,1.2072893547099284e-06
1987,1.656031322072593e-07,1.4983722338435257e-06,1.3517126760120846e-06
1988,2.2187248949201432e-07,1.536916705457969e-06,1.2119035339708262e-06
1989,1.1634818730676955e-07,1.6195448337974483e-06,1.1234186239050814e-06
1990,1.5310708995075473e-07,1.5604936454138851e-06,1.1916199520456416e-06
1991,1.8111927269082173e-07,1.4126131624436766e-06,1.1541225140021538e-06
1992,2.0772489084386336e-07,2.062372054467687e-06,1.1906989740850804e-06
1993,2.83053504634978e-07,2.0018695345846993e-06,1.2945127672026047e-06
1994,3.0330828204583327e-07,1.892643687106954e-06,1.1821110614818053e-06
1995,2.765450015651538e-07,1.755247326151732e-06,1.1153980850053813e-06
1996,3.8007217018076744e-07,1.9313217576311104e-06,1.1962664934195288e-06
1997,5.581257198628009e-07,1.989401702928717e-06,1.0985102871785557e-06
1998,5.89817584106811e-07,1.4456968266962633e-06,1.1829728130408057e-06
1999,6.75932743554597e-07,1.6466434926698525e-06,1.164944242404431e-06
2000,6.035030999385071e-07,1.1504554500163522e-06,1.1756381352867606e-06
2001,6.471050006950918e-07,1.1697835127222334e-06,1.0457952859255215e-06
2002,8.289271047345892e-07,9.704405754540346e-07,1.1759198361716017e-06
2003,8.442185635004762e-07,1.1704886357932764e-06,1.0721493044485442e-06
2004,1.1056025996936114e-06,1.2029485043640875e-06,1.0492212689783287e-06
2005,1.1016171388433804e-06,9.165130343546934e-07,1.0286563973949114e-06
2006,8.099889363677448e-07,8.762869931899786e-07,1.1497148486583342e-06
2007,8.624081306862763e-07,1.1340327352726831e-06,1.1040741210166516e-06
2008,9.302505521446847e-07,7.454777062321227e-07,1.1239640365090509e-06
2009,8.372945767831652e-07,6.990170497989112e-07,1.0842869233584906e-06
2010,8.852387939350947e-07,5.77247488919852e-07,1.1870892109300257e-06
2011,1.3215646887942967e-06,3.6365972932994595e-07,1.3116223325226883e-06
2012,8.364248804682006e-07,3.7514863682197586e-07,1.2708075516343342e-06
2013,7.737032623467144e-07,3.0289899144442245e-07,1.133779306883298e-06
2014,7.88655142969219e-07,3.1528882615816656e-07,1.1762697873507477e-06
2015,7.359030558262702e-07,2.1434283832555412e-07,1.1805480029103421e-06
2016,7.104696395643373e-07,2.2619033024362523e-07,1.2502608957021266e-06
2017,6.870134285907881e-07,1.7433186716431237e-07,9.423479792047829e-07
2018,7.385576190621634e-07,1.7760490322871192e-07,1.056077975292169e-06
2019,8.186119737629838e-07,1.7091617554587657e-07,1.0191195967124145e-06
