year,en_ADP hôte_NOUN,en_ADP fautes_NOUN
1800,0.0,2.2009151834367913e-08
1801,0.0,4.7623651688866175e-09
1802,0.0,2.2378401354217203e-08
1803,0.0,2.5354410126965377e-08
1804,2.4718509461507665e-09,3.707776485839531e-08
1805,0.0,2.2743021688143017e-08
1806,0.0,8.645007376628655e-09
1807,1.1387820464392462e-08,8.540865348294346e-09
1808,2.2660739951163578e-09,4.305540635130001e-08
1809,0.0,2.710836710662079e-08
1810,2.3401267590372754e-09,3.2761775514700275e-08
1811,1.7549536934780008e-08,1.7549536934780008e-08
1812,1.0668832928217853e-08,8.00162425207418e-09
1813,0.0,2.8757417114277928e-08
1814,9.440030979135372e-09,5.034683425719777e-08
1815,0.0,6.203614333344376e-08
1816,1.622322720606917e-08,2.7811246638975717e-08
1817,3.113746815941454e-09,7.784366928831332e-09
1818,3.5763532135746345e-09,3.814776761146277e-08
1819,4.140420006848444e-09,3.001804671498576e-08
1820,0.0,1.115449199673435e-07
1821,1.0847637454958203e-08,1.873682797803866e-08
1822,1.9048670196752937e-08,3.107940926838637e-08
1823,4.941343334508019e-09,6.917880934764753e-09
1824,1.431589158329416e-08,7.57900142644985e-09
1825,2.993850500843109e-08,1.1447076175841175e-08
1826,1.4092774947016551e-08,1.145037931138404e-08
1827,8.295545583791863e-09,1.8434546944501307e-08
1828,6.420610709767516e-09,7.06267186956211e-08
1829,0.0,3.6864655328372464e-08
1830,7.305785310052215e-09,1.6698937344017395e-08
1831,3.1182412207897414e-09,3.897801548191637e-08
1832,5.411987746839486e-09,2.0294954272692678e-08
1833,1.1583628278799551e-08,1.0425265983826648e-08
1834,1.8669062740173104e-08,4.1071935186209885e-08
1835,6.050470346963266e-09,2.949604294144592e-08
1836,1.1425274948351216e-08,3.8980349614803345e-08
1837,1.6698937788106605e-08,3.896418832027848e-08
1838,8.2058102535143e-09,1.704283669745621e-08
1839,9.088918062616358e-09,2.8665047335785232e-08
1840,1.4650284319017715e-08,4.140297632515555e-08
1841,1.2841097074556274e-09,2.5040139295384733e-08
1842,6.708265054555795e-09,1.6770663080478698e-08
1843,8.860366662588604e-09,2.1855570742079777e-08
1844,1.811225303072206e-08,1.5367971784030487e-08
1845,8.37034175305007e-09,2.2320911341466854e-08
1846,2.6345256642912318e-08,2.6345256864956923e-08
1847,5.3932236454556914e-09,1.6718992412734224e-08
1848,2.252662056889676e-08,2.494018680465615e-08
1849,3.6869426622843093e-08,8.379414939696517e-10
1850,2.4440385715251978e-08,2.3761487000228954e-08
1851,1.870337307252612e-08,2.579775504329973e-08
1852,3.906327350478023e-08,1.1067927019325907e-08
1853,2.6276499198729653e-08,2.9859659633757474e-08
1854,3.3252252507054436e-08,2.9615287666651113e-08
1855,2.1227748447927297e-08,2.2819829581521844e-08
1856,3.158085348786699e-08,4.245295259774906e-08
1857,1.8549734193129552e-08,1.7085281689421805e-08
1858,2.495774698019204e-08,4.1106879677954566e-08
1859,2.0877910733574367e-08,1.884104072757964e-08
1860,1.830873586072812e-08,8.696649622663699e-09
1861,2.971057178058345e-08,1.226150558863992e-08
1862,1.8523744316212287e-08,2.2589931703009825e-08
1863,4.2454278315062766e-08,1.548332484446746e-08
1864,1.0068928579798353e-08,9.109982990196386e-09
1865,1.694463946932956e-08,1.8827376990770972e-08
1866,1.897589108068587e-08,1.556996132023869e-08
1867,1.261730986357179e-08,1.164674756637396e-08
1868,2.865127013418345e-08,2.1735445443482604e-08
1869,1.12320943657096e-08,2.539429999615095e-08
1870,6.307453670473251e-09,2.3509599600401998e-08
1871,2.973929724703339e-08,3.504988654867702e-08
1872,2.0560953384318736e-08,1.4513614310374123e-08
1873,1.7359413462259e-08,2.8732820567256567e-08
1874,1.0754296120296658e-08,1.5533982988813477e-08
1875,3.3184856362833415e-08,3.318485752856759e-08
1876,3.385768176933368e-08,1.9951848173604958e-08
1877,2.783167296627198e-08,1.2988113695655557e-08
1878,1.7513357875031943e-08,1.69094480639842e-08
1879,3.848874996492668e-08,7.331190321480108e-09
1880,2.5671384351610982e-08,1.6686399817444908e-08
1881,1.3945015142624584e-08,2.022027167924989e-08
1882,8.652000671460769e-09,8.652000893505374e-09
1883,1.3270611554094813e-08,2.0221884611260066e-08
1884,2.772712726084592e-08,9.242375753615306e-09
1885,2.7716232864349877e-08,1.353583467533781e-08
1886,1.4842966855610484e-08,9.034849313138693e-09
1887,3.5909084705743055e-08,3.264462478114183e-08
1888,1.4583413587843097e-08,1.521747527988282e-08
1889,1.3156786771162388e-08,1.2530273263422487e-08
1890,2.4251230634764198e-08,1.4419650362640368e-08
1891,1.529812720946211e-08,3.569563133964948e-08
1892,2.068609084027173e-08,1.5044429702015805e-08
1893,2.894455697344256e-08,8.621783287310336e-09
1894,2.0795079658242344e-08,2.457600345451283e-08
1895,3.6111685863815524e-08,1.5648398132839247e-08
1896,2.0049898130647392e-08,1.2973464080801023e-08
1897,3.088158351260972e-08,1.2818770045441852e-08
1898,2.9423445013776472e-08,1.7540900287826844e-08
1899,1.5477219506010442e-08,5.527578395003729e-09
1900,2.595526638060619e-08,1.2977633190303095e-08
1901,2.235495527580511e-08,1.397184767881754e-08
1902,1.5712907974752e-08,5.4013122863239005e-09
1903,1.944079275340016e-08,7.560307935250421e-09
1904,2.4723275870996986e-08,1.5586413049106795e-08
1905,3.1996705729397945e-08,1.7030505006232488e-08
1906,2.2119994169678137e-08,7.716276506641861e-09
1907,2.2628510065736407e-08,5.142843484406967e-09
1908,3.241516921548282e-08,3.437972351250096e-09
1909,2.420432715366516e-08,1.4852655993990993e-08
1910,2.6186338430989053e-08,9.619471441624228e-09
1911,1.649315961582687e-08,9.576673676292558e-09
1912,3.021464323182954e-08,1.927485904218429e-08
1913,1.484837142129436e-08,1.2727175757731857e-08
1914,2.5447626228469744e-08,1.4063162190325329e-08
1915,4.7123048574349014e-08,1.8849219074468238e-08
1916,5.3838564051389426e-08,1.4283700444650549e-08
1917,1.4256351654751143e-08,2.52227767560953e-08
1918,3.560776473676697e-08,1.4932290071101306e-08
1919,3.1306683467846597e-08,1.6574126959767455e-08
1920,3.8618381381638756e-08,3.786115865267448e-09
1921,4.165011052714718e-08,1.8931869405491852e-08
1922,3.098732825890238e-08,2.2871599725249325e-08
1923,2.3355084977083607e-08,2.0170300985000722e-08
1924,4.1253198190815965e-08,5.156649773851996e-09
1925,3.2994532217500705e-08,2.1996356736053713e-08
1926,3.343841470382358e-08,1.89484357093761e-08
1927,3.456259833889419e-08,6.689535148041159e-09
1928,2.2852082781632532e-08,1.9424270192303084e-08
1929,5.23599084090165e-08,2.33948540540041e-08
1930,3.886333388436469e-08,2.2057568216382606e-08
1931,3.193499864551086e-08,1.1405356659111021e-08
1932,3.835837958376942e-08,1.3151444377967891e-08
1933,1.8353059516584835e-08,1.605892663292252e-08
1934,4.193553060360955e-08,2.6359476379411717e-08
1935,3.949533677882755e-08,1.795242710045386e-08
1936,3.394919900756577e-08,8.487299751891442e-09
1937,3.1477796369472344e-08,1.510934133364117e-08
1938,1.9447821131279852e-08,4.019216603978748e-08
1939,3.8235127064467633e-08,1.6823455517567254e-08
1940,5.0715659227762444e-08,2.028626333583361e-08
1941,4.132103725851266e-08,2.066051862925633e-08
