year,en_ADP hôte_NOUN,en_ADP fautes_NOUN
1942,2.4273694165799498e-08,3.034211770724937e-09
1943,3.774205836748479e-08,8.709705845433291e-09
1944,6.7476911169706e-08,6.4263723231761105e-09
1945,4.357008265287732e-08,1.742803235060819e-08
1946,4.037120238109537e-08,1.1136883415474585e-08
1947,3.457052732969146e-08,5.960435700558264e-09
1948,3.3702851842676296e-08,9.784699050996437e-09
1949,3.141442661558358e-08,1.570721330779179e-08
1950,4.785912754989852e-08,1.808011518278363e-08
1951,8.529121409139861e-09,1.4925962688039363e-08
1952,3.58523338794825e-08,1.687168627029223e-08
1953,3.016671712430252e-08,1.1851209791302608e-08
1954,2.834035384147171e-08,9.772536557761669e-09
1955,2.627970197011109e-08,1.1262729415761896e-08
1956,3.488456679079377e-08,9.593255967388359e-09
1957,4.859270746893074e-08,1.0602045463770082e-08
1958,4.797901065334287e-08,1.7371711180658167e-08
1959,3.100299039715537e-08,1.0075972611822692e-08
1960,4.221708238549837e-08,2.2146666722733244e-08
1961,3.821487482014163e-08,1.320150300188061e-08
1962,3.868593489997352e-08,1.77574772664002e-08
1963,4.3322555987046485e-08,9.69907976156037e-09
1964,4.1370983028254926e-08,1.2776333768727e-08
1965,2.6813012810045223e-08,1.9699356812452606e-08
1966,2.8249280581427172e-08,1.163205709531212e-08
1967,3.007504723040455e-08,1.2818872185960117e-08
1968,2.5601070541281246e-08,1.3025106326836067e-08
1969,2.6796371760395843e-08,1.8621206326896456e-08
1970,1.7935028046034418e-08,7.817832381462608e-09
1971,2.8261185835987135e-08,1.490135304038631e-08
1972,3.2319926623891604e-08,9.234264020108185e-09
1973,2.3155455108891942e-08,6.615844760915479e-09
1974,2.6440186928766707e-08,1.9689501584707614e-08
1975,3.998036302022001e-08,8.567219822452898e-09
1976,3.999468833892905e-08,6.8562320265641574e-09
1977,2.056873604772136e-08,2.2331770210826107e-08
1978,3.4455430730773173e-08,1.7227714366185864e-08
1979,3.628223554930088e-08,4.681578680276743e-09
1980,5.855705120794141e-08,1.3644362084619388e-08
1981,3.352541277923393e-08,1.2018544381930951e-08
1982,3.600351394794643e-08,4.345251713999687e-09
1983,3.536577020124554e-08,8.841442245000053e-09
1984,4.2332761851504586e-08,7.538710988796993e-09
1985,3.0679345286444004e-08,1.2632671797518924e-08
1986,2.8174081290188724e-08,1.2588419195935785e-08
1987,2.6887593707058954e-08,4.888653482026939e-09
1988,3.298104533921986e-08,4.797243047249822e-09
1989,2.8538234553288078e-08,4.939309850016116e-09
1990,4.6313532342523445e-08,8.172976073694826e-09
1991,4.0444108784232213e-08,1.3481369798284959e-08
1992,2.699872603262321e-08,6.060938417817852e-09
1993,3.10195602537533e-08,1.2186256448387667e-08
1994,3.534200837540524e-08,9.494868002946077e-09
1995,4.500634065429665e-08,6.506940763983948e-09
1996,3.149474281372022e-08,8.540947504798169e-09
1997,3.6920688728514506e-08,5.274384040632185e-09
1998,3.0039213450017144e-08,1.2873949017944142e-08
1999,3.930372988181219e-08,1.3253583119876566e-08
2000,3.887867761065422e-08,6.185244316725402e-09
2001,3.417345195710908e-08,3.066848330846028e-09
2002,3.724038299957044e-08,6.571832411594869e-09
2003,3.666892256504184e-08,6.667076668520622e-09
2004,3.9202640800262145e-08,1.497629043001325e-08
2005,4.323599711586468e-08,7.656374201303606e-09
2006,4.282605625682834e-08,5.353256948836815e-09
2007,5.592271112853098e-08,5.1928234212628155e-09
2008,5.2792251459266026e-08,4.257439734089985e-09
2009,4.577464629562655e-08,8.105927484791664e-09
2010,6.235406679877542e-08,8.502827775203059e-09
2011,5.162362270993981e-08,5.7359579308524644e-09
2012,6.195739876702078e-08,2.382976926895708e-09
2013,6.052401468892299e-08,6.414987652192394e-09
2014,6.539644470393569e-08,7.145969149746634e-09
2015,6.250742634605899e-08,5.319781060109108e-09
2016,5.861892304892535e-08,8.699628573083373e-09
2017,5.685281623257765e-08,5.7859059765519305e-09
2018,5.292006832746665e-08,5.162933192082164e-09
2019,4.948916321190211e-08,4.3366790158927415e-09
