year,en_ADP oeil_NOUN,en_ADP feuilles_NOUN
1800,9.432493897065797e-09,2.565638253404501e-06
1801,4.7623651688866175e-09,1.954950942462119e-06
1802,0.0,2.123710174828375e-06
1803,2.145373123596528e-08,1.8099148082484362e-06
1804,1.730295728918918e-08,1.4361454461209178e-06
1805,0.0,1.8933565453238543e-06
1806,0.0,2.4350104022019536e-06
1807,0.0,2.192155344360458e-06
1808,0.0,1.6270411804519824e-06
1809,0.0,3.2326725767362063e-06
1810,0.0,1.928264506734223e-06
1811,0.0,3.05361958474748e-06
1812,2.6672082320544632e-09,2.0804224085679834e-06
1813,2.8757416448144113e-09,2.179812122804492e-06
1814,0.0,1.1831505606352266e-06
1815,0.0,1.9096343328861565e-06
1816,0.0,2.071937862169193e-06
1817,6.227493631882908e-09,1.5553165015891324e-06
1818,0.0,1.9312307855123834e-06
1819,1.035105001712111e-09,2.1726853627335174e-06
1820,3.5599443393152796e-09,1.6886002347504814e-06
1821,0.0,9.437444332682787e-07
1822,1.0025615893027862e-09,1.1709919647273637e-06
1823,0.0,1.300561644157483e-06
1824,0.0,1.5469584360161548e-06
1825,1.7610886082763955e-09,1.5154167485320613e-06
1826,8.807984341885344e-10,1.8126832186382558e-06
1827,0.0,2.036095700486129e-06
1828,0.0,1.1437859225305047e-06
1829,0.0,1.480587462410199e-06
1830,0.0,1.544651666129937e-06
1831,1.5591206103948707e-09,2.106371907117932e-06
1832,1.3529969367098715e-09,1.6601272077032547e-06
1833,0.0,1.9657418013352412e-06
1834,0.0,1.7726274501583816e-06
1835,2.2689263801112247e-09,1.665391984317921e-06
1836,4.032449929525228e-09,1.7830150396136446e-06
1837,1.0436836284100082e-08,1.964212511307295e-06
1838,2.5248647617104325e-09,1.3956190172415006e-06
1839,0.0,1.8925923505053177e-06
1840,0.0,1.4006945615596678e-06
1841,6.420548537278137e-10,1.8125208760544353e-06
1842,0.0,1.2967076630232555e-06
1843,1.7720733769266417e-09,1.3780823020503874e-06
1844,0.0,1.4566641803881453e-06
1845,0.0,1.388918681843876e-06
1846,2.3418005312692003e-09,1.808455469820558e-06
1847,0.0,1.5651135587546605e-06
1848,8.045221711050488e-10,1.7128277391975644e-06
1849,1.6758829879393033e-09,1.2468569954293685e-06
1850,2.0366988096043315e-09,1.6001663363240937e-06
1851,0.0,1.9283822521032334e-06
1852,1.3021090872200602e-09,2.15173530282442e-06
1853,5.971931837933653e-10,1.638698106098957e-06
1854,1.558699391779328e-09,1.7254801552013532e-06
1855,5.306937111981824e-10,1.5448494252723322e-06
1856,2.5885946719483854e-09,1.5340011736419967e-06
1857,9.763018171682347e-10,2.1590915668667776e-06
1858,5.3830437884982985e-09,1.4656560001213847e-06
1859,0.0,1.4151149589913814e-06
1860,9.154367819341758e-10,1.4463901010230984e-06
1861,4.715963730639317e-10,1.6670931906048736e-06
1862,4.9697850279528666e-09,2.686846494848183e-06
1863,9.989241656072068e-10,1.5408405431571737e-06
1864,4.794727948009836e-10,1.5026677395724164e-06
1865,4.706844358715045e-10,1.7015241779994028e-06
1866,0.0,1.3618850189800469e-06
1867,9.7056229719783e-10,1.9653885985349007e-06
1868,9.87974813071446e-10,1.6760992727071766e-06
1869,4.883519144627257e-10,1.2072059125678436e-06
1870,5.734048791339319e-10,1.3102301448242315e-06
1871,0.0,1.6324749925189508e-06
1872,1.2094678591978436e-09,1.5426762196568689e-06
1873,5.986004469882289e-10,1.7036169186468442e-06
1874,0.0,1.8371923005133795e-06
1875,2.2886108563824337e-09,1.3731664982863379e-06
1876,0.0,1.5453614050642273e-06
1877,6.184815992682502e-10,1.7484475351992046e-06
1878,1.8117265465633636e-09,1.9228458061348874e-06
1879,5.498392852132383e-09,1.8156914709521743e-06
1880,5.776061406947974e-09,2.134575586509868e-06
1881,2.091752326904839e-09,1.8463199893403726e-06
1882,1.3310770263785798e-09,1.6605186452522958e-06
1883,0.0,2.073375153344159e-06
1884,6.601696966868076e-10,1.8907260290745853e-06
1885,0.0,2.161866260230738e-06
1886,2.5813855497602844e-09,1.8786032995876667e-06
1887,0.0,1.5604129797175403e-06
1888,1.268122939990235e-09,1.512236602163597e-06
1889,1.2530273485467092e-09,1.808744924503003e-06
1890,6.554386478008212e-10,1.6110681908543256e-06
1891,1.9122659011827636e-09,2.230977112382959e-06
1892,6.268512375839919e-10,2.1363090558779163e-06
1893,6.158416554491453e-10,1.9971744373847855e-06
1894,1.8904617871129403e-09,2.0038895272023183e-06
1895,1.2037228991346183e-09,1.8838263855514015e-06
1896,0.0,1.8534361903022045e-06
1897,0.0,1.6011808989802034e-06
1898,5.6583548957434e-10,1.8327411295260276e-06
1899,5.527578395003729e-10,1.878823848500133e-06
1900,1.038210628578895e-09,1.9663709398543006e-06
1901,0.0,1.7129484959355068e-06
1902,0.0,2.254802250689636e-06
1903,5.400220270956879e-10,1.8528155507624433e-06
1904,5.374625189347171e-10,1.7919000434574173e-06
1905,5.160759042333041e-10,1.5838369078480241e-06
1906,5.144184522798412e-10,2.0988272710908973e-06
1907,1.5428529565042481e-09,1.7593667314130812e-06
1908,0.0,1.507305325887387e-06
1909,1.1001967115120692e-09,1.7317096094870976e-06
1910,5.344150677544235e-10,1.5925569352148727e-06
1911,0.0,1.5163066529044755e-06
1912,5.209421227725386e-10,1.323713936685067e-06
1913,5.30298971401777e-10,1.6354420564468342e-06
1914,1.3393487430235496e-09,1.5415904179860718e-06
1915,0.0,1.4325406652027084e-06
1916,1.0987462051303964e-09,1.6294405718042526e-06
1917,0.0,1.9278974425773754e-06
1918,1.1486376294556067e-09,1.8091042841561489e-06
1919,0.0,1.6970064873333968e-06
1920,1.514446346106979e-09,1.7484283176827375e-06
1921,0.0,1.5622577418383798e-06
1922,0.0,1.869568843737568e-06
1923,0.0,1.4713703984092774e-06
1924,6.445812328337297e-09,1.7609958424813499e-06
1925,1.0998177923937646e-09,1.6937193541011197e-06
1926,1.1146138456652466e-09,1.5002702449251615e-06
1927,1.1149224876660924e-09,1.5530870474123049e-06
1928,0.0,1.7356156067904749e-06
1929,0.0,1.5797096288849843e-06
1930,1.0503603542488804e-09,1.89800117667005e-06
1931,0.0,1.845386698562379e-06
1932,1.0959536611565568e-09,1.6483143587819882e-06
1933,0.0,2.645134699719165e-06
1934,0.0,2.159080779051692e-06
1935,1.196828414151696e-09,2.0142623036178975e-06
1936,1.2124714565686645e-09,1.9035802036881933e-06
1937,0.0,1.641881766545339e-06
1938,1.2965214457594243e-09,1.8786595337161316e-06
1939,3.058810094103137e-09,1.663992747147347e-06
1940,0.0,2.005804358162777e-06
1941,0.0,1.369497156566979e-06
1942,3.034211770724937e-09,1.4776611205746804e-06
1943,0.0,1.1729070199528735e-06
1944,6.4263723231761105e-09,1.8475820251495634e-06
1945,2.178504043826024e-09,1.4748472452197348e-06
1946,2.7842208538686464e-09,1.2946627032661695e-06
1947,1.1920870957027319e-09,1.028771152711272e-06
1948,2.174377566888097e-09,1.1872101035592664e-06
1949,0.0,1.3203876418899085e-06
1950,0.0,1.388978156491305e-06
1951,0.0,1.6546494983060711e-06
1952,0.0,1.6892775906995894e-06
1953,3.232148326759443e-09,1.473859615686024e-06
1954,0.0,1.451221662396307e-06
1955,1.8771215692936494e-09,1.5026358122227634e-06
1956,3.488456634670456e-09,1.6509120595031845e-06
1957,8.835037701437898e-10,1.4781018160547887e-06
1958,4.1361216673863055e-09,1.5692446120318948e-06
1959,0.0,1.1920650564434254e-06
1960,6.920833350854139e-10,1.2464421406122028e-06
1961,2.08444772553662e-09,1.2478894415579589e-06
1962,1.9025869768540815e-09,1.2880513802215887e-06
1963,7.759263453976928e-09,1.3817956006079157e-06
1964,1.8251904432275978e-09,1.129792948972863e-06
1965,1.6416130677043839e-09,1.4818293436746899e-06
1966,2.769537488234164e-09,1.2407527929525486e-06
1967,2.9582012395223956e-09,1.2966782865220239e-06
1968,1.3474247273492779e-09,1.1646241557805581e-06
1969,2.7250546263957176e-09,1.6000612443889395e-06
1970,2.2993624781975086e-09,1.8385702551526606e-06
1971,2.0553589941130213e-09,1.501439750306588e-06
1972,1.5390440033513642e-09,1.7042348181561806e-06
1973,1.6539611902288698e-09,1.1235909731510674e-06
1974,3.937900228123681e-09,1.2303124901080764e-06
1975,2.2845920710778955e-09,1.1628573126643005e-06
1976,3.9994687561772935e-09,9.798698634710945e-07
1977,8.22749424145286e-09,1.1900483265492312e-06
1978,1.0099005187669263e-08,1.8457416679495964e-06
1979,5.266775904289034e-09,1.2365220136700827e-06
1980,8.527726080842513e-09,1.3138382968236328e-06
1981,2.5302198114474095e-09,9.450370734853664e-07
1982,2.483000915987077e-09,8.864313230105836e-07
1983,5.052252838311233e-09,1.1891739930547374e-06
1984,2.8995041922996734e-09,1.3917620726999758e-06
1985,4.812446441349039e-09,1.1339327299353386e-06
1986,1.6185110141009318e-08,1.2318667064192823e-06
1987,6.110816741511371e-09,1.0858921566381241e-06
1988,1.0793796967334401e-08,1.2580770238912464e-06
1989,7.134558721588746e-09,1.4510595605088383e-06
1990,8.172976073694826e-09,1.0504998879667937e-06
1991,9.37834432335194e-09,1.141227257583921e-06
1992,3.856960972825618e-09,9.82974028174155e-07
1993,9.970573700002205e-09,1.2391206913875408e-06
1994,4.2199412852994556e-09,1.05393031724077e-06
1995,7.0491861237087505e-09,9.50555638645767e-07
1996,2.6690460952494277e-09,8.866571175047966e-07
1997,2.3974471297094624e-09,1.1565285635839473e-06
1998,3.814503379828693e-09,1.0041679923133984e-06
1999,1.3710603763428253e-09,9.31406995974271e-07
2000,3.97622823555821e-09,1.1151111491969345e-06
2001,5.257454027685071e-09,8.674799069074979e-07
2002,8.76244299341522e-10,1.0247676991426147e-06
2003,8.333845835650777e-10,5.133649096933368e-07
2004,1.3214374039449694e-09,6.008135016166705e-07
2005,3.602999676388663e-09,5.318928446573779e-07
2006,2.4707338397433887e-09,6.526855678146148e-07
2007,2.7961355453243186e-09,5.548331749594126e-07
2008,8.514879357157668e-10,5.04080833740872e-07
2009,3.337734755248789e-09,4.5488555477923853e-07
2010,1.4171379625338432e-09,4.279756415925817e-07
2011,0.0,4.4625753403693125e-07
2012,6.808505426114664e-10,5.361697744676874e-07
2013,1.1156500168141292e-09,4.1223267133183583e-07
2014,8.661780737106994e-10,3.947606528331704e-07
2015,1.5516027351836215e-09,4.772286903431677e-07
2016,2.0713400439298368e-10,5.310915878187217e-07
2017,7.54683426862357e-10,3.418715910363801e-07
2018,2.5814667070633845e-10,3.5056316738391047e-07
2019,5.1019755087367e-10,3.737196938580212e-07
