year,en_ADP oie_NOUN,en_ADP foi_NOUN
1847,7.011190739092399e-09,1.3288903346619918e-06
1848,4.82713291560799e-09,1.4215906247727617e-06
1849,1.9272654583346593e-08,1.520863804671535e-06
1850,6.788996032014438e-09,1.3170652835015062e-06
1851,1.0964046337491595e-08,1.3834045644589565e-06
1852,5.208436348880241e-09,1.816442136259866e-06
1853,1.791579506971175e-08,1.2421618578173366e-06
1854,7.79349651480743e-09,1.3191792049838114e-06
1855,1.0083180512765466e-08,1.505578108407235e-06
1856,1.3978411317339123e-08,2.3245579736652644e-06
1857,1.4156376515472857e-08,1.5464620446437038e-06
1858,1.5659763041853125e-08,1.5723380810128695e-06
1859,2.036869339860914e-09,2.2762014129096286e-06
1860,4.57718396518203e-09,1.4569176614021018e-06
1861,7.073945706981277e-09,2.152837448143874e-06
1862,1.490935469528054e-08,1.3897325459311105e-06
1863,3.9956967790022446e-08,1.599277603070437e-06
1864,1.4384183844029508e-09,2.6260724723670137e-06
1865,1.3179164426446732e-08,2.4786243161822874e-06
1866,1.702964580463373e-08,2.8152435835870904e-06
1867,1.4073153309368536e-08,1.6164714686794923e-06
1868,1.2349685274415378e-08,2.310872973421141e-06
1869,2.24641887314192e-08,1.5373318076328246e-06
1870,9.17447806614291e-09,1.2213524112070218e-06
1871,2.2304472935275044e-08,1.3435789218974037e-06
1872,7.256807155187062e-09,1.5330005687097525e-06
1873,2.5141218329416404e-08,1.597066040026629e-06
1874,1.1949218503559678e-08,1.8730399578004153e-06
1875,9.7265964171811e-09,1.619764357307929e-06
1876,2.1161051577678336e-08,1.7454844403186343e-06
1877,2.2265337129567797e-08,1.2975744374532638e-06
1878,2.1740719446938783e-08,2.1819226682651127e-06
1879,1.5273313280772527e-08,1.3727653884743063e-06
1880,1.6044615858135103e-08,5.4898258126101496e-06
1881,2.1614772693911988e-08,2.4201574331250697e-06
1882,3.327692410515226e-08,1.4628536710858953e-06
1883,8.847074184359371e-09,2.1056037491362645e-06
1884,1.4523733327109767e-08,1.5679030704873753e-06
1885,1.546952527187173e-08,1.8215366126561605e-06
1886,2.0005737511041843e-08,2.199985822071149e-06
1887,2.0239665943222462e-08,1.8881649817004131e-06
1888,3.1703073499755874e-09,2.2693060550693644e-06
1889,1.3783300722991498e-08,1.3294620488935038e-06
1890,7.865263995654459e-09,1.4596618523876614e-06
1891,1.0836173736095134e-08,1.8313134085845562e-06
1892,7.522214628963297e-09,1.6586483402303287e-06
1893,1.2932674486876294e-08,1.6935645286153544e-06
1894,8.192001077489408e-09,1.1689355625676967e-06
1895,9.629783193076946e-09,1.3457622181078932e-06
1896,2.94851448812139e-09,1.2189159359632384e-06
1897,8.740070001067579e-09,1.3424747976609197e-06
1898,3.960848538042683e-09,1.293499965360212e-06
1899,7.738609753005221e-09,1.4587279348887705e-06
1900,8.30568502863116e-09,1.5152684653685355e-06
1901,1.620734302321125e-08,1.3329142607432232e-06
1902,7.365425880312415e-09,2.018617655696886e-06
1903,9.1803746826713e-09,1.5541833651155912e-06
1904,4.837162670412454e-09,1.787600393043931e-06
1905,1.4450125374043665e-08,1.8661304768130549e-06
1906,1.0288368990085672e-08,1.7726859482536383e-06
1907,1.2342823652033985e-08,2.414564929331675e-06
1908,1.7680999775393502e-08,1.6251785874832336e-06
1909,5.500983557560346e-10,1.6260906843257317e-06
1910,1.4963622119168463e-08,1.400701898468526e-06
1911,5.3203743632934675e-09,1.5918559848060454e-06
1912,9.376957876838787e-09,1.4081066002091802e-06
1913,1.0075680734189518e-08,1.1406731335039666e-06
1914,6.696743604095445e-09,1.0768363596369568e-06
1915,1.6493066468115103e-08,1.238158054306382e-06
1916,1.0987462051303964e-09,1.7173403232817464e-06
1917,1.315970976634162e-08,1.2600422154562807e-06
1918,4.594550517822427e-09,1.722956465499692e-06
1919,8.287063479883727e-09,1.1196743412433818e-06
1920,1.0601124866838063e-08,1.3902617155281405e-06
1921,5.300923255902035e-09,1.1639312837985472e-06
1922,3.6889677978990676e-09,1.6578221249119451e-06
1923,7.431163684401554e-09,1.451200115187845e-06
1924,9.024137215263295e-09,1.914406204228669e-06
1925,1.2097995494286806e-08,2.0951529888790787e-06
1926,2.229227691330493e-09,2.6460932769367673e-06
1927,1.0034302277972529e-08,2.1049736655953666e-06
1928,2.2852082337543322e-08,2.7913819042879595e-06
1929,6.684243603061191e-09,2.3016080339388623e-06
1930,1.3654684494213143e-08,2.1112243082654913e-06
1931,1.1405356659111021e-08,2.3757358107445725e-06
1932,5.4797681947604815e-09,1.7546217998543057e-06
1933,1.1470662641954732e-08,2.8848715647455947e-06
1934,1.3179738189705859e-08,2.0572372783078663e-06
1935,2.393656828303392e-09,1.7545505128779837e-06
1936,2.424942913137329e-09,2.0878757975850704e-06
1937,5.0364472592434595e-09,2.266401198158796e-06
1938,9.075650453382877e-09,2.252057708318489e-06
1939,1.3764645423464117e-08,1.7924626822818368e-06
1940,1.2678914806940611e-08,2.0615915170552057e-06
1941,2.9515025978810172e-09,1.0743469411877982e-06
1942,0.0,8.435108682647297e-07
1943,5.806470415592457e-09,6.067761706418651e-07
1944,3.2131861615880553e-09,6.876218296980596e-07
1945,8.714016175304096e-09,8.953651882137592e-07
1946,2.7842208538686464e-09,7.225053320070174e-07
1947,2.3841741914054637e-09,7.355177373824517e-07
1948,3.2615663503321457e-09,7.914734325709105e-07
1949,9.817008539414473e-09,9.905361295636794e-07
1950,8.508289184305795e-09,1.0443924782777003e-06
1951,5.330700769690111e-09,7.676209072826623e-07
1952,3.1634410646574906e-09,9.121255564181752e-07
1953,3.232148326759443e-09,6.895249429206274e-07
1954,4.886268278880834e-09,9.665038191997155e-07
1955,3.754243138587299e-09,9.254209203390928e-07
1956,9.593255967388359e-09,5.686184358921764e-07
1957,1.5903067307476704e-08,8.843872620900584e-07
1958,9.099467679352102e-09,1.1043445233838156e-06
1959,3.100299128533379e-09,7.805003203742444e-07
1960,8.997083078554624e-09,9.225470645191081e-07
1961,8.33779090214648e-09,7.163552346867164e-07
1962,8.24454354786397e-09,6.132671916958543e-07
1963,1.0345685197421517e-08,5.360358183992275e-07
1964,4.867174663303331e-09,9.016440865039499e-07
1965,2.73602163147757e-09,6.741557383449504e-07
1966,3.323444985880997e-08,7.843329825618639e-07
1967,1.7256174267288316e-08,1.191169083369914e-06
1968,1.4372530721118437e-08,5.825366429235146e-07
1969,9.083515217778171e-09,5.369720049941407e-06
1970,1.3796175091229657e-08,3.1561050235495713e-06
1971,1.6956711590410123e-08,1.2912793110331222e-06
1972,1.1799337673590315e-08,9.413819199721729e-07
1973,1.047508757512361e-08,8.870745009659231e-07
1974,1.4626486743996026e-08,1.1509919559671289e-06
1975,1.4849848462006321e-08,1.0828966274800678e-06
1976,9.141642998145016e-09,9.838693344477178e-07
1977,1.1753563455840776e-08,1.0619344648077345e-06
1978,2.1386129422928946e-08,1.0199995212900603e-06
1979,1.2289143924704149e-08,6.905328664430499e-07
1980,8.527726080842513e-09,9.880791740357608e-07
1981,9.48832401537203e-09,6.401456218441126e-07
1982,1.1173504455008754e-08,1.879010930849745e-06
1983,8.209910973278056e-09,6.725811507735102e-07
1984,8.69851302098823e-09,6.993604116378727e-07
1985,4.812446441349039e-09,6.232118181515034e-07
1986,1.1988970816112499e-08,5.131279574577263e-07
1987,9.777306964053878e-09,7.229096041783123e-07
1988,5.99655392008458e-09,4.347501487700356e-07
1989,6.585746614717891e-09,5.153346542829951e-07
1990,1.0897301727652575e-08,4.119180082584606e-07
1991,4.68917216167597e-09,4.144055877342012e-07
1992,8.264916362410446e-09,3.8569607696548047e-07
1993,4.4313659408601325e-09,4.519993339613393e-07
1994,9.494867947434926e-09,4.4995125125790736e-07
1995,7.591431483433553e-09,3.4649460900482154e-07
1996,8.007138063703678e-09,4.649478240192906e-07
1997,1.054876808126437e-08,3.783171749205394e-07
1998,7.629006759657386e-09,5.993538458870518e-07
1999,6.8553016596695215e-09,3.907521966550753e-07
2000,1.060327570190367e-08,4.2501462838018256e-07
2001,5.695575122643959e-09,3.785367068687151e-07
2002,1.3581786362237835e-08,3.6583200113682324e-07
2003,1.1250691767106247e-08,3.654391385055078e-07
2004,9.690541008522402e-09,4.338719499230592e-07
2005,8.557123898356167e-09,3.467887150776505e-07
2006,1.1530091548195287e-08,2.9484091113030075e-07
2007,1.0385647009059085e-08,3.8946175284770845e-07
2008,1.1920831433087642e-08,3.478328167716427e-07
2009,8.105927484791664e-09,3.1613116036055544e-07
2010,4.251413721068076e-09,2.801209184610798e-07
2011,7.647943611743813e-09,1.5487086812981943e-07
2012,1.1234033758800166e-08,1.9914878279791992e-07
2013,9.483025031897796e-09,1.4280320614901143e-07
2014,9.094869662940042e-09,1.4746682119870513e-07
2015,1.2634479421014255e-08,1.478455780024035e-07
2016,1.0356700386182638e-08,2.5228921218811706e-07
2017,1.1068689659277098e-08,1.6779127709476427e-07
2018,1.290733386838383e-08,1.3707588042422003e-07
2019,8.163161147045628e-09,1.4004922688215515e-07
