year,bon_ADJ acteur_NOUN,bon_ADJ facteur_NOUN
1959,6.200598245964528e-08,2.8677767716089875e-08
1960,6.851625145021245e-08,2.2838749558218296e-08
1961,6.531269958198749e-08,1.042223907177231e-08
1962,8.1811237617746e-08,2.72704117065814e-08
1963,6.272071573221183e-08,3.4916688207431434e-08
1964,7.118242706383171e-08,1.7035111099517053e-08
1965,7.660860834590721e-08,1.9699356812452606e-08
1966,6.259154361476504e-08,2.437192847537517e-08
1967,1.035370460478191e-07,7.88853687927471e-09
1968,9.252316424124274e-08,1.7516521566562915e-08
1969,8.58392240343786e-08,1.544197658631674e-08
1970,6.62216400881821e-08,1.3796174869185052e-08
1971,1.1150322720698824e-07,1.644287195290417e-08
1972,8.3108382176178e-08,3.745007148836521e-08
1973,5.678599951375318e-08,1.543697081274331e-08
1974,5.0067588519553397e-08,1.2938814464291681e-08
1975,5.0832172693304756e-08,1.6563292959403952e-08
1976,7.827531678383792e-08,1.2569759455516305e-08
1977,6.758299098130749e-08,1.3516598507123945e-08
1978,6.772273808408613e-08,1.544553818177974e-08
1979,5.3252958376326376e-08,9.948355028654987e-09
1980,6.026259613545193e-08,7.959211123509391e-09
1981,6.768338345342073e-08,2.0241758491579276e-08
1982,9.683703416918377e-08,1.738100685599875e-08
1983,8.336217527382672e-08,1.136756910824488e-08
1984,9.220423713429682e-08,2.493573730832921e-08
1985,8.181158761555452e-08,3.308556983938615e-08
1986,7.493107123668352e-08,1.498621315931814e-08
1987,6.171924910036708e-08,9.166224945733603e-09
1988,7.555657788316239e-08,9.594486094499644e-09
1989,6.366221971809694e-08,1.4817929994137558e-08
1990,7.083246267303167e-08,9.262707045820662e-09
1991,7.912978006174853e-08,1.3481369798284959e-08
1992,6.77723142605835e-08,1.8182815253453555e-08
1993,7.865674611640117e-08,1.0524494165053966e-08
1994,5.960666976667639e-08,1.793475057354499e-08
1995,6.778063860179984e-08,1.2471637056421514e-08
1996,7.526710210647991e-08,9.074756945892659e-09
1997,6.76080093020559e-08,1.6302641014931396e-08
1998,8.630313885760188e-08,2.0026142522056034e-08
1999,6.946705610744175e-08,1.599570334520628e-08
2000,8.791882577519061e-08,1.0603275812925972e-08
2001,8.543362700619284e-08,1.0514908055370142e-08
2002,6.834705640335059e-08,1.1391176002462089e-08
2003,6.625407200644418e-08,1.5000923170305214e-08
2004,7.311953709177033e-08,1.1892936246926666e-08
2005,7.521261857768025e-08,1.0358624180639708e-08
2006,8.524032030221562e-08,1.3589036562677848e-08
2007,1.206332811420907e-07,8.787854888225866e-09
2008,9.664387912167172e-08,1.6178270362265934e-08
2009,1.0490023605314036e-07,1.0490023072406984e-08
2010,1.0250630838593011e-07,1.2281861749841028e-08
2011,9.751128871027248e-08,2.8679789210173112e-08
2012,1.1199991684085475e-07,2.4851045665741367e-08
2013,1.2467388982306815e-07,1.1435412616833673e-08
2014,1.242965569636656e-07,9.961047903184195e-09
2015,1.2700977461421736e-07,7.979671146074452e-09
2016,1.346370987476142e-07,1.3256576281150956e-08
2017,1.413773578207156e-07,8.301517695485927e-09
2018,1.4611101400996418e-07,1.44562133930215e-08
2019,1.4183491520158853e-07,9.94885240857002e-09
