year,son_DET autographe_NOUN,son_DET photographe_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,2.4275012222574333e-08,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,4.768470951432846e-09,0.0
1819,0.0,0.0
1820,4.746592452420373e-09,0.0
1821,6.903041693817613e-09,9.86148829262845e-10
1822,3.0076847679083585e-09,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,9.172301251858528e-10,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,2.705993873419743e-09,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,3.781543966852041e-09,0.0
1836,3.4679070104459697e-07,0.0
1837,6.957890930081589e-10,0.0
1838,1.8936485712828244e-09,0.0
1839,1.0487212875887053e-08,0.0
1840,1.2102408852854296e-08,0.0
1841,6.420548537278137e-10,0.0
1842,1.408735705865638e-08,0.0
1843,6.497602011990011e-09,5.906911071384968e-10
1844,2.7442805805577564e-09,5.488561272137815e-10
1845,7.81231901392232e-09,0.0
1846,6.439951683034906e-09,0.0
1847,5.9325460100012606e-09,0.0
1848,2.413566457803995e-09,0.0
1849,2.0110596077316245e-08,0.0
1850,2.1045888587423178e-08,0.0
1851,1.805842853030981e-08,0.0
1852,1.4974254725075298e-08,0.0
1853,8.360704129017904e-09,0.0
1854,8.832629683208637e-09,5.195664454227256e-10
1855,1.2205955357558196e-08,1.1675261646360013e-08
1856,1.0872097000458325e-08,1.5531567143511893e-09
1857,9.763017949637742e-09,0.0
1858,2.936205500958522e-09,0.0
1859,1.782260738991681e-08,2.5460866748261424e-09
1860,5.492620580582752e-09,0.0
1861,8.960331143725853e-09,5.187560159214399e-09
1862,1.8071945939723832e-08,4.517986262886353e-10
1863,1.4983863039219614e-08,0.0
1864,4.794728170054441e-09,2.8768367688059016e-09
1865,1.0355057256106193e-08,0.0
1866,2.0922135690604193e-08,9.731225825149181e-10
1867,4.85281148598915e-09,9.7056229719783e-10
1868,7.409810987013543e-09,2.4699371437009177e-09
1869,1.0743741896135361e-08,2.441759683335931e-09
1870,1.490852641339302e-08,3.4404292748035914e-09
1871,1.1683295220166201e-08,1.0621177271019633e-09
1872,4.8378714367913744e-09,0.0
1873,8.979006871356887e-09,5.986004469882289e-10
1874,8.961913433580548e-09,5.974609140757536e-10
1875,1.4303817685856757e-08,0.0
1876,1.9951848173604958e-08,0.0
1877,2.9068635498674666e-08,6.184815992682502e-10
1878,1.388990406026025e-08,6.039088673581716e-10
1879,1.221865097988939e-08,1.221865053580018e-09
1880,1.0910338410496934e-08,0.0
1881,7.669758161910067e-09,0.0
1882,4.6587693702804245e-09,0.0
1883,1.074287619973191e-08,0.0
1884,1.5844072720483382e-08,0.0
1885,3.158361394639542e-08,8.379326565943757e-09
1886,1.6133659963557534e-08,1.936039106809062e-09
1887,3.0033054043698826e-08,6.528924623161458e-10
1888,1.5851536527833332e-08,0.0
1889,1.3783300722991498e-08,6.265136742733546e-10
1890,1.7696843102044113e-08,5.243509182406569e-09
1891,7.649064159842567e-09,0.0
1892,1.9432388143059143e-08,8.149066310636499e-09
1893,9.23762488724833e-09,3.695050043717174e-09
1894,1.575384822594117e-08,0.0
1895,3.4306101071024386e-08,0.0
1896,4.599682457140375e-08,4.1279202278587945e-09
1897,1.3984112756659783e-08,4.078699600285063e-09
1898,9.619203433786083e-09,4.52668391659472e-09
1899,3.0954439012020885e-08,1.1055156790007459e-09
1900,8.824790675987515e-09,1.5573159428683425e-09
1901,9.500855935318242e-09,3.912117296778206e-09
1902,5.892340837476695e-09,2.9461704187383475e-09
1903,8.100330184390714e-09,5.940242076007962e-09
1904,2.8485513503540005e-08,5.912087708281888e-09
1905,1.1353670226199597e-08,2.580379465655369e-09
1906,1.851906511474155e-08,1.0288369045596824e-09
1907,1.5942815068115124e-08,2.5714217422034835e-09
1908,1.3260750719723546e-08,3.437972351250096e-09
1909,4.510806661528477e-08,1.0451868481808901e-08
1910,3.90122991689168e-08,5.878565634276356e-09
1911,1.5961122201701983e-08,9.044636151145369e-09
1912,1.8753916364300238e-08,1.0418842455450772e-09
1913,1.2196876508774324e-08,5.30298971401777e-10
1914,1.808120764223986e-08,5.357394972094198e-09
1915,4.712304768617059e-09,8.246533234057551e-09
1916,1.0987461607214755e-08,1.0987462051303964e-09
1917,1.864292187292449e-08,2.1932848870420685e-09
1918,1.1486376294556067e-08,0.0
1919,6.4454939163738345e-09,2.762354567309444e-09
1920,1.4387239843927091e-08,0.0
1921,1.2116395886607734e-08,3.0290989716519334e-09
1922,7.377935595798135e-09,3.6889677978990676e-09
1923,1.8047111360885992e-08,3.1847844361720945e-09
1924,2.4494086758863887e-08,1.289162443462999e-09
1925,5.499089184013428e-09,2.1996355847875293e-09
1926,1.5604593173179637e-08,6.687683296036084e-09
1927,5.574612327308159e-09,1.1149224876660924e-09
1928,1.2568645679778001e-08,3.4278122562625413e-09
1929,7.798284684668033e-09,2.2280812750352652e-09
1930,1.470504518152893e-08,3.1510811737689437e-09
1931,7.983749661377715e-09,4.5621426636444085e-09
1932,8.767629289252454e-09,0.0
1933,1.261772819560747e-08,2.2941324395731044e-09
1934,1.0783422155213884e-08,1.4377896206951846e-08
1935,1.196828414151696e-08,1.196828414151696e-09
1936,1.8187071404440758e-08,3.6374143697059935e-09
1937,1.0072894518486919e-08,6.295559185076627e-09
1938,1.5558256905023882e-08,1.4261735792331365e-08
1939,1.2235240376412548e-08,4.588215141154706e-09
1940,2.028626333583361e-08,5.0715658339584024e-09
1941,2.3612020783048138e-08,2.3612020783048138e-08
1942,0.0,1.8205270180260413e-08
1943,2.9032352077962287e-09,0.0
1944,1.927911696952833e-08,6.4263723231761105e-09
1945,2.832055301382752e-08,4.357008087652048e-09
1946,5.568441707737293e-09,9.744772988540262e-09
1947,5.960435700558264e-09,2.3841741914054637e-09
1948,1.0871888278529696e-08,4.348755133776194e-09
1949,8.835307596655184e-09,1.9634016634739737e-09
1950,1.701657836861159e-08,7.444753258312176e-09
1951,1.2793682557799002e-08,2.1322803522849654e-09
1952,9.490323193972472e-09,7.381362632230548e-09
1953,5.386913581872932e-09,9.69644453618912e-09
1954,1.4658803948464083e-08,2.1499580116213224e-08
1955,1.220129064449793e-08,1.407841176970237e-08
1956,2.529131126749462e-08,4.360570571293465e-09
1957,2.8272120644601273e-08,7.068030161150318e-09
1958,9.099467845885556e-09,9.099467845885556e-09
1959,3.8753737996444215e-09,1.3176271629333769e-08
1960,1.3841666479663672e-08,1.9378333382391588e-08
1961,7.64297514166401e-09,1.250668679730893e-08
1962,1.4586500007851555e-08,1.585489073363533e-08
1963,6.466053248388448e-10,1.3578711488548834e-08
1964,1.1559539991878864e-08,1.2776333768727e-08
1965,1.3132903931012407e-08,9.849678406226303e-09
1966,1.5509408868297214e-08,1.21859649038214e-08
1967,1.0353704948951048e-08,1.627010703941778e-08
1968,1.661823828547071e-08,1.661823828547071e-08
1969,4.541757636644661e-09,2.1346262063515198e-08
1970,1.4256047897731605e-08,9.657322413980651e-09
1971,5.138397263237948e-09,1.1304474800688524e-08
1972,1.0773308800615666e-08,1.1799337507056862e-08
1973,1.9296213626951442e-08,2.3706776597354207e-08
1974,7.313243399753588e-09,1.2938814686336286e-08
1975,7.996072248772634e-09,1.7134440977173426e-08
1976,6.8562320265641574e-09,7.427584769459372e-09
1977,6.464460078348111e-09,1.1753563455840776e-08
1978,2.3762365408686037e-09,1.3663360443061379e-08
1979,1.1118749032590358e-08,1.8726314721106974e-08
1980,9.096241093686785e-09,1.4781392165819085e-08
1981,1.6446428441341254e-08,3.479052207433497e-08
1982,1.3656505259973528e-08,1.9864007883008128e-08
1983,7.578379146444547e-09,2.273513821648976e-08
1984,6.958810416790584e-09,2.493573730832921e-08
1985,9.023337299574052e-09,1.62420065175084e-08
1986,8.991728250862252e-09,2.2779044428489215e-08
1987,1.1610551631235921e-08,2.199894133525504e-08
1988,8.994830602571113e-09,1.619069495140124e-08
1989,8.780995486290522e-09,2.3050112596401107e-08
1990,1.0352436741190019e-08,2.3974065010978762e-08
1991,8.7921980806982e-09,1.875668864670388e-08
1992,1.4876849085965205e-08,2.8651710115568108e-08
1993,1.2740176913439427e-08,2.326467135604915e-08
1994,1.1077345929422222e-08,2.742961924262488e-08
1995,9.760411145975922e-09,2.331653803366862e-08
1996,1.014237493990322e-08,2.508903285125541e-08
1997,8.630809844589749e-09,1.678213046307775e-08
1998,1.0489883850439696e-08,2.3840646790063147e-08
1999,7.312321859131998e-09,2.6507166239753133e-08
2000,1.1486881668076876e-08,2.6066386493717175e-08
2001,1.270551397425379e-08,1.7962969056650735e-08
2002,1.0953053575235572e-08,2.453483965991765e-08
2003,2.2918075992528486e-08,2.8335076507346457e-08
2004,1.0571499231559756e-08,2.86311431507702e-08
2005,1.0808999029165989e-08,2.4320248370734987e-08
2006,1.1941880706523023e-08,2.7589861728571918e-08
2007,1.2782334302130494e-08,4.2341482542340714e-08
2008,1.4049550939310151e-08,2.8950589647802616e-08
2009,1.1443662017995848e-08,2.765551676553457e-08
2010,1.4171378737160012e-08,3.306655199653008e-08
2011,1.6060681617968697e-08,4.7417253207227006e-08
2012,1.4297861561374248e-08,4.9021240622337814e-08
2013,2.147626254611623e-08,4.7136212932841204e-08
2014,2.0788274213145996e-08,5.1970683867530454e-08
2015,2.1279124420847673e-08,5.2976153241957036e-08
2016,1.9677729806710786e-08,4.598374858666432e-08
2017,1.7860839918171223e-08,5.182159412697729e-08
2018,2.5040226447892167e-08,5.292006821644435e-08
2019,2.193849463205666e-08,4.6683075849429656e-08
