year,en_ADP humeur_NOUN,en_ADP fumeur_NOUN
1800,1.0061326349841693e-07,0.0
1801,2.4288061695187935e-07,0.0
1802,1.656001700212073e-07,0.0
1803,1.1116933507082649e-07,0.0
1804,2.4718508484511403e-07,0.0
1805,1.3361525930122298e-07,0.0
1806,2.0459850702536642e-07,0.0
1807,1.708173016368164e-07,0.0
1808,1.3823051858707913e-07,0.0
1809,1.6716825257390155e-07,0.0
1810,3.2761775514700275e-07,0.0
1811,3.284270633230335e-07,0.0
1812,2.1070944455914287e-07,0.0
1813,9.202373263406116e-08,0.0
1814,8.810695817373926e-08,0.0
1815,6.74305908887618e-08,0.0
1816,1.1588019788177917e-07,0.0
1817,9.808302792180257e-08,0.0
1818,1.9073883095188648e-07,9.536941902865692e-09
1819,1.3249344021915022e-07,0.0
1820,1.4002448267547152e-07,1.1866481131050932e-09
1821,2.919000507972669e-07,0.0
1822,2.446250277898798e-07,1.0025615893027862e-09
1823,2.3224313849823375e-07,1.9765373782121287e-09
1824,1.9958037000833428e-07,8.421112696055388e-10
1825,2.1045008224973571e-07,0.0
1826,2.0346443818652915e-07,0.0
1827,1.4655464042334643e-07,1.8434546111834038e-09
1828,1.8986663974374096e-07,9.172301251858528e-10
1829,2.0232695874256024e-07,8.57317605795771e-10
1830,2.0769303432643937e-07,0.0
1831,1.3252525832285755e-07,1.5591206103948707e-09
1832,2.489514372427948e-07,1.3529969367098715e-09
1833,2.0155513880126819e-07,0.0
1834,1.4095141409598e-07,9.334530925997342e-10
1835,3.153807597300329e-07,7.563087933704082e-10
1836,2.0162249825261824e-07,0.0
1837,1.781220078100887e-07,0.0
1838,1.7232201798833557e-07,0.0
1839,1.6150308113083156e-07,0.0
1840,1.592422194107712e-07,0.0
1841,1.7977535549107415e-07,3.852329122366882e-09
1842,2.3747257671402622e-07,0.0
1843,1.671655809332151e-07,0.0
1844,1.438003067733007e-07,5.488561272137815e-10
1845,1.389476693702818e-07,0.0
1846,1.6275514269636915e-07,0.0
1847,1.0570718700364523e-07,8.089835468183537e-09
1848,1.5125016261663404e-07,0.0
1849,1.080944542763973e-07,0.0
1850,1.5207351111712342e-07,0.0
1851,1.554314792429068e-07,0.0
1852,2.265669820644689e-07,6.510545436100301e-10
1853,1.6960287041456468e-07,5.971931837933653e-10
1854,1.766525912216821e-07,5.195664454227256e-10
1855,2.4518050167898764e-07,5.306937111981824e-10
1856,2.2313685121844173e-07,3.6240324075009767e-09
1857,2.3382428082641127e-07,9.763018171682347e-10
1858,3.6017456750414567e-07,0.0
1859,2.6224691396237176e-07,1.018434669930457e-09
1860,2.0597327932136977e-07,1.8308735638683515e-09
1861,2.2825264522907673e-07,4.715963730639317e-10
1862,2.9457271466526436e-07,0.0
1863,2.7820038894788013e-07,0.0
1864,2.3110588642794028e-07,0.0
1865,1.840376171458047e-07,0.0
1866,2.739340061452822e-07,0.0
1867,2.3778775926075468e-07,0.0
1868,2.035228163776992e-07,0.0
1869,1.9631747250059561e-07,9.767038289254515e-10
1870,1.8004912760716252e-07,0.0
1871,2.5172190021294227e-07,0.0
1872,1.608592299362499e-07,0.0
1873,1.7299552723670786e-07,5.387403856360606e-09
1874,1.7087381820601877e-07,1.1949218281515073e-09
1875,2.1341296019272704e-07,5.721527140956084e-10
1876,2.212841394566567e-07,0.0
1877,2.1585007914382004e-07,6.184815992682502e-10
1878,2.3612837196651526e-07,6.039088673581716e-10
1879,2.0649518717164028e-07,1.832797580370027e-09
1880,1.7584898159839213e-07,4.492492600149944e-09
1881,1.8267969892349356e-07,4.8807553554297556e-09
1882,2.455837204706768e-07,6.655385131892899e-10
1883,2.553013018768979e-07,4.423537092179686e-09
1884,2.145551576404614e-07,1.9805090900604227e-09
1885,1.9207993773306953e-07,1.2891271383708158e-09
1886,1.7682491204595863e-07,6.453463874400711e-10
1887,1.8476856666893582e-07,2.6115698492645834e-09
1888,2.1684901696517045e-07,0.0
1889,1.8168896076531382e-07,0.0
1890,1.6910317413021403e-07,6.554386478008212e-10
1891,1.6509230249539542e-07,0.0
1892,1.3477301763487048e-07,6.268512375839919e-10
1893,1.675089293939891e-07,0.0
1894,1.5375755424429371e-07,0.0
1895,1.9440125242908834e-07,0.0
1896,1.8162849357850064e-07,5.89702897624278e-10
1897,1.4275448734224483e-07,0.0
1898,1.3749802008078404e-07,0.0
1899,1.525611708075303e-07,0.0
1900,1.59365328045169e-07,0.0
1901,1.475427069408397e-07,0.0
1902,1.207929756219528e-07,4.910283846193408e-10
1903,1.6038654848671285e-07,0.0
1904,1.3221577432886988e-07,5.374625189347171e-10
1905,1.5791923146935005e-07,1.5482277682110634e-09
1906,1.0699903896238538e-07,3.0865106026567446e-09
1907,1.3011393207307265e-07,0.0
1908,1.6256697676908516e-07,2.4556945366072114e-09
1909,1.4467586595401372e-07,5.500983557560346e-10
1910,1.507050484406136e-07,5.344150677544235e-10
1911,1.7982864619625616e-07,1.5961122423746588e-09
1912,1.4846850149297097e-07,1.5628263128064646e-09
1913,1.2408996497015323e-07,5.30298971401777e-10
1914,1.687579356257629e-07,6.696743715117748e-10
1915,1.4843760709482012e-07,2.3561523843085297e-09
1916,1.648119365427192e-07,0.0
1917,1.5352993898432032e-07,1.0966424435210342e-09
1918,1.596606296061509e-07,2.2972752589112133e-09
1919,1.4732557929164614e-07,0.0
1920,1.2721349662569992e-07,7.572231730534895e-10
1921,1.4994040498095274e-07,0.0
1922,1.3354063810311345e-07,1.4755870969551665e-09
1923,1.5499284700126736e-07,0.0
1924,1.9208520996016887e-07,0.0
1925,1.627730341624556e-07,0.0
1926,1.6273362746233033e-07,0.0
1927,1.6277869008263224e-07,2.2298449753321847e-09
1928,1.5539416153842467e-07,1.1426041224282812e-09
1929,1.9384306426672993e-07,1.1140406375176326e-09
1930,1.5335261593918403e-07,0.0
1931,1.368642870147596e-07,1.1405356659111021e-09
1932,1.2822657424749195e-07,0.0
1933,1.307655423943288e-07,0.0
1934,1.2700475338078832e-07,0.0
1935,1.1609235883724978e-07,0.0
1936,1.600462269379932e-07,0.0
1937,1.2968851592631836e-07,0.0
1938,1.4391387992418458e-07,0.0
1939,1.1164657109929976e-07,0.0
1940,5.5787225505810056e-08,0.0
1941,1.1806010036252701e-07,8.854508237732261e-09
1942,1.5777901296587515e-07,0.0
1943,1.5096823346993915e-07,0.0
1944,8.354284375400312e-08,0.0
1945,9.149717072887142e-08,0.0
1946,1.4477947729574225e-07,1.3921104269343232e-09
1947,1.5973967038007686e-07,1.1920870957027319e-09
1948,1.0763169200345146e-07,1.0871887834440486e-09
1949,9.718838356320703e-08,9.817008317369869e-10
1950,1.2337019938968297e-07,2.1270722960764488e-09
1951,1.7697927034987515e-07,2.1322803522849654e-09
1952,8.014050933979888e-08,1.0544803918932644e-09
1953,8.188109035245361e-08,5.386913581872932e-09
