year,en_ADP air_NOUN,en_ADP fer_NOUN
1846,1.0362467706137579e-07,1.441788026568247e-05
1847,9.977463566457345e-08,1.4114066289039329e-05
1848,7.562508130831702e-08,1.3120147741574328e-05
1849,4.776266493422554e-08,1.1754643310268875e-05
1850,1.0726613819400654e-07,1.2962230357516091e-05
1851,9.28719168236114e-08,1.4118466424406506e-05
1852,1.295598495154593e-07,1.3777616004517768e-05
1853,1.8632426690423642e-07,1.6510599380126223e-05
1854,1.5327209934579145e-07,1.3655764632858336e-05
1855,1.645150575768639e-07,1.5138038179429714e-05
1856,1.0457922500206607e-07,1.40969686981407e-05
1857,1.649950125415245e-07,1.5077029274834786e-05
1858,1.1793758891709416e-07,1.4639921573689207e-05
1859,9.522363986214089e-08,1.5209812772809528e-05
1860,2.2016254042078742e-07,1.6220166799030267e-05
1861,1.787350306092783e-07,1.6551146472920664e-05
1862,2.466820419877447e-07,1.5353021808550693e-05
1863,1.4883970733681195e-07,1.6857844457263127e-05
1864,9.829192038068868e-08,1.6121794033097103e-05
1865,8.425251213362017e-08,1.610776234883815e-05
1866,1.7954111974916032e-07,1.6825775674078614e-05
1867,1.465549051005155e-07,1.9438421077211387e-05
1868,1.1262912769094413e-07,2.076080818369519e-05
1869,1.3771524309813543e-07,1.5129142411751673e-05
1870,1.2614906896857292e-07,1.502263421571115e-05
1871,1.115223595693493e-07,1.6864305507624522e-05
1872,1.5420715726577328e-07,1.6813417460070923e-05
1873,7.302925214558442e-08,2.015188329096418e-05
1874,1.69081439682639e-07,1.85123262781417e-05
1875,1.0241533254795598e-07,1.7448368453187868e-05
1876,1.6566080840441089e-07,1.8450622519594617e-05
1877,1.0699732011509866e-07,1.8876058675232343e-05
1878,1.6547102504871347e-07,2.0034072804264724e-05
1879,6.659164597522249e-08,1.6905114534893073e-05
1880,1.1167052460514526e-07,1.7573345758137293e-05
1881,1.1713813058422673e-07,1.891501779027749e-05
1882,1.0715170062347568e-07,1.640153095650021e-05
1883,1.131161653233903e-07,1.674119266681373e-05
1884,1.7296446674919252e-07,1.748129398038145e-05
1885,1.4180398011376383e-07,1.7914999261847697e-05
1886,1.0906354014350583e-07,1.84072141564684e-05
1887,8.161155939934162e-08,1.7566071619512513e-05
1888,1.0715638998348709e-07,1.8108796211890876e-05
1889,8.645888804892365e-08,1.7459056834923103e-05
1890,1.7238036653655087e-07,1.929283644130919e-05
1891,2.42220368873447e-07,2.033949931501411e-05
1892,1.1847488301519604e-07,1.7623922758502886e-05
1893,1.422594238520425e-07,1.7541633496875875e-05
1894,1.9282710761459043e-07,1.7385946193826385e-05
1895,1.0352017021375559e-07,1.6678784959367476e-05
1896,7.194375445385148e-08,1.492243154643802e-05
1897,1.1070755412401212e-07,1.6019383110688068e-05
1898,1.9181822974445595e-07,1.795452590158675e-05
1899,1.0060192678906787e-07,1.5245614122250117e-05
1900,1.3496738171525635e-07,1.664303636061959e-05
1901,1.279821263411307e-07,1.4346293028211221e-05
1902,2.533706344731712e-07,2.189790211559739e-05
1903,1.3608554705335507e-07,1.5393867215607315e-05
1904,1.4135264425618743e-07,1.4733460375282448e-05
1905,1.475977098319703e-07,1.2736752978526056e-05
1906,2.052529679552606e-07,1.4242703400668688e-05
1907,2.2062798410438234e-07,1.2533108929346781e-05
1908,2.3329098763902323e-07,1.2807428902306128e-05
1909,3.15206349466024e-07,1.2099413652322255e-05
1910,3.6340225884057276e-07,1.2952084034623113e-05
1911,3.9902805815117404e-07,1.1900080608029384e-05
1912,4.625965921434272e-07,1.1923843885597307e-05
1913,5.09087001221431e-07,1.2710205737676006e-05
1914,3.0202313938687553e-07,1.1813725905085448e-05
1915,1.8377989163820274e-07,1.104917646443937e-05
1916,1.50528225217883e-07,1.0037046195066068e-05
1917,1.381769423325352e-07,1.026896006806055e-05
1918,2.6303800471083605e-07,8.583769158576615e-06
1919,2.642652502382603e-07,9.220739229931496e-06
1920,2.854731246948461e-07,1.0191466571995988e-05
1921,2.6504616346123555e-07,9.663583114161156e-06
1922,2.751969887526684e-07,9.632633009459823e-06
1923,2.558443532585386e-07,9.285769920097664e-06
1924,2.2947091282699006e-07,8.2480610217317e-06
1925,3.277457034656095e-07,8.441101272183005e-06
1926,2.920288224572687e-07,9.39173605729593e-06
1927,2.129501930347999e-07,9.258315913029946e-06
1928,2.31948637186008e-07,8.680363862367813e-06
1929,2.551153110985638e-07,8.353076736966614e-06
1930,2.468346705919444e-07,7.840940270398278e-06
1931,4.573547949249246e-07,9.204122761730105e-06
1932,3.9563927378694075e-07,8.134167728712782e-06
1933,3.8082598163846626e-07,8.724585313757416e-06
1934,3.774197683270586e-07,7.480100521206623e-06
1935,5.732808050495919e-07,8.558519766665995e-06
1936,4.692264652383926e-07,7.815590834070463e-06
1937,4.293571240765459e-07,7.80145637691021e-06
1938,4.2914859399445504e-07,8.265324140666053e-06
1939,4.909389987872714e-07,8.60902127897134e-06
1940,6.187310546135194e-07,9.795729056349955e-06
1941,4.574829119974311e-07,8.190419976017438e-06
1942,4.247896423503761e-07,7.573392394988332e-06
1943,9.929064368474627e-07,8.282930139102973e-06
1944,4.6269882147953467e-07,7.946209734654985e-06
1945,9.389352637612092e-07,6.696721357002389e-06
1946,4.134568101221703e-07,6.587466486962512e-06
1947,5.161737379744125e-07,5.818576937599573e-06
1948,4.435730192042797e-07,6.677513283648295e-06
1949,4.7317980900185574e-07,5.933399734203704e-06
1950,5.221962715573625e-07,6.565208423126023e-06
1951,4.659032604159563e-07,6.956564448046265e-06
1952,5.388395063476992e-07,7.223190550575964e-06
1953,5.289949411846351e-07,6.911410309839994e-06
1954,6.74304979852991e-07,6.513395419460721e-06
1955,5.406109884198429e-07,6.967875378904864e-06
1956,5.843164938568179e-07,6.989995199546684e-06
1957,5.009466179650701e-07,7.08304969521123e-06
1958,6.444077458311881e-07,7.451636975019937e-06
1959,4.7512084933032384e-07,6.273455255723093e-06
1960,5.294437523950535e-07,7.0481764851137996e-06
1961,4.3703921681625957e-07,6.53057486488251e-06
1962,4.7564672556177356e-07,6.601342647627462e-06
1963,4.4615768057809646e-07,6.365829449350713e-06
1964,4.7637472228023725e-07,6.0365132412698586e-06
1965,4.5801002546141945e-07,6.628833489230601e-06
1966,5.383980679063427e-07,5.475375473906752e-06
1967,5.166991521310393e-07,5.797088761028135e-06
1968,4.051256959902716e-07,5.682089977199212e-06
1969,4.514507359054676e-07,6.634145847783657e-06
1970,3.7893495408169997e-07,6.27450026513543e-06
1971,4.3933299265219716e-07,6.450744422181742e-06
1972,3.729616903092037e-07,6.843102710263338e-06
1973,4.1018235097389777e-07,6.251421837077942e-06
1974,4.0672883683257055e-07,6.264074272621656e-06
1975,4.1065541767082436e-07,6.223800028237747e-06
1976,4.079458255645818e-07,6.0574811868718825e-06
1977,4.01384201875743e-07,5.756895461672684e-06
1978,3.386137139571588e-07,6.347521775751375e-06
1979,3.440960313350061e-07,5.985983534628758e-06
1980,3.2234804003827833e-07,6.715868494211463e-06
1981,2.859148393596911e-07,5.824565960210748e-06
1982,3.0478835211233957e-07,5.5836480896687135e-06
1983,2.7345319608684804e-07,5.752621291321702e-06
1984,2.52836773739773e-07,5.986316409689607e-06
1985,3.0739501566401373e-07,5.57461771677481e-06
1986,2.673540528963514e-07,5.728929863835219e-06
1987,3.611492629396196e-07,5.3084668252267875e-06
1988,2.5065594289053195e-07,5.63016419619089e-06
1989,1.909866496063728e-07,5.5605655688850675e-06
1990,2.2557414969259781e-07,5.798999154649209e-06
1991,2.3035557727979494e-07,5.035584763390943e-06
1992,1.630943504693505e-07,5.67469169254764e-06
1993,2.2046045700108152e-07,4.926570909447037e-06
1994,1.524453796530878e-07,5.891565706406254e-06
1995,2.125600774283143e-07,4.760369392897701e-06
1996,2.0605035411236372e-07,4.725279268313898e-06
1997,1.0980308384755944e-07,4.991485184291378e-06
1998,1.316003657159115e-07,4.562622962112073e-06
1999,1.6955446535682483e-07,4.8901151785685215e-06
2000,1.9483518709506598e-07,4.579731466947123e-06
2001,1.296838689768265e-07,4.216916295263218e-06
2002,1.305603966050839e-07,4.815400643565226e-06
2003,1.5042591949843143e-07,5.314910140441498e-06
2004,1.700249482594618e-07,4.3056834329036064e-06
2005,1.5763123639711552e-07,4.392957180243684e-06
2006,2.2442499875152677e-07,4.2373085307190195e-06
2007,1.6417310089167358e-07,5.178043920750497e-06
2008,1.4092124867026712e-07,5.155333838047227e-06
2009,2.5891284249901503e-07,5.625990525004454e-06
2010,2.116259318896141e-07,5.204675289860461e-06
2011,2.2255517517777434e-07,6.199423296493478e-06
2012,2.291062098924712e-07,6.963739451748552e-06
2013,1.5284404897286663e-07,6.0406869124562945e-06
2014,1.4768336260850834e-07,6.071042207622668e-06
2015,2.0569820136095984e-07,6.3274360400100704e-06
2016,1.6715714334925025e-07,6.859863788122311e-06
2017,1.4439609019589739e-07,6.390659109456465e-06
2018,1.3449441449431276e-07,6.508910246338928e-06
2019,1.9004859225235649e-07,6.122880677139619e-06
