year,vastes_ADJ airs_NOUN,vastes_ADJ terres_NOUN
1800,0.0,4.7162465932615305e-08
1801,0.0,9.524730337773235e-09
1802,0.0,1.3427040812530322e-08
1803,3.900678446910888e-09,7.411289004721766e-08
1804,0.0,1.9774807569206132e-08
1805,0.0,2.2743021688143017e-08
1806,0.0,0.0
1807,0.0,6.547996633798903e-08
1808,2.2660739951163578e-09,3.6257183921861724e-08
1809,0.0,3.6144488291256494e-08
1810,0.0,4.914266327205041e-08
1811,0.0,0.0
1812,0.0,7.20146218213813e-08
1813,0.0,5.463909147351842e-08
1814,0.0,2.5173417128598885e-08
1815,0.0,1.6183340889597275e-08
1816,0.0,3.0128852301913867e-08
1817,3.113746815941454e-09,2.490997452753163e-08
1818,4.768470951432846e-09,7.867976847819591e-08
1819,9.315945348475907e-09,2.070209959015301e-08
1820,0.0,3.559944161679596e-08
1821,5.9168927535324656e-09,3.8459806006585495e-08
1822,2.0051231786055723e-09,3.0076847679083585e-08
1823,5.929612356680991e-09,1.680056804787e-08
1824,0.0,6.315834610859383e-08
1825,8.805443485471187e-09,3.6982861217893515e-08
1826,0.0,2.290075862276808e-08
1827,2.7651818612639545e-09,3.7790819362726324e-08
1828,3.668920500743411e-09,1.7427371545863934e-08
1829,2.571952872898464e-09,5.401101077495696e-08
1830,5.218417697960831e-09,3.5485243188304594e-08
1831,1.5591206103948707e-09,5.76874619184764e-08
1832,0.0,5.817886972181441e-08
1833,2.548398292390175e-08,7.29768601104297e-08
1834,0.0,6.907552574375586e-08
1835,7.563087933704082e-09,4.689114518896531e-08
1836,0.0,6.922372364215335e-08
1837,6.957890930081589e-10,6.470838798122713e-08
1838,6.312161904276081e-10,5.680945847075236e-08
1839,0.0,7.690622538802927e-08
1840,0.0,1.248458971758737e-07
1841,0.0,8.603534951134861e-08
1842,0.0,1.2141960326061962e-07
1843,1.1813822142769936e-09,5.7887728388550386e-08
1844,0.0,8.068185053389243e-08
1845,0.0,8.426144404438674e-08
1846,2.3418005312692003e-09,8.430481557297753e-08
1847,3.235934187273415e-09,3.829188699455699e-08
1848,2.413566457803995e-09,7.562508130831702e-08
1849,0.0,9.46873868201692e-08
1850,0.0,2.851378333446064e-08
1851,0.0,5.546517201082679e-08
1852,1.9531636308300904e-09,3.580800012059626e-08
1853,0.0,5.0761421732659073e-08
1854,0.0,5.871100938747986e-08
1855,5.306937111981824e-10,7.058226003664458e-08
1856,0.0,3.831119954611495e-08
1857,0.0,6.541222319356166e-08
1858,9.787352039936081e-10,3.963877404089544e-08
1859,1.5276520048956854e-09,6.365216620451974e-08
1860,4.577183909670879e-10,7.735440732403731e-08
1861,0.0,5.3761986862355116e-08
1862,0.0,3.072230825296174e-08
1863,3.496234635136375e-09,3.995696573610985e-08
1864,0.0,4.1234660130839984e-08
1865,0.0,4.848049783845454e-08
1866,0.0,4.038458811805867e-08
1867,0.0,5.192508467644075e-08
1868,2.4699371437009177e-09,3.754304245262574e-08
1869,0.0,3.857980246380066e-08
1870,1.1468097582678638e-09,5.734048613703635e-08
1871,0.0,2.8677177965619194e-08
1872,0.0,6.349706183073067e-08
1873,0.0,3.6514627765882324e-08
1874,1.1949218281515073e-09,2.8678122987457755e-08
1875,1.1443054281912168e-09,3.833423178889461e-08
1876,1.209202959984168e-09,4.7158916771650183e-08
1877,1.2369632429454214e-08,7.731019735501832e-08
1878,6.039088673581716e-10,4.891661831152305e-08
1879,0.0,4.3376211067425174e-08
1880,0.0,4.043243251317108e-08
1881,0.0,4.5321300490286376e-08
1882,0.0,4.3925542314582344e-08
1883,0.0,3.728409936343269e-08
1884,6.601696966868076e-10,4.4891539374702916e-08
1885,0.0,3.0294486919046903e-08
1886,0.0,3.743009102663564e-08
1887,0.0,4.570247114088488e-08
1888,0.0,3.233713385952797e-08
1889,6.265136742733546e-10,3.759081934617825e-08
1890,0.0,4.653614382732485e-08
1891,1.9122659011827636e-09,4.780665108228277e-08
1892,6.268512375839919e-10,4.5133290882404253e-08
1893,2.463366621796581e-09,7.328515749804865e-08
1894,0.0,5.797416235964192e-08
1895,0.0,2.347259631108045e-08
1896,0.0,4.776593343081004e-08
1897,0.0,5.535378022614168e-08
1898,0.0,5.488604415404552e-08
1899,0.0,4.145683618617113e-08
1900,0.0,5.087231969014283e-08
1901,0.0,4.8622027293276915e-08
1902,0.0,3.191684427861219e-08
1903,0.0,4.644189388613995e-08
1904,2.1498500757388683e-09,5.213386344848914e-08
1905,0.0,4.902721073563043e-08
1906,1.0288369045596824e-09,3.2922780945909835e-08
1907,0.0,4.4742737514980035e-08
1908,0.0,5.893667065492991e-08
1909,0.0,3.025541062129378e-08
1910,0.0,2.939282950364941e-08
1911,0.0,4.362706818028528e-08
1912,0.0,2.8651816919023076e-08
1913,0.0,3.6590627416899224e-08
1914,0.0,3.4823067096567684e-08
1915,0.0,8.010918151057922e-08
1916,0.0,4.1752354462687435e-08
1917,0.0,5.04455535121906e-08
1918,0.0,5.743188324913717e-08
1919,0.0,4.6960025201769895e-08
1920,0.0,7.572231908170579e-08
1921,0.0,3.710646367949266e-08
1922,0.0,6.64014194740048e-08
1923,0.0,5.307974149104666e-08
1924,0.0,3.867487308184536e-08
1925,0.0,3.519416935660047e-08
1926,0.0,6.241837269271855e-08
1927,0.0,8.473411128306907e-08
1928,0.0,6.627104198742018e-08
1929,1.1140406375176326e-09,6.127223173280072e-08
1930,0.0,4.936693542845205e-08
1931,0.0,5.47457119637329e-08
1932,0.0,4.931791508511196e-08
1933,0.0,6.53827711971644e-08
1934,0.0,4.073737258636356e-08
1935,0.0,5.984141893122796e-08
1936,0.0,8.00231134689966e-08
1937,0.0,6.421470288842102e-08
1938,2.5930428915188486e-09,6.223302762009553e-08
1939,0.0,4.435274547631707e-08
1940,0.0,5.5787225505810056e-08
1941,0.0,1.0330258959356797e-07
1942,0.0,6.675266206457309e-08
1943,0.0,8.709705667797607e-08
1944,0.0,6.7476911169706e-08
1945,0.0,9.367567344042982e-08
1946,0.0,5.568441707737293e-08
1947,2.3841741914054637e-09,6.914105199484766e-08
1948,0.0,7.284165093324191e-08
1949,0.0,7.068246077324147e-08
1950,0.0,9.359118280372059e-08
1951,0.0,5.863770979885885e-08
1952,0.0,8.857634981040974e-08
1953,0.0,8.403585383121026e-08
1954,3.9090144454689835e-09,6.938500973774353e-08
1955,0.0,6.663781704219218e-08
1956,0.0,5.755953580433015e-08
1957,0.0,4.50586910005768e-08
1958,0.0,6.286904863372911e-08
1959,1.5501495642666896e-09,6.588135903484726e-08
1960,6.920833350854139e-10,6.021124931976374e-08
1961,0.0,6.739714564218957e-08
1962,0.0,7.9908652139693e-08
1963,6.466053248388448e-10,6.336732383260824e-08
1964,6.083968329129164e-10,6.874883951013544e-08
1965,0.0,6.675892905150249e-08
1966,0.0,6.923843187678358e-08
1967,9.860671168482327e-10,7.198289608822961e-08
1968,4.4914158503495116e-10,7.50066462273935e-08
1969,9.083515606356229e-10,5.631779842474316e-08
1970,9.197450023812337e-10,4.3687887085752664e-08
1971,0.0,5.446701223377204e-08
1972,5.130146862875051e-10,6.207477554198704e-08
1973,0.0,5.954260018370405e-08
1974,0.0,6.581918654546826e-08
1975,0.0,6.453972645203976e-08
1976,0.0,3.599522102604169e-08
1977,0.0,6.758298809472763e-08
1978,0.0,6.415838527118467e-08
1979,0.0,5.0326971035019596e-08
1980,0.0,6.026260024327712e-08
1981,0.0,6.00927236860116e-08
1982,6.207502289967692e-10,5.959202198368985e-08
1983,0.0,5.431171956615799e-08
1984,0.0,4.5812168281145205e-08
1985,0.0,6.135869057288801e-08
1986,0.0,7.672941393366273e-08
1987,0.0,5.8052759044358027e-08
1988,0.0,5.636760747051994e-08
1989,0.0,5.597884467078984e-08
1990,0.0,6.756327053381028e-08
1991,5.861465202094962e-10,7.67851915384199e-08
1992,1.1019888335184191e-09,6.942529751086113e-08
1993,5.539207426075166e-10,7.145577285427862e-08
1994,5.274926606624319e-10,5.222177179575738e-08
1995,5.422450821690461e-10,6.127369545083639e-08
1996,0.0,6.672615171510188e-08
1997,4.79489448146353e-10,5.274383951814343e-08
1998,0.0,6.913787586881881e-08
1999,1.3710603763428253e-09,6.901003501980085e-08
2000,4.4180314962005696e-10,5.1249166688194236e-08
2001,4.3812117822561447e-10,5.257454205320755e-08
2002,0.0,6.352771464435136e-08
2003,4.1669229178253886e-10,6.41706137116671e-08
2004,0.0,7.047665917525592e-08
2005,4.5037495954858286e-10,5.5396121467765624e-08
2006,0.0,6.341550573552013e-08
2007,0.0,6.91044945710928e-08
2008,0.0,7.70596599863893e-08
2009,9.53638501499654e-10,8.201291024079183e-08
2010,0.0,6.188168555354423e-08
2011,0.0,8.756895653050378e-08
2012,0.0,7.557441250582997e-08
2013,8.367375126105969e-10,7.446963934398809e-08
2014,4.330890368553497e-10,8.856670774548547e-08
2015,6.649726325136385e-10,7.292533155123238e-08
2016,6.214020409345267e-10,6.56614815852663e-08
2017,2.515611330355938e-10,5.4840327834426716e-08
2018,2.5814667070633845e-10,7.228106824186398e-08
2019,0.0,6.938686425428386e-08
