year,ces_DET huiles_NOUN,ces_DET tuiles_NOUN
1942,3.823106844436097e-07,5.4615812983271894e-08
1943,3.658076437318414e-07,4.3548528783077245e-08
1944,3.887955131176568e-07,6.105053529381621e-08
1945,2.744915050811869e-07,3.921307190069001e-08
1946,2.227376683094917e-07,5.707652572795041e-08
1947,2.1934402383294582e-07,3.5762613315171166e-08
1948,2.44617471167885e-07,2.5005342685346932e-08
1949,2.2873629390574024e-07,2.6505921901787133e-08
1950,1.9356358293975973e-07,4.0414373181363317e-08
1951,2.2175715486127956e-07,5.970385075215745e-08
1952,2.4885737559543486e-07,6.0105383781206e-08
1953,2.8335165325188427e-07,6.787511130923463e-08
1954,1.7395114326745897e-07,4.495366745516094e-08
1955,2.383944490702561e-07,4.8805160801634884e-08
1956,2.1802854632824165e-07,3.314033758528012e-08
1957,1.9525433003764192e-07,6.537927754735051e-08
1958,2.142511092984023e-07,3.4743422805405544e-08
1959,1.9376869886400527e-07,5.037986117173432e-08
1960,1.6886833265061796e-07,3.875666543251555e-08
1961,1.7161952925448531e-07,3.404598070133602e-08
1962,1.2937590732065019e-07,2.4099434670077358e-08
1963,1.3061427139859916e-07,3.620989819097531e-08
1964,1.5453279189614477e-07,3.346182619878846e-08
1965,9.630796249382456e-08,4.924838936659626e-08
1966,1.0856586740715102e-07,4.37586900048359e-08
1967,1.331190642162028e-07,4.7824253002204387e-08
1968,1.1273454081361933e-07,3.0092485836519245e-08
1969,1.4034031003973269e-07,4.405505027449408e-08
1970,1.3612225746584272e-07,2.8052222322827447e-08
1971,1.3462601344826908e-07,4.00794997190701e-08
1972,1.3081874516984726e-07,2.6676764131039477e-08
1973,8.600598189190123e-08,3.418186267367673e-08
1974,1.2713791708307554e-07,3.54411007208455e-08
1975,1.4164470840682952e-07,3.541117754579659e-08
1976,9.084507368584127e-08,2.6853576695629044e-08
1977,7.169673921225694e-08,2.9971587878208084e-08
1978,8.257421946211707e-08,3.0297016007097e-08
1979,9.480196894173787e-08,3.16006554257342e-08
1980,1.0176419795726588e-07,4.2638628627855724e-08
1981,9.931112554539823e-08,3.985096164171864e-08
1982,7.945602753522962e-08,4.159026545380584e-08
1983,9.915046206288025e-08,3.536577075635705e-08
1984,1.2757818979025615e-07,4.349256421676273e-08
1985,1.0527226557144331e-07,3.368712420126485e-08
1986,7.732885975997306e-08,3.7165809096961766e-08
1987,7.638520838071372e-08,3.972031059618075e-08
1988,6.536243457588853e-08,2.578518176754585e-08
1989,1.0207906964154745e-07,1.9757239400064464e-08
1990,5.2307050246724884e-08,4.195461400513523e-08
1991,5.6270067716468475e-08,1.52398094144246e-08
1992,5.179347617456642e-08,5.3997451843201816e-08
1993,4.929894625860243e-08,2.7696036575264316e-08
1994,3.797947112360589e-08,2.004472099415011e-08
1995,4.175286960617086e-08,3.849939922417889e-08
1996,5.978663386585481e-08,3.4697599460287165e-08
1997,3.6441197615033616e-08,2.7330898877409027e-08
1998,3.766822231909828e-08,2.9085589048349902e-08
1999,4.981519197144735e-08,3.3362468787601074e-08
2000,5.2132770100854486e-08,2.5182780305499364e-08
2001,3.0230360881233764e-08,3.592593644796693e-08
2002,5.5203391191582796e-08,3.417352711920785e-08
2003,4.8752998083045895e-08,1.583430719875878e-08
2004,5.594084750981665e-08,2.8190664469462945e-08
2005,6.530436991170063e-08,1.9816497776048436e-08
2006,6.547444808546743e-08,2.388376074691223e-08
2007,6.710725486414049e-08,2.077129312993975e-08
2008,6.939626651103481e-08,1.4901038625225738e-08
2009,7.962881376499809e-08,2.5271419623607017e-08
2010,8.124924200103578e-08,1.9367551562510243e-08
2011,9.483450291725148e-08,2.332622939249518e-08
2012,1.0893608504147778e-07,2.8595723122748495e-08
2013,1.0905478831091386e-07,2.7891250198308626e-08
2014,8.878325274963572e-08,2.295371936966717e-08
2015,1.0174080955493991e-07,3.014542615531468e-08
2016,1.3877978588539008e-07,2.651315345048033e-08
2017,1.0590723853454165e-07,2.1382695836180687e-08
2018,1.060982839362623e-07,2.090988093783608e-08
2019,1.216821132743462e-07,1.7346716951749386e-08
