year,leurs_DET airs_NOUN,leurs_DET terres_NOUN
1800,1.886498623981936e-07,7.149830253183609e-06
1801,1.381085894536227e-07,6.500628387584584e-06
1802,7.832440473976021e-08,5.746773240389302e-06
1803,1.8918290400904425e-07,5.109888661536388e-06
1804,1.9033252973699177e-07,3.730023081516265e-06
1805,1.421438877713399e-07,3.721326947925263e-06
1806,2.564685619432794e-07,3.5732696233026218e-06
1807,1.5942949005420815e-07,4.777190497406991e-06
1808,1.4049658503267892e-07,5.411384790932061e-06
1809,1.0391540516963005e-07,6.609923275391338e-06
1810,1.0296557917399696e-07,3.5335913253220497e-06
1811,1.0780430415024966e-07,4.374849140731385e-06
1812,2.667208214290895e-07,3.472705202511861e-06
1813,2.0705339420779012e-07,2.6111733859579545e-06
1814,1.5104050810066383e-07,4.203960543236462e-06
1815,1.537417375629957e-07,3.5765183383773547e-06
1816,1.0429217844887262e-07,2.528505774535006e-06
1817,1.588010940523077e-07,3.63374260814453e-06
1818,5.364529886975333e-08,4.299968622945016e-06
1819,8.591371281063687e-08,5.5947425607882906e-06
1820,2.5038275097699625e-07,4.81541792396456e-06
1821,1.4200543052567127e-07,3.871620265272213e-06
1822,8.72228582693424e-08,4.2648971430025995e-06
1823,1.353928098524193e-07,4.798044301423943e-06
1824,1.5494847005470547e-07,3.999186446890235e-06
1825,1.6025906202088436e-07,4.610530140780611e-06
1826,1.5149733556540923e-07,6.125952950242208e-06
1827,9.770309539192112e-08,4.051913037983468e-06
1828,9.997808092521154e-08,3.634065706137335e-06
1829,1.1830983304150777e-07,4.285730938136112e-06
1830,1.7012042263786498e-07,4.166384769632714e-06
1831,9.510636012066698e-08,2.7814712666440755e-06
1832,1.5694764599061273e-07,2.7763496746047167e-06
1833,2.2588075054841283e-07,3.3152343803521944e-06
1834,1.7455573164681937e-07,3.550855581124779e-06
1835,1.406734426723233e-07,3.945663138438249e-06
1836,1.0148332352244438e-07,3.893330358550884e-06
1837,1.0158520957759265e-07,4.118375727557577e-06
1838,9.405121303984743e-08,4.652694315154804e-06
1839,9.088917574118227e-08,3.9362003008136526e-06
1840,8.981260979368244e-08,4.604010882758303e-06
1841,9.502411835171642e-08,3.4112374578398885e-06
1842,1.09344717280635e-07,3.5969717373518506e-06
1843,9.74640315121178e-08,4.011383225588361e-06
1844,1.1416207801318023e-07,4.367796918813838e-06
1845,4.185171054160719e-08,3.7275922295521013e-06
1846,9.133021894314197e-08,4.285494924261002e-06
1847,6.417936226910115e-08,3.7655488540622173e-06
1848,7.964769821455775e-08,3.52461165675777e-06
1849,8.128032291665477e-08,2.652922830748139e-06
1850,4.8880770542325536e-08,3.2329198802472092e-06
1851,4.6435958633850305e-08,3.418847427383298e-06
1852,1.6211258824228025e-07,3.5267623843537876e-06
1853,9.73424918448984e-08,3.6966257539461367e-06
1854,9.248282384355377e-08,3.026994136234862e-06
1855,1.1356845419641104e-07,3.3131209420389496e-06
1856,1.1027413204800496e-07,3.588827667044825e-06
1857,1.0007093553809909e-07,3.316497213745606e-06
1858,1.04235298392652e-07,3.3692958822939545e-06
1859,1.2883198241553373e-07,2.9743384857283672e-06
1860,9.566314140840859e-08,3.1111119369597873e-06
1861,7.969978632615948e-08,2.8668343929894036e-06
1862,7.861296413835817e-08,2.9046134386589983e-06
1863,7.841554694465458e-08,2.9038726552244043e-06
1864,1.0212770273909655e-07,2.947798748209607e-06
1865,1.0119715088130476e-07,3.1992422009352595e-06
1866,9.244664234131506e-08,2.7724263418349437e-06
1867,9.268870115874961e-08,3.111137402811437e-06
1868,1.0620729096189052e-07,3.339354861964239e-06
1869,1.8215526154108375e-07,2.5833817289822036e-06
1870,9.518521082441112e-08,2.3716024770692457e-06
1871,6.266494922968491e-08,2.153974719476537e-06
1872,9.494322972258828e-08,2.665667125256732e-06
1873,7.72194583831265e-08,2.3860213786974782e-06
1874,1.0276327522262818e-07,2.733383780650911e-06
1875,7.895707676564001e-08,2.4087628389679594e-06
1876,8.94810217033637e-08,2.6517820970184403e-06
1877,7.792867950939808e-08,2.7695605240296572e-06
1878,1.0266450534146543e-07,2.515884261811152e-06
1879,1.1118971743329098e-07,3.6142769204161596e-06
1880,8.086486347202992e-08,2.696137244129204e-06
1881,1.0737661404469634e-07,2.609809598652646e-06
1882,1.118104702158007e-07,3.0115618301351788e-06
1883,1.1438003311159406e-07,2.932173174485797e-06
1884,1.181703774832954e-07,2.9932093639217783e-06
1885,8.572695131547903e-08,3.013979267052491e-06
1886,9.873799999837729e-08,3.048616235901136e-06
1887,9.989254978748363e-08,2.605693907753448e-06
1888,7.735549889531512e-08,2.975016514028539e-06
1889,8.833842990441099e-08,2.947746907011606e-06
1890,8.061895417910137e-08,2.8518136332422728e-06
1891,8.732681422429778e-08,2.5936701604223344e-06
1892,1.0029619978979554e-07,2.2854997041577008e-06
1893,9.9766346517427e-08,2.695539023989113e-06
1894,9.830401559440816e-08,2.807965984175098e-06
1895,9.328852534906673e-08,2.5898098101606593e-06
1896,1.0083919566028499e-07,2.5109550279012183e-06
1897,9.905413378419325e-08,2.390117970207939e-06
1898,9.73237049839426e-08,2.505519660189748e-06
1899,8.954677177541726e-08,2.404496626695618e-06
1900,5.5544270072260815e-08,2.446543248879607e-06
1901,6.482937253693422e-08,2.6227951366308844e-06
1902,7.46363142400952e-08,2.209136710007442e-06
1903,9.342380824506336e-08,2.276732857353636e-06
1904,7.954445280233813e-08,2.188547341575031e-06
1905,5.728442398211797e-08,2.3197612790681887e-06
1906,1.0751345680404256e-07,2.538140734031913e-06
1907,7.611408170404843e-08,2.3831935322959907e-06
1908,8.74227243929937e-08,2.505790689610876e-06
1909,9.131632561221181e-08,2.7372893782739993e-06
1910,1.1115833142838483e-07,2.2413366878026864e-06
1911,8.086969005560718e-08,2.6931734282698017e-06
1912,8.439262089154909e-08,2.4020641831157263e-06
1913,1.198475674257793e-07,2.080893182210275e-06
1914,1.0112083170810138e-07,2.2246583739615744e-06
1915,6.832842192050492e-08,2.263084297737805e-06
1916,9.998590799753515e-08,2.356810682613286e-06
1917,6.68951898319392e-08,2.5113110950769624e-06
1918,8.155327257952649e-08,2.491394980097539e-06
1919,1.2798909510003398e-07,2.7144737941853236e-06
1920,1.0979736009275598e-07,2.421599674562458e-06
1921,8.405749696294151e-08,1.85608041647356e-06
1922,1.2690049133734504e-07,2.1683752038370585e-06
1923,9.554353530560888e-08,2.2845520106784534e-06
1924,1.0055467192238154e-07,2.0613706510630436e-06
1925,8.908524051776112e-08,2.0214652067807037e-06
1926,1.0811754602713108e-07,2.5413196453882847e-06
1927,1.0703256236865855e-07,2.154030198653345e-06
1928,9.940655920637198e-08,1.836164869928325e-06
1929,1.2254447256943024e-07,2.1824055238539586e-06
1930,9.348207452575252e-08,2.536620286264224e-06
1931,1.1633463614657558e-07,2.014186065935064e-06
1932,8.110057425625428e-08,1.9869639800162986e-06
1933,5.7353312543639845e-08,1.9385417999728816e-06
1934,7.308763727564838e-08,2.3172376586444443e-06
1935,8.138433482685059e-08,2.027427399298176e-06
1936,8.123559069872499e-08,2.163048975489801e-06
1937,6.547381470323188e-08,2.1845589799340814e-06
1938,7.649476430060531e-08,1.9110725588689093e-06
1939,6.117620365841958e-08,2.0035206489410484e-06
1940,6.085878911932241e-08,2.4495664092683e-06
1941,1.6233264865661567e-07,2.1516455035452964e-06
1942,7.58552971547033e-08,2.1998034753778484e-06
1943,9.580676185727555e-08,2.273233121741214e-06
1944,1.0603514510876266e-07,2.576975248302915e-06
1945,9.149717072887142e-08,2.309214323759079e-06
1946,9.744773166175946e-08,2.164731768061756e-06
1947,7.390940259810463e-08,2.3233776573761133e-06
1948,7.610321417494958e-08,1.9460678686300525e-06
1949,5.006674186347482e-08,2.520026100683026e-06
1950,6.70027759941405e-08,2.023909246418043e-06
1951,8.742349344448286e-08,2.2324975361698307e-06
1952,5.588746121443222e-08,2.11106976166775e-06
1953,4.201792791480585e-08,2.5426231786696007e-06
1954,4.788542540268281e-08,2.192957026636577e-06
1955,7.414630021074231e-08,2.1530584035645006e-06
1956,4.534993758298356e-08,2.38436018662469e-06
1957,6.714628852932947e-08,2.11245742320898e-06
1958,6.038737820901474e-08,2.203725671279244e-06
1959,9.998464456373313e-08,2.3368504571408266e-06
1960,8.304999910002664e-08,2.1641446892317617e-06
1961,7.087122311233429e-08,2.3776601665304042e-06
1962,6.468795565872654e-08,2.3084721760824323e-06
1963,6.595373935880389e-08,2.768117383311619e-06
1964,8.517555327713922e-08,2.512678975108429e-06
1965,6.730613089089843e-08,2.2090639504313003e-06
1966,9.637989828448212e-08,2.422791339995456e-06
1967,8.677390361810922e-08,2.634278189361794e-06
1968,1.0420084683993025e-07,2.588403049230692e-06
1969,6.358461177025099e-08,2.7177877655049087e-06
1970,8.921526339911168e-08,2.4957280402304605e-06
1971,9.40326732035146e-08,2.429948153803707e-06
1972,8.259536166121961e-08,2.4681137347215554e-06
1973,6.615844849733321e-08,2.5029944481502753e-06
1974,5.5130603415776136e-08,2.6097027330251876e-06
1975,6.682431896720686e-08,2.5393239866389195e-06
1976,4.97076848571254e-08,2.419678594378638e-06
1977,4.583889934295371e-08,2.645727136041387e-06
1978,6.178215161689593e-08,2.651285967658623e-06
1979,6.96384847564957e-08,2.548534439483774e-06
1980,5.742002096020826e-08,2.583901050456916e-06
1981,6.768338045581856e-08,2.5947404083126457e-06
1982,5.959202153960064e-08,2.7642008717521094e-06
1983,7.830991677337806e-08,2.450974079692969e-06
1984,7.19077029032178e-08,2.4152870992111275e-06
1985,6.015558084992989e-08,2.3947936824697535e-06
1986,6.234264771087794e-08,2.3414461338688852e-06
1987,4.277571941102565e-08,2.39605128626863e-06
1988,5.336932984434384e-08,2.2559036096936325e-06
1989,7.134558510646372e-08,2.604113888082793e-06
1990,7.192219286800139e-08,2.409938360870001e-06
1991,6.271768021592905e-08,2.335793851671042e-06
1992,6.942529445774781e-08,2.516391532481066e-06
1993,5.705383482323967e-08,2.3580405468237586e-06
1994,6.435410382366058e-08,2.4749956537561957e-06
1995,6.235818617028599e-08,2.4536589080526028e-06
1996,7.313186389801274e-08,2.529188122935011e-06
1997,6.13746503619339e-08,2.4885503080440685e-06
1998,5.1018981039874234e-08,2.552856358306599e-06
1999,6.763897908435013e-08,2.456483116475283e-06
2000,7.554833558742757e-08,2.559807398938574e-06
2001,7.97380550476845e-08,2.318975475645857e-06
2002,5.8270244962521645e-08,2.3711170342721744e-06
2003,7.167107307637366e-08,2.711833531066077e-06
2004,6.386947482006633e-08,2.532754933781689e-06
2005,8.737274237446968e-08,2.5306569568783743e-06
2006,1.037708292628281e-07,2.4073183340078685e-06
2007,6.950394615401478e-08,2.4649932583997725e-06
2008,8.174284071849058e-08,2.6400382466817973e-06
2009,7.390698275600016e-08,2.4689700239832746e-06
2010,8.644541260593996e-08,2.288677706019371e-06
2011,8.871615253536191e-08,1.8856005681300303e-06
2012,1.1472331484796428e-07,1.912168727358221e-06
2013,1.2160585427523074e-07,2.082081891785492e-06
2014,1.3663958675635968e-07,1.9242145299358526e-06
2015,1.3365950124466508e-07,1.8499538327887421e-06
2016,1.2863022025300097e-07,1.8888549675466493e-06
2017,1.0716504039720576e-07,1.7896059034683276e-06
2018,1.20038200268624e-07,1.7757909063220723e-06
2019,1.2168211460661382e-07,1.7351818542010733e-06
