year,ses_DET août_NOUN,ses_DET toutes_ADJ
1800,0.0,2.2009150946189493e-08
1801,0.0,7.143547753329926e-09
1802,0.0,1.1189200677108602e-08
1803,0.0,0.0
1804,0.0,4.943701892301533e-09
1805,0.0,8.528632911009026e-09
1806,2.881669125542885e-08,2.881669125542885e-09
1807,0.0,1.4234776024579787e-08
1808,6.798221985349073e-09,4.5321479902327155e-09
1809,0.0,2.259030518203531e-09
1810,2.3401267590372754e-09,0.0
1811,7.521229861140455e-09,5.0141535368197765e-09
1812,8.00162425207418e-09,1.600324850414836e-08
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,2.1577788444915313e-08
1816,0.0,4.6352077731626196e-09
1817,0.0,1.401186056071424e-08
1818,0.0,4.768470951432846e-09
1819,0.0,3.1053151161586356e-09
1820,0.0,8.306536791735653e-09
1821,0.0,1.0847637454958203e-08
1822,1.0025615893027862e-09,1.303330066093622e-08
1823,0.0,8.894418535021487e-09
1824,0.0,4.210556348027694e-09
1825,0.0,4.402721520690989e-09
1826,0.0,1.7615968905815294e-08
1827,0.0,1.1060727445055818e-08
1828,9.172301251858528e-10,2.7516903755575584e-09
1829,8.57317605795771e-10,2.571952817387313e-09
1830,0.0,4.174734336004349e-09
1831,0.0,4.677361609140007e-09
1832,1.3529969367098715e-09,1.2176972319366541e-08
1833,0.0,1.0425265983826648e-08
1834,2.8003592777992026e-09,1.8669061851994684e-09
1835,7.563087933704082e-10,2.2689263801112247e-09
1836,0.0,8.064899859050456e-09
1837,0.0,1.1828414248071795e-08
1838,0.0,1.5780404982734808e-08
1839,6.9914751765765e-10,3.4957375882882502e-09
1840,0.0,9.554532942601668e-09
1841,6.420548537278137e-10,8.988768396278601e-09
1842,6.708265054555795e-10,2.683306021822318e-09
1843,0.0,4.7255288571079745e-09
1844,0.0,1.3172546942108454e-08
1845,7.254296274794569e-09,2.790114028705659e-09
1846,1.1709002656346001e-09,5.854501328173001e-09
1847,0.0,9.168480197274675e-09
1848,8.045221711050488e-10,1.126331028444838e-08
1849,1.005529792763582e-08,8.379414495607307e-09
1850,3.394498016007219e-09,2.0366988096043315e-09
1851,1.2898877521649865e-09,9.029214709244116e-09
1852,1.9531636308300904e-09,9.114763610540422e-09
1853,5.971931837933653e-10,7.166318205520383e-09
1854,0.0,5.195664454227256e-09
1855,0.0,1.326734277995456e-08
1856,2.0708756931497874e-09,4.1417513307884235e-09
1857,4.881508974818871e-09,1.318007414319311e-08
1858,0.0,6.8511463169329545e-09
1859,0.0,1.1711998704200255e-08
1860,0.0,8.696649622663699e-09
1861,0.0,1.1318312787000906e-08
1862,0.0,1.1746764450037972e-08
1863,0.0,1.8480096564132964e-08
1864,0.0,1.1986819536957682e-08
1865,4.706844358715045e-10,8.943004392580889e-09
1866,4.865612912574591e-10,2.6274310060969697e-08
1867,0.0,7.279217228983725e-09
1868,0.0,9.385760946223343e-09
1869,0.0,7.813630631403612e-09
1870,5.734048791339319e-10,8.027668307875047e-09
1871,0.0,2.1242354542039266e-09
1872,2.4189357183956872e-09,1.1489944995446422e-08
1873,5.986004469882289e-10,1.0176207876355647e-08
1874,5.974609140757536e-10,1.1949218059470468e-08
1875,0.0,1.2015206940496626e-08
1876,0.0,1.9347248025880504e-08
1877,0.0,2.288381883985835e-08
1878,0.0,6.039088673581716e-09
1879,0.0,1.5884245696540233e-08
1880,6.417846254436199e-10,2.5029600170256572e-08
1881,0.0,1.8128519407856203e-08
1882,0.0,1.3976308554930483e-08
1883,4.423537092179686e-09,2.5277355319985872e-08
1884,0.0,1.650424241717019e-08
1885,6.445635691854079e-10,2.5137979031697455e-08
1886,0.0,1.677900562935264e-08
1887,1.3057849246322917e-09,1.8933882017790893e-08
1888,0.0,2.4728396663675767e-08
1889,0.0,2.255449160770695e-08
1890,5.898947663673937e-09,1.5075089287996946e-08
1891,0.0,1.402328420052612e-08
1892,0.0,2.2566645441202127e-08
1893,6.158416554491453e-10,1.4164357742263434e-08
1894,2.520615716150587e-09,1.8904617427040193e-08
1895,0.0,2.8287487463529715e-08
1896,5.89702897624278e-10,2.4767521755730826e-08
1897,1.7480140668268973e-09,4.1369664693924335e-08
1898,0.0,1.923840653450526e-08
1899,1.1055156790007459e-09,1.8241008703512307e-08
1900,5.191053142894475e-10,1.9206896184620348e-08
1901,0.0,3.2973560049054385e-08
1902,4.910283846193408e-10,2.7006560543441083e-08
1903,0.0,1.8360748255119574e-08
1904,0.0,4.6759239147320386e-08
1905,0.0,2.5287718585786934e-08
1906,1.0288369045596824e-09,3.9095802595312534e-08
1907,0.0,3.857132524487383e-08
1908,0.0,3.388858349495649e-08
1909,0.0,3.135560699973894e-08
1910,0.0,3.6340223164010865e-08
1911,0.0,5.373578004785884e-08
1912,5.209421227725386e-10,3.9591602329913655e-08
1913,0.0,4.189361824114002e-08
1914,1.3393487430235496e-09,4.6877205950313083e-08
1915,1.1780761921542648e-09,1.6493066468115103e-08
1916,0.0,4.394984642885902e-08
1917,0.0,8.115154148669035e-08
1918,1.1486376294556067e-09,4.594550340186743e-08
1919,0.0,5.893022919645219e-08
1920,0.0,7.117897471431434e-08
1921,0.0,2.9533715528717863e-08
1922,0.0,4.72187880462549e-08
1923,1.0615948120573648e-09,5.732612029518691e-08
1924,1.289162443462999e-09,6.703644550576371e-08
1925,0.0,6.268961527666761e-08
1926,0.0,8.136681373116517e-08
1927,1.1149224876660924e-09,5.68610465379038e-08
1928,1.1426041224282812e-09,7.08414584771333e-08
1929,0.0,6.907051597337954e-08
1930,0.0,8.50791881390478e-08
1931,0.0,6.386999817920014e-08
1932,0.0,5.1509820520045935e-08
1933,0.0,3.326492148403304e-08
1934,0.0,8.267290318997311e-08
1935,0.0,8.856529998269025e-08
1936,1.2124714565686645e-09,4.4861444337129797e-08
1937,0.0,7.932404222366074e-08
1938,0.0,9.334954265138862e-08
1939,0.0,5.199977337611017e-08
1940,0.0,7.353770570261986e-08
1941,0.0,4.132103725851266e-08
1942,0.0,9.4060562672027e-08
1943,0.0,6.387117701400769e-08
1944,0.0,1.0282195539446093e-07
1945,0.0,5.2284098384092204e-08
1946,0.0,9.883984208869379e-08
1947,0.0,8.82144470804036e-08
1948,0.0,8.588791189367839e-08
1949,0.0,5.693864935096826e-08
1950,0.0,9.146411206195637e-08
1951,0.0,7.46298131071299e-08
1952,0.0,6.221434634134937e-08
1953,0.0,6.033343424860504e-08
1954,0.0,8.990733291192043e-08
1955,0.0,1.0042600262494261e-07
1956,0.0,1.0290946872437701e-07
1957,0.0,6.979680133856192e-08
1958,0.0,6.700517041213772e-08
1959,0.0,7.595732620657714e-08
1960,0.0,7.33608302994071e-08
1961,0.0,9.102088432966227e-08
1962,0.0,7.673767188354219e-08
1963,0.0,7.306640426030242e-08
1964,0.0,7.665800383360732e-08
1965,0.0,6.183409073656776e-08
1966,0.0,8.474784352063836e-08
1967,0.0,6.113616213276885e-08
1968,4.4914158503495116e-10,9.52180163049654e-08
1969,0.0,7.357647771599751e-08
1970,4.5987250119061684e-10,6.806113161950123e-08
1971,0.0,7.450676609010998e-08
1972,0.0,6.617889436455471e-08
1973,0.0,6.615844316826269e-08
1974,0.0,6.356895676518093e-08
1975,1.1422960355389478e-09,7.93895758022245e-08
1976,0.0,7.199043655647941e-08
1977,0.0,7.757352271653417e-08
1978,0.0,8.376233595619453e-08
1979,5.851973350345929e-10,8.894999592445885e-08
1980,0.0,7.163289905687265e-08
1981,6.325549528618524e-10,1.1006456152040656e-07
1982,0.0,1.1980479397433186e-07
1983,0.0,7.830991588519964e-08
1984,0.0,1.020625481906734e-07
1985,0.0,1.0346759637958058e-07
1986,5.994485463567401e-10,9.591176702850035e-08
1987,0.0,1.0205063816215443e-07
1988,0.0,1.1513383624262019e-07
