year,avez_VERB en_PRON,avez_VERB tant_ADV
1844,3.841992946007622e-09,6.564319505741878e-07
1845,5.580227835366713e-09,5.608129072243173e-07
1846,1.3465353276842507e-08,4.648474032364902e-07
1847,1.1325769655456952e-08,3.931660046418983e-07
1848,1.689496542667257e-08,4.4892337314195174e-07
1849,6.703531951757213e-09,4.055636964039877e-07
1850,6.788996032014438e-09,3.9783517991054396e-07
1851,7.739326512989919e-09,4.6564949229832564e-07
1852,2.6042181744401205e-09,5.631621888824156e-07
1853,4.777545470346922e-09,5.249328296486055e-07
1854,2.0782657816909023e-09,6.676428938590107e-07
1855,1.0613874223963649e-08,5.402462193160318e-07
1856,6.73034605824796e-09,6.000362304803275e-07
1857,1.0739319655783675e-08,5.272029852676496e-07
1858,1.761723389392955e-08,5.769643962594273e-07
1859,6.619825576592575e-09,4.776458695232577e-07
1860,1.0985241161165504e-08,5.927453230469837e-07
1861,1.5091083938045813e-08,5.899670441067428e-07
1862,1.0843167252971853e-08,5.877899980077927e-07
1863,3.995696662428827e-09,5.374212150854873e-07
1864,4.794728170054441e-09,4.986517296856618e-07
1865,2.3534221238463715e-09,5.845900545864424e-07
1866,7.298419202328432e-09,5.157549480827583e-07
1867,5.338092634588065e-09,4.6295821221065125e-07
1868,3.457911734727759e-09,4.663241099933657e-07
1869,4.395167341186834e-09,4.580740835535835e-07
1870,5.734048791339319e-09,4.4897601014781685e-07
1871,7.434824311758348e-09,3.6324425423117646e-07
1872,8.4662747923403e-09,4.6564511535507336e-07
1873,2.3944017879529156e-09,3.8430150084423076e-07
1874,2.3898436563030145e-09,4.1762518776522484e-07
1875,6.865832347102696e-09,5.18942499638797e-07
1876,3.627608879952504e-09,3.627608862188936e-07
1877,7.421779191219002e-09,4.873634793511883e-07
1878,5.435179861734696e-09,3.9374859284180275e-07
1879,1.4051448005147904e-08,5.455627274386643e-07
1880,7.059631101924424e-09,4.3962248241768975e-07
1881,6.2752567586699115e-09,3.890659172611777e-07
1882,1.1314154946262533e-08,4.405864899581502e-07
1883,5.687405213450347e-09,3.6020230709254974e-07
1884,4.621187876807653e-09,2.7397041435506253e-07
1885,1.2891271383708158e-09,2.707166970594699e-07
1886,8.38950331427668e-09,3.12347651743039e-07
1887,5.876032105334161e-09,2.970660659684654e-07
1888,1.1413106904001324e-08,3.2527353255318303e-07
1889,5.012109394186837e-09,2.819311646362621e-07
1890,9.831579994568074e-09,2.418568669781962e-07
1891,4.461953917456185e-09,2.868399064936966e-07
1892,9.402768341715273e-09,2.839636010776303e-07
1893,1.2932674486876294e-08,2.5434260919610097e-07
1894,1.2603078580752936e-08,2.58993253510198e-07
1895,6.018614495673091e-09,3.2741263567004353e-07
1896,7.66613794667137e-09,2.4413699861725036e-07
1897,5.826713556089658e-10,2.482179866092338e-07
1898,9.619203211741478e-09,2.868785884402314e-07
1899,8.291367592505594e-09,2.647710175551765e-07
1900,4.15284251431558e-09,2.1490960477876797e-07
1901,6.147612641171918e-09,2.486988819327962e-07
1902,1.0802624572647801e-08,1.713689101734417e-07
1903,9.1803746826713e-09,2.1816889272940898e-07
1904,2.6873125946735854e-09,2.3325873144131037e-07
1905,4.1286072338664326e-09,2.157197229735175e-07
1906,5.144184633820714e-09,2.1657017157394876e-07
1907,8.228549397415463e-09,2.370850751276521e-07
1908,1.1296195090437777e-08,2.549010957864084e-07
1909,3.300590023513905e-09,3.1245585319084057e-07
1910,6.412980813053082e-09,2.960659344353189e-07
1911,4.25629931299909e-09,2.1973144725961902e-07
1912,4.688478938419394e-09,2.9693700298594194e-07
1913,6.363587878865928e-09,2.6567977329250425e-07
1914,7.366418142140674e-09,2.451008072057448e-07
1915,2.3561523843085297e-09,1.7082105330246122e-07
1916,2.197492410260793e-09,2.439216473248962e-07
1917,1.0966424435210342e-09,2.6429083277434984e-07
1918,5.743188147278033e-09,2.527002891383745e-07
1919,3.6831393490643904e-09,2.5045346774277277e-07
1920,6.815008557481406e-09,2.2943862632018863e-07
1921,2.2718242842501013e-09,2.711043691761006e-07
1922,3.6889677978990676e-09,2.5084980848077976e-07
1923,3.1847844361720945e-09,2.4735157921895734e-07
1924,1.289162443462999e-09,2.281817472749026e-07
1925,1.0998177923937646e-09,4.124316603792977e-07
1926,2.229227691330493e-09,2.9648728627762466e-07
1927,2.2298449753321847e-09,4.392794608065742e-07
1928,0.0,3.0964571351432824e-07
1929,1.1140406375176326e-09,2.450889269312029e-07
1930,0.0,2.7834548177452234e-07
1931,3.4216069977333063e-09,1.505507043475518e-07
1932,0.0,2.0713524406801298e-07
1933,1.1470662197865522e-09,1.9729539246782224e-07
1934,0.0,2.192629153796588e-07
1935,0.0,2.585149445621937e-07
1936,3.6374143697059935e-09,1.6853353201895516e-07
1937,1.2591118148108649e-09,1.9390321881473938e-07
1938,0.0,1.9577473153731262e-07
1939,0.0,1.9729324662876024e-07
1940,0.0,1.5468275194052694e-07
1941,5.9030051957620344e-09,2.538292278586596e-07
1942,6.068423541449874e-09,2.0936060707299475e-07
1943,0.0,2.2354910811372974e-07
1944,0.0,3.2774499914012267e-07
1945,0.0,1.8735134688085964e-07
1946,1.3921104269343232e-09,3.160090784604108e-07
1947,2.3841741914054637e-09,2.7775629973803007e-07
1948,2.174377566888097e-09,3.044128504825494e-07
1949,9.817008317369869e-10,2.2284608292011399e-07
1950,0.0,2.5418515292585653e-07
1951,0.0,2.5587362983969797e-07
1952,4.2179215675730575e-09,2.6889250648309826e-07
1953,2.1547654771580937e-09,1.7238123461993382e-07
1954,0.0,1.866554413254562e-07
1955,0.0,1.4547691762345494e-07
1956,0.0,2.1192373367284745e-07
1957,0.0,3.0834280551061966e-07
1958,0.0,2.043244080596196e-07
1959,4.650448914844674e-09,1.9144347618293978e-07
1960,0.0,2.1316166964879812e-07
1961,2.08444772553662e-09,2.2512035968702548e-07
1962,6.341956404476434e-10,3.0948746143621975e-07
1963,0.0,1.8557572900590458e-07
1964,1.2167936658258327e-09,2.999396429004264e-07
1965,3.830430195250756e-09,2.2599539306611405e-07
1966,0.0,2.4316537405866256e-07
1967,1.4791006197611978e-09,2.76591833880957e-07
1968,4.4914158503495116e-10,2.5107013357228425e-07
1969,9.083515606356229e-10,2.0574162817865727e-07
1970,1.3796175313274261e-09,2.0050441662533558e-07
1971,1.0276794970565106e-09,2.2968636415043875e-07
1972,1.5390440033513642e-09,2.1905727010107512e-07
1973,5.513203782392395e-10,1.6098555022381333e-07
1974,0.0,1.2545024219434708e-07
1975,1.1422960355389478e-09,1.6506177757946716e-07
1976,5.713526873840635e-10,1.331251695546598e-07
1977,1.1753563677885381e-09,1.292892051196759e-07
1978,1.1881182704343018e-09,1.7405932339897845e-07
1979,1.1703946700691858e-09,1.8550755953583575e-07
1980,5.685150683554241e-10,1.7965075471693126e-07
1981,0.0,1.341016542255602e-07
1982,6.207502289967692e-10,1.179425410668955e-07
1983,1.2630632095778083e-09,1.2188560560844053e-07
1984,5.799008495621649e-10,1.1250076425994848e-07
1985,1.2031116103372597e-09,1.3414694421953754e-07
1986,1.1988970927134801e-09,1.654478012369509e-07
1987,0.0,1.686585449078848e-07
1988,0.0,1.4331763509289885e-07
1989,5.488122178931576e-10,1.366542363712142e-07
1990,5.44865097484859e-10,1.1660112875233608e-07
1991,0.0,1.811192760214908e-07
1992,3.30596661157756e-09,1.3003467813632597e-07
1993,1.1078414852150331e-09,1.606370148010683e-07
1994,5.274926606624319e-10,1.3556561384575616e-07
1995,1.0844901643380922e-09,1.2905432811294304e-07
1996,1.067618438099771e-09,1.233099311548358e-07
1997,0.0,9.397993494530965e-08
1998,2.86087753487152e-09,1.1395828636295846e-07
1999,9.140402323914998e-10,1.1562608648318928e-07
2000,8.836062992401139e-10,1.1442701719488468e-07
2001,4.3812117822561447e-10,1.5728549840332562e-07
2002,8.76244299341522e-10,1.2705542928870273e-07
2003,8.333845835650777e-10,1.1625714790852726e-07
2004,8.809582507929292e-10,1.1188169679599014e-07
2005,0.0,1.328606060724269e-07
2006,1.6471559671771274e-09,1.284781632193699e-07
2007,1.997239706952314e-09,1.4979298157413723e-07
2008,0.0,1.5028761879420927e-07
2009,4.76819250749827e-10,1.2063526355632348e-07
2010,9.447586046817946e-10,1.3462809533848485e-07
2011,0.0,1.877570241504145e-07
2012,2.0425516833455504e-09,2.1548919448832748e-07
2013,1.1156500168141292e-09,2.0667415867592354e-07
2014,1.5158115873603606e-09,2.2997028281679377e-07
2015,8.866301581811342e-10,2.828350318395678e-07
2016,1.6570720351438695e-09,3.3100013752118684e-07
2017,1.7609279590047322e-09,1.9571456277844845e-07
2018,2.8396134332808742e-09,2.6176073220085527e-07
2019,1.02039510174734e-09,2.6147623088945693e-07
