year,leurs_DET issus_ADJ,leurs_DET tissus_NOUN
1902,0.0,3.005093631713862e-07
1903,0.0,3.137528032937098e-07
1904,0.0,4.262077881733717e-07
1905,0.0,3.519637759019645e-07
1906,0.0,3.719245273980931e-07
1907,0.0,3.419990903807957e-07
1908,0.0,3.1039978165559035e-07
1909,0.0,3.5811402376850765e-07
1910,0.0,2.9873802454005727e-07
1911,0.0,3.2933115234889954e-07
1912,0.0,3.271516433311916e-07
1913,5.30298971401777e-10,3.144672962029915e-07
1914,0.0,3.455519861361722e-07
1915,0.0,2.6624522320162214e-07
1916,0.0,2.417241771190959e-07
1917,0.0,3.651819335814821e-07
1918,0.0,2.5729483166259115e-07
1919,9.207848372660976e-10,2.771562441772346e-07
1920,0.0,2.756292447614328e-07
1921,0.0,3.180553831416688e-07
1922,0.0,2.906906674260412e-07
1923,0.0,2.6646030582000435e-07
1924,0.0,2.513866872444481e-07
1925,1.0998177923937646e-09,2.5075846110667044e-07
1926,2.229227691330493e-09,3.39957235695465e-07
1927,0.0,2.809604736642157e-07
1928,0.0,2.3994686038086854e-07
1929,0.0,2.718259217715513e-07
1930,0.0,2.447339704225726e-07
1931,2.2810713318222042e-09,2.4863677428044184e-07
1932,0.0,2.553571915031583e-07
1933,0.0,2.2138378685809812e-07
1934,0.0,2.7078372433209097e-07
1935,0.0,3.0040393905750307e-07
1936,0.0,3.2251739812139135e-07
1937,0.0,2.2160368640111727e-07
1938,0.0,2.60600802048927e-07
1939,0.0,2.1258729443474067e-07
1940,0.0,2.1046997544793555e-07
1941,0.0,2.685867390717078e-07
1942,0.0,2.8521591843855276e-07
1943,0.0,2.177426383642711e-07
1944,0.0,2.40988963895461e-07
1945,0.0,2.2656441522883597e-07
1946,1.3921104269343232e-09,2.784220800577941e-07
1947,0.0,2.6464334768050435e-07
1948,0.0,3.4029009521319153e-07
1949,1.9634016634739737e-09,2.228460836972701e-07
1950,2.1270722960764488e-09,2.0419894197765132e-07
1951,0.0,2.2602172133900922e-07
1952,0.0,1.9613335222601336e-07
1953,0.0,1.9069674150884453e-07
1954,0.0,2.3160910966879555e-07
1955,0.0,1.820807926655732e-07
1956,0.0,1.482594074175836e-07
1957,0.0,1.908368192360399e-07
1958,0.0,2.0432441855122718e-07
1959,0.0,1.8601794726791354e-07
1960,0.0,1.460295802058198e-07
1961,6.948159270159238e-10,1.521646808555488e-07
1962,0.0,1.192287775175771e-07
1963,0.0,1.6294453653031837e-07
1964,0.0,1.3141372234848347e-07
1965,0.0,1.1929054721804278e-07
1966,0.0,1.373690530215299e-07
1967,4.930335584241163e-10,8.97321088544345e-08
1968,0.0,1.0420085103102217e-07
1969,0.0,1.062771308735222e-07
1970,0.0,9.565348052520406e-08
1971,0.0,9.865722905288976e-08
1972,0.0,1.0157690577550227e-07
1973,5.513203782392395e-10,9.868634975873647e-08
1974,0.0,9.113425936124742e-08
1975,5.711480177694739e-10,8.452990840623897e-08
1976,2.856763492431469e-09,7.141908708874212e-08
1977,0.0,8.815172736209576e-08
1978,0.0,8.019798047875781e-08
1979,0.0,8.134242934776381e-08
1980,0.0,7.902359572264928e-08
1981,1.2651099057237047e-09,6.13578335917353e-08
1982,0.0,6.145427267068015e-08
1983,0.0,7.578379057626705e-08
1984,0.0,7.538711166432677e-08
1985,0.0,6.978047584205171e-08
1986,0.0,1.7264118246096416e-07
1987,0.0,8.738468437741176e-08
1988,0.0,8.575072008021323e-08
1989,0.0,7.463846363187088e-08
1990,0.0,8.390922690004743e-08
1991,0.0,8.088822012197738e-08
1992,0.0,6.611933200950659e-08
1993,0.0,6.702441091022138e-08
1994,0.0,7.806891466621835e-08
1995,0.0,8.242125354440688e-08
1996,5.338092190498855e-10,7.153043601881848e-08
1997,0.0,4.746945436728822e-08
1998,0.0,7.819731639990835e-08
1999,0.0,7.220918166184198e-08
2000,4.4180314962005696e-10,6.273604635786967e-08
2001,0.0,6.046072242860134e-08
2002,0.0,7.710949700978631e-08
2003,0.0,5.917030643232124e-08
2004,1.3214374039449694e-09,8.721487021468022e-08
2005,0.0,6.935774365945946e-08
2006,0.0,6.876876224026773e-08
2007,3.994479469415779e-10,6.391167206576398e-08
2008,0.0,7.450519268203948e-08
2009,4.76819250749827e-10,7.056924999915282e-08
2010,0.0,1.1195389371110309e-07
2011,0.0,7.571464766265024e-08
2012,0.0,8.748929603008548e-08
2013,0.0,7.642202604074555e-08
2014,0.0,7.124314760353911e-08
2015,0.0,8.179163446531135e-08
2016,0.0,8.803195461482005e-08
2017,0.0,7.244960831265246e-08
2018,0.0,7.434623983115785e-08
2019,0.0,8.316220290183196e-08
