year,leurs_DET issus_ADJ,leurs_DET tissus_NOUN
1800,0.0,3.772997558826319e-08
1801,0.0,8.572257570449437e-08
1802,0.0,2.6854081625060644e-08
1803,0.0,3.1205427575287104e-08
1804,0.0,3.460591457837836e-08
1805,0.0,7.391482248486625e-08
1806,0.0,1.5272845743652397e-07
1807,0.0,7.971474502710407e-08
1808,0.0,4.985362878073829e-08
1809,0.0,8.358412628695078e-08
1810,0.0,5.148278958699848e-08
1811,0.0,1.1031137958639192e-07
1812,0.0,1.7070132685148565e-07
1813,0.0,2.386865673997818e-07
1814,0.0,1.0698702368472368e-07
1815,0.0,2.7241958377999254e-07
1816,0.0,1.3673863108465412e-07
1817,0.0,1.1987925141454525e-07
1818,0.0,1.8477824426099687e-07
1819,0.0,1.5630085936635396e-07
1820,0.0,1.803705060865468e-07
1821,0.0,1.7158989051857532e-07
1822,0.0,1.5840473110984021e-07
1823,0.0,2.065481542468106e-07
1824,0.0,2.0379093346178934e-07
1825,0.0,1.8491431008627046e-07
1826,0.0,1.092190069496013e-07
1827,0.0,1.7512819283638237e-07
1828,0.0,2.604933607708304e-07
1829,0.0,2.1518671511344678e-07
1830,0.0,2.316977574245982e-07
1831,0.0,2.775234690943762e-07
1832,0.0,1.8941957613538563e-07
1833,0.0,2.536814580622604e-07
1834,0.0,1.7922299377914896e-07
1835,0.0,2.692459375452927e-07
1836,6.720750067579218e-10,1.9154137581578468e-07
1837,6.957890930081589e-10,4.160818809495481e-07
1838,0.0,1.881024287442301e-07
1839,0.0,2.866504944520898e-07
1840,0.0,2.3249363323429861e-07
1841,0.0,2.9855549321666786e-07
1842,0.0,3.4547565519460477e-07
1843,0.0,3.520518987443211e-07
1844,5.488561272137815e-10,3.7541758679537907e-07
1845,0.0,2.9742613882888236e-07
1846,0.0,3.0033591968958717e-07
1847,0.0,2.378411636527744e-07
1848,0.0,2.687104192489187e-07
1849,0.0,2.430030388023141e-07
1850,0.0,2.9667913192810147e-07
1851,0.0,3.624584623551641e-07
1852,0.0,3.0990195432067935e-07
1853,0.0,3.4577485052977863e-07
1854,0.0,3.268072981121861e-07
1855,0.0,3.1098652186756226e-07
1856,0.0,2.8163908782907754e-07
1857,4.881509085841174e-10,2.4065840342757383e-07
1858,0.0,2.735564756939368e-07
1859,0.0,3.060396081000505e-07
1860,0.0,3.2131832439219465e-07
1861,0.0,3.367198058157328e-07
1862,0.0,2.7243456246495157e-07
1863,4.994620828036034e-10,2.5822188942647983e-07
1864,0.0,2.5651794133274564e-07
1865,0.0,3.24772258863959e-07
1866,1.9462451650298362e-09,3.5567631417876555e-07
1867,0.0,3.5182884339235443e-07
1868,0.0,4.2532314337151433e-07
1869,0.0,4.556323498494663e-07
1870,0.0,5.200782444703123e-07
1871,0.0,5.183134454966876e-07
1872,6.047339295989218e-10,4.2391849608414134e-07
1873,0.0,5.0402158269236e-07
1874,0.0,4.5586266350650106e-07
1875,0.0,3.953575173909485e-07
1876,3.627608879952504e-09,4.770305714885126e-07
1877,0.0,4.19949015117993e-07
1878,0.0,4.124697481344697e-07
1879,0.0,4.4536982568565975e-07
1880,6.417846254436199e-10,3.8122005641128e-07
1881,0.0,4.2532295108088647e-07
1882,3.9932310791357395e-09,4.379243483398909e-07
1883,0.0,4.3477052003026984e-07
1884,0.0,4.093052128339991e-07
1885,1.2891271383708158e-09,4.0671959866678264e-07
1886,1.2906927748801422e-09,3.471963653800536e-07
1887,0.0,3.643139825371122e-07
1888,0.0,4.057993514550162e-07
1889,0.0,3.984626868458463e-07
1890,0.0,2.903593094849555e-07
1891,0.0,4.270727558264298e-07
1892,0.0,4.86436554592018e-07
1893,2.463366621796581e-09,4.600337044635694e-07
1894,0.0,3.516259017288803e-07
1895,0.0,3.334312501657166e-07
1896,0.0,3.8684508840702847e-07
1897,0.0,4.1253130600438226e-07
1898,0.0,4.690776220783732e-07
1899,5.527578395003729e-10,4.350204196867935e-07
1900,0.0,4.453923669878179e-07
1901,0.0,3.403542090385514e-07
