year,vos_DET erreurs_NOUN,vos_DET terreurs_NOUN
1954,6.352148784749545e-08,9.772536113672459e-10
1955,4.3173796537843145e-08,3.754243138587299e-09
1956,3.662879421995058e-08,1.2209598665435806e-08
1957,3.622365413180617e-08,1.236905244894615e-08
1958,5.625125593100577e-08,5.790570245522986e-09
1959,4.4954337141689393e-08,6.200598368089061e-09
1960,5.329041791179989e-08,8.305000243069571e-09
1961,6.11438017994459e-08,1.250668635321972e-08
1962,9.195837125108852e-08,1.0147130247162295e-08
1963,6.207410763181542e-08,1.0992290633282664e-08
1964,8.152517239068402e-08,1.8860301709278104e-08
1965,5.8003659209049374e-08,1.1491291473930687e-08
1966,6.868452506747502e-08,7.754704767215514e-09
1967,9.367637687773822e-08,1.8735275053582967e-08
1968,5.5693555073288437e-08,7.635406973349745e-09
1969,5.99512025578619e-08,6.812636621500445e-09
1970,5.840380912225385e-08,1.1496812751810026e-08
1971,6.063308799486578e-08,4.624557625731995e-09
1972,6.002272101568451e-08,1.539044092169206e-08
1973,3.3079221140042137e-08,8.821126162850135e-09
1974,4.5567130513290977e-08,5.625571619649605e-09
1975,3.0270844497692906e-08,5.711480177694739e-09
1976,3.6566571992580066e-08,6.8562320265641574e-09
1977,2.7033196681180982e-08,4.7014254711541525e-09
1978,4.990096791335219e-08,5.346532105932056e-09
1979,4.506019379846293e-08,6.437170463335917e-09
1980,3.922753966101311e-08,6.822181042309694e-09
1981,4.427884547908434e-08,1.138598904049104e-08
1982,5.4626019818648786e-08,3.7245013739806154e-09
1983,5.304865302591111e-08,4.420721011477724e-09
1984,4.233276335030567e-08,1.1598016991243298e-09
1985,4.090579575066755e-08,6.015557829641693e-09
1986,3.7765257587807355e-08,2.3977941854269602e-09
1987,5.621951615353282e-08,1.0388388815840699e-08
1988,6.296381371839743e-08,5.3968984281560495e-09
1989,4.884428761453563e-08,5.488121956886971e-09
1990,3.868542070017966e-08,6.538381391862913e-09
1991,4.8650160344720916e-08,2.344586080837985e-09
1992,3.361065786799955e-08,5.509944056569793e-09
1993,4.7083263510216966e-08,8.308811416668505e-09
1994,4.114442830882581e-08,5.274926717646622e-09
1995,4.7717568563143686e-08,4.337960657352369e-09
1996,3.8968074322909274e-08,3.2028553142993132e-09
1997,5.082588316884795e-08,2.876936688878118e-09
1998,4.052909696738993e-08,6.198567881199324e-09
1999,4.3416910622262606e-08,5.941261704833778e-09
2000,4.638932982192756e-08,3.092622158362701e-09
2001,3.899278516739102e-08,5.257454027685071e-09
2002,4.6002825104807243e-08,6.133709984368352e-09
2003,6.875422808860776e-08,6.250384487760385e-09
2004,5.065509967039361e-08,1.3214374039449694e-09
2005,7.701411874894148e-08,4.503749484463526e-09
2006,7.535738255626256e-08,4.941467901531382e-09
2007,8.068848417197572e-08,1.5977918155218873e-09
2008,9.025771907644753e-08,6.811903568992861e-09
2009,1.0537705463775637e-07,7.152288761247405e-09
2010,1.1667768506917753e-07,5.668551628090768e-09
2011,1.8316826144726406e-07,7.647943611743813e-09
2012,1.8382964683816283e-07,1.5319137958158535e-08
2013,1.7738834640068646e-07,1.0598675326267681e-08
2014,1.9272462048469663e-07,1.7756649817179948e-08
2015,1.9106879756147777e-07,2.5268960257562867e-08
2016,2.3737557230951722e-07,1.739925592492142e-08
2017,2.3520966596635162e-07,6.792150397672003e-09
2018,2.5298372618998144e-07,1.652138686969451e-08
2019,2.9667986956027903e-07,1.5561025135113482e-08
