year,petites_ADJ huiles_NOUN,petites_ADJ tuiles_NOUN
1972,0.0,9.234264020108185e-09
1973,5.513203782392395e-10,9.923766697284009e-09
1974,1.6876715580593782e-09,6.750686232237513e-09
1975,1.1422960355389478e-09,1.1422960355389478e-08
1976,3.9994687561772935e-09,1.2569759455516305e-08
1977,0.0,1.1165885105413054e-08
1978,4.158414057542359e-09,2.4356424432880885e-08
1979,1.1703946700691858e-09,1.8726314721106974e-08
1980,5.685150683554241e-10,1.8760998088396263e-08
1981,5.060439622894819e-09,1.4548763971333756e-08
1982,1.8622506869903077e-09,1.2415004135846175e-08
1983,4.4207211225000265e-09,1.326216381158929e-08
1984,4.639206796497319e-09,1.681712546997005e-08
1985,2.4062232206745193e-09,1.6843562988810845e-08
1986,5.994485463567401e-10,1.558566253834215e-08
1987,3.6664902225425067e-09,2.3832186002437084e-08
1988,3.597932174415064e-09,1.679035044332977e-08
1989,1.6464366536794728e-09,9.878619700032232e-09
1990,7.628111475810329e-09,5.993515905799995e-09
1991,8.7921980806982e-09,6.4476117778156095e-09
1992,6.060938417817852e-09,1.4325855168806356e-08
1993,3.323524566667402e-09,1.1078414630105726e-08
1994,3.164955852952289e-09,1.1077346151466827e-08
1995,4.880205572987961e-09,7.591431483433553e-09
1996,8.540947504798169e-09,4.804283193493575e-09
1997,3.3564262480467733e-09,7.671831170341648e-09
1998,2.86087753487152e-09,8.10582001520288e-09
1999,5.0272213059088244e-09,2.1936966021485205e-08
2000,4.859834756842929e-09,7.068850393920911e-09
2001,7.0099388516098315e-09,7.448059946568719e-09
2002,8.762443215459825e-09,5.257465574004527e-09
2003,5.416999737661854e-09,6.250384210204629e-09
2004,2.642874807889939e-09,1.4535810777260849e-08
2005,4.503749373441224e-09,7.205999352777326e-09
2006,6.1768350434476815e-09,8.64756888319107e-09
2007,5.991719120856942e-09,9.18730247434496e-09
2008,1.7029758714315335e-09,7.2376473703172906e-09
2009,7.1522885392028e-09,1.43045770784056e-08
2010,5.196172381261022e-09,1.0392344762522043e-08
2011,2.2943831279320648e-09,1.6825476123472072e-08
2012,2.382976926895708e-09,1.463828702696901e-08
2013,3.0680376017500066e-09,7.530637446961919e-09
2014,1.0827225782605865e-09,8.445236510112863e-09
2015,2.659890530054554e-09,1.219116452233493e-08
2016,3.314144070287739e-09,9.942432654952427e-09
2017,7.54683426862357e-10,9.810884549210641e-09
2018,5.937373259712331e-09,1.0842160058643913e-08
2019,2.806086474294034e-09,1.1479444950168727e-08
