year,quelques_DET humeurs_NOUN,quelques_DET tumeurs_NOUN
1800,1.0690159513160324e-07,5.973912209356058e-08
1801,7.857902772911984e-08,1.4287095950749062e-08
1802,1.1189200677108602e-08,3.5805442166747525e-08
1803,6.046051481689574e-08,3.1205427575287104e-08
1804,9.145848167690929e-08,2.4718509905596875e-08
1805,3.980028751016107e-08,9.665784439505387e-08
1806,2.881669036725043e-08,2.5935023018064385e-08
1807,2.8469550272802735e-08,4.839823697366796e-08
1808,3.172503681980743e-08,5.6651850321998154e-08
1809,7.454800510231507e-08,3.614448673694426e-08
1810,7.020380277111826e-09,6.786367556799178e-08
1811,7.521229861140455e-09,2.5070768572277302e-08
1812,3.200649700829672e-08,1.1202274663446588e-07
1813,1.4378708002027452e-08,1.0640243885973177e-07
1814,5.034683425719777e-08,9.754699270558831e-08
1815,2.1577788444915313e-08,5.394447111228828e-09
1816,3.9399266071882266e-08,6.257530493769536e-08
1817,1.401186100480345e-08,9.185553295765203e-08
1818,9.775365583664097e-08,6.675859509641668e-08
1819,1.5526575580793178e-08,7.349245478849298e-08
1820,3.678609061807947e-08,3.322614716694261e-08
1821,1.1833785507064931e-08,7.100271570692485e-08
1822,1.804610860745015e-08,4.3110148340019805e-08
1823,1.7788837070042973e-08,5.435477845594505e-08
1824,1.6000115010683658e-08,3.2842340402794434e-08
1825,5.899646993157148e-08,1.8491431275080572e-08
1826,1.145037931138404e-08,4.7563116112314674e-08
1827,7.373818444733615e-09,4.8851547418404806e-08
1828,1.0089530988466322e-08,7.521287170852986e-08
1829,5.143905745796928e-09,2.7434162774842008e-08
1830,1.3567886369969528e-08,6.888311543384873e-08
1831,7.795603274018958e-09,4.05371340939098e-08
1832,1.352996914505411e-08,6.629684889958298e-08
1833,3.243415847009601e-08,4.633451422542123e-08
1834,1.4001796166951408e-08,5.974099970273983e-08
1835,6.050470346963266e-09,4.310960122211327e-08
1836,1.4113575197427508e-08,6.989579892646702e-08
1837,6.957891152126194e-09,8.071153145827736e-08
1838,1.2624323808552163e-08,4.986607926582565e-08
1839,8.38977065598101e-09,9.648235943515715e-08
1840,3.184844388215424e-08,5.7327198987877637e-08
1841,1.9903700021473014e-08,7.961479964180285e-08
1842,8.720745015011744e-09,3.957876248961156e-08
1843,7.678984559333912e-09,3.6032158368115574e-08
1844,1.0977122322231025e-08,6.970472915535098e-08
1845,2.2320911785556063e-09,7.979726301954315e-08
1846,1.3465353276842507e-08,5.91304629704581e-08
1847,1.6179670936367074e-09,3.128069625546459e-08
1848,2.654923214606697e-08,4.424871796748775e-08
1849,2.513824481908955e-09,6.28456131579469e-08
1850,2.7155984128057753e-09,4.1412874907109654e-08
1851,8.384270167027807e-09,7.545843416778553e-08
1852,5.859491114534876e-09,7.422021530700817e-08
1853,1.3138249599364826e-08,6.330247548369528e-08
1854,5.195664620760709e-09,4.3124016357865e-08
1855,1.5920811335945473e-09,7.907336296852918e-08
1856,5.177189343896771e-09,3.9346638391890565e-08
1857,1.0739319655783675e-08,2.4407546206361985e-08
1858,8.31924928945682e-09,6.312842104616578e-08
1859,1.4258085379026397e-08,6.467060131853941e-08
1860,1.830873536112776e-09,3.3871161431164865e-08
1861,6.6023493339173456e-09,6.225072013421595e-08
1862,1.490935552794781e-08,4.789065549681837e-08
1863,8.990317212909105e-09,2.1976331865403154e-08
1864,6.233146443435089e-09,5.418042503535503e-08
1865,1.882737743486018e-09,4.612707615869738e-08
1866,2.919367858567057e-09,5.546798886868487e-08
1867,2.6690463172940326e-08,8.395364048396914e-08
1868,8.89177353968762e-09,8.644779392330548e-08
1869,4.883519366671862e-09,9.32752151072691e-08
1870,7.454263428741115e-09,6.13543211791523e-08
1871,0.0,5.09816491245374e-08
1872,6.047339295989218e-10,6.591600065775083e-08
1873,4.190203295451056e-09,9.697327163493696e-08
1874,2.6885741633009275e-08,5.0186716282762944e-08
1875,2.8607636259891933e-09,6.350895276341362e-08
1876,6.04601479992084e-10,6.046014755511919e-08
1877,2.4739263970730008e-09,4.7004601544387015e-08
1878,4.22736201599605e-09,4.9520526346213956e-08
1879,1.832797580370027e-09,4.2765276209166814e-08
1880,8.984985200299889e-09,2.695495493476585e-08
1881,0.0,3.2770785196589713e-08
1882,2.6621540527571597e-09,2.0631693242734173e-08
1883,8.847074628448581e-09,2.906895935073095e-08
1884,0.0,3.564916362108761e-08
1885,4.511945039809007e-09,6.252266659956263e-08
1886,0.0,3.8075435471185415e-08
1887,6.528924623161458e-10,1.3057849690412127e-08
1888,1.268122939990235e-09,3.867774944765756e-08
1889,0.0,3.069917031695013e-08
1890,6.554386478008212e-10,3.2771931834929546e-08
1891,6.374220040683554e-10,2.6771725059049345e-08
1892,0.0,3.949162952210372e-08
1893,6.158416554491453e-10,5.11148572357456e-08
1894,6.301539290376468e-10,3.465846631911518e-08
1895,1.8055843487019274e-09,3.912099266756286e-08
1896,5.89702897624278e-10,4.5996827013894404e-08
1897,2.9133566670225264e-09,4.952706389449446e-08
1898,1.584339415217073e-08,4.470100301023905e-08
1899,7.185851913504848e-09,4.919544949189003e-08
1900,1.3496738171525635e-08,2.9589002803476205e-08
1901,1.2295225282343836e-08,3.241468649051171e-08
1902,8.347482705062248e-09,4.46835843881388e-08
1903,3.2401321625741275e-09,3.2401322069830485e-08
1904,8.061937784020756e-09,3.171028861714831e-08
1905,2.0643036169332163e-09,2.580379554473211e-08
1906,4.629765903985117e-09,2.1091156376940035e-08
1907,1.5428530120153994e-09,1.542852956504248e-08
1908,0.0,3.3397447030125704e-08
1909,1.1552065082298668e-08,2.7504917010645613e-08
1910,2.137660271017694e-09,2.8323998257917538e-08
1911,4.788336838146279e-09,2.2345572059379037e-08
1912,2.0837684910901544e-09,2.0837684189256578e-08
1913,1.590896969716482e-09,3.2878536782021683e-08
1914,0.0,2.276892807628883e-08
1915,2.3561523843085297e-09,9.424609426211816e-09
1916,0.0,3.406113324722071e-08
1917,3.289927441585405e-09,1.5352994431339084e-08
1918,0.0,4.594550517822427e-09
1919,0.0,1.1049418269237776e-08
1920,2.2716695191604686e-09,2.4231141981800874e-08
1921,2.4232791773215467e-08,2.7261891411001216e-08
1922,6.640141769764796e-09,2.7298360905092522e-08
1923,1.0615948120573648e-09,8.492758496458919e-09
1924,0.0,9.024136882196387e-09
1925,0.0,3.739380538547721e-08
1926,2.229227691330493e-09,2.452150527076924e-08
1927,6.689535148041159e-09,4.013720789064479e-08
1928,0.0,3.77059369283117e-08
1929,0.0,3.3421218459395163e-08
1930,1.0503603542488804e-09,4.3064774857271004e-08
1931,4.5621426636444085e-09,3.649714219733369e-08
1932,0.0,2.4110979990332737e-08
1933,2.2941324395731044e-09,2.2941324395731044e-08
1934,0.0,1.9170528275935794e-08
1935,0.0,4.4282649547255915e-08
1936,1.2124714565686645e-09,2.182448710641438e-08
1937,1.2591118148108649e-09,2.3923124703451037e-08
1938,1.2965214457594243e-09,3.5006079368571363e-08
1939,3.058810094103137e-09,2.2941075705773528e-08
1940,2.5357829169792012e-09,4.057252667166722e-08
1941,8.854508237732261e-09,2.066051862925633e-08
1942,3.034211770724937e-09,3.034211770724937e-09
1943,0.0,5.806470415592457e-09
1944,0.0,9.639558484764166e-09
1945,0.0,2.178504043826024e-09
1946,1.3921104269343232e-09,3.062642850437669e-08
1947,1.1920870957027319e-09,1.4305045148432782e-08
1948,6.523132700664291e-09,1.0871887834440486e-08
1949,2.9451024952109606e-09,2.552422218027317e-08
1950,1.0635361480382244e-09,2.446133051670074e-08
1951,5.3307008807124134e-09,2.985192548710103e-08
1952,0.0,2.5307528517259925e-08
1953,4.3095309543161875e-09,1.4005975490505307e-08
1954,1.9545072227344917e-09,2.7363101118282884e-08
1955,0.0,2.627970152602188e-08
1956,1.744228317335228e-09,2.616342564820684e-08
1957,1.7670075402875796e-09,2.03205861026845e-08
1958,2.4816730892496253e-09,2.7298402871522853e-08
1959,0.0,1.5501495198577686e-08
1960,0.0,1.4533749925771389e-08
1961,2.0844477810477713e-09,1.876002952982958e-08
1962,6.341956404476434e-10,2.029426049432459e-08
1963,1.2932106496776896e-09,1.6811737557631545e-08
1964,4.258777885901566e-09,2.2510682928800207e-08
1965,0.0,1.3680108601477059e-08
1966,2.769537488234164e-09,1.3847687330148517e-08
1967,1.9721342336964653e-09,1.133977156619892e-08
1968,3.5931326802796093e-09,9.881114870768926e-09
1969,1.8167031212712459e-09,8.629339826038418e-09
1970,6.898087434592526e-09,7.817832520240486e-09
1971,5.652237344833111e-09,9.2491156955532e-09
1972,4.1041173792777386e-09,1.4364410771960934e-08
1973,1.6539611902288698e-09,9.923766919328614e-09
1974,0.0,1.3501372020385816e-08
1975,1.1422960355389478e-09,7.996072248772634e-09
1976,1.7140580066410394e-09,6.856232415142216e-09
1977,6.464460078348111e-09,5.876781727920388e-09
1978,1.7821774056514528e-09,1.0693064655953322e-08
1979,4.096381456264453e-09,5.851973461368232e-09
1980,3.411090521154847e-09,8.527726136353664e-09
1981,2.5302198114474095e-09,7.590659267808775e-09
1982,1.8622506869903077e-09,4.345251602977385e-09
1983,3.78918940668882e-09,6.946847541655643e-09
1984,1.739702604197646e-09,2.3196033982486597e-09
1985,7.820225356169885e-09,1.8046674155058895e-09
1986,6.593933843390687e-09,2.3977941854269602e-09
1987,6.110816852533674e-10,1.8332451112712533e-09
1988,1.798966087207532e-09,4.197587721854745e-09
1989,4.390497743145261e-09,4.390497743145261e-09
1990,2.179460389939436e-09,2.179460389939436e-09
1991,2.344586080837985e-09,5.861465368628416e-09
1992,2.2039776670368383e-09,5.5099441120809445e-09
1993,4.4313659408601325e-09,2.7696036575264316e-09
1994,2.1099706426497278e-09,7.912389743403025e-09
1995,1.0844901643380922e-09,5.422450821690461e-10
1996,3.2028553142993132e-09,0.0
1997,4.794894259418925e-09,1.917957792585412e-09
1998,4.291316191284977e-09,2.8608774238492174e-09
1999,4.113180906983871e-09,3.1991407301035224e-09
2000,1.3254094488601709e-09,3.0926219363180962e-09
2001,4.8193329327261836e-09,1.7524847129024579e-09
2002,1.3143663935011318e-09,4.38122149670761e-09
2003,4.583615265119079e-09,3.7502307925763034e-09
2004,5.726228741176342e-09,8.369103632333008e-09
2005,1.3511248786457486e-09,4.053374635937246e-09
2006,1.6471559671771274e-09,1.6471559671771274e-09
2007,3.1955835755326234e-09,2.7961356841021967e-09
2008,2.1287198670449925e-09,3.405951742863067e-09
2009,2.384096253749135e-09,3.814554005998616e-09
2010,3.3066551718974324e-09,1.4171379625338432e-09
2011,4.971163480860241e-09,5.735957819830162e-09
2012,4.085103255668798e-09,7.829781489832044e-09
2013,2.7891249310130206e-09,4.183687674075287e-09
2014,2.1654451842767486e-10,3.6812567438815336e-09
2015,1.5516027351836215e-09,2.43823286560918e-09
2016,3.1070099826280284e-09,2.071340099440988e-09
2017,3.0187335409159743e-09,1.0062445321423752e-09
2018,3.097759937453759e-09,1.5488800242380307e-09
2019,2.806086474294034e-09,7.65296326310505e-10
