year,les_DET airs_NOUN,les_DET terres_NOUN
1800,1.3324968762162825e-05,5.531842953132582e-05
1801,9.998585923653991e-06,5.466242919283104e-05
1802,9.871112979453756e-06,5.1078700153084355e-05
1803,1.2858586558195384e-05,4.902762839265051e-05
1804,1.5327947807008968e-05,4.527689520728018e-05
1805,1.2190259582212093e-05,3.4486949971324066e-05
1806,1.3604359764940455e-05,3.3162246495521686e-05
1807,9.542993836930691e-06,4.051786481795716e-05
1808,1.1763189775138017e-05,5.1183814321120735e-05
1809,9.46985633731856e-06,6.127846017989214e-05
1810,1.557588387868236e-05,3.2604985563011724e-05
1811,1.0391833313860843e-05,4.176037737124716e-05
1812,1.0028703343323286e-05,3.560989853212959e-05
1813,1.183942828220097e-05,2.6091603444911016e-05
1814,1.101022309057953e-05,2.8763776299456367e-05
1815,8.515134723552364e-06,3.144693005197041e-05
1816,7.467319932175087e-06,2.7563263188312703e-05
1817,9.496927731333926e-06,2.706312955069734e-05
1818,1.0029286769963619e-05,3.339598549700895e-05
1819,9.241417828320664e-06,3.501242827042006e-05
1820,1.0386730480149708e-05,2.9559403628809378e-05
1821,9.884169799079245e-06,2.459455151893053e-05
1822,9.61155804191094e-06,2.7954425149800954e-05
1823,8.369647432004967e-06,2.915096183642163e-05
1824,9.600068523241134e-06,2.4728597395551333e-05
1825,1.0828053007116978e-05,2.861945165477664e-05
1826,9.133879913747478e-06,3.2911915127442626e-05
1827,6.846590473230663e-06,3.0658494438284833e-05
1828,7.461666939434508e-06,2.712983177843853e-05
1829,8.055356147451675e-06,2.9748920383099176e-05
1830,9.430724787762301e-06,2.7250578796156333e-05
1831,8.018557679179139e-06,2.7665036441248958e-05
1832,9.112434710800699e-06,2.3782980974829115e-05
1833,1.0465808713888691e-05,3.141480146950926e-05
1834,8.686714238592685e-06,2.8638340836550924e-05
1835,8.70738324465492e-06,2.9129989798093447e-05
1836,8.332386045140083e-06,2.737899103522068e-05
1837,7.959827073023007e-06,2.6879723577621917e-05
1838,7.293702950050829e-06,2.8106794275117863e-05
1839,7.055097526631471e-06,2.7689737635228084e-05
1840,6.677344650540817e-06,2.6792820904120163e-05
1841,7.537724059147877e-06,2.5906270366249373e-05
1842,6.920917101638224e-06,2.411755485809408e-05
1843,7.585655282582593e-06,2.765792885384144e-05
1844,7.089025793050041e-06,3.079906196035154e-05
1845,6.053989366705537e-06,2.516403753816121e-05
1846,5.999107713705598e-06,3.058098855035496e-05
1847,5.701716169426163e-06,2.6348055371272494e-05
1848,6.272859550904286e-06,2.7763255729951197e-05
1849,6.230932918072085e-06,2.2944514626033197e-05
1850,6.899656739278726e-06,2.3213613758343854e-05
1851,6.306261127519974e-06,2.6807737867784454e-05
1852,6.749482395207451e-06,2.5469904812780442e-05
1853,6.968049916622476e-06,2.697760533010296e-05
1854,6.6852613400669725e-06,2.095982938499219e-05
1855,7.634559651137351e-06,2.3287901512958342e-05
1856,6.480805353703545e-06,2.3201056364996475e-05
1857,7.01619282494903e-06,2.224601360012457e-05
1858,6.3020758886978e-06,2.3594370418322796e-05
1859,6.959473168421937e-06,2.089726069698372e-05
1860,7.022773090170631e-06,1.940726065186027e-05
1861,7.099411860167493e-06,1.9393457137084624e-05
1862,6.448973493888843e-06,2.1603654772661685e-05
1863,6.414591609882336e-06,2.322448665381671e-05
1864,6.506445842546782e-06,2.1116941411492007e-05
1865,5.8444885695507764e-06,2.172632332531066e-05
1866,5.933615113917767e-06,1.9240093706685002e-05
1867,6.235862642256507e-06,2.1600350009975955e-05
1868,5.725807923795401e-06,2.220078147274762e-05
1869,5.786481651171016e-06,1.8182807593802863e-05
1870,6.216282130822037e-06,1.996997252717847e-05
1871,5.228805733281661e-06,1.7777727066459192e-05
1872,5.312587347816589e-06,2.121950910805026e-05
1873,4.743908711191125e-06,2.0459565234887123e-05
1874,5.086184728497756e-06,1.9647501403596834e-05
1875,5.059546225538725e-06,1.842388905970438e-05
1876,5.622189149789847e-06,1.9238418417444336e-05
1877,5.453770590690965e-06,2.043648748895066e-05
1878,5.661645488430622e-06,1.9482099560264032e-05
1879,4.9705468612160075e-06,2.2796947746428486e-05
1880,5.092560776631672e-06,1.911042079427716e-05
1881,4.6862222120580554e-06,1.994625199586153e-05
1882,4.654776411427974e-06,2.129723225152702e-05
1883,4.673151266842979e-06,2.1897140982218843e-05
1884,4.776327870104069e-06,2.164036345675413e-05
1885,4.115538224880311e-06,2.1158443132662796e-05
1886,4.749103958090473e-06,2.2829128056400805e-05
1887,4.286238905137907e-06,2.1045988205514732e-05
1888,4.136617135941378e-06,2.188082805787417e-05
1889,4.393740184127637e-06,2.196306286350591e-05
1890,3.71699246670687e-06,2.012917616411869e-05
1891,3.5829491729089114e-06,2.0885768662992632e-05
1892,3.7648685022872996e-06,2.147717793832271e-05
1893,3.584814301405004e-06,2.009983904827095e-05
1894,3.7456348422892916e-06,2.1836724499735283e-05
1895,3.4932039127966164e-06,2.0070875507371966e-05
1896,3.2740304334311077e-06,1.955572827228025e-05
1897,3.1312759176671534e-06,1.8873308135880507e-05
1898,3.361628749587453e-06,1.998134780478722e-05
1899,3.362978596044286e-06,2.1693533994948666e-05
1900,3.5008463044050586e-06,2.041589220880269e-05
1901,3.4393098715668202e-06,1.8561878164291556e-05
1902,3.139144510555525e-06,1.6118006783472083e-05
1903,3.284413992332702e-06,1.7764024391908606e-05
1904,2.8754244212336744e-06,1.7010689134622226e-05
1905,2.86680175776155e-06,1.784332368970354e-05
1906,2.9651078818915266e-06,2.0335475824140303e-05
1907,3.1772486011050205e-06,1.7904809283209033e-05
1908,3.5833495246606617e-06,1.8975152102029824e-05
1909,3.83418556992865e-06,1.8870574649554328e-05
1910,4.158283601896073e-06,1.6514494177499728e-05
1911,3.5673109337608366e-06,1.8176526850766095e-05
1912,3.4496786867066476e-06,1.687591941390565e-05
1913,3.7995920649791515e-06,1.7232595041605236e-05
1914,3.5224870913452833e-06,1.6707705412954965e-05
1915,3.3504486083302254e-06,1.580742627993459e-05
1916,3.2621775183372392e-06,1.601422604835534e-05
1917,3.5257055444049e-06,1.7492543179287168e-05
1918,3.842192910497033e-06,1.643355903979682e-05
1919,3.598427042561525e-06,1.7336537325718382e-05
1920,3.47338261974528e-06,1.7309364011453e-05
1921,3.3978916675891924e-06,1.5088699342413747e-05
1922,3.2521939488106e-06,1.659002566611889e-05
1923,3.3121758917786792e-06,1.6129871823977737e-05
1924,3.4781603801548044e-06,1.5280442653420323e-05
1925,3.682189920084511e-06,1.599355073267361e-05
1926,3.2412969517281454e-06,1.7904041328620224e-05
1927,3.245539367924266e-06,1.6797422972558707e-05
1928,3.1455890976417322e-06,1.7054509044100996e-05
1929,3.111515525233699e-06,1.6053325225584558e-05
1930,3.3779589330151794e-06,1.8129219029106025e-05
1931,2.9756575230521776e-06,1.6808074178698007e-05
1932,2.972226369024611e-06,1.6121478438435588e-05
1933,2.59695791271497e-06,1.644663529987156e-05
1934,2.801293334186994e-06,1.6832922142384632e-05
1935,2.5468508866310913e-06,1.7337256622340647e-05
1936,3.1948622023492135e-06,1.7115246464527445e-05
1937,2.445195036671066e-06,1.6476737073389813e-05
1938,2.598229063011104e-06,1.5945917425597145e-05
1939,2.720811654199906e-06,1.6135222836055618e-05
1940,2.842612751408069e-06,2.0123972490182496e-05
1941,3.3233918941277807e-06,1.9370711243027472e-05
1942,3.5469934971388284e-06,2.0311012690399366e-05
1943,3.6464634760591252e-06,2.0067161699444114e-05
1944,3.6148344975117652e-06,1.7903873072100396e-05
1945,3.5596755836309057e-06,1.597061270786071e-05
1946,3.1893250564962727e-06,1.6202772826545697e-05
1947,2.9229974742861486e-06,1.6795314877526835e-05
1948,3.0191232767151632e-06,1.5104313888514298e-05
1949,2.5946352124606165e-06,1.9630089809652418e-05
1950,2.7098902108946277e-06,1.5574423059661058e-05
1951,2.9883909462569136e-06,1.6129634786921088e-05
1952,2.2639694776671604e-06,1.64572754783876e-05
1953,2.347617026998705e-06,1.6656337493259343e-05
1954,2.7832183491227624e-06,1.5985914615157526e-05
1955,2.5031416512888427e-06,1.5076102272360004e-05
1956,2.667797218691703e-06,1.670970709710673e-05
1957,2.60545267138923e-06,1.5573521068290574e-05
1958,2.5495054600810363e-06,1.6030780557230173e-05
1959,2.1237049807609765e-06,1.6278120824608777e-05
1960,2.7551836652150996e-06,1.4930314250705123e-05
1961,2.3227696104299866e-06,1.6107222677419486e-05
1962,2.598933818376281e-06,1.5160446423578833e-05
1963,2.8651081862562933e-06,1.68356631320421e-05
1964,2.677554412855443e-06,1.5906535395515675e-05
1965,2.7135862268323763e-06,1.534087380150595e-05
1966,2.6227519995813964e-06,1.573928057041485e-05
1967,3.0997019209166865e-06,1.5309185300793615e-05
1968,3.874295273931239e-06,1.5066005744301947e-05
1969,2.6033354814103404e-06,1.588616078151972e-05
1970,2.76521328146373e-06,1.4695226013827778e-05
1971,3.0943429010221735e-06,1.3750351740782207e-05
1972,3.6531776146375705e-06,1.3935017932453775e-05
1973,2.7147015728701263e-06,1.5533452028648753e-05
1974,2.1073391138770603e-06,1.622189859062928e-05
1975,2.064700005632858e-06,1.5234802390295954e-05
1976,2.120289774865114e-06,1.4055847827876278e-05
1977,2.1050632454944207e-06,1.5857320363465988e-05
1978,2.7017809429707995e-06,1.4827716199761198e-05
1979,2.590083479248051e-06,1.4261843944041175e-05
1980,2.4861163652190044e-06,1.671434267791483e-05
1981,2.3834669704569933e-06,1.568419963859924e-05
1982,2.230976434702825e-06,1.5742225855319703e-05
1983,2.3897155401186865e-06,1.3464253925121739e-05
1984,2.6808815292156396e-06,1.446330691123876e-05
1985,2.4356993861829324e-06,1.3714269130105095e-05
1986,2.50089924236363e-06,1.4416138128581224e-05
1987,2.3923847791706976e-06,1.4980667174313567e-05
1988,2.2888845663260327e-06,1.3226598980509152e-05
1989,2.4295917810945866e-06,1.4663713955087587e-05
1990,2.481860441605477e-06,1.4068416703594266e-05
1991,2.812917117012148e-06,1.3307870403878042e-05
1992,2.4552311685965833e-06,1.4118680724095611e-05
1993,2.629461711478598e-06,1.3207685924498946e-05
1994,2.501897675699638e-06,1.3540209010898252e-05
1995,2.6591697732669672e-06,1.3743743465965963e-05
1996,2.4144190717834135e-06,1.358757981506642e-05
1997,2.427655047654298e-06,1.3300557839102112e-05
1998,2.6777814383649456e-06,1.4011624671184109e-05
1999,2.632435851523951e-06,1.3553845292335609e-05
2000,2.6777688617585227e-06,1.3066327937849564e-05
2001,2.6076973185240604e-06,1.302534292335622e-05
2002,2.7203005288356508e-06,1.2564028850192699e-05
2003,2.9714327283159037e-06,1.383376763897104e-05
2004,2.8291974274452514e-06,1.3124075508130773e-05
2005,2.84321721011338e-06,1.2397021464494173e-05
2006,3.0950060931900225e-06,1.2270488127796852e-05
2007,3.3805279358034568e-06,1.1877984206876135e-05
2008,3.5519819263640784e-06,1.3164003860310913e-05
2009,3.661018190825871e-06,1.1673965389036312e-05
2010,4.531534784746327e-06,1.1753269461678428e-05
2011,4.854914891438966e-06,9.902175634124433e-06
2012,6.316590933863608e-06,1.0514374707781826e-05
2013,7.086329823380311e-06,1.021015032165451e-05
2014,6.7843399875755495e-06,1.0040086522167257e-05
2015,7.366123313090611e-06,9.52373824247843e-06
2016,8.214520626381727e-06,1.0341993970541807e-05
2017,7.32973659722802e-06,9.278077754970582e-06
2018,8.429521308528365e-06,9.681274605100043e-06
2019,8.10168209142148e-06,9.704212516226107e-06
