year,soyez_VERB en_ADP,soyez_VERB tant_ADV
1904,1.580139752377363e-07,1.0749250378694342e-09
1905,1.3727618863867974e-07,0.0
1906,1.208883304570918e-07,5.658603086100555e-09
1907,1.2497109480591462e-07,5.65712765521198e-09
1908,1.3064294535070076e-07,2.9468334439286537e-09
1909,1.6943029379490326e-07,1.1001967115120692e-09
1910,1.1383040998680372e-07,3.740905363258662e-09
1911,1.0481137024953568e-07,3.1922244847493175e-09
1912,1.3440306645406963e-07,1.5628263128064646e-09
1913,1.320444482644234e-07,5.30298971401777e-10
1914,1.2857748288297444e-07,2.678697486047099e-09
1915,1.425472220262236e-07,0.0
1916,1.4723198660249182e-07,0.0
1917,1.217273108977679e-07,0.0
1918,8.729645628591243e-08,4.594550517822427e-09
1919,1.0957339213746309e-07,1.8415696745321952e-09
1920,1.476585254067686e-07,0.0
1921,1.347949023511319e-07,6.815472630705699e-09
1922,1.416563577549823e-07,7.377935484775833e-10
1923,1.2632978041438037e-07,2.1231896241147297e-09
1924,1.366512236700146e-07,1.289162443462999e-09
1925,1.627730341624556e-07,0.0
1926,1.2818058792163356e-07,2.229227691330493e-09
1927,9.699825653797234e-08,1.1149224876660924e-09
1928,1.1883082606800599e-07,4.570416489713125e-09
1929,1.3702700130124867e-07,1.1140406375176326e-09
1930,8.507918636269096e-08,2.100720708497761e-09
1931,1.1063195870519849e-07,0.0
1932,9.425201596968691e-08,1.0959536611565568e-09
1933,9.061822936473618e-08,0.0
1934,7.668211310374318e-08,0.0
1935,9.933675926276919e-08,2.393656828303392e-09
1936,9.33602990471627e-08,0.0
1937,9.569249925789336e-08,0.0
1938,1.1150084588962272e-07,0.0
1939,9.482311469355409e-08,3.058810094103137e-09
1940,8.621661606866837e-08,0.0
1941,1.5052663115966425e-07,0.0
1942,1.1226583751522412e-07,3.034211770724937e-09
1943,8.709705667797607e-08,0.0
1944,1.0924833304670756e-07,0.0
1945,7.406913482554955e-08,0.0
1946,1.0997672461598995e-07,1.3921104269343232e-09
1947,1.4066627329611947e-07,1.1920870957027319e-09
1948,1.0328293598149685e-07,1.0871887834440486e-09
1949,1.2173090624401084e-07,2.945102384188658e-09
1950,1.063536174683577e-07,1.0635361480382244e-09
1951,1.0021717855579482e-07,3.1984206394497505e-09
1952,1.4235484968594392e-07,1.0544803918932644e-09
1953,1.335954635806047e-07,0.0
1954,9.38163466912556e-08,1.9545072227344917e-09
1955,9.479463614070482e-08,9.385607846468247e-10
1956,9.854890237193104e-08,8.72114158667614e-10
1957,1.0867096023048362e-07,8.835037701437898e-10
1958,9.264912392836777e-08,0.0
1959,1.3253779229671636e-07,1.5501495642666896e-09
1960,1.2249874714598263e-07,4.152500121534786e-09
1961,1.5563877298063744e-07,2.08444772553662e-09
1962,1.3825464861838554e-07,0.0
1963,1.2867445775555097e-07,1.2932106496776896e-09
1964,1.4540684389885428e-07,1.2167936658258327e-09
1965,1.242153899738696e-07,5.472043373977442e-10
1966,1.0635023528493548e-07,5.539074754423723e-10
1967,1.2276535699129454e-07,2.465167847631733e-09
1968,1.2261564563686989e-07,8.982831700699023e-10
1969,1.2898591705834406e-07,9.083515606356229e-10
1970,1.053108036330741e-07,1.8394900047624674e-09
1971,1.4130593228856014e-07,5.138397485282553e-10
1972,1.3851396829522855e-07,1.0260293725750103e-09
1973,1.3066292581243033e-07,2.2052815684681093e-09
1974,9.5072159922438e-08,1.1251143350321513e-09
1975,1.0851812248802162e-07,1.1422960355389478e-09
1976,1.1027106694427857e-07,1.142705374768127e-09
1977,8.286262698220526e-08,0.0
1978,1.1524747378643951e-07,5.940591352171509e-10
1979,1.3693617972876382e-07,0.0
1980,1.0176420062180114e-07,1.1370301367108482e-09
1981,1.0184134424662261e-07,0.0
1982,1.0490678903352091e-07,0.0
1983,8.525676520321213e-08,6.315316047889041e-10
1984,8.52454249411494e-08,2.8995041922996734e-09
1985,6.677269226429416e-08,0.0
1986,1.0670184025229901e-07,1.7983456945813714e-09
1987,1.1427227519789085e-07,3.6664902225425067e-09
1988,1.0434003883119658e-07,5.996553809062277e-10
1989,9.49445109199587e-08,5.488122178931576e-10
1990,8.826814479334644e-08,1.089730194969718e-09
1991,1.0023105545542421e-07,5.861465202094962e-10
1992,9.256706334781484e-08,5.509944167592096e-10
1993,9.305868786668725e-08,0.0
1994,1.1024596346942417e-07,2.1099706426497278e-09
1995,1.203784023573462e-07,5.422450821690461e-10
1996,1.0142375117538904e-07,2.135236876199542e-09
1997,1.0117227589034883e-07,4.79489448146353e-10
1998,9.202489081872045e-08,9.536258449571733e-10
1999,1.1059886872999414e-07,4.570201161957499e-10
2000,9.984751159208827e-08,4.4180314962005696e-10
2001,1.0383472215380607e-07,8.762423564512289e-10
2002,1.0383494952748151e-07,0.0
2003,1.0917337789351222e-07,4.1669229178253886e-10
2004,1.167269658708392e-07,0.0
2005,1.0493736368744067e-07,9.007499190971657e-10
2006,1.2353669376352627e-07,4.1178899179428186e-10
2007,1.4619794796999486e-07,3.1955836310437746e-09
2008,1.8008969959737442e-07,4.257439678578834e-10
2009,1.7165493204629456e-07,1.430457752249481e-09
2010,2.3996869913389673e-07,9.447586046817946e-10
2011,3.372743151430768e-07,7.64794394481072e-10
2012,3.7821246223757043e-07,3.404252713057332e-10
2013,3.6258626323615317e-07,1.3945624655065103e-09
2014,3.443057892127399e-07,1.5158115873603606e-09
2015,3.936637824608624e-07,1.10828768384863e-09
2016,4.5030932938061596e-07,2.0713401271965637e-09
2017,4.1633367686699785e-07,1.2578056374223934e-09
2018,3.9548069707961986e-07,2.323320036357046e-09
2019,3.887705304350675e-07,7.65296326310505e-10
